corpus,event,pairs,baseline_correct_fraction,transfer_correct_fraction,fusion_correct_fraction,transfer_rescues_baseline_fraction,transfer_breaks_baseline_fraction
main16x32,loop,1142,0.6541155866900175,0.5192644483362522,0.5586690017513135,0.10770577933450087,0.2031523642732049
main16x32,static,1070,0.9850467289719627,0.9775700934579439,0.9785046728971962,0.002803738317757009,0.009345794392523364
grid50x8,loop,1108,0.6606498194945848,0.6101083032490975,0.6642599277978339,0.13808664259927797,0.13447653429602888
grid50x8,static,267,0.9887640449438202,0.9850187265917603,0.9925093632958801,0.011235955056179775,0.00749063670411985
