cohort,subset,base,candidate,structurally_nested,subset_episodes,base_detects,base_misses,candidate_detects,both_detect,candidate_only,candidate_only_frac_of_base_misses,candidate_only_ci_low,candidate_only_ci_high,earlier,earlier_frac_of_base_detects,redundant,redundant_frac_of_base_detects,later,later_frac_of_base_detects,base_only,base_only_frac_of_base_detects,redundant_frac_of_both_detect,median_lead_gain_chunks,median_lead_gain_steps,timely_episodes,base_timely_alarms,candidate_timely_alarms,added_false_alarms,added_false_alarms_frac_timely,added_false_alarms_frac_base_silent_timely,added_false_alarms_ci_low,added_false_alarms_ci_high
development_main,static,v4,progress_ratio,False,135,132,3,2,1,1,0.3333333333333333,0.0,1.0,1,0.007575757575757576,0,0.0,0,0.0,131,0.9924242424242424,0.0,18.0,180.0,,,,,,,,
development_main,pure_phantom,v4,progress_ratio,False,22,12,10,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,12,1.0,,,,,,,,,,,
development_main,all_risk,v4,v7_guard_or_progress_ratio,False,487,372,115,407,337,70,0.6086956521739131,0.509090909090909,0.7748019571295431,137,0.3682795698924731,164,0.44086021505376344,36,0.0967741935483871,35,0.09408602150537634,0.486646884272997,1.0,10.0,14313.0,67.0,125.0,86.0,0.006008523719695381,0.006036782254667977,0.003286369967080274,0.009331406594843975
development_main,loop,v4,v7_guard_or_progress_ratio,False,256,171,85,195,146,49,0.5764705882352941,0.4868421052631579,0.8334459459459453,46,0.26900584795321636,79,0.4619883040935672,21,0.12280701754385964,25,0.14619883040935672,0.541095890410959,1.0,10.0,,,,,,,,
development_main,static,v4,v7_guard_or_progress_ratio,False,135,132,3,133,131,2,0.6666666666666666,0.0,1.0,82,0.6212121212121212,45,0.3409090909090909,4,0.030303030303030304,1,0.007575757575757576,0.3435114503816794,2.0,20.0,,,,,,,,
development_main,pure_phantom,v4,v7_guard_or_progress_ratio,False,22,12,10,18,12,6,0.6,0.0,1.0,2,0.16666666666666666,9,0.75,1,0.08333333333333333,0,0.0,0.75,1.0,10.0,,,,,,,,
development_main,all_risk,v7_freeze,v4,False,487,309,178,372,291,81,0.4550561797752809,0.25187465307564216,0.7368734335839597,31,0.10032362459546926,163,0.5275080906148867,97,0.313915857605178,18,0.05825242718446602,0.5601374570446735,-1.0,-10.0,14313.0,52.0,67.0,30.0,0.0020959966464053656,0.002103639295982049,0.0008994612178917314,0.0036391693600281564
development_main,loop,v7_freeze,v4,False,256,113,143,171,106,65,0.45454545454545453,0.22268519253672092,0.7615789473684208,17,0.1504424778761062,71,0.6283185840707964,18,0.1592920353982301,7,0.061946902654867256,0.6698113207547169,0.0,0.0,,,,,,,,
development_main,static,v7_freeze,v4,False,135,130,5,132,129,3,0.6,0.0,1.0,6,0.046153846153846156,48,0.36923076923076925,75,0.5769230769230769,1,0.007692307692307693,0.37209302325581395,-2.0,-20.0,,,,,,,,
development_main,pure_phantom,v7_freeze,v4,False,22,15,7,12,12,0,0.0,0.0,0.0,1,0.06666666666666667,9,0.6,2,0.13333333333333333,3,0.2,0.75,-1.0,-10.0,,,,,,,,
development_main,all_risk,v7_freeze,v7_turbulence,False,487,309,178,138,65,73,0.4101123595505618,0.28168811720900117,0.5177336626139817,17,0.05501618122977346,17,0.05501618122977346,31,0.10032362459546926,244,0.7896440129449838,0.26153846153846155,-1.0,-10.0,14313.0,52.0,24.0,15.0,0.0010479983232026828,0.0010518196479910244,0.00013800693831483916,0.0023442429221023175
development_main,loop,v7_freeze,v7_turbulence,False,256,113,143,79,21,58,0.40559440559440557,0.2647058823529412,0.5282178007805869,5,0.04424778761061947,8,0.07079646017699115,8,0.07079646017699115,92,0.8141592920353983,0.38095238095238093,-1.0,-10.0,,,,,,,,
development_main,static,v7_freeze,v7_turbulence,False,135,130,5,30,28,2,0.4,0.0,1.0,7,0.05384615384615385,4,0.03076923076923077,17,0.13076923076923078,102,0.7846153846153846,0.14285714285714285,-3.0,-30.0,,,,,,,,
development_main,pure_phantom,v7_freeze,v7_turbulence,False,22,15,7,3,0,3,0.42857142857142855,0.0,1.0,0,0.0,0,0.0,0,0.0,15,1.0,,,,,,,,,,,
development_main,all_risk,v7_freeze,v7_guard,True,487,309,178,382,309,73,0.4101123595505618,0.28168811720900117,0.5177336626139817,17,0.05501618122977346,292,0.9449838187702265,0,0.0,0,0.0,0.9449838187702265,0.0,0.0,14313.0,52.0,67.0,15.0,0.0010479983232026828,0.0010518196479910244,0.00013800693831483916,0.0023442429221023175
development_main,loop,v7_freeze,v7_guard,True,256,113,143,171,113,58,0.40559440559440557,0.2647058823529412,0.5282178007805869,5,0.04424778761061947,108,0.9557522123893806,0,0.0,0,0.0,0.9557522123893806,0.0,0.0,,,,,,,,
development_main,static,v7_freeze,v7_guard,True,135,130,5,132,130,2,0.4,0.0,1.0,7,0.05384615384615385,123,0.9461538461538461,0,0.0,0,0.0,0.9461538461538461,0.0,0.0,,,,,,,,
development_main,pure_phantom,v7_freeze,v7_guard,True,22,15,7,18,15,3,0.42857142857142855,0.0,1.0,0,0.0,15,1.0,0,0.0,0,0.0,1.0,0.0,0.0,,,,,,,,
development_main,all_risk,v7_freeze,progress_ratio,False,487,309,178,36,4,32,0.1797752808988764,0.068474370304905,0.3813517775229352,3,0.009708737864077669,0,0.0,1,0.003236245954692557,305,0.9870550161812298,0.0,6.5,65.0,14313.0,52.0,58.0,58.0,0.004052260183050374,0.004067035972231962,0.001607792934629743,0.0069326159145171274
development_main,loop,v7_freeze,progress_ratio,False,256,113,143,35,4,31,0.21678321678321677,0.08381986027944112,0.4642857142857143,3,0.02654867256637168,0,0.0,1,0.008849557522123894,109,0.9646017699115044,0.0,6.5,65.0,,,,,,,,
development_main,static,v7_freeze,progress_ratio,False,135,130,5,2,1,1,0.2,0.0,1.0,1,0.007692307692307693,0,0.0,0,0.0,129,0.9923076923076923,0.0,16.0,160.0,,,,,,,,
development_main,pure_phantom,v7_freeze,progress_ratio,False,22,15,7,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,15,1.0,,,,,,,,,,,
development_main,all_risk,v7_freeze,v7_guard_or_progress_ratio,True,487,309,178,407,309,98,0.550561797752809,0.43999476439790575,0.7053702731092437,20,0.06472491909385113,289,0.9352750809061489,0,0.0,0,0.0,0.9352750809061489,0.0,0.0,14313.0,52.0,125.0,73.0,0.005100258506253057,0.005118855620222986,0.0024833923553481342,0.008249022732142165
development_main,loop,v7_freeze,v7_guard_or_progress_ratio,True,256,113,143,195,113,82,0.5734265734265734,0.44574966532797855,0.7629053420805997,8,0.07079646017699115,105,0.9292035398230089,0,0.0,0,0.0,0.9292035398230089,0.0,0.0,,,,,,,,
