calibrator,endpoint_outcome,count,mean,min,median,p90,p95,p99,max
A_dense,success,60791,0.06831684728387356,0.015625,0.0685584092792046,0.1532679738562091,0.2038288288288288,0.2276119402985074,0.3583333333333333
A_dense,failure,14368,0.1166184791197287,0.015625,0.1532679738562091,0.2038288288288288,0.21,0.3583333333333333,0.3583333333333333
B_proxy,success,60791,0.02286961608628377,0.0026664033181907,0.0026664033181907,0.0717098785690843,0.1118769883351007,0.2261904761904762,0.5131578947368421
B_proxy,failure,14368,0.07881365041617164,0.0026664033181907,0.0167273554847519,0.2261904761904762,0.345,0.5131578947368421,0.5131578947368421
