representation,direction,width,confirmations,quantile,tp,fp,risk_recall,early4_risk_recall,early8_risk_recall,precision,timely_fpr,max_suite_fpr,max_task_fpr,spatial_tp,spatial_fp,spatial_recall,spatial_fpr,logical_gpu,eligible
delta_front_mean,high,3,6,0.95,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,6,0.96,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,6,0.975,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,6,0.98,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,6,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,6,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.5,260,23,0.5338809034907598,0.5010266940451745,0.3593429158110883,0.9187279151943463,0.0016069307622441137,0.006594259291887283,0.02240896411240101,5,0,0.03968253968253968,0.0,0,False
delta_front_mean,high,3,8,0.55,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,0,False
delta_front_mean,high,3,8,0.6,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,0,False
delta_front_mean,high,3,8,0.65,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,0,False
delta_front_mean,high,3,8,0.7,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,0,False
delta_front_mean,high,3,8,0.725,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,0,False
delta_front_mean,high,3,8,0.75,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,0,False
delta_front_mean,high,3,8,0.775,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,0,False
delta_front_mean,high,3,8,0.8,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.825,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.85,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.875,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.9,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.925,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.95,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.96,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.975,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.98,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,8,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.5,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.55,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.6,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.65,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.7,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.725,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.75,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.775,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.8,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.825,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.85,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.875,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.9,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.925,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.95,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.96,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.975,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.98,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,10,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.5,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.55,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.6,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.65,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.7,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.725,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.75,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.775,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.8,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.825,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.85,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.875,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.9,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.925,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.95,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.96,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.975,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.98,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,3,12,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,0,False
delta_front_mean,high,4,1,0.5,376,1895,0.7720739219712526,0.7371663244353183,0.5544147843942505,0.16556583003082342,0.13239712149793895,0.48322147130966187,0.4950000047683716,121,1872,0.9603174603174603,0.48322147651006714,0,False
delta_front_mean,high,4,1,0.55,376,1691,0.7720739219712526,0.7351129363449692,0.5482546201232033,0.1819061441702951,0.11814434430238245,0.43056273460388184,0.4449999928474426,121,1668,0.9603174603174603,0.4305627258647393,0,False
delta_front_mean,high,4,1,0.6,376,1503,0.7720739219712526,0.7351129363449692,0.5441478439425051,0.20010643959552954,0.10500943198490882,0.3820340633392334,0.39798489212989807,121,1480,0.9603174603174603,0.3820340733092411,0,False
delta_front_mean,high,4,1,0.65,373,1303,0.7659137577002053,0.731006160164271,0.5400410677618069,0.22255369928400956,0.09103612100887305,0.33040785789489746,0.3474999964237213,118,1280,0.9365079365079365,0.3304078471863707,0,False
delta_front_mean,high,4,1,0.7,373,1110,0.7659137577002053,0.728952772073922,0.5297741273100616,0.25151719487525287,0.07755187591699854,0.2805885374546051,0.29750001430511475,118,1087,0.9365079365079365,0.2805885389778007,0,False
delta_front_mean,high,4,1,0.725,372,1009,0.7638603696098563,0.7268993839835729,0.5195071868583162,0.26937002172338886,0.07049535387410047,0.2545172870159149,0.2745591998100281,117,986,0.9285714285714286,0.25451729478575114,0,False
delta_front_mean,high,4,1,0.75,371,909,0.7618069815195072,0.7248459958932238,0.5154004106776181,0.28984375,0.06350869838608258,0.22870418429374695,0.251889169216156,116,886,0.9206349206349206,0.22870418172431595,0,False
delta_front_mean,high,4,1,0.775,371,813,0.7618069815195072,0.7207392197125256,0.5133470225872689,0.31334459459459457,0.056801509117585414,0.20392359793186188,0.22750000655651093,116,790,0.9206349206349206,0.20392359318533815,0,False
delta_front_mean,high,4,1,0.8,370,716,0.7597535934291582,0.7186858316221766,0.5112936344969199,0.3406998158379374,0.050024453294208064,0.17888487875461578,0.20000000298023224,115,693,0.9126984126984127,0.178884873515746,0,False
delta_front_mean,high,4,1,0.825,370,625,0.7597535934291582,0.7186858316221766,0.4989733059548255,0.37185929648241206,0.043666596800111784,0.15539494156837463,0.17632241547107697,115,602,0.9126984126984127,0.15539494062983997,0,False
delta_front_mean,high,4,1,0.85,367,521,0.7535934291581109,0.7125256673511293,0.4948665297741273,0.4132882882882883,0.03640047509257319,0.12854930758476257,0.15000000596046448,112,498,0.8888888888888888,0.12854930304594733,0,False
delta_front_mean,high,4,1,0.875,365,425,0.7494866529774127,0.7104722792607803,0.49075975359342916,0.4620253164556962,0.029693285824076016,0.1037687137722969,0.1274999976158142,110,402,0.873015873015873,0.10376871450696953,0,False
delta_front_mean,high,4,1,0.9,360,335,0.7392197125256673,0.6960985626283368,0.4804928131416838,0.5179856115107914,0.023405295884859918,0.08053690940141678,0.10499999672174454,105,312,0.8333333333333334,0.08053691275167785,0,False
delta_front_mean,high,4,1,0.925,343,250,0.704312114989733,0.6673511293634496,0.4620123203285421,0.5784148397976391,0.017466638720044714,0.05859576538205147,0.08250000327825546,88,227,0.6984126984126984,0.058595766649457925,0,False
delta_front_mean,high,4,1,0.95,327,164,0.6714579055441479,0.6386036960985626,0.44353182751540043,0.6659877800407332,0.011458115000349333,0.036396488547325134,0.05249999836087227,72,141,0.5714285714285714,0.03639648941662364,0,False
delta_front_mean,high,4,1,0.96,318,134,0.6529774127310062,0.6180698151950719,0.43121149897330596,0.7035398230088495,0.009362118353943967,0.028652556240558624,0.042500000447034836,63,111,0.5,0.028652555498193084,0,False
delta_front_mean,high,4,1,0.975,303,91,0.62217659137577,0.5852156057494866,0.4086242299794661,0.7690355329949239,0.006357856494096276,0.017552915960550308,0.032499998807907104,48,68,0.38095238095238093,0.017552916881775942,0,False
delta_front_mean,high,4,1,0.98,299,75,0.6139630390143738,0.5770020533880903,0.4004106776180698,0.7994652406417112,0.005239991616013414,0.01342281885445118,0.027499999850988388,44,52,0.3492063492063492,0.013422818791946308,0,False
delta_front_mean,high,4,1,0.99,280,43,0.5749486652977412,0.5379876796714579,0.3798767967145791,0.8668730650154799,0.0030042618598476907,0.006594259291887283,0.02240896411240101,25,20,0.1984126984126984,0.005162622612287042,0,False
delta_front_mean,high,4,1,0.995,270,33,0.5544147843942505,0.5174537987679672,0.3675564681724846,0.8910891089108911,0.002305596311045902,0.006594259291887283,0.02240896411240101,15,10,0.11904761904761904,0.002581311306143521,0,False
delta_front_mean,high,4,2,0.5,372,694,0.7638603696098563,0.7207392197125256,0.5051334702258727,0.34896810506566606,0.04848738908684413,0.17320598661899567,0.3075000047683716,117,671,0.9285714285714286,0.17320598864223025,0,False
delta_front_mean,high,4,2,0.55,371,579,0.7618069815195072,0.7186858316221766,0.5030800821355236,0.39052631578947367,0.04045273527562356,0.14352090656757355,0.26249998807907104,116,556,0.9206349206349206,0.14352090862157976,0,False
delta_front_mean,high,4,2,0.6,369,486,0.757700205338809,0.7125256673511293,0.4928131416837782,0.43157894736842106,0.033955145671766926,0.11951471120119095,0.2150000035762787,114,463,0.9047619047619048,0.11951471347444502,0,False
delta_front_mean,high,4,2,0.65,368,392,0.75564681724846,0.7104722792607803,0.48254620123203285,0.4842105263157895,0.02738768951303011,0.09525039047002792,0.17000000178813934,113,369,0.8968253968253969,0.09525038719669592,0,False
delta_front_mean,high,4,2,0.7,365,326,0.7494866529774127,0.704312114989733,0.47638603696098564,0.5282199710564399,0.02277649689093831,0.07821372896432877,0.14749999344348907,110,303,0.873015873015873,0.07821373257614868,0,False
delta_front_mean,high,4,2,0.725,361,288,0.7412731006160165,0.6981519507186859,0.4722792607802875,0.5562403697996918,0.02012156780549151,0.06840474903583527,0.13500000536441803,106,265,0.8412698412698413,0.06840474961280331,0,False
delta_front_mean,high,4,2,0.75,360,250,0.7392197125256673,0.6960985626283368,0.4702258726899384,0.5901639344262295,0.017466638720044714,0.05859576538205147,0.11749999970197678,105,227,0.8333333333333334,0.058595766649457925,0,False
delta_front_mean,high,4,2,0.775,356,215,0.731006160164271,0.6878850102669405,0.4620123203285421,0.6234676007005254,0.015021309299238455,0.04956117644906044,0.10249999910593033,101,192,0.8015873015873016,0.0495611770779556,0,False
delta_front_mean,high,4,2,0.8,354,188,0.7268993839835729,0.6817248459958932,0.4517453798767967,0.6531365313653137,0.013134912317473626,0.0425916351377964,0.0949999988079071,99,165,0.7857142857142857,0.04259163655136809,0,False
delta_front_mean,high,4,2,0.825,350,162,0.7186858316221766,0.6694045174537988,0.44763860369609854,0.68359375,0.011318381890588975,0.03588022664189339,0.08250000327825546,95,139,0.753968253968254,0.03588022715539494,0,False
delta_front_mean,high,4,2,0.85,347,131,0.7125256673511293,0.6611909650924025,0.4414784394250513,0.7259414225941423,0.00915251868930343,0.027878161519765854,0.05999999865889549,92,108,0.7301587301587301,0.027878162106350027,0,False
delta_front_mean,high,4,2,0.875,335,110,0.6878850102669405,0.6365503080082136,0.4271047227926078,0.7528089887640449,0.007685321036819674,0.022457407787442207,0.05249999836087227,80,87,0.6349206349206349,0.02245740836344863,0,False
delta_front_mean,high,4,2,0.9,327,92,0.6714579055441479,0.6242299794661191,0.4188911704312115,0.7804295942720764,0.006427723048976455,0.01781104877591133,0.04500000178813934,72,69,0.5714285714285714,0.017811048012390293,0,False
delta_front_mean,high,4,2,0.925,317,76,0.6509240246406571,0.6078028747433265,0.40451745379876797,0.806615776081425,0.005309858170893593,0.013680949807167053,0.03999999910593033,62,53,0.49206349206349204,0.013680949922560661,0,False
delta_front_mean,high,4,2,0.95,300,59,0.6160164271047228,0.5770020533880903,0.38809034907597534,0.8356545961002786,0.004122126737930553,0.009292720817029476,0.024000000208616257,45,36,0.35714285714285715,0.009292720702116675,0,False
delta_front_mean,high,4,2,0.96,291,47,0.5975359342915811,0.5585215605749486,0.37782340862423,0.8609467455621301,0.0032837280793684065,0.006594259291887283,0.02240896411240101,36,24,0.2857142857142857,0.00619514713474445,0,False
delta_front_mean,high,4,2,0.975,278,35,0.5708418891170431,0.5359342915811088,0.36960985626283366,0.8881789137380192,0.00244532942080626,0.006594259291887283,0.02240896411240101,23,12,0.18253968253968253,0.003097573567372225,0,False
delta_front_mean,high,4,2,0.98,276,32,0.5667351129363449,0.5338809034907598,0.3675564681724846,0.8961038961038961,0.0022357297561657235,0.006594259291887283,0.02240896411240101,21,9,0.16666666666666666,0.0023231801755291687,0,False
delta_front_mean,high,4,2,0.99,266,26,0.5462012320328542,0.5133470225872689,0.3613963039014374,0.910958904109589,0.0018165304268846503,0.006594259291887283,0.02240896411240101,11,3,0.0873015873015873,0.0007743933918430562,0,False
delta_front_mean,high,4,2,0.995,262,24,0.5379876796714579,0.5051334702258727,0.3613963039014374,0.916083916083916,0.0016767973171242926,0.006594259291887283,0.02240896411240101,7,1,0.05555555555555555,0.0002581311306143521,0,False
delta_front_mean,high,4,3,0.5,352,330,0.7227926078028748,0.6796714579055442,0.46611909650924027,0.5161290322580645,0.023055963110459023,0.07924626022577286,0.1616438329219818,97,307,0.7698412698412699,0.0792462570986061,0,False
delta_front_mean,high,4,3,0.55,348,261,0.7145790554414785,0.6714579055441479,0.4517453798767967,0.5714285714285714,0.018235170823726683,0.06143520772457123,0.13972602784633636,93,238,0.7380952380952381,0.061435209086215796,0,False
delta_front_mean,high,4,3,0.6,344,210,0.7063655030800822,0.6611909650924025,0.4414784394250513,0.6209386281588448,0.01467197652483756,0.04827051982283592,0.1068493127822876,89,187,0.7063492063492064,0.04827052142488384,0,False
delta_front_mean,high,4,3,0.65,340,161,0.6981519507186859,0.6529774127310062,0.43737166324435317,0.6786427145708582,0.011248515335708796,0.03562209755182266,0.09315068274736404,85,138,0.6746031746031746,0.035622096024780586,0,False
delta_front_mean,high,4,3,0.7,335,130,0.6878850102669405,0.6447638603696099,0.433264887063655,0.7204301075268817,0.009082652134423252,0.02762003056704998,0.08219178020954132,80,107,0.6349206349206349,0.027620030975735673,0,False
delta_front_mean,high,4,3,0.725,331,114,0.6796714579055442,0.6344969199178645,0.4271047227926078,0.7438202247191011,0.007964787256340389,0.02348993346095085,0.06575342267751694,76,91,0.6031746031746031,0.02348993288590604,0,False
delta_front_mean,high,4,3,0.75,323,103,0.6632443531827515,0.6180698151950719,0.4209445585215606,0.7582159624413145,0.007196255152658423,0.02065049111843109,0.057534247636795044,68,80,0.5396825396825397,0.020650490449148167,0,False
delta_front_mean,high,4,3,0.775,319,82,0.6550308008213552,0.6078028747433265,0.4106776180698152,0.7955112219451371,0.0057290575001746665,0.01522973645478487,0.04109589010477066,64,59,0.5079365079365079,0.015229736706246774,0,False
delta_front_mean,high,4,3,0.8,316,73,0.648870636550308,0.6016427104722792,0.406570841889117,0.8123393316195373,0.005100258506253057,0.012906556949019432,0.03466666489839554,61,50,0.48412698412698413,0.012906556530717605,0,False
delta_front_mean,high,4,3,0.825,310,61,0.6365503080082136,0.5913757700205339,0.4024640657084189,0.8355795148247979,0.00426185984769091,0.009808982722461224,0.03200000151991844,55,38,0.4365079365079365,0.00980898296334538,0,False
delta_front_mean,high,4,3,0.85,306,56,0.6283367556468172,0.5852156057494866,0.39835728952772076,0.8453038674033149,0.003912527073290016,0.00851832702755928,0.03200000151991844,51,33,0.40476190476190477,0.008518327310273618,0,False
delta_front_mean,high,4,3,0.875,295,51,0.6057494866529775,0.5667351129363449,0.38809034907597534,0.8526011560693642,0.0035631942988891218,0.0072276717983186245,0.029333332553505898,40,28,0.31746031746031744,0.007227671657201859,0,False
delta_front_mean,high,4,3,0.9,288,42,0.5913757700205339,0.5544147843942505,0.3860369609856263,0.8727272727272727,0.002934395304967512,0.006594259291887283,0.029333332553505898,33,19,0.2619047619047619,0.00490449148167269,0,False
delta_front_mean,high,4,3,0.925,280,33,0.5749486652977412,0.5400410677618069,0.3757700205338809,0.8945686900958466,0.002305596311045902,0.006594259291887283,0.02240896411240101,25,10,0.1984126984126984,0.002581311306143521,0,False
delta_front_mean,high,4,3,0.95,274,28,0.5626283367556468,0.5277207392197125,0.36960985626283366,0.9072847682119205,0.001956263536645008,0.006594259291887283,0.02240896411240101,19,5,0.15079365079365079,0.0012906556530717604,0,False
delta_front_mean,high,4,3,0.96,271,27,0.5564681724845996,0.5215605749486653,0.3675564681724846,0.9093959731543624,0.0018863969817648292,0.006594259291887283,0.02240896411240101,16,4,0.12698412698412698,0.0010325245224574084,0,False
delta_front_mean,high,4,3,0.975,262,25,0.5379876796714579,0.5051334702258727,0.3593429158110883,0.9128919860627178,0.0017466638720044715,0.006594259291887283,0.02240896411240101,7,2,0.05555555555555555,0.0005162622612287042,0,False
delta_front_mean,high,4,3,0.98,261,24,0.5359342915811088,0.5010266940451745,0.3593429158110883,0.9157894736842105,0.0016767973171242926,0.006594259291887283,0.02240896411240101,6,1,0.047619047619047616,0.0002581311306143521,0,False
delta_front_mean,high,4,3,0.99,260,23,0.5338809034907598,0.4989733059548255,0.3593429158110883,0.9187279151943463,0.0016069307622441137,0.006594259291887283,0.02240896411240101,5,0,0.03968253968253968,0.0,0,False
delta_front_mean,high,4,3,0.995,258,23,0.5297741273100616,0.49691991786447637,0.35728952772073924,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,0,False
delta_front_mean,high,4,4,0.5,340,151,0.6981519507186859,0.6406570841889117,0.42915811088295686,0.6924643584521385,0.010549849786907008,0.03304078429937363,0.0986301377415657,85,128,0.6746031746031746,0.03304078471863707,0,False
