method,alpha,cohort,query_cutoff,episodes,failures,successes,tp,fp,fn,tn,recall,fpr,precision,tp_with_four_later_queries,median_first_tp,median_first_fp
v82_calibrated,0.05,B,10,16000,564,15436,24,237,540,15199,0.0425531914893617,0.01535371857994299,0.09195402298850575,24,10.0,10.0
v82_calibrated,0.05,B,13,16000,564,15436,71,434,493,15002,0.12588652482269502,0.028116092251878725,0.1405940594059406,71,11.0,10.0
v82_calibrated,0.05,B,20,16000,564,15436,243,465,321,14971,0.4308510638297872,0.03012438455558435,0.3432203389830508,216,15.0,10.0
v82_calibrated,0.05,B,51,16000,564,15436,459,494,105,14942,0.8138297872340425,0.03200310961388961,0.48163693599160545,415,19.0,11.0
clock,0.05,all,7,32000,1096,30904,0,0,1096,30904,0.0,0.0,,0,,
clock,0.05,all,10,32000,1096,30904,0,0,1096,30904,0.0,0.0,,0,,
clock,0.05,all,13,32000,1096,30904,0,0,1096,30904,0.0,0.0,,0,,
clock,0.05,all,20,32000,1096,30904,419,200,677,30704,0.3822992700729927,0.0064716541548019675,0.6768982229402262,419,14.0,17.0
clock,0.05,all,51,32000,1096,30904,1096,750,0,30154,1.0,0.024268703080507378,0.5937161430119177,1096,22.0,34.0
clock,0.05,A,7,16000,532,15468,0,0,532,15468,0.0,0.0,,0,,
clock,0.05,A,10,16000,532,15468,0,0,532,15468,0.0,0.0,,0,,
clock,0.05,A,13,16000,532,15468,0,0,532,15468,0.0,0.0,,0,,
clock,0.05,A,20,16000,532,15468,199,88,333,15380,0.37406015037593987,0.005689164727178691,0.6933797909407665,199,14.0,17.0
clock,0.05,A,51,16000,532,15468,532,369,0,15099,1.0,0.023855702094647012,0.5904550499445061,532,34.0,34.0
clock,0.05,B,7,16000,564,15436,0,0,564,15436,0.0,0.0,,0,,
clock,0.05,B,10,16000,564,15436,0,0,564,15436,0.0,0.0,,0,,
clock,0.05,B,13,16000,564,15436,0,0,564,15436,0.0,0.0,,0,,
clock,0.05,B,20,16000,564,15436,220,112,344,15324,0.3900709219858156,0.007255765742420316,0.6626506024096386,220,14.0,17.0
clock,0.05,B,51,16000,564,15436,564,381,0,15055,1.0,0.024682560248769112,0.5968253968253968,564,22.0,34.0
eef_motion_low,0.05,all,7,32000,1096,30904,16,1948,1080,28956,0.014598540145985401,0.06303391146777117,0.008146639511201629,16,1.0,1.0
eef_motion_low,0.05,all,10,32000,1096,30904,30,2031,1066,28873,0.02737226277372263,0.06571964794201397,0.01455604075691412,30,7.0,1.0
eef_motion_low,0.05,all,13,32000,1096,30904,115,2109,981,28795,0.10492700729927007,0.06824359306238674,0.05170863309352518,115,12.0,1.0
eef_motion_low,0.05,all,20,32000,1096,30904,398,2174,698,28730,0.36313868613138683,0.07034688066269738,0.1547433903576983,379,15.0,1.0
eef_motion_low,0.05,all,51,32000,1096,30904,702,2207,394,28697,0.6405109489051095,0.0714147035982397,0.2413200412512891,591,17.5,1.0
eef_motion_low,0.05,A,7,16000,532,15468,8,977,524,14491,0.015037593984962405,0.06316265839151797,0.008121827411167513,8,1.0,1.0
eef_motion_low,0.05,A,10,16000,532,15468,14,1018,518,14450,0.02631578947368421,0.06581329195758986,0.013565891472868217,14,7.0,1.0
eef_motion_low,0.05,A,13,16000,532,15468,51,1057,481,14411,0.09586466165413533,0.06833462632531678,0.046028880866425995,51,13.0,1.0
eef_motion_low,0.05,A,20,16000,532,15468,187,1091,345,14377,0.35150375939849626,0.07053271269718128,0.14632237871674492,182,15.0,1.0
eef_motion_low,0.05,A,51,16000,532,15468,339,1107,193,14361,0.6372180451127819,0.07156710628394104,0.23443983402489627,284,17.0,1.0
eef_motion_low,0.05,B,7,16000,564,15436,8,971,556,14465,0.014184397163120567,0.06290489764187614,0.008171603677221655,8,1.0,1.0
eef_motion_low,0.05,B,10,16000,564,15436,16,1013,548,14423,0.028368794326241134,0.06562580979528375,0.015549076773566569,16,7.5,1.0
eef_motion_low,0.05,B,13,16000,564,15436,64,1052,500,14384,0.11347517730496454,0.06815237108059083,0.05734767025089606,64,12.0,1.0
eef_motion_low,0.05,B,20,16000,564,15436,211,1083,353,14353,0.374113475177305,0.07016066338429645,0.16306027820710975,197,15.0,1.0
eef_motion_low,0.05,B,51,16000,564,15436,363,1100,201,14336,0.6436170212765957,0.07126198497019953,0.24812030075187969,307,18.0,1.0
knn20,0.05,all,7,32000,1096,30904,0,4,1096,30900,0.0,0.00012943308309603936,0.0,0,,7.0
knn20,0.05,all,10,32000,1096,30904,63,1833,1033,29071,0.05748175182481752,0.05931271032876003,0.03322784810126582,63,10.0,9.0
knn20,0.05,all,13,32000,1096,30904,282,2572,814,28332,0.2572992700729927,0.0832254724307533,0.09880868955851436,282,12.0,10.0
knn20,0.05,all,20,32000,1096,30904,516,2700,580,28204,0.4708029197080292,0.08736733108982656,0.16044776119402984,510,13.0,10.0
knn20,0.05,all,51,32000,1096,30904,977,2754,119,28150,0.8914233576642335,0.0891146777116231,0.2618600911283838,928,18.0,10.0
knn20,0.05,A,7,16000,532,15468,0,0,532,15468,0.0,0.0,,0,,
knn20,0.05,A,10,16000,532,15468,35,896,497,14572,0.06578947368421052,0.057926040858546676,0.03759398496240601,35,10.0,9.0
knn20,0.05,A,13,16000,532,15468,132,1267,400,14201,0.24812030075187969,0.08191104215153866,0.0943531093638313,132,11.0,10.0
knn20,0.05,A,20,16000,532,15468,248,1320,284,14148,0.46616541353383456,0.08533747090768037,0.15816326530612246,246,13.0,10.0
knn20,0.05,A,51,16000,532,15468,478,1349,54,14119,0.8984962406015038,0.08721230928368244,0.2616310892172961,455,19.0,10.0
knn20,0.05,B,7,16000,564,15436,0,4,564,15432,0.0,0.0002591344908007256,0.0,0,,7.0
knn20,0.05,B,10,16000,564,15436,28,937,536,14499,0.04964539007092199,0.060702254470069966,0.029015544041450778,28,10.0,9.0
knn20,0.05,B,13,16000,564,15436,150,1305,414,14131,0.26595744680851063,0.08454262762373672,0.10309278350515463,150,12.0,10.0
knn20,0.05,B,20,16000,564,15436,268,1380,296,14056,0.475177304964539,0.08940139932625032,0.16262135922330098,264,13.0,10.0
knn20,0.05,B,51,16000,564,15436,499,1405,65,14031,0.8847517730496454,0.09102098989375486,0.2620798319327731,473,18.0,10.0
norm_only,0.05,all,7,32000,1096,30904,1,0,1095,30904,0.0009124087591240876,0.0,1.0,1,7.0,
norm_only,0.05,all,10,32000,1096,30904,26,793,1070,30111,0.023722627737226276,0.0256601087237898,0.031746031746031744,26,9.0,10.0
norm_only,0.05,all,13,32000,1096,30904,77,1396,1019,29508,0.07025547445255474,0.045172146000517735,0.05227427019687712,77,11.0,10.0
norm_only,0.05,all,20,32000,1096,30904,404,1425,692,29479,0.3686131386861314,0.04611053585296402,0.22088572990705305,327,16.0,10.0
norm_only,0.05,all,51,32000,1096,30904,824,1467,272,29437,0.7518248175182481,0.04746958322547243,0.35966826713225664,705,21.0,10.0
norm_only,0.05,A,7,16000,532,15468,1,0,531,15468,0.0018796992481203006,0.0,1.0,1,7.0,
norm_only,0.05,A,10,16000,532,15468,11,381,521,15087,0.020676691729323307,0.024631497284716836,0.02806122448979592,11,9.0,10.0
norm_only,0.05,A,13,16000,532,15468,36,675,496,14793,0.06766917293233082,0.043638479441427465,0.05063291139240506,36,12.0,10.0
norm_only,0.05,A,20,16000,532,15468,194,690,338,14778,0.36466165413533835,0.04460822342901474,0.21945701357466063,159,16.0,10.0
norm_only,0.05,A,51,16000,532,15468,400,713,132,14755,0.7518796992481203,0.0460951642099819,0.35938903863432164,349,21.0,10.0
norm_only,0.05,B,7,16000,564,15436,0,0,564,15436,0.0,0.0,,0,,
norm_only,0.05,B,10,16000,564,15436,15,412,549,15024,0.026595744680851064,0.026690852552474734,0.0351288056206089,15,9.0,10.0
norm_only,0.05,B,13,16000,564,15436,41,721,523,14715,0.0726950354609929,0.04670899196683079,0.05380577427821522,41,11.0,10.0
norm_only,0.05,B,20,16000,564,15436,210,735,354,14701,0.3723404255319149,0.04761596268463333,0.2222222222222222,168,15.5,10.0
norm_only,0.05,B,51,16000,564,15436,424,754,140,14682,0.75177304964539,0.04884685151593677,0.3599320882852292,356,21.0,10.0
c4_assigned_radius,0.05,all,7,32000,1096,30904,0,0,1096,30904,0.0,0.0,,0,,
c4_assigned_radius,0.05,all,10,32000,1096,30904,45,634,1051,30270,0.04105839416058394,0.020515143670722238,0.0662739322533137,45,10.0,10.0
c4_assigned_radius,0.05,all,13,32000,1096,30904,198,1066,898,29838,0.18065693430656934,0.034493916645094484,0.15664556962025317,198,12.0,10.0
c4_assigned_radius,0.05,all,20,32000,1096,30904,504,1161,592,29743,0.45985401459854014,0.037567952368625424,0.3027027027027027,468,14.0,10.0
c4_assigned_radius,0.05,all,51,32000,1096,30904,942,1220,154,29684,0.8594890510948905,0.039477090344292004,0.4357076780758557,858,19.0,10.0
c4_assigned_radius,0.05,A,7,16000,532,15468,0,0,532,15468,0.0,0.0,,0,,
c4_assigned_radius,0.05,A,10,16000,532,15468,24,296,508,15172,0.045112781954887216,0.019136281355055598,0.075,24,10.0,10.0
c4_assigned_radius,0.05,A,13,16000,532,15468,95,508,437,14960,0.17857142857142858,0.03284199637962244,0.15754560530679934,95,11.0,10.0
c4_assigned_radius,0.05,A,20,16000,532,15468,239,548,293,14920,0.4492481203007519,0.03542798034652185,0.3036848792884371,224,14.0,10.0
c4_assigned_radius,0.05,A,51,16000,532,15468,457,577,75,14891,0.8590225563909775,0.03730281872252392,0.44197292069632493,415,19.0,10.0
c4_assigned_radius,0.05,B,7,16000,564,15436,0,0,564,15436,0.0,0.0,,0,,
c4_assigned_radius,0.05,B,10,16000,564,15436,21,338,543,15098,0.03723404255319149,0.02189686447266131,0.0584958217270195,21,10.0,10.0
c4_assigned_radius,0.05,B,13,16000,564,15436,103,558,461,14878,0.18262411347517732,0.03614926146670122,0.15582450832072617,103,12.0,10.0
c4_assigned_radius,0.05,B,20,16000,564,15436,265,613,299,14823,0.4698581560283688,0.0397123607152112,0.30182232346241455,244,14.0,10.0
c4_assigned_radius,0.05,B,51,16000,564,15436,485,643,79,14793,0.8599290780141844,0.041655869396216634,0.4299645390070922,443,18.0,10.0
c32_assigned_radius,0.05,all,7,32000,1096,30904,0,46,1096,30858,0.0,0.0014884804556044525,0.0,0,,7.0
c32_assigned_radius,0.05,all,10,32000,1096,30904,64,1873,1032,29031,0.058394160583941604,0.060607041159720425,0.03304078471863707,64,10.0,9.0
c32_assigned_radius,0.05,all,13,32000,1096,30904,356,2562,740,28342,0.3248175182481752,0.0829018897230132,0.12200137080191913,356,12.0,9.0
c32_assigned_radius,0.05,all,20,32000,1096,30904,621,2826,475,28078,0.5666058394160584,0.0914444732073518,0.1801566579634465,598,13.0,10.0
c32_assigned_radius,0.05,all,51,32000,1096,30904,982,2906,114,27998,0.8959854014598541,0.09403313486927259,0.2525720164609053,931,16.0,10.0
c32_assigned_radius,0.05,A,7,16000,532,15468,0,20,532,15448,0.0,0.0012929919834497026,0.0,0,,7.0
c32_assigned_radius,0.05,A,10,16000,532,15468,36,888,496,14580,0.06766917293233082,0.057408844065166796,0.03896103896103896,36,10.0,9.0
c32_assigned_radius,0.05,A,13,16000,532,15468,179,1244,353,14224,0.33646616541353386,0.0804241013705715,0.1257905832747716,179,12.0,9.0
c32_assigned_radius,0.05,A,20,16000,532,15468,301,1362,231,14106,0.5657894736842105,0.08805275407292475,0.1809981960312688,288,13.0,10.0
c32_assigned_radius,0.05,A,51,16000,532,15468,478,1398,54,14070,0.8984962406015038,0.09038013964313421,0.2547974413646055,448,16.0,10.0
c32_assigned_radius,0.05,B,7,16000,564,15436,0,26,564,15410,0.0,0.0016843741902047163,0.0,0,,7.0
c32_assigned_radius,0.05,B,10,16000,564,15436,28,985,536,14451,0.04964539007092199,0.06381186835967867,0.027640671273445213,28,10.0,9.0
c32_assigned_radius,0.05,B,13,16000,564,15436,177,1318,387,14118,0.31382978723404253,0.08538481471883907,0.11839464882943143,177,12.0,9.0
c32_assigned_radius,0.05,B,20,16000,564,15436,320,1464,244,13972,0.5673758865248227,0.09484322363306556,0.17937219730941703,310,13.0,10.0
c32_assigned_radius,0.05,B,51,16000,564,15436,504,1508,60,13928,0.8936170212765957,0.09769370303187354,0.2504970178926441,483,16.0,10.0
c32_union_radius,0.05,all,7,32000,1096,30904,0,25,1096,30879,0.0,0.0008089567693502459,0.0,0,,7.0
c32_union_radius,0.05,all,10,32000,1096,30904,56,1188,1040,29716,0.051094890510948905,0.03844162567952369,0.04501607717041801,56,10.0,9.0
c32_union_radius,0.05,all,13,32000,1096,30904,257,1577,839,29327,0.23448905109489052,0.05102899301061351,0.1401308615049073,257,12.0,10.0
c32_union_radius,0.05,all,20,32000,1096,30904,513,1731,583,29173,0.46806569343065696,0.056012166709811025,0.2286096256684492,492,13.0,10.0
c32_union_radius,0.05,all,51,32000,1096,30904,921,1799,175,29105,0.8403284671532847,0.0582125291224437,0.3386029411764706,865,18.0,10.0
c32_union_radius,0.05,A,7,16000,532,15468,0,9,532,15459,0.0,0.0005818463925523662,0.0,0,,7.0
c32_union_radius,0.05,A,10,16000,532,15468,33,560,499,14908,0.06203007518796992,0.036203775536591674,0.05564924114671164,33,10.0,9.0
c32_union_radius,0.05,A,13,16000,532,15468,121,744,411,14724,0.2274436090225564,0.04809930178432894,0.13988439306358383,121,12.0,10.0
c32_union_radius,0.05,A,20,16000,532,15468,244,812,288,14656,0.45864661654135336,0.052495474528057924,0.23106060606060605,234,14.0,10.0
c32_union_radius,0.05,A,51,16000,532,15468,443,841,89,14627,0.8327067669172933,0.05437031290406,0.34501557632398755,415,18.0,10.0
c32_union_radius,0.05,B,7,16000,564,15436,0,16,564,15420,0.0,0.0010365379632029023,0.0,0,,7.0
c32_union_radius,0.05,B,10,16000,564,15436,23,628,541,14808,0.040780141843971635,0.04068411505571391,0.03533026113671275,23,10.0,9.0
c32_union_radius,0.05,B,13,16000,564,15436,136,833,428,14603,0.24113475177304963,0.053964757709251104,0.14035087719298245,136,12.0,10.0
c32_union_radius,0.05,B,20,16000,564,15436,269,919,295,14517,0.4769503546099291,0.0595361492614667,0.22643097643097643,258,13.0,10.0
c32_union_radius,0.05,B,51,16000,564,15436,478,958,86,14478,0.8475177304964538,0.06206271054677377,0.3328690807799443,450,18.0,10.0
cosine_knn20,0.05,all,7,32000,1096,30904,5,138,1091,30766,0.004562043795620438,0.004465441366813357,0.03496503496503497,5,7.0,7.0
cosine_knn20,0.05,all,10,32000,1096,30904,12,256,1084,30648,0.010948905109489052,0.008283717318146519,0.04477611940298507,12,8.0,7.0
cosine_knn20,0.05,all,13,32000,1096,30904,22,416,1074,30488,0.020072992700729927,0.013461040641988092,0.0502283105022831,22,8.0,8.0
cosine_knn20,0.05,all,20,32000,1096,30904,34,647,1062,30257,0.03102189781021898,0.020935801190784364,0.049926578560939794,34,11.0,12.0
cosine_knn20,0.05,all,51,32000,1096,30904,38,672,1058,30232,0.03467153284671533,0.02174475796013461,0.05352112676056338,38,12.0,12.0
cosine_knn20,0.05,A,7,16000,532,15468,4,66,528,15402,0.007518796992481203,0.004266873545384018,0.05714285714285714,4,7.0,7.0
cosine_knn20,0.05,A,10,16000,532,15468,8,114,524,15354,0.015037593984962405,0.007370054305663305,0.06557377049180328,8,7.5,7.0
cosine_knn20,0.05,A,13,16000,532,15468,10,189,522,15279,0.018796992481203006,0.012218774243599689,0.05025125628140704,10,8.0,8.0
cosine_knn20,0.05,A,20,16000,532,15468,16,309,516,15159,0.03007518796992481,0.019976726144297904,0.04923076923076923,16,9.5,12.0
cosine_knn20,0.05,A,51,16000,532,15468,17,322,515,15146,0.03195488721804511,0.020817170933540213,0.05014749262536873,17,11.0,13.0
cosine_knn20,0.05,B,7,16000,564,15436,1,72,563,15364,0.0017730496453900709,0.00466442083441306,0.0136986301369863,1,7.0,7.0
cosine_knn20,0.05,B,10,16000,564,15436,4,142,560,15294,0.0070921985815602835,0.009199274423425758,0.0273972602739726,4,8.0,7.0
cosine_knn20,0.05,B,13,16000,564,15436,12,227,552,15209,0.02127659574468085,0.014705882352941176,0.0502092050209205,12,11.0,8.0
cosine_knn20,0.05,B,20,16000,564,15436,18,338,546,15098,0.031914893617021274,0.02189686447266131,0.05056179775280899,18,12.0,11.0
cosine_knn20,0.05,B,51,16000,564,15436,21,350,543,15086,0.03723404255319149,0.022674267945063487,0.05660377358490566,21,13.0,12.0
