n_states,cell,outcome,from_state,to_state,count,prob
32,grid50x8|libero_goal,fail,0,1,1,0.03225806451612903
32,grid50x8|libero_goal,fail,0,3,4,0.12903225806451613
32,grid50x8|libero_goal,fail,0,4,7,0.22580645161290322
32,grid50x8|libero_goal,fail,0,6,3,0.0967741935483871
32,grid50x8|libero_goal,fail,0,7,1,0.03225806451612903
32,grid50x8|libero_goal,fail,0,14,1,0.03225806451612903
32,grid50x8|libero_goal,fail,0,16,1,0.03225806451612903
32,grid50x8|libero_goal,fail,0,17,3,0.0967741935483871
32,grid50x8|libero_goal,fail,0,19,8,0.25806451612903225
32,grid50x8|libero_goal,fail,0,20,1,0.03225806451612903
32,grid50x8|libero_goal,fail,0,23,1,0.03225806451612903
32,grid50x8|libero_goal,fail,1,3,2,0.07692307692307693
32,grid50x8|libero_goal,fail,1,4,2,0.07692307692307693
32,grid50x8|libero_goal,fail,1,6,2,0.07692307692307693
32,grid50x8|libero_goal,fail,1,12,1,0.038461538461538464
32,grid50x8|libero_goal,fail,1,14,1,0.038461538461538464
32,grid50x8|libero_goal,fail,1,17,2,0.07692307692307693
32,grid50x8|libero_goal,fail,1,19,14,0.5384615384615384
32,grid50x8|libero_goal,fail,1,25,1,0.038461538461538464
32,grid50x8|libero_goal,fail,1,31,1,0.038461538461538464
32,grid50x8|libero_goal,fail,2,0,4,0.12121212121212122
32,grid50x8|libero_goal,fail,2,2,2,0.06060606060606061
32,grid50x8|libero_goal,fail,2,3,3,0.09090909090909091
32,grid50x8|libero_goal,fail,2,4,7,0.21212121212121213
32,grid50x8|libero_goal,fail,2,5,1,0.030303030303030304
32,grid50x8|libero_goal,fail,2,6,1,0.030303030303030304
32,grid50x8|libero_goal,fail,2,17,3,0.09090909090909091
32,grid50x8|libero_goal,fail,2,19,8,0.24242424242424243
32,grid50x8|libero_goal,fail,2,20,1,0.030303030303030304
32,grid50x8|libero_goal,fail,2,22,1,0.030303030303030304
32,grid50x8|libero_goal,fail,2,23,2,0.06060606060606061
32,grid50x8|libero_goal,fail,3,0,3,0.05263157894736842
32,grid50x8|libero_goal,fail,3,1,2,0.03508771929824561
32,grid50x8|libero_goal,fail,3,3,4,0.07017543859649122
32,grid50x8|libero_goal,fail,3,4,5,0.08771929824561403
32,grid50x8|libero_goal,fail,3,6,7,0.12280701754385964
32,grid50x8|libero_goal,fail,3,7,2,0.03508771929824561
32,grid50x8|libero_goal,fail,3,11,1,0.017543859649122806
32,grid50x8|libero_goal,fail,3,12,1,0.017543859649122806
32,grid50x8|libero_goal,fail,3,17,5,0.08771929824561403
32,grid50x8|libero_goal,fail,3,18,1,0.017543859649122806
32,grid50x8|libero_goal,fail,3,19,22,0.38596491228070173
32,grid50x8|libero_goal,fail,3,22,2,0.03508771929824561
32,grid50x8|libero_goal,fail,3,23,1,0.017543859649122806
32,grid50x8|libero_goal,fail,3,25,1,0.017543859649122806
32,grid50x8|libero_goal,fail,4,0,2,0.008130081300813009
32,grid50x8|libero_goal,fail,4,1,1,0.0040650406504065045
32,grid50x8|libero_goal,fail,4,2,7,0.028455284552845527
32,grid50x8|libero_goal,fail,4,3,3,0.012195121951219513
32,grid50x8|libero_goal,fail,4,4,95,0.3861788617886179
32,grid50x8|libero_goal,fail,4,5,3,0.012195121951219513
32,grid50x8|libero_goal,fail,4,6,19,0.07723577235772358
32,grid50x8|libero_goal,fail,4,7,3,0.012195121951219513
32,grid50x8|libero_goal,fail,4,8,2,0.008130081300813009
32,grid50x8|libero_goal,fail,4,11,1,0.0040650406504065045
32,grid50x8|libero_goal,fail,4,12,33,0.13414634146341464
32,grid50x8|libero_goal,fail,4,13,2,0.008130081300813009
32,grid50x8|libero_goal,fail,4,14,9,0.036585365853658534
32,grid50x8|libero_goal,fail,4,15,2,0.008130081300813009
32,grid50x8|libero_goal,fail,4,16,2,0.008130081300813009
32,grid50x8|libero_goal,fail,4,17,2,0.008130081300813009
32,grid50x8|libero_goal,fail,4,19,9,0.036585365853658534
32,grid50x8|libero_goal,fail,4,20,18,0.07317073170731707
32,grid50x8|libero_goal,fail,4,21,6,0.024390243902439025
32,grid50x8|libero_goal,fail,4,22,6,0.024390243902439025
32,grid50x8|libero_goal,fail,4,23,1,0.0040650406504065045
32,grid50x8|libero_goal,fail,4,24,3,0.012195121951219513
32,grid50x8|libero_goal,fail,4,25,2,0.008130081300813009
32,grid50x8|libero_goal,fail,4,27,2,0.008130081300813009
32,grid50x8|libero_goal,fail,4,28,9,0.036585365853658534
32,grid50x8|libero_goal,fail,4,29,2,0.008130081300813009
32,grid50x8|libero_goal,fail,4,30,2,0.008130081300813009
32,grid50x8|libero_goal,fail,5,4,2,0.14285714285714285
32,grid50x8|libero_goal,fail,5,5,1,0.07142857142857142
32,grid50x8|libero_goal,fail,5,6,1,0.07142857142857142
32,grid50x8|libero_goal,fail,5,7,1,0.07142857142857142
32,grid50x8|libero_goal,fail,5,12,1,0.07142857142857142
32,grid50x8|libero_goal,fail,5,13,1,0.07142857142857142
32,grid50x8|libero_goal,fail,5,14,1,0.07142857142857142
32,grid50x8|libero_goal,fail,5,17,1,0.07142857142857142
32,grid50x8|libero_goal,fail,5,19,2,0.14285714285714285
32,grid50x8|libero_goal,fail,5,20,1,0.07142857142857142
32,grid50x8|libero_goal,fail,5,21,2,0.14285714285714285
32,grid50x8|libero_goal,fail,6,0,4,0.04081632653061224
32,grid50x8|libero_goal,fail,6,1,3,0.030612244897959183
32,grid50x8|libero_goal,fail,6,2,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,3,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,4,23,0.23469387755102042
32,grid50x8|libero_goal,fail,6,5,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,6,17,0.17346938775510204
32,grid50x8|libero_goal,fail,6,8,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,9,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,11,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,12,4,0.04081632653061224
32,grid50x8|libero_goal,fail,6,13,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,14,6,0.061224489795918366
32,grid50x8|libero_goal,fail,6,15,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,17,3,0.030612244897959183
32,grid50x8|libero_goal,fail,6,18,2,0.02040816326530612
32,grid50x8|libero_goal,fail,6,19,5,0.05102040816326531
32,grid50x8|libero_goal,fail,6,20,8,0.08163265306122448
32,grid50x8|libero_goal,fail,6,21,4,0.04081632653061224
32,grid50x8|libero_goal,fail,6,22,4,0.04081632653061224
32,grid50x8|libero_goal,fail,6,25,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,27,2,0.02040816326530612
32,grid50x8|libero_goal,fail,6,28,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,29,1,0.01020408163265306
32,grid50x8|libero_goal,fail,6,30,2,0.02040816326530612
32,grid50x8|libero_goal,fail,7,2,1,0.05555555555555555
32,grid50x8|libero_goal,fail,7,3,2,0.1111111111111111
32,grid50x8|libero_goal,fail,7,4,1,0.05555555555555555
32,grid50x8|libero_goal,fail,7,5,2,0.1111111111111111
32,grid50x8|libero_goal,fail,7,6,2,0.1111111111111111
32,grid50x8|libero_goal,fail,7,15,1,0.05555555555555555
32,grid50x8|libero_goal,fail,7,17,3,0.16666666666666666
32,grid50x8|libero_goal,fail,7,19,4,0.2222222222222222
32,grid50x8|libero_goal,fail,7,21,1,0.05555555555555555
32,grid50x8|libero_goal,fail,7,31,1,0.05555555555555555
32,grid50x8|libero_goal,fail,8,8,3,0.1111111111111111
32,grid50x8|libero_goal,fail,8,10,1,0.037037037037037035
32,grid50x8|libero_goal,fail,8,11,2,0.07407407407407407
32,grid50x8|libero_goal,fail,8,12,5,0.18518518518518517
32,grid50x8|libero_goal,fail,8,14,1,0.037037037037037035
32,grid50x8|libero_goal,fail,8,15,2,0.07407407407407407
32,grid50x8|libero_goal,fail,8,19,2,0.07407407407407407
32,grid50x8|libero_goal,fail,8,24,2,0.07407407407407407
32,grid50x8|libero_goal,fail,8,27,8,0.2962962962962963
32,grid50x8|libero_goal,fail,8,31,1,0.037037037037037035
32,grid50x8|libero_goal,fail,9,1,1,0.03571428571428571
32,grid50x8|libero_goal,fail,9,2,1,0.03571428571428571
32,grid50x8|libero_goal,fail,9,3,1,0.03571428571428571
32,grid50x8|libero_goal,fail,9,9,3,0.10714285714285714
