corpus,suite,task,scene,repeat,episode_id,success,n_queries,loop_onset_q,loop_valid_onset,static_onset_q,trap_valid_onset,dev_fixed,argmax_fixed,n_fixed_cells,dev_event,argmax_event,n_event_cells,has_event,onset_used,status,event_unverified
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,10,4,84,0,52,48,48,35,35,49.61832061068702,S_margin@t20,27,50.0,mob1_w8@t33,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,10,5,85,0,52,-1,-1,-1,-1,49.61832061068702,C@t20,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,10,6,86,0,52,43,43,-1,43,49.61832061068702,S_ent@t20,27,50.0,C@t43,45,True,43,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,11,1,89,0,52,-1,-1,38,38,47.32824427480916,mob1_w8@t30,27,49.549549549549546,mob1_w8@t37,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,11,3,91,0,52,47,47,-1,47,47.70992366412214,flow_com@t30,27,50.0,V@t43,27,True,47,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,11,4,92,0,52,-1,-1,36,36,50.0,A@t20,27,50.0,flow_com@t32,45,True,36,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,11,6,94,0,52,-1,-1,-1,-1,45.038167938931295,A@t20,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,0,96,0,52,46,46,-1,46,46.56488549618321,mob1_w8@t30,27,50.0,A@t44,36,True,46,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,1,97,0,52,-1,-1,-1,-1,48.473282442748086,S_margin@t25,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,2,98,0,52,33,33,-1,33,42.36641221374046,flow_com@t20,27,50.0,S_margin@t32,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,3,99,0,52,34,34,-1,34,44.274809160305345,mob1_w8@t30,27,49.61832061068702,S_ent@t33,45,True,34,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,4,100,0,52,45,45,-1,45,48.854961832061065,flow_com@t30,27,50.0,V@t44,45,True,45,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,5,101,0,52,33,33,-1,33,43.511450381679396,A@t25,27,50.0,S_margin@t32,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,6,102,0,52,33,33,-1,33,49.61832061068702,V@t30,27,50.0,S_ent@t33,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,7,103,0,52,35,35,-1,35,44.274809160305345,mob1_w8@t30,27,49.23664122137404,D_layer@t34,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,13,0,104,0,52,-1,-1,37,37,49.61832061068702,flow_com@t30,27,50.0,flow_com@t33,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,13,1,105,0,52,-1,-1,45,45,50.0,C@t30,27,50.0,C@t41,45,True,45,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,13,2,106,0,52,-1,-1,37,37,49.61832061068702,S_margin@t25,27,50.0,mob1_w8@t35,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,13,3,107,0,52,-1,-1,37,37,50.0,mob1_w8@t20,27,50.0,mob1_w8@t33,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,13,4,108,0,52,-1,-1,35,35,49.61832061068702,mob1_w8@t30,27,50.0,D_tok@t33,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,13,7,111,0,52,-1,-1,37,37,49.61832061068702,S_margin@t25,27,50.0,mob1_w8@t35,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,15,1,121,0,52,-1,-1,35,35,49.61832061068702,mob1_w8@t30,27,50.0,flow_com@t31,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,15,3,123,0,52,-1,-1,36,36,49.61832061068702,flow_com@t30,27,50.0,mob1_w8@t33,45,True,36,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,15,4,124,0,52,-1,-1,34,34,50.0,V@t20,27,50.0,mob1_w8@t30,45,True,34,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,15,5,125,0,52,-1,-1,36,36,49.61832061068702,mob1_w8@t30,27,50.0,mob1_w8@t33,45,True,36,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,16,0,128,0,52,46,46,37,37,49.61832061068702,S_margin@t20,27,50.0,flow_com@t35,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,16,3,131,0,52,-1,-1,36,36,50.0,S_margin@t20,27,50.0,flow_com@t32,45,True,36,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,16,4,132,0,52,-1,-1,-1,-1,48.091603053435115,D_layer@t20,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,16,5,133,0,52,-1,-1,49,49,49.23664122137404,S_margin@t30,27,50.0,S_ent@t45,9,True,49,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,16,7,135,0,52,50,50,36,36,48.85496183206107,mob1_w8@t30,27,50.0,mob1_w8@t35,45,True,36,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,19,2,154,0,52,-1,-1,38,38,47.328244274809165,C@t30,27,50.0,V@t34,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,19,3,155,0,52,-1,-1,39,39,49.61832061068702,A@t25,27,50.0,flow_com@t37,45,True,39,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,21,0,168,0,52,44,44,-1,44,50.0,mob1_w8@t20,27,50.0,flow_com@t42,45,True,44,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,21,1,169,0,52,-1,-1,37,37,49.61832061068702,S_margin@t25,27,50.0,mob1_w8@t35,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,21,2,170,0,52,-1,-1,39,39,46.56488549618321,S_margin@t30,27,49.6124031007752,mob1_w8@t35,45,True,39,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,21,3,171,0,52,44,44,-1,44,50.0,A@t25,27,50.0,mob1_w8@t42,45,True,44,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,21,4,172,0,52,47,47,-1,47,49.61832061068702,flow_com@t30,27,50.0,V@t43,27,True,47,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,21,5,173,0,52,46,46,-1,46,50.0,D_layer@t25,27,50.0,mob1_w8@t42,36,True,46,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,21,7,175,0,52,-1,-1,38,38,47.328244274809165,A@t20,27,50.0,flow_com@t34,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,23,2,186,0,52,51,51,-1,51,50.0,flow_com@t20,27,,,0,True,51,detectable,True
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,26,1,209,0,52,-1,-1,40,40,49.23664122137404,C@t30,27,50.0,V@t40,45,True,40,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,26,2,210,0,52,45,45,-1,45,49.61832061068702,S_ent@t30,27,50.0,mob1_w8@t43,45,True,45,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,26,3,211,0,52,35,35,-1,35,48.091603053435115,D_layer@t25,27,50.0,V@t32,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,26,4,212,0,52,-1,-1,-1,-1,49.61832061068702,V@t30,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,26,5,213,0,52,48,48,-1,48,50.0,flow_com@t20,27,50.0,V@t44,18,True,48,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,26,6,214,0,52,-1,-1,38,38,47.70992366412214,D_tok@t30,27,50.0,flow_com@t38,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,27,0,216,0,52,35,35,51,35,49.23664122137404,V@t20,27,50.0,S_ent@t34,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,27,3,219,0,52,33,33,-1,33,49.23664122137404,D_tok@t30,27,49.23664122137404,D_tok@t30,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,27,5,221,0,52,-1,-1,37,37,47.709923664122144,C@t30,27,50.0,flow_com@t33,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,27,7,223,0,52,-1,-1,38,38,46.94656488549618,mob1_w8@t30,27,50.0,flow_com@t37,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,29,3,235,0,52,48,48,-1,48,50.0,A@t25,27,50.0,V@t44,18,True,48,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,30,0,240,0,52,-1,-1,40,40,40.45801526717557,V@t25,27,50.0,mob1_w8@t40,45,True,40,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,30,1,241,0,52,-1,-1,39,39,50.0,C@t30,27,50.0,flow_com@t38,45,True,39,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,30,3,243,0,52,-1,-1,38,38,50.0,D_layer@t30,27,50.0,flow_com@t35,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,30,4,244,0,52,-1,-1,-1,-1,49.61832061068702,S_ent@t25,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,30,5,245,0,52,50,50,-1,50,44.274809160305345,mob1_w8@t30,27,,,0,True,50,detectable,True
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,30,7,247,0,52,-1,-1,40,40,44.27480916030534,S_margin@t20,27,48.34254143646409,mob1_w8@t38,45,True,40,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,35,3,283,0,52,-1,-1,-1,-1,50.0,mob1_w8@t20,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,37,2,298,0,52,-1,-1,42,42,48.85496183206107,mob1_w8@t30,27,50.0,flow_com@t38,45,True,42,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,0,304,0,52,32,32,-1,32,48.473282442748086,mob1_w8@t20,27,50.0,C@t31,45,True,32,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,1,305,0,52,-1,-1,37,37,48.85496183206107,mob1_w8@t30,27,49.6124031007752,mob1_w8@t35,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,2,306,0,52,34,34,-1,34,48.854961832061065,V@t30,27,50.0,S_ent@t33,45,True,34,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,3,307,0,52,35,35,-1,35,49.23664122137404,mob1_w8@t20,27,50.0,V@t32,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,4,308,0,52,42,42,-1,42,48.854961832061065,A@t30,27,50.0,flow_com@t41,45,True,42,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,5,309,0,52,-1,-1,37,37,49.61832061068702,mob1_w8@t20,27,50.0,mob1_w8@t35,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,6,310,0,52,34,34,-1,34,48.854961832061065,V@t30,27,50.0,C@t33,45,True,34,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,7,311,0,52,34,34,-1,34,46.94656488549618,D_layer@t25,27,50.0,S_margin@t33,45,True,34,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,1,313,0,52,-1,-1,38,38,48.091603053435115,V@t30,27,50.0,V@t37,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,2,314,0,52,-1,-1,37,37,48.47328244274809,D_layer@t30,27,50.0,V@t34,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,3,315,0,52,-1,-1,40,40,49.61832061068702,flow_com@t30,27,50.0,flow_com@t37,45,True,40,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,4,316,0,52,-1,-1,39,39,46.94656488549619,S_margin@t25,27,50.0,V@t38,45,True,39,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,5,317,0,52,-1,-1,40,40,50.0,C@t30,27,50.0,flow_com@t39,45,True,40,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,6,318,0,52,-1,-1,38,38,48.47328244274809,A@t25,27,50.0,C@t35,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,7,319,0,52,-1,-1,-1,-1,49.61832061068702,D_tok@t30,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,40,0,320,0,52,-1,-1,38,38,44.274809160305345,mob1_w8@t30,27,49.447513812154696,S_margin@t38,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,40,3,323,0,52,45,45,-1,45,50.0,V@t30,27,50.0,flow_com@t43,45,True,45,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,40,4,324,0,52,-1,-1,44,44,48.85496183206107,flow_com@t25,27,50.0,mob1_w8@t40,45,True,44,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,40,6,326,0,52,47,47,-1,47,49.61832061068702,V@t30,27,50.0,mob1_w8@t43,27,True,47,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,40,7,327,0,52,-1,-1,40,40,49.61832061068702,flow_com@t30,27,50.0,C@t40,45,True,40,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,0,328,0,52,32,32,-1,32,46.18320610687023,C@t30,27,50.0,V@t29,45,True,32,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,1,329,0,52,-1,-1,36,36,49.61832061068702,S_margin@t20,27,50.0,flow_com@t35,45,True,36,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,2,330,0,52,33,33,-1,33,45.038167938931295,S_ent@t30,27,50.0,S_ent@t32,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,3,331,0,52,37,37,45,37,50.0,D_tok@t20,27,50.0,S_margin@t33,45,True,37,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,4,332,0,52,33,33,-1,33,49.61832061068702,S_margin@t25,27,50.0,S_ent@t31,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,5,333,0,52,22,22,-1,22,48.85496183206107,V@t30,27,50.0,V@t19,45,True,22,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,6,334,0,52,33,33,-1,33,49.61832061068702,V@t30,27,50.0,V@t29,45,True,33,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,7,335,0,52,-1,-1,38,38,46.56488549618321,mob1_w8@t30,27,49.6124031007752,C@t35,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,42,6,342,0,52,39,39,-1,39,41.603053435114504,mob1_w8@t25,27,47.674418604651166,mob1_w8@t35,45,True,39,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,42,7,343,0,52,-1,-1,38,38,46.18320610687023,mob1_w8@t30,27,50.0,S_margin@t35,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,44,3,355,0,52,-1,-1,38,38,49.61832061068702,S_margin@t25,27,49.549549549549546,mob1_w8@t37,45,True,38,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,47,0,376,0,52,51,51,-1,51,49.61832061068702,mob1_w8@t30,27,,,0,True,51,detectable,True
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,47,2,378,0,52,45,45,-1,45,49.61832061068702,S_ent@t30,27,50.0,mob1_w8@t43,45,True,45,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,47,3,379,0,52,45,45,-1,45,50.0,D_layer@t30,27,50.0,V@t42,45,True,45,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,47,4,380,0,52,44,44,-1,44,48.854961832061065,S_ent@t30,27,50.0,S_margin@t42,45,True,44,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,0,384,0,52,35,35,-1,35,41.98473282442748,S_ent@t30,27,49.61832061068702,S_margin@t31,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,1,385,0,52,-1,-1,-1,-1,50.0,flow_com@t20,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,2,386,0,52,-1,-1,39,39,50.0,flow_com@t20,27,50.0,S_margin@t39,45,True,39,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,3,387,0,52,-1,-1,-1,-1,49.61832061068702,S_ent@t25,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,4,388,0,52,34,34,-1,34,43.89312977099237,mob1_w8@t30,27,50.0,S_ent@t34,45,True,34,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,6,390,0,52,35,35,-1,35,46.56488549618321,S_margin@t30,27,49.61832061068702,S_ent@t33,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,7,391,0,52,-1,-1,-1,-1,49.23664122137404,flow_com@t30,27,,,0,False,-1,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,0,392,0,52,-1,-1,35,35,49.61832061068702,mob1_w8@t30,27,50.0,mob1_w8@t32,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,1,393,0,52,-1,-1,35,35,49.61832061068702,mob1_w8@t30,27,50.0,mob1_w8@t32,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,3,395,0,52,-1,-1,35,35,49.61832061068702,mob1_w8@t30,27,50.0,flow_com@t33,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,4,396,0,52,-1,-1,34,34,50.0,V@t20,27,50.0,mob1_w8@t30,45,True,34,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,5,397,0,52,-1,-1,34,34,50.0,S_ent@t20,27,50.0,mob1_w8@t30,45,True,34,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,6,398,0,52,-1,-1,35,35,50.0,flow_com@t25,27,50.0,mob1_w8@t33,45,True,35,detectable,False
grid50x8,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,7,399,0,52,-1,-1,-1,-1,48.091603053435115,S_margin@t20,27,,,0,False,-1,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,3,11,0,52,-1,-1,44,44,50.0,flow_com@t30,27,,,0,True,44,detectable,True
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,4,12,0,52,25,25,44,25,50.0,flow_com@t30,27,48.930481283422466,flow_com@t21,45,True,25,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,6,14,0,52,-1,-1,27,27,50.0,flow_com@t30,27,50.0,V@t27,45,True,27,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,3,0,24,0,52,21,21,-1,21,50.0,S_margin@t30,27,49.46524064171123,mob1_w8@t20,45,True,21,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,3,1,25,0,52,15,15,-1,15,50.0,S_margin@t30,27,50.0,mob1_w8@t11,45,True,15,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,3,2,26,0,52,17,17,12,12,49.46524064171123,mob1_w8@t20,27,50.0,mob1_w8@t8,45,True,12,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,3,3,27,0,52,15,15,12,12,50.0,S_margin@t30,27,50.0,mob1_w8@t8,45,True,12,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,3,4,28,0,52,-1,-1,12,12,50.0,A@t30,27,50.0,mob1_w8@t8,45,True,12,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,3,5,29,0,52,-1,-1,-1,-1,50.0,mob1_w8@t30,27,,,0,False,-1,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,3,6,30,0,52,27,27,12,12,50.0,flow_com@t20,27,50.0,mob1_w8@t8,45,True,12,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,3,7,31,0,52,-1,-1,-1,-1,49.46524064171123,mob1_w8@t20,27,,,0,False,-1,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,4,2,34,0,52,8,8,40,8,50.0,S_margin@t30,27,50.0,V@t8,41,True,8,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,4,7,39,0,52,11,11,46,11,48.93048128342246,mob1_w8@t20,27,50.0,V@t8,44,True,11,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,19,1,153,0,52,18,18,-1,18,50.0,S_margin@t30,27,49.19786096256684,mob1_w8@t14,45,True,18,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,19,2,154,0,52,-1,-1,-1,-1,50.0,S_margin@t30,27,,,0,False,-1,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,19,3,155,0,52,32,32,-1,32,50.0,V@t30,27,50.0,V@t29,27,True,32,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,23,0,184,0,52,22,22,-1,22,50.0,V@t30,27,49.46524064171123,mob1_w8@t19,45,True,22,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,23,2,186,0,52,31,31,-1,31,50.0,flow_com@t30,27,50.0,V@t27,36,True,31,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,23,6,190,0,52,20,20,-1,20,50.0,S_margin@t30,27,49.19786096256684,mob1_w8@t19,45,True,20,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,36,0,288,0,52,7,7,19,7,50.0,mob1_w8@t20,27,49.46524064171123,V@t7,40,True,7,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,38,0,304,0,52,7,7,18,7,50.0,mob1_w8@t20,27,50.0,S_ent@t7,40,True,7,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,38,1,305,0,52,15,15,20,15,50.0,mob1_w8@t20,27,50.0,C@t12,45,True,15,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,38,2,306,0,52,24,24,-1,24,50.0,C@t20,27,50.0,C@t20,45,True,24,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,38,6,310,0,52,-1,-1,33,33,50.0,S_margin@t30,27,50.0,S_margin@t29,18,True,33,detectable,False
grid50x8,libero_long,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,38,7,311,0,52,18,18,20,18,50.0,mob1_w8@t20,27,50.0,C@t15,45,True,18,detectable,False
