method,calibration,alpha,scope,query,tp,fp,failures,successes,active_failure,active_success,recall,fpr
recent4,task_init,0.01,libero_object,47,14,1,44,3956,0,0,0.3181818181818182,0.0002527805864509606
recent4,task_init,0.01,libero_object,48,14,1,44,3956,0,0,0.3181818181818182,0.0002527805864509606
recent4,task_init,0.01,libero_object,49,14,1,44,3956,0,0,0.3181818181818182,0.0002527805864509606
recent4,task_init,0.01,libero_object,50,14,1,44,3956,0,0,0.3181818181818182,0.0002527805864509606
recent4,task_init,0.01,libero_object,51,14,1,44,3956,0,0,0.3181818181818182,0.0002527805864509606
recent4,task_init,0.01,libero_spatial,0,0,0,140,3860,140,3860,0.0,0.0
recent4,task_init,0.01,libero_spatial,1,0,0,140,3860,140,3860,0.0,0.0
recent4,task_init,0.01,libero_spatial,2,0,0,140,3860,140,3860,0.0,0.0
recent4,task_init,0.01,libero_spatial,3,0,0,140,3860,140,3860,0.0,0.0
recent4,task_init,0.01,libero_spatial,4,0,0,140,3860,140,3860,0.0,0.0
recent4,task_init,0.01,libero_spatial,5,0,0,140,3860,140,3860,0.0,0.0
recent4,task_init,0.01,libero_spatial,6,0,0,140,3860,140,3860,0.0,0.0
recent4,task_init,0.01,libero_spatial,7,0,0,140,3860,140,3846,0.0,0.0
recent4,task_init,0.01,libero_spatial,8,0,0,140,3860,140,3537,0.0,0.0
recent4,task_init,0.01,libero_spatial,9,0,0,140,3860,140,2835,0.0,0.0
recent4,task_init,0.01,libero_spatial,10,0,0,140,3860,140,1930,0.0,0.0
recent4,task_init,0.01,libero_spatial,11,0,0,140,3860,140,1360,0.0,0.0
recent4,task_init,0.01,libero_spatial,12,0,0,140,3860,140,624,0.0,0.0
recent4,task_init,0.01,libero_spatial,13,0,0,140,3860,140,189,0.0,0.0
recent4,task_init,0.01,libero_spatial,14,0,0,140,3860,140,24,0.0,0.0
recent4,task_init,0.01,libero_spatial,15,1,1,140,3860,140,7,0.007142857142857143,0.00025906735751295336
recent4,task_init,0.01,libero_spatial,16,3,1,140,3860,140,6,0.02142857142857143,0.00025906735751295336
recent4,task_init,0.01,libero_spatial,17,7,2,140,3860,140,5,0.05,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,18,12,2,140,3860,140,5,0.08571428571428572,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,19,21,2,140,3860,140,3,0.15,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,20,33,2,140,3860,140,2,0.2357142857142857,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,21,51,2,140,3860,140,2,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,22,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,23,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,24,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,25,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,26,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,27,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,28,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,29,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,30,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,31,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,32,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,33,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,34,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,35,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,36,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,37,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,38,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,39,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,40,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,41,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,42,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,43,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,44,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,45,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,46,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,47,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,48,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,49,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,50,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
recent4,task_init,0.01,libero_spatial,51,51,2,140,3860,0,0,0.36428571428571427,0.0005181347150259067
absolute_gate,task_init,0.01,all,0,0,0,564,15436,564,15436,0.0,0.0
absolute_gate,task_init,0.01,all,1,0,0,564,15436,564,15436,0.0,0.0
absolute_gate,task_init,0.01,all,2,0,0,564,15436,564,15436,0.0,0.0
absolute_gate,task_init,0.01,all,3,0,0,564,15436,564,15436,0.0,0.0
absolute_gate,task_init,0.01,all,4,0,0,564,15436,564,15436,0.0,0.0
absolute_gate,task_init,0.01,all,5,0,0,564,15436,564,15436,0.0,0.0
absolute_gate,task_init,0.01,all,6,0,0,564,15436,564,15436,0.0,0.0
absolute_gate,task_init,0.01,all,7,0,0,564,15436,564,15299,0.0,0.0
absolute_gate,task_init,0.01,all,8,0,0,564,15436,564,14292,0.0,0.0
absolute_gate,task_init,0.01,all,9,0,1,564,15436,564,12438,0.0,6.47836227001814e-05
absolute_gate,task_init,0.01,all,10,5,2,564,15436,564,11178,0.008865248226950355,0.0001295672454003628
absolute_gate,task_init,0.01,all,11,10,3,564,15436,564,10571,0.01773049645390071,0.00019435086810054417
absolute_gate,task_init,0.01,all,12,13,6,564,15436,564,8982,0.02304964539007092,0.00038870173620108835
absolute_gate,task_init,0.01,all,13,18,8,564,15436,564,6735,0.031914893617021274,0.0005182689816014512
absolute_gate,task_init,0.01,all,14,20,9,564,15436,564,5543,0.03546099290780142,0.0005830526043016325
absolute_gate,task_init,0.01,all,15,24,10,564,15436,564,4584,0.0425531914893617,0.000647836227001814
absolute_gate,task_init,0.01,all,16,35,10,564,15436,564,4239,0.06205673758865248,0.000647836227001814
absolute_gate,task_init,0.01,all,17,47,13,564,15436,564,4024,0.08333333333333333,0.0008421870951023582
absolute_gate,task_init,0.01,all,18,61,15,564,15436,564,3739,0.10815602836879433,0.0009717543405027209
absolute_gate,task_init,0.01,all,19,69,15,564,15436,564,3530,0.12234042553191489,0.0009717543405027209
absolute_gate,task_init,0.01,all,20,73,16,564,15436,564,3431,0.12943262411347517,0.0010365379632029023
absolute_gate,task_init,0.01,all,21,88,19,564,15436,564,3212,0.15602836879432624,0.0012308888313034465
absolute_gate,task_init,0.01,all,22,93,19,564,15436,424,2776,0.16489361702127658,0.0012308888313034465
absolute_gate,task_init,0.01,all,23,97,20,564,15436,424,2326,0.17198581560283688,0.001295672454003628
absolute_gate,task_init,0.01,all,24,102,21,564,15436,424,1750,0.18085106382978725,0.0013604560767038092
absolute_gate,task_init,0.01,all,25,107,22,564,15436,424,1118,0.18971631205673758,0.0014252396994039907
absolute_gate,task_init,0.01,all,26,116,23,564,15436,424,707,0.20567375886524822,0.0014900233221041722
absolute_gate,task_init,0.01,all,27,117,23,564,15436,424,499,0.2074468085106383,0.0014900233221041722
absolute_gate,task_init,0.01,all,28,123,23,564,15436,380,389,0.21808510638297873,0.0014900233221041722
absolute_gate,task_init,0.01,all,29,126,23,564,15436,380,355,0.22340425531914893,0.0014900233221041722
absolute_gate,task_init,0.01,all,30,126,24,564,15436,274,333,0.22340425531914893,0.0015548069448043534
absolute_gate,task_init,0.01,all,31,131,24,564,15436,274,313,0.2322695035460993,0.0015548069448043534
absolute_gate,task_init,0.01,all,32,141,25,564,15436,274,295,0.25,0.0016195905675045349
absolute_gate,task_init,0.01,all,33,152,27,564,15436,274,287,0.2695035460992908,0.0017491578129048976
absolute_gate,task_init,0.01,all,34,170,28,564,15436,274,284,0.30141843971631205,0.001813941435605079
absolute_gate,task_init,0.01,all,35,182,30,564,15436,274,278,0.32269503546099293,0.0019435086810054417
absolute_gate,task_init,0.01,all,36,199,31,564,15436,274,270,0.3528368794326241,0.002008292303705623
absolute_gate,task_init,0.01,all,37,207,32,564,15436,274,245,0.3670212765957447,0.0020730759264058047
absolute_gate,task_init,0.01,all,38,211,34,564,15436,274,185,0.374113475177305,0.0022026431718061676
absolute_gate,task_init,0.01,all,39,216,34,564,15436,274,110,0.3829787234042553,0.0022026431718061676
absolute_gate,task_init,0.01,all,40,219,34,564,15436,274,60,0.3882978723404255,0.0022026431718061676
absolute_gate,task_init,0.01,all,41,223,34,564,15436,274,37,0.3953900709219858,0.0022026431718061676
absolute_gate,task_init,0.01,all,42,224,34,564,15436,274,28,0.3971631205673759,0.0022026431718061676
absolute_gate,task_init,0.01,all,43,226,34,564,15436,274,23,0.40070921985815605,0.0022026431718061676
absolute_gate,task_init,0.01,all,44,229,35,564,15436,274,14,0.40602836879432624,0.0022674267945063486
absolute_gate,task_init,0.01,all,45,229,35,564,15436,274,11,0.40602836879432624,0.0022674267945063486
absolute_gate,task_init,0.01,all,46,232,35,564,15436,274,8,0.41134751773049644,0.0022674267945063486
absolute_gate,task_init,0.01,all,47,232,35,564,15436,274,5,0.41134751773049644,0.0022674267945063486
absolute_gate,task_init,0.01,all,48,234,35,564,15436,274,2,0.4148936170212766,0.0022674267945063486
absolute_gate,task_init,0.01,all,49,235,35,564,15436,274,2,0.4166666666666667,0.0022674267945063486
absolute_gate,task_init,0.01,all,50,236,35,564,15436,274,2,0.41843971631205673,0.0022674267945063486
absolute_gate,task_init,0.01,all,51,238,35,564,15436,274,0,0.4219858156028369,0.0022674267945063486
absolute_gate,task_init,0.01,libero_goal,0,0,0,106,3894,106,3894,0.0,0.0
absolute_gate,task_init,0.01,libero_goal,1,0,0,106,3894,106,3894,0.0,0.0
absolute_gate,task_init,0.01,libero_goal,2,0,0,106,3894,106,3894,0.0,0.0
absolute_gate,task_init,0.01,libero_goal,3,0,0,106,3894,106,3894,0.0,0.0
absolute_gate,task_init,0.01,libero_goal,4,0,0,106,3894,106,3894,0.0,0.0
absolute_gate,task_init,0.01,libero_goal,5,0,0,106,3894,106,3894,0.0,0.0
absolute_gate,task_init,0.01,libero_goal,6,0,0,106,3894,106,3894,0.0,0.0
absolute_gate,task_init,0.01,libero_goal,7,0,0,106,3894,106,3771,0.0,0.0
absolute_gate,task_init,0.01,libero_goal,8,0,0,106,3894,106,3073,0.0,0.0
absolute_gate,task_init,0.01,libero_goal,9,0,1,106,3894,106,1921,0.0,0.00025680534155110427
absolute_gate,task_init,0.01,libero_goal,10,0,2,106,3894,106,1566,0.0,0.0005136106831022085
absolute_gate,task_init,0.01,libero_goal,11,2,3,106,3894,106,1553,0.018867924528301886,0.0007704160246533128
absolute_gate,task_init,0.01,libero_goal,12,3,6,106,3894,106,1277,0.02830188679245283,0.0015408320493066256
absolute_gate,task_init,0.01,libero_goal,13,4,7,106,3894,106,729,0.03773584905660377,0.0017976373908577298
absolute_gate,task_init,0.01,libero_goal,14,4,8,106,3894,106,495,0.03773584905660377,0.002054442732408834
absolute_gate,task_init,0.01,libero_goal,15,8,9,106,3894,106,413,0.07547169811320754,0.0023112480739599386
absolute_gate,task_init,0.01,libero_goal,16,14,9,106,3894,106,394,0.1320754716981132,0.0023112480739599386
absolute_gate,task_init,0.01,libero_goal,17,22,10,106,3894,106,369,0.20754716981132076,0.0025680534155110425
absolute_gate,task_init,0.01,libero_goal,18,31,12,106,3894,106,221,0.29245283018867924,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,19,35,12,106,3894,106,83,0.330188679245283,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,20,35,12,106,3894,106,33,0.330188679245283,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,21,39,12,106,3894,106,18,0.36792452830188677,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,22,43,12,106,3894,106,9,0.4056603773584906,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,23,46,12,106,3894,106,6,0.4339622641509434,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,24,47,12,106,3894,106,5,0.44339622641509435,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,25,48,12,106,3894,106,2,0.4528301886792453,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,26,54,12,106,3894,106,1,0.5094339622641509,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,27,54,12,106,3894,106,1,0.5094339622641509,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,28,59,12,106,3894,106,1,0.5566037735849056,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,29,62,12,106,3894,106,1,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,30,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,31,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,32,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,33,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,34,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,35,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,36,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,37,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,38,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,39,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,40,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,41,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,42,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,43,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,44,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,45,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,46,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,47,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,48,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,49,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,50,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_goal,51,62,12,106,3894,0,0,0.5849056603773585,0.0030816640986132513
absolute_gate,task_init,0.01,libero_long,0,0,0,274,3726,274,3726,0.0,0.0
absolute_gate,task_init,0.01,libero_long,1,0,0,274,3726,274,3726,0.0,0.0
absolute_gate,task_init,0.01,libero_long,2,0,0,274,3726,274,3726,0.0,0.0
absolute_gate,task_init,0.01,libero_long,3,0,0,274,3726,274,3726,0.0,0.0
absolute_gate,task_init,0.01,libero_long,4,0,0,274,3726,274,3726,0.0,0.0
absolute_gate,task_init,0.01,libero_long,5,0,0,274,3726,274,3726,0.0,0.0
absolute_gate,task_init,0.01,libero_long,6,0,0,274,3726,274,3726,0.0,0.0
absolute_gate,task_init,0.01,libero_long,7,0,0,274,3726,274,3726,0.0,0.0
absolute_gate,task_init,0.01,libero_long,8,0,0,274,3726,274,3726,0.0,0.0
absolute_gate,task_init,0.01,libero_long,9,0,0,274,3726,274,3726,0.0,0.0
absolute_gate,task_init,0.01,libero_long,10,3,0,274,3726,274,3726,0.010948905109489052,0.0
absolute_gate,task_init,0.01,libero_long,11,6,0,274,3726,274,3726,0.021897810218978103,0.0
absolute_gate,task_init,0.01,libero_long,12,8,0,274,3726,274,3726,0.029197080291970802,0.0
absolute_gate,task_init,0.01,libero_long,13,9,1,274,3726,274,3726,0.032846715328467155,0.00026838432635534085
absolute_gate,task_init,0.01,libero_long,14,9,1,274,3726,274,3726,0.032846715328467155,0.00026838432635534085
absolute_gate,task_init,0.01,libero_long,15,9,1,274,3726,274,3694,0.032846715328467155,0.00026838432635534085
absolute_gate,task_init,0.01,libero_long,16,10,1,274,3726,274,3644,0.0364963503649635,0.00026838432635534085
absolute_gate,task_init,0.01,libero_long,17,11,3,274,3726,274,3560,0.040145985401459854,0.0008051529790660225
absolute_gate,task_init,0.01,libero_long,18,15,3,274,3726,274,3475,0.05474452554744526,0.0008051529790660225
absolute_gate,task_init,0.01,libero_long,19,15,3,274,3726,274,3421,0.05474452554744526,0.0008051529790660225
absolute_gate,task_init,0.01,libero_long,20,15,4,274,3726,274,3380,0.05474452554744526,0.0010735373054213634
absolute_gate,task_init,0.01,libero_long,21,15,7,274,3726,274,3183,0.05474452554744526,0.001878690284487386
absolute_gate,task_init,0.01,libero_long,22,16,7,274,3726,274,2761,0.058394160583941604,0.001878690284487386
absolute_gate,task_init,0.01,libero_long,23,16,8,274,3726,274,2316,0.058394160583941604,0.0021470746108427268
absolute_gate,task_init,0.01,libero_long,24,17,9,274,3726,274,1743,0.06204379562043796,0.0024154589371980675
absolute_gate,task_init,0.01,libero_long,25,20,10,274,3726,274,1114,0.072992700729927,0.0026838432635534087
absolute_gate,task_init,0.01,libero_long,26,22,11,274,3726,274,705,0.08029197080291971,0.0029522275899087494
absolute_gate,task_init,0.01,libero_long,27,23,11,274,3726,274,497,0.08394160583941605,0.0029522275899087494
absolute_gate,task_init,0.01,libero_long,28,24,11,274,3726,274,388,0.08759124087591241,0.0029522275899087494
absolute_gate,task_init,0.01,libero_long,29,24,11,274,3726,274,354,0.08759124087591241,0.0029522275899087494
absolute_gate,task_init,0.01,libero_long,30,24,12,274,3726,274,333,0.08759124087591241,0.00322061191626409
absolute_gate,task_init,0.01,libero_long,31,29,12,274,3726,274,313,0.10583941605839416,0.00322061191626409
absolute_gate,task_init,0.01,libero_long,32,39,13,274,3726,274,295,0.14233576642335766,0.003488996242619431
absolute_gate,task_init,0.01,libero_long,33,50,15,274,3726,274,287,0.18248175182481752,0.004025764895330112
absolute_gate,task_init,0.01,libero_long,34,68,16,274,3726,274,284,0.24817518248175183,0.0042941492216854536
absolute_gate,task_init,0.01,libero_long,35,80,18,274,3726,274,278,0.291970802919708,0.004830917874396135
absolute_gate,task_init,0.01,libero_long,36,97,19,274,3726,274,270,0.354014598540146,0.005099302200751476
absolute_gate,task_init,0.01,libero_long,37,105,20,274,3726,274,245,0.38321167883211676,0.005367686527106817
absolute_gate,task_init,0.01,libero_long,38,109,22,274,3726,274,185,0.3978102189781022,0.005904455179817499
absolute_gate,task_init,0.01,libero_long,39,114,22,274,3726,274,110,0.41605839416058393,0.005904455179817499
absolute_gate,task_init,0.01,libero_long,40,117,22,274,3726,274,60,0.42700729927007297,0.005904455179817499
absolute_gate,task_init,0.01,libero_long,41,121,22,274,3726,274,37,0.4416058394160584,0.005904455179817499
absolute_gate,task_init,0.01,libero_long,42,122,22,274,3726,274,28,0.44525547445255476,0.005904455179817499
absolute_gate,task_init,0.01,libero_long,43,124,22,274,3726,274,23,0.45255474452554745,0.005904455179817499
absolute_gate,task_init,0.01,libero_long,44,127,23,274,3726,274,14,0.4635036496350365,0.006172839506172839
absolute_gate,task_init,0.01,libero_long,45,127,23,274,3726,274,11,0.4635036496350365,0.006172839506172839
absolute_gate,task_init,0.01,libero_long,46,130,23,274,3726,274,8,0.4744525547445255,0.006172839506172839
absolute_gate,task_init,0.01,libero_long,47,130,23,274,3726,274,5,0.4744525547445255,0.006172839506172839
absolute_gate,task_init,0.01,libero_long,48,132,23,274,3726,274,2,0.48175182481751827,0.006172839506172839
absolute_gate,task_init,0.01,libero_long,49,133,23,274,3726,274,2,0.4854014598540146,0.006172839506172839
absolute_gate,task_init,0.01,libero_long,50,134,23,274,3726,274,2,0.48905109489051096,0.006172839506172839
absolute_gate,task_init,0.01,libero_long,51,136,23,274,3726,274,0,0.49635036496350365,0.006172839506172839
absolute_gate,task_init,0.01,libero_object,0,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,1,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,2,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,3,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,4,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,5,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,6,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,7,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,8,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,9,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,10,0,0,44,3956,44,3956,0.0,0.0
absolute_gate,task_init,0.01,libero_object,11,0,0,44,3956,44,3932,0.0,0.0
absolute_gate,task_init,0.01,libero_object,12,0,0,44,3956,44,3355,0.0,0.0
absolute_gate,task_init,0.01,libero_object,13,0,0,44,3956,44,2091,0.0,0.0
absolute_gate,task_init,0.01,libero_object,14,0,0,44,3956,44,1298,0.0,0.0
absolute_gate,task_init,0.01,libero_object,15,0,0,44,3956,44,470,0.0,0.0
absolute_gate,task_init,0.01,libero_object,16,0,0,44,3956,44,195,0.0,0.0
absolute_gate,task_init,0.01,libero_object,17,0,0,44,3956,44,90,0.0,0.0
absolute_gate,task_init,0.01,libero_object,18,0,0,44,3956,44,38,0.0,0.0
absolute_gate,task_init,0.01,libero_object,19,2,0,44,3956,44,23,0.045454545454545456,0.0
absolute_gate,task_init,0.01,libero_object,20,3,0,44,3956,44,16,0.06818181818181818,0.0
absolute_gate,task_init,0.01,libero_object,21,4,0,44,3956,44,9,0.09090909090909091,0.0
absolute_gate,task_init,0.01,libero_object,22,4,0,44,3956,44,6,0.09090909090909091,0.0
absolute_gate,task_init,0.01,libero_object,23,5,0,44,3956,44,4,0.11363636363636363,0.0
absolute_gate,task_init,0.01,libero_object,24,8,0,44,3956,44,2,0.18181818181818182,0.0
absolute_gate,task_init,0.01,libero_object,25,9,0,44,3956,44,2,0.20454545454545456,0.0
absolute_gate,task_init,0.01,libero_object,26,10,0,44,3956,44,1,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,27,10,0,44,3956,44,1,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,28,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,29,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,30,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,31,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,32,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,33,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,34,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,35,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,36,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,37,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,38,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,39,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,40,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,41,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,42,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,43,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,44,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,45,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,46,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,47,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,48,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,49,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,50,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_object,51,10,0,44,3956,0,0,0.22727272727272727,0.0
absolute_gate,task_init,0.01,libero_spatial,0,0,0,140,3860,140,3860,0.0,0.0
absolute_gate,task_init,0.01,libero_spatial,1,0,0,140,3860,140,3860,0.0,0.0
absolute_gate,task_init,0.01,libero_spatial,2,0,0,140,3860,140,3860,0.0,0.0
absolute_gate,task_init,0.01,libero_spatial,3,0,0,140,3860,140,3860,0.0,0.0
absolute_gate,task_init,0.01,libero_spatial,4,0,0,140,3860,140,3860,0.0,0.0
absolute_gate,task_init,0.01,libero_spatial,5,0,0,140,3860,140,3860,0.0,0.0
absolute_gate,task_init,0.01,libero_spatial,6,0,0,140,3860,140,3860,0.0,0.0
absolute_gate,task_init,0.01,libero_spatial,7,0,0,140,3860,140,3846,0.0,0.0
absolute_gate,task_init,0.01,libero_spatial,8,0,0,140,3860,140,3537,0.0,0.0
absolute_gate,task_init,0.01,libero_spatial,9,0,0,140,3860,140,2835,0.0,0.0
absolute_gate,task_init,0.01,libero_spatial,10,2,0,140,3860,140,1930,0.014285714285714285,0.0
absolute_gate,task_init,0.01,libero_spatial,11,2,0,140,3860,140,1360,0.014285714285714285,0.0
absolute_gate,task_init,0.01,libero_spatial,12,2,0,140,3860,140,624,0.014285714285714285,0.0
absolute_gate,task_init,0.01,libero_spatial,13,5,0,140,3860,140,189,0.03571428571428571,0.0
