global_row,failure,suite,task,length,first_alarm,first_watch,last_state,alarm_entries,signal_clearances,alarm_clearances,first_alarm_clearance
3839,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3840,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3841,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3842,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3843,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3844,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3845,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3846,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3847,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3848,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3849,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3850,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3851,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3852,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3853,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3854,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3855,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3856,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3857,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3858,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3859,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3860,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3861,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3862,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3863,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3864,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3865,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3866,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3867,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3868,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3869,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3870,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3871,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3872,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3873,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3874,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3875,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3876,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3877,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3878,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3879,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3880,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3881,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3882,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3883,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3884,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3885,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3886,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3887,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3888,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3889,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3890,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3891,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3892,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3893,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3894,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3895,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3896,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3897,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3898,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3899,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3900,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3901,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3902,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3903,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3904,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3905,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3906,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3907,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3908,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3909,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3910,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3911,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3912,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3913,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3914,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3915,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3916,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3917,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3918,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3919,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3920,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3921,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3922,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3923,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3924,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3925,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3926,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3927,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3928,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3929,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3930,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3931,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3932,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3933,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3934,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3935,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3936,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3937,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3938,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3939,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3940,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3941,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3942,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3943,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3944,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3945,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3946,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3947,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3948,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3949,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3950,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3951,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,10,-1,-1,NORMAL,0,0,0,-1
3952,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3953,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3954,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3955,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3956,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3957,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3958,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3959,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3960,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3961,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3962,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3963,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3964,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3965,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3966,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3967,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3968,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3969,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3970,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3971,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3972,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3973,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3974,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3975,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3976,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3977,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3978,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3979,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3980,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3981,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3982,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3983,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3984,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3985,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3986,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3987,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3988,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3989,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3990,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3991,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3992,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3993,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3994,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3995,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3996,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3997,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3998,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
3999,False,libero_goal,libero_goal/put_the_bowl_on_the_stove,9,-1,-1,NORMAL,0,0,0,-1
4400,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4401,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4402,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4403,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4404,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4405,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4406,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4407,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4408,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4409,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4410,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4411,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4412,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4413,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4414,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4415,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4416,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4417,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,8,-1,-1,NORMAL,0,0,0,-1
4418,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4419,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4420,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4421,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,8,-1,-1,NORMAL,0,0,0,-1
4422,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4423,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4424,True,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,30,16,14,ALARM,1,0,0,-1
4425,True,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,30,16,15,ALARM,1,0,0,-1
4426,True,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,30,16,14,ALARM,1,0,0,-1
4427,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,10,-1,-1,NORMAL,0,0,0,-1
4428,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4429,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,8,-1,-1,NORMAL,0,0,0,-1
4430,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4431,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4432,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4433,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4434,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4435,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4436,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4437,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4438,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4439,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4440,True,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,30,14,12,ALARM,1,0,0,-1
4441,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,8,-1,-1,NORMAL,0,0,0,-1
4442,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,8,-1,-1,NORMAL,0,0,0,-1
4443,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4444,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4445,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4446,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,8,-1,-1,NORMAL,0,0,0,-1
4447,True,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,30,14,12,ALARM,1,0,0,-1
4448,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4449,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4450,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4451,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4452,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4453,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4454,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4455,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4456,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4457,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4458,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4459,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4460,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,8,-1,-1,NORMAL,0,0,0,-1
4461,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4462,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4463,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4464,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4465,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4466,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4467,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4468,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4469,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4470,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4471,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4472,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4473,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4474,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4475,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4476,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4477,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4478,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4479,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4480,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4481,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
4482,False,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,9,-1,-1,NORMAL,0,0,0,-1
