suite,representation,query,failure,neighbor_failure_rate,candidate_failure_rate,excess_failure_neighbor_rate,episodes,tasks
libero_goal,dynamics,7,False,0.03275243624410611,0.02733432820993459,0.0054181080341714925,3771,10
libero_goal,dynamics,7,True,0.025939542483660132,0.026665317697160577,-0.0007257752135004705,106,8
libero_goal,dynamics,14,False,0.21754692637436449,0.19371675042492967,0.02383017594943478,495,6
libero_goal,dynamics,14,True,0.30964562908496734,0.18464320734422432,0.12500242174074294,106,8
libero_goal,dynamics,21,False,0.8052083333333333,0.8604495927553661,-0.05524125942203276,18,4
libero_goal,dynamics,21,True,0.7884497549019608,0.8519683453349117,-0.06351859043295097,106,8
libero_goal,routing,7,False,0.009575473929857338,0.02733432820993459,-0.017758854280077264,3771,10
libero_goal,routing,7,True,0.015234375000000001,0.026665317697160577,-0.011430942697160596,106,8
libero_goal,routing,14,False,0.13009697530382808,0.19371675042492967,-0.06361977512110162,495,6
libero_goal,routing,14,True,0.21640369689542482,0.18464320734422432,0.031760489551200484,106,8
libero_goal,routing,21,False,0.8302083333333333,0.8604495927553661,-0.030241259422032762,18,4
libero_goal,routing,21,True,0.9393356821895424,0.8519683453349117,0.0873673368546307,106,8
libero_long,dynamics,7,False,0.09211582955538952,0.06849999999999996,0.023615829555389534,3726,10
libero_long,dynamics,7,True,0.07016557465595792,0.06849999999999996,0.001665574655957934,274,10
libero_long,dynamics,14,False,0.053693489537062655,0.06849999999999996,-0.014806510462937322,3726,10
libero_long,dynamics,14,True,0.15048066084260955,0.06849999999999996,0.08198066084260956,274,10
libero_long,dynamics,21,False,0.09354101223516266,0.07925088492497287,0.014290127310189762,3183,10
libero_long,dynamics,21,True,0.21002099478652952,0.07925088492497287,0.1307701098615566,274,10
libero_long,routing,7,False,0.07462983639365253,0.06849999999999996,0.006129836393652564,3726,10
libero_long,routing,7,True,0.10117820910243765,0.06849999999999996,0.03267820910243766,274,10
libero_long,routing,14,False,0.043098694979615035,0.06849999999999996,-0.02540130502038494,3726,10
libero_long,routing,14,True,0.04931913719411958,0.06849999999999996,-0.019180862805880397,274,10
libero_long,routing,21,False,0.06842849556341393,0.07925088492497287,-0.010822389361558962,3183,10
libero_long,routing,21,True,0.09864853694049128,0.07925088492497287,0.019397652015518387,274,10
libero_object,dynamics,7,False,0.010073429349505562,0.01099999999999995,-0.0009265706504944053,3956,10
libero_object,dynamics,7,True,0.013973214285714287,0.010694444444444388,0.003278769841269882,44,8
libero_object,dynamics,14,False,0.03273741272070876,0.03341903046748363,-0.0006816177467748972,1298,10
libero_object,dynamics,14,True,0.16316964285714286,0.030477819798254688,0.1326918230588881,44,8
libero_object,dynamics,21,False,0.7566666666666666,0.8389054530777417,-0.08223878641107489,9,5
libero_object,dynamics,21,True,0.8197172619047619,0.8302655873763733,-0.010548325471611384,44,8
libero_object,routing,7,False,0.002885110401126524,0.01099999999999995,-0.008114889598873428,3956,10
libero_object,routing,7,True,0.018169642857142856,0.010694444444444388,0.007475198412698451,44,8
libero_object,routing,14,False,0.004065754559201944,0.03341903046748363,-0.02935327590828169,1298,10
libero_object,routing,14,True,0.07879464285714285,0.030477819798254688,0.048316823058888125,44,8
libero_object,routing,21,False,0.73,0.8389054530777417,-0.10890545307774158,9,5
libero_object,routing,21,True,0.7385119047619048,0.8302655873763733,-0.09175368261446849,44,8
libero_spatial,dynamics,7,False,0.031188482606529472,0.03512156844518803,-0.003933085838658599,3846,10
libero_spatial,dynamics,7,True,0.04811282721343697,0.03512156844518803,0.012991258768248904,140,10
libero_spatial,dynamics,14,False,0.8678571428571429,0.8541127155014785,0.013744427355664321,24,8
libero_spatial,dynamics,14,True,0.898461147592245,0.8534765078049096,0.04498463978733559,140,10
libero_spatial,dynamics,21,False,1.0,0.9921550671550672,0.0078449328449328,2,2
libero_spatial,dynamics,21,True,0.9898885464129366,0.9857763385587077,0.00411220785422887,140,10
libero_spatial,routing,7,False,0.00747577454205804,0.03512156844518803,-0.02764579390313,3846,10
libero_spatial,routing,7,True,0.03410630528008577,0.03512156844518803,-0.0010152631651022947,140,10
libero_spatial,routing,14,False,0.7196428571428571,0.8541127155014785,-0.13446985835862135,24,8
libero_spatial,routing,14,True,0.860210064325918,0.8534765078049096,0.006733556521008413,140,10
libero_spatial,routing,21,False,1.0,0.9921550671550672,0.0078449328449328,2,2
libero_spatial,routing,21,True,0.9929299003841686,0.9857763385587077,0.007153561825460894,140,10
