detector,group,alarms,precision,matched_prior,net_gain,lift
published,all,519,0.8458574181117534,0.6060370916824788,0.23982032642927464,1.3957188919963397
published,libero_goal,74,0.9864864864864865,0.7647080862944404,0.2217784001920461,1.2900170720918116
published,libero_long,305,0.7737704918032787,0.43086456101522413,0.3429059307880546,1.795855500345823
published,libero_object,29,0.7586206896551724,0.6318904747072418,0.12673021494793058,1.2005572484798814
published,libero_spatial,111,0.972972972972973,0.9748318677591397,-0.0018588947861666316,0.9980931124149237
published,"prior[0.00,0.25)",101,0.5643564356435643,0.10828241629429494,0.4560740193492694,5.211893629245679
published,"prior[0.25,0.75)",202,0.8465346534653465,0.48075997363528017,0.36577467983006634,1.7608259836280686
published,"prior[0.75,1.01)",216,0.9768518518518519,0.9559407956627598,0.02091105618909206,1.021874844429664
loso_l2,all,529,0.782608695652174,0.5449640155902118,0.23764468006196215,1.4360740769362288
loso_l2,libero_goal,64,0.984375,0.7453360478903264,0.23903895210967363,1.320712989511608
loso_l2,libero_long,361,0.6980609418282548,0.4025566829932951,0.29550425883495973,1.7340686947181587
loso_l2,libero_object,22,0.8636363636363636,0.6809075169330022,0.18272884670336142,1.26836074233168
loso_l2,libero_spatial,82,0.975609756097561,0.9790430396236041,-0.003433283526043107,0.9964932251319992
loso_l2,"prior[0.00,0.25)",135,0.5111111111111111,0.11801079118381384,0.3931003199272972,4.331054016195886
loso_l2,"prior[0.25,0.75)",223,0.8026905829596412,0.4874118371930062,0.31527874576663506,1.6468426117476307
loso_l2,"prior[0.75,1.01)",171,0.9707602339181286,0.9570857762769986,0.013674457641129956,1.0142875988548516
