cohort,population,detector,mode,mode_short,n_mode,caught,recall,overall_recall,early_caught,early_recall,prior_matched_caught,prior_matched_recall,mean_alarm_chunk,mean_alarm_prior,small_cell,omnibus_p_suite,omnibus_p_task,expected_recall_suite,sel_suite,p_suite,null_sd_suite,z_suite,mde_suite,expected_recall_task,sel_task,p_task,null_sd_task,z_task,mde_task,effect_suite,effect_task,within_task_share,bh_suite,bh_task
development_main,all_risks,action_consensus|global,object_released_or_dropped_before_goal,dropped,218,11,0.05045871436595917,0.030800821259617805,11,0.05045871436595917,11,0.05045871436595917,15.636363636363637,0.20784907385140697,False,1.0,1.0,0.048811133950948715,0.0478931805111841,1.0,0.00716352229937911,0.22999585206194645,0.014040503706783057,0.0516003780066967,-0.032278185920177255,1.0,0.0020808738190680742,-0.5486462611408275,0.004078512685373426,0.0016475804150104523,-0.0011416636407375336,-0.6929334861814869,False,False
development_main,all_risks,action_consensus|global,stable_grasp_not_observed,no_grasp,116,1,0.008620689623057842,0.030800821259617805,0,0.0,0,0.0,33.0,0.43529411764705883,False,1.0,1.0,0.00930779054760933,-0.1106354621090729,1.0,0.007700494024902582,-0.08922816150879091,0.01509296828880906,0.005017049610614777,0.780964080035515,1.0,0.004252165090292692,0.8474835609440117,0.008334243576973677,-0.000687100924551487,0.0036036400124430656,-5.244702610166597,False,False
development_main,all_risks,action_consensus|global,object_moved_but_goal_unmet,moved_unmet,72,2,0.02777777798473835,0.030800821259617805,2,0.02777777798473835,2,0.02777777798473835,16.0,0.21074380165289255,False,1.0,1.0,0.02676229551434517,0.0537293317892622,1.0,0.016847580671310425,0.06027467624015807,0.033021258115768434,0.027553720399737358,0.011684069400242142,1.0,0.007690517697483301,0.029134265574125653,0.01507341468706727,0.0010154824703931808,0.00022405758500099182,0.22064150936474541,False,False
development_main,all_risks,action_consensus|global,goal_predicate_regressed,regressed,28,0,0.0,0.030800821259617805,0,0.0,0,0.0,,,True,1.0,1.0,0.004633852280676365,-inf,1.0,0.012000671587884426,-0.3861327465501668,0.023521316312253474,0.0028249789029359818,-inf,1.0,0.009639382362365723,-0.29306638088819087,0.018893189430236816,-0.004633852280676365,-0.0028249789029359818,0.6096393954370171,False,False
development_main,all_risks,action_consensus|global,object_released_outside_goal,released_outside,18,1,0.0555555559694767,0.030800821259617805,0,0.0,0,0.0,21.0,0.864406779661017,True,1.0,1.0,0.04644474387168884,0.2584158623079358,1.0,0.046316009014844894,0.1967097833249778,0.090779377669096,0.03698054328560829,0.5871647793772011,1.0,0.026208829134702682,0.7087311145568703,0.05136930510401726,0.009110812097787857,0.018575012683868408,2.0387878143572404,False,False
development_main,all_risks,action_consensus|global,approached_target_without_observed_contact,no_contact,14,0,0.0,0.030800821259617805,0,0.0,0,0.0,,,True,1.0,1.0,0.013617738150060177,-inf,1.0,0.02939538285136223,-0.46326112569849076,0.05761495038866997,0.028872612863779068,-inf,1.0,0.03837123140692711,-0.75245468558423,0.07520761355757713,-0.013617738150060177,-0.028872612863779068,2.1202208873175814,False,False
development_main,all_risks,action_consensus|global,timeout_while_holding_target,timeout_holding,14,0,0.0,0.030800821259617805,0,0.0,0,0.0,,,True,1.0,1.0,0.0019678613170981407,-inf,1.0,0.011689993552863598,-0.16833724571354367,0.02291238736361265,0.002650019945576787,-inf,1.0,0.013498838059604168,-0.19631467048316414,0.02645772259682417,-0.0019678613170981407,-0.002650019945576787,1.346649747394077,False,False
development_main,all_risks,action_consensus|global,mechanism_threshold_not_reached,mechanism,6,0,0.0,0.030800821259617805,0,0.0,0,0.0,,,True,1.0,1.0,0.004399991128593683,-inf,1.0,0.026718759909272194,-0.16467796946918772,0.0523687694221735,0.0,,1.0,0.0,,0.0,-0.004399991128593683,0.0,-0.0,False,False
development_main,all_risks,action_consensus|global,no_meaningful_target_progress,no_meaningful_target_progress,1,0,0.0,0.030800821259617805,0,0.0,0,0.0,,,True,1.0,1.0,0.1424500048160553,-inf,1.0,0.34947991371154785,-0.4076056998618525,0.6849806308746338,0.0,,1.0,0.0,,0.0,-0.1424500048160553,0.0,-0.0,False,False
development_main,all_risks,action_consensus|per_task,object_released_or_dropped_before_goal,dropped,218,58,0.26605504751205444,0.2279260754585266,12,0.055045872926712036,12,0.055045872926712036,20.29310344827586,0.7296623978637566,False,0.21975,0.11335,0.29469335079193115,-0.14748973496168277,0.12715,0.017989078536629677,-1.591982781194873,0.03525859393179417,0.29356470704078674,-0.14195376067626087,0.0363,0.012126808986067772,-2.2684994511200394,0.023768545612692833,-0.02863830327987671,-0.0275096595287323,0.9605897130107749,False,False
development_main,all_risks,action_consensus|per_task,stable_grasp_not_observed,no_grasp,116,13,0.11206896603107452,0.2279260754585266,8,0.06896551698446274,8,0.06896551698446274,19.23076923076923,0.34394264475621494,False,0.21975,0.11335,0.13444465398788452,-0.2626255649941269,0.40405,0.025675535202026367,-0.8714789304584413,0.050324048995971676,0.09459009766578674,0.2446257590541153,0.1795,0.012384830974042416,1.4113126292899796,0.024274268709123133,-0.022375687956809998,0.01747886836528778,-0.7811544565255756,False,False
development_main,all_risks,action_consensus|per_task,object_moved_but_goal_unmet,moved_unmet,72,21,0.2916666567325592,0.2279260754585266,8,0.1111111119389534,8,0.1111111119389534,20.857142857142858,0.60837675443252,False,0.21975,0.11335,0.22984057664871216,0.34368694951010187,0.1881,0.04226188361644745,1.4629276973302159,0.082833291888237,0.2798508405685425,0.059662386022894,0.81835,0.030963975936174393,0.38159880334400526,0.06068939283490181,0.061826080083847046,0.011815816164016724,0.19111378479748994,False,False
development_main,all_risks,action_consensus|per_task,goal_predicate_regressed,regressed,28,2,0.0714285746216774,0.2279260754585266,0,0.0,0,0.0,49.5,0.9911504424778761,True,0.21975,0.11335,0.08151402324438095,-0.1905469421611447,1.0,0.048828717321157455,-0.206547482219721,0.09570428594946861,0.08491533994674683,-0.24952386781045208,1.0,0.04247870296239853,-0.3174947534769999,0.08325825780630111,-0.010085448622703552,-0.013486765325069427,1.3372499161523765,False,False
development_main,all_risks,action_consensus|per_task,object_released_outside_goal,released_outside,18,8,0.4444444477558136,0.2279260754585266,4,0.2222222238779068,4,0.2222222238779068,14.875,0.49327799888694207,True,0.21975,0.11335,0.30517804622650146,0.5423519222946319,0.17655,0.10077369958162308,1.3819717059857601,0.19751645117998123,0.30218082666397095,0.5565909796089605,0.0832,0.07822958379983902,1.818539920343222,0.1533299842476845,0.13926640152931213,0.14226362109184265,1.0215214834993758,False,False
development_main,all_risks,action_consensus|per_task,approached_target_without_observed_contact,no_contact,14,2,0.1428571492433548,0.2279260754585266,1,0.0714285746216774,1,0.0714285746216774,25.0,0.2547244380773041,True,0.21975,0.11335,0.11451929807662964,0.31898250455994326,1.0,0.08031033724546432,0.35285434152906126,0.15740826100111008,0.17279404401779175,-0.2744802532447817,1.0,0.035247672349214554,-0.8493296941096893,0.06908543780446053,0.02833785116672516,-0.02993689477443695,-1.0564278356288856,False,False
development_main,all_risks,action_consensus|per_task,timeout_while_holding_target,timeout_holding,14,7,0.5,0.2279260754585266,1,0.0714285746216774,1,0.0714285746216774,18.714285714285715,0.609754068825869,True,0.21975,0.11335,0.31259414553642273,0.6776373360144762,0.0933,0.10494017601013184,1.7858351452115298,0.2056827449798584,0.3989453911781311,0.3257368152776805,0.3037,0.06965313851833344,1.4508263514252164,0.13652015149593352,0.18740585446357727,0.1010546088218689,0.5392286655671639,False,False
development_main,all_risks,action_consensus|per_task,mechanism_threshold_not_reached,mechanism,6,0,0.0,0.2279260754585266,0,0.0,0,0.0,,,True,0.21975,0.11335,0.08301369100809097,-inf,1.0,0.11160065978765488,-0.7438458801770798,0.21873729318380356,0.0,,1.0,0.0,,0.0,-0.08301369100809097,0.0,-0.0,False,False
