kind,name,quantile,dev_tp,dev_fp,ext_tp,ext_fp,ext_precision,ext_recall,ext_lift,ext_early_tp,ext_early_fp
single,action_consensus|per_task,0.5,312,475,350,349,0.5007153075822603,0.6205673758865248,1.4979936740171826,102,322
single,action_consensus|per_task,0.6,288,320,332,235,0.5855379188712522,0.5886524822695035,1.4705572664751505,94,206
single,action_consensus|per_task,0.7,265,217,306,170,0.6428571428571429,0.5425531914893617,1.4948232584738945,89,145
single,action_consensus|per_task,0.75,244,177,286,135,0.6793349168646081,0.5070921985815603,1.505877326657139,86,108
single,action_consensus|per_task,0.8,225,128,260,105,0.7123287671232876,0.46099290780141844,1.490638399895822,80,81
single,action_consensus|per_task,0.85,207,70,230,69,0.7692307692307693,0.4078014184397163,1.4516339947405723,68,47
single,action_consensus|per_task,0.9,171,46,162,51,0.7605633802816901,0.2872340425531915,1.484087056882833,53,35
single,action_consensus|per_task,0.925,131,43,130,37,0.7784431137724551,0.23049645390070922,1.518116193756014,45,25
single,action_consensus|per_task,0.95,111,34,101,34,0.7481481481481481,0.17907801418439717,1.5038727569582924,35,22
single,action_consensus|per_task,0.96,98,23,89,24,0.7876106194690266,0.15780141843971632,1.5005624264312607,30,13
single,action_consensus|per_task,0.975,74,13,61,14,0.8133333333333334,0.10815602836879433,1.452616785070893,19,8
single,action_consensus|per_task,0.98,64,11,51,9,0.85,0.09042553191489362,1.4193459142706377,12,5
single,action_consensus|per_task,0.99,29,6,18,4,0.8181818181818182,0.031914893617021274,1.2330954171587292,3,3
single,action_consensus|per_task,0.995,15,2,10,1,0.9090909090909091,0.01773049645390071,1.1255493915319794,1,0
single,action_consensus|global,0.5,254,1568,293,1525,0.16116611661166116,0.5195035460992907,1.7505798044343335,205,1520
single,action_consensus|global,0.6,233,1036,267,991,0.212241653418124,0.4734042553191489,1.7906133786962446,178,963
single,action_consensus|global,0.7,203,710,229,712,0.24335812964930925,0.40602836879432624,1.457902754501499,100,609
single,action_consensus|global,0.75,184,590,201,588,0.25475285171102663,0.35638297872340424,1.303564663023604,58,464
single,action_consensus|global,0.8,154,472,171,467,0.26802507836990597,0.30319148936170215,1.2502005771291873,33,365
single,action_consensus|global,0.85,117,343,130,319,0.289532293986637,0.23049645390070922,1.4303610799066837,20,282
single,action_consensus|global,0.9,69,165,62,127,0.328042328042328,0.1099290780141844,1.759033191943587,18,120
single,action_consensus|global,0.925,39,70,41,59,0.41,0.0726950354609929,2.071406227103758,16,59
single,action_consensus|global,0.95,25,21,19,21,0.475,0.03368794326241135,2.4388658871953117,14,21
single,action_consensus|global,0.96,20,11,19,12,0.6129032258064516,0.03368794326241135,2.6323281831204355,14,12
single,action_consensus|global,0.975,15,6,15,5,0.75,0.026595744680851064,3.3367232449127053,13,5
single,action_consensus|global,0.98,14,3,15,3,0.8333333333333334,0.026595744680851064,3.4293777082749664,13,3
single,action_consensus|global,0.99,11,0,13,0,1.0,0.02304964539007092,3.624132382347502,11,0
single,action_consensus|global,0.995,9,0,11,0,1.0,0.01950354609929078,3.4776390898657987,9,0
single,conditional_effective_rank|per_task,0.5,181,210,183,186,0.4959349593495935,0.324468085106383,1.1822604627867146,32,175
single,conditional_effective_rank|per_task,0.6,173,133,165,108,0.6043956043956044,0.2925531914893617,1.200628788907298,30,102
single,conditional_effective_rank|per_task,0.7,159,93,150,70,0.6818181818181818,0.26595744680851063,1.221358279490694,29,64
single,conditional_effective_rank|per_task,0.75,151,74,145,49,0.7474226804123711,0.2570921985815603,1.2398725142789775,28,46
single,conditional_effective_rank|per_task,0.8,147,60,137,32,0.8106508875739645,0.2429078014184397,1.2523903255038595,28,30
single,conditional_effective_rank|per_task,0.85,135,41,127,19,0.8698630136986302,0.225177304964539,1.268958520182773,27,17
single,conditional_effective_rank|per_task,0.9,118,20,103,10,0.911504424778761,0.18262411347517732,1.3198431720705444,25,7
single,conditional_effective_rank|per_task,0.925,102,11,91,9,0.91,0.16134751773049646,1.3515883544890257,25,4
single,conditional_effective_rank|per_task,0.95,80,5,71,6,0.922077922077922,0.12588652482269502,1.4256753923116896,22,1
