representation,direction,quantile,mode,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,quantity,family
L2,low,0.9,global,19,306,0.039014373716632446,0.02137916579333473,0.05846153846153846,9,306,0.02857142857142857,0.47368421052631576,0.0516983216833981,1.1308208188954079,mobility_s0,primary_step_mobility
L2,low,0.925,per_task,5,2,0.01026694045174538,0.00013973310976035772,0.7142857142857143,0,2,0.0,0.0,0.4132842222697663,1.7283159525491707,mobility_s0,primary_step_mobility
L2,low,0.925,global,5,173,0.01026694045174538,0.012086913994270943,0.028089887640449437,3,173,0.017045454545454544,0.6,0.03759911027129743,0.747089158168001,mobility_s0,primary_step_mobility
L2,low,0.95,per_task,3,1,0.006160164271047228,6.986655488017886e-05,0.75,0,1,0.0,0.0,0.40938157191332436,1.8320316581294298,mobility_s0,primary_step_mobility
L2,low,0.95,global,3,84,0.006160164271047228,0.005868790609935024,0.034482758620689655,2,84,0.023255813953488372,0.6666666666666666,0.04214141915614372,0.8182628708568889,mobility_s0,primary_step_mobility
L2,low,0.96,per_task,3,0,0.006160164271047228,0.0,1.0,0,0,0.0,0.0,0.5362318840579711,1.8648648648648647,mobility_s0,primary_step_mobility
L2,low,0.96,global,0,49,0.0,0.003423461189128764,0.0,0,49,0.0,0.0,0.03180999598296885,0.0,mobility_s0,primary_step_mobility
L2,low,0.975,per_task,3,0,0.006160164271047228,0.0,1.0,0,0,0.0,0.0,0.5865900898879767,1.704767975522692,mobility_s0,primary_step_mobility
L2,low,0.975,global,0,21,0.0,0.001467197652483756,0.0,0,21,0.0,0.0,0.03192488262910798,0.0,mobility_s0,primary_step_mobility
L2,low,0.98,per_task,3,0,0.006160164271047228,0.0,1.0,0,0,0.0,0.0,0.6369482957179821,1.5699861460069975,mobility_s0,primary_step_mobility
L2,low,0.98,global,0,9,0.0,0.0006287989939216097,0.0,0,9,0.0,0.0,0.03192488262910798,0.0,mobility_s0,primary_step_mobility
L2,low,0.99,per_task,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.6117691928029794,1.6346033957974255,mobility_s0,primary_step_mobility
L2,low,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,mobility_s0,primary_step_mobility
L2,low,0.995,per_task,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.6117691928029794,1.6346033957974255,mobility_s0,primary_step_mobility
L2,low,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,mobility_s0,primary_step_mobility
L2,high,0.5,per_task,132,2267,0.27104722792607805,0.15838747991336546,0.05502292621925802,107,2254,0.04531977975434138,0.8106060606060606,0.04661849271407154,1.1802811076868998,mobility_s0,primary_step_mobility
L2,high,0.5,global,150,4634,0.3080082135523614,0.32376161531474884,0.031354515050167224,144,4633,0.030144442118484403,0.96,0.0306540447128942,1.0228508291102734,mobility_s0,primary_step_mobility
L2,high,0.6,per_task,105,1689,0.21560574948665298,0.1180046111926221,0.05852842809364549,84,1674,0.04778156996587031,0.8,0.04657176008059497,1.2567364426931438,mobility_s0,primary_step_mobility
L2,high,0.6,global,140,4236,0.2874743326488706,0.29595472647243765,0.031992687385740404,138,4236,0.03155006858710562,0.9857142857142858,0.03012459618505485,1.0620121574148216,mobility_s0,primary_step_mobility
L2,high,0.7,per_task,82,1068,0.16837782340862423,0.07461748061203102,0.07130434782608695,63,1058,0.056199821587867974,0.7682926829268293,0.04720301470996037,1.5105888525175264,mobility_s0,primary_step_mobility
L2,high,0.7,global,128,3883,0.26283367556468173,0.2712918325997345,0.03191224133632511,128,3883,0.03191224133632511,1.0,0.03147627863943238,1.0138505158721836,mobility_s0,primary_step_mobility
L2,high,0.75,per_task,58,686,0.11909650924024641,0.047928456647802695,0.07795698924731183,50,684,0.0681198910081744,0.8620689655172413,0.0445733143562438,1.7489610178919006,mobility_s0,primary_step_mobility
L2,high,0.75,global,126,3338,0.2587268993839836,0.23321456019003703,0.036374133949191687,126,3338,0.036374133949191687,1.0,0.038259175655018504,0.950729683179163,mobility_s0,primary_step_mobility
L2,high,0.8,per_task,42,485,0.08624229979466119,0.03388527911688675,0.07969639468690702,35,483,0.06756756756756757,0.8333333333333334,0.046580622636274556,1.7109345083086895,mobility_s0,primary_step_mobility
L2,high,0.8,global,119,1565,0.24435318275154005,0.10934115838747992,0.07066508313539192,85,1560,0.05167173252279635,0.7142857142857143,0.059396536105312384,1.1897172422664508,mobility_s0,primary_step_mobility
L2,high,0.85,per_task,34,176,0.06981519507186858,0.01229651365891148,0.1619047619047619,29,175,0.14215686274509803,0.8529411764705882,0.055535155227658395,2.915356250307694,mobility_s0,primary_step_mobility
L2,high,0.85,global,84,785,0.17248459958932238,0.0548452455809404,0.09666283084004602,59,777,0.07057416267942583,0.7023809523809523,0.06704083591854036,1.4418500234319662,mobility_s0,primary_step_mobility
L2,high,0.9,per_task,7,17,0.014373716632443531,0.0011877314329630407,0.2916666666666667,5,16,0.23809523809523808,0.7142857142857143,0.07060062405000396,4.131219384974407,mobility_s0,primary_step_mobility
L2,high,0.9,global,45,523,0.09240246406570841,0.03654020820233354,0.07922535211267606,28,510,0.05204460966542751,0.6222222222222222,0.06006398793380497,1.319015850229398,mobility_s0,primary_step_mobility
L2,high,0.925,per_task,5,14,0.01026694045174538,0.000978131768322504,0.2631578947368421,4,13,0.23529411764705882,0.8,0.05990002633018073,4.393285126224553,mobility_s0,primary_step_mobility
L2,high,0.925,global,38,483,0.07802874743326489,0.03374554600712639,0.07293666026871401,21,480,0.041916167664670656,0.5526315789473685,0.05077706293449916,1.4364095923153342,mobility_s0,primary_step_mobility
L2,high,0.95,per_task,4,7,0.008213552361396304,0.000489065884161252,0.36363636363636365,3,6,0.3333333333333333,0.75,0.09032176703585712,4.026010291539165,mobility_s0,primary_step_mobility
L2,high,0.95,global,25,273,0.0513347022587269,0.01907356948228883,0.08389261744966443,17,272,0.058823529411764705,0.68,0.053133745540136265,1.5788952312103328,mobility_s0,primary_step_mobility
L2,high,0.96,per_task,4,4,0.008213552361396304,0.00027946621952071543,0.5,3,3,0.5,0.75,0.11967439796233406,4.178003052560736,mobility_s0,primary_step_mobility
L2,high,0.96,global,17,147,0.03490759753593429,0.010270383567386292,0.10365853658536585,12,146,0.0759493670886076,0.7058823529411765,0.06034496832117177,1.7177660287046286,mobility_s0,primary_step_mobility
L2,high,0.975,per_task,1,2,0.002053388090349076,0.00013973310976035772,0.3333333333333333,1,2,0.3333333333333333,1.0,0.00925,36.03603603603604,mobility_s0,primary_step_mobility
L2,high,0.975,global,6,18,0.012320328542094456,0.0012575979878432194,0.25,4,17,0.19047619047619047,0.6666666666666666,0.09112480468465815,2.7434901053026914,mobility_s0,primary_step_mobility
L2,high,0.98,per_task,1,0,0.002053388090349076,0.0,1.0,1,0,1.0,1.0,0.00925,108.10810810810811,mobility_s0,primary_step_mobility
L2,high,0.98,global,2,5,0.004106776180698152,0.0003493327744008943,0.2857142857142857,1,4,0.2,0.5,0.14968688244130582,1.9087463180103172,mobility_s0,primary_step_mobility
L2,high,0.99,per_task,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,mobility_s0,primary_step_mobility
L2,high,0.99,global,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.06146341463414634,0.0,mobility_s0,primary_step_mobility
L2,high,0.995,per_task,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,mobility_s0,primary_step_mobility
L2,high,0.995,global,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.06146341463414634,0.0,mobility_s0,primary_step_mobility
L3,low,0.5,per_task,155,2206,0.3182751540041068,0.15412562006567457,0.06565014824227022,87,2178,0.038410596026490065,0.5612903225806452,0.06844651399820752,0.9591452421373786,mobility_s0,primary_step_mobility
L3,low,0.5,global,283,5070,0.5811088295687885,0.3542234332425068,0.052867550906034,225,5003,0.043037490436113233,0.7950530035335689,0.04530971055236096,1.1668039866407671,mobility_s0,primary_step_mobility
L3,low,0.6,per_task,119,1692,0.24435318275154005,0.11821421085726262,0.06570955273329653,67,1668,0.03861671469740634,0.5630252100840336,0.07109169580198721,0.9242929429664802,mobility_s0,primary_step_mobility
L3,low,0.6,global,193,4149,0.39630390143737165,0.2898763361978621,0.04444956241363427,157,4116,0.03674233559560028,0.8134715025906736,0.03934629487202571,1.1297013494715828,mobility_s0,primary_step_mobility
L3,low,0.7,per_task,87,1085,0.17864476386036962,0.07580521204499406,0.07423208191126279,52,1076,0.04609929078014184,0.5977011494252874,0.07627668315020882,0.9731949377646684,mobility_s0,primary_step_mobility
L3,low,0.7,global,143,3912,0.2936344969199179,0.2733179626912597,0.03526510480887793,130,3902,0.032242063492063495,0.9090909090909091,0.03204458650300253,1.1005011659480657,mobility_s0,primary_step_mobility
L3,low,0.75,per_task,71,655,0.1457905544147844,0.045762593446517154,0.09779614325068871,39,649,0.056686046511627904,0.5492957746478874,0.09892610795409783,0.9885776896839666,mobility_s0,primary_step_mobility
L3,low,0.75,global,101,3272,0.20739219712525667,0.22860336756794522,0.029943670323154464,98,3271,0.029088750371029978,0.9702970297029703,0.028697454039952986,1.0434260224431924,mobility_s0,primary_step_mobility
L3,low,0.8,per_task,42,358,0.08624229979466119,0.025012226647104032,0.105,15,356,0.04043126684636118,0.35714285714285715,0.12633383620253305,0.8311312563300021,mobility_s0,primary_step_mobility
L3,low,0.8,global,89,1734,0.18275154004106775,0.12114860616223014,0.04882062534284147,68,1720,0.03803131991051454,0.7640449438202247,0.04931338843903242,0.9900075190168656,mobility_s0,primary_step_mobility
L3,low,0.85,per_task,28,186,0.057494866529774126,0.012995179207713268,0.1308411214953271,5,186,0.02617801047120419,0.17857142857142858,0.15862613361225925,0.824839630871613,mobility_s0,primary_step_mobility
L3,low,0.85,global,70,1048,0.1437371663244353,0.07322014951442744,0.0626118067978533,37,1030,0.03467666354264293,0.5285714285714286,0.06628245393050969,0.9446211340258361,mobility_s0,primary_step_mobility
L3,low,0.9,per_task,18,24,0.03696098562628337,0.0016767973171242926,0.42857142857142855,2,24,0.07692307692307693,0.1111111111111111,0.36258501999651216,1.1819887886585914,mobility_s0,primary_step_mobility
L3,low,0.9,global,36,449,0.07392197125256673,0.03137008314120031,0.07422680412371134,21,445,0.045064377682403435,0.5833333333333334,0.07043340677786515,1.0538579279263023,mobility_s0,primary_step_mobility
L3,low,0.925,per_task,16,7,0.03285420944558522,0.000489065884161252,0.6956521739130435,2,7,0.2222222222222222,0.125,0.5297240590481632,1.313234998544391,mobility_s0,primary_step_mobility
L3,low,0.925,global,31,298,0.06365503080082136,0.0208202333542933,0.09422492401215805,15,297,0.04807692307692308,0.4838709677419355,0.08179706492230698,1.1519352693358298,mobility_s0,primary_step_mobility
L3,low,0.95,per_task,11,4,0.022587268993839837,0.00027946621952071543,0.7333333333333333,1,4,0.2,0.09090909090909091,0.5874035301961801,1.2484319477760302,mobility_s0,primary_step_mobility
L3,low,0.95,global,20,207,0.04106776180698152,0.014462376860197024,0.0881057268722467,6,206,0.02830188679245283,0.3,0.08935628073909113,0.9860048576719986,mobility_s0,primary_step_mobility
L3,low,0.96,per_task,11,4,0.022587268993839837,0.00027946621952071543,0.7333333333333333,1,4,0.2,0.09090909090909091,0.5874035301961801,1.2484319477760302,mobility_s0,primary_step_mobility
L3,low,0.96,global,12,171,0.024640657084188913,0.011947180884510585,0.06557377049180328,4,171,0.022857142857142857,0.3333333333333333,0.07250703191020247,0.9043780825701734,mobility_s0,primary_step_mobility
L3,low,0.975,per_task,10,2,0.02053388090349076,0.00013973310976035772,0.8333333333333334,0,2,0.0,0.0,0.7275506557782957,1.1453956184561154,mobility_s0,primary_step_mobility
L3,low,0.975,global,3,65,0.006160164271047228,0.004541326067211626,0.04411764705882353,0,65,0.0,0.0,0.0814424903421577,0.5417030701477282,mobility_s0,primary_step_mobility
L3,low,0.98,per_task,8,1,0.01642710472279261,6.986655488017886e-05,0.8888888888888888,0,1,0.0,0.0,0.7442981096344935,1.1942646063220559,mobility_s0,primary_step_mobility
L3,low,0.98,global,3,36,0.006160164271047228,0.0025151959756864388,0.07692307692307693,0,36,0.0,0.0,0.11297330822229469,0.6808960287479353,mobility_s0,primary_step_mobility
L3,low,0.99,per_task,6,1,0.012320328542094456,6.986655488017886e-05,0.8571428571428571,0,1,0.0,0.0,0.7099813467697723,1.2072751784855065,mobility_s0,primary_step_mobility
L3,low,0.99,global,0,15,0.0,0.0010479983232026828,0.0,0,15,0.0,0.0,0.050320670942279225,0.0,mobility_s0,primary_step_mobility
L3,low,0.995,per_task,4,1,0.008213552361396304,6.986655488017886e-05,0.8,0,1,0.0,0.0,0.6210925295454779,1.2880528455002487,mobility_s0,primary_step_mobility
L3,low,0.995,global,0,4,0.0,0.00027946621952071543,0.0,0,4,0.0,0.0,0.05032067094227923,0.0,mobility_s0,primary_step_mobility
L3,high,0.5,per_task,135,1763,0.27720739219712526,0.12317473625375533,0.07112750263435196,93,1753,0.05037919826652221,0.6888888888888889,0.05248632254960246,1.3551626248368334,mobility_s0,primary_step_mobility
L3,high,0.5,global,152,4604,0.31211498973305957,0.3216656186683435,0.031959629941127,144,4593,0.030398986700443317,0.9473684210526315,0.03294146923412308,0.9701944292157125,mobility_s0,primary_step_mobility
L3,high,0.6,per_task,106,1216,0.21765913757700206,0.08495773073429749,0.08018154311649017,74,1209,0.05767731878409977,0.6981132075471698,0.05503100838387069,1.4570247842303936,mobility_s0,primary_step_mobility
L3,high,0.6,global,141,4199,0.28952772073921973,0.29336966394187103,0.03248847926267281,137,4197,0.031610521458237194,0.9716312056737588,0.031832084945071615,1.020620525445752,mobility_s0,primary_step_mobility
L3,high,0.7,per_task,82,780,0.16837782340862423,0.05449591280653951,0.0951276102088167,52,775,0.06287787182587666,0.6341463414634146,0.06331644536312439,1.5024155203794682,mobility_s0,primary_step_mobility
L3,high,0.7,global,134,3900,0.2751540041067762,0.2724795640326976,0.033217649975210706,134,3899,0.03322588643689561,1.0,0.0314752482493228,1.0553578390259524,mobility_s0,primary_step_mobility
L3,high,0.75,per_task,68,583,0.13963039014373715,0.040732201495144275,0.10445468509984639,44,581,0.0704,0.6470588235294118,0.06760945198018331,1.5449716280863008,mobility_s0,primary_step_mobility
L3,high,0.75,global,126,3582,0.2587268993839836,0.2502619995808007,0.03398058252427184,121,3581,0.03268503511615343,0.9603174603174603,0.035566179282445064,0.9554184118124871,mobility_s0,primary_step_mobility
L3,high,0.8,per_task,56,410,0.11498973305954825,0.02864528750087333,0.12017167381974249,37,408,0.08314606741573034,0.6607142857142857,0.07144864773302281,1.6819306961382896,mobility_s0,primary_step_mobility
L3,high,0.8,global,95,1313,0.19507186858316222,0.09173478655767484,0.06747159090909091,71,1310,0.05141202027516292,0.7473684210526316,0.05120800554953069,1.3175984923652093,mobility_s0,primary_step_mobility
L3,high,0.85,per_task,40,159,0.08213552361396304,0.011108782225948438,0.20100502512562815,28,157,0.15135135135135136,0.7,0.07911201940257885,2.5407646858661264,mobility_s0,primary_step_mobility
L3,high,0.85,global,71,891,0.1457905544147844,0.06225110039823936,0.07380457380457381,45,888,0.04823151125401929,0.6338028169014085,0.05861981649581773,1.259037953655816,mobility_s0,primary_step_mobility
L3,high,0.9,per_task,21,40,0.043121149897330596,0.0027946621952071545,0.3442622950819672,14,39,0.2641509433962264,0.6666666666666666,0.1082718325201374,3.179610865253787,mobility_s0,primary_step_mobility
L3,high,0.9,global,52,582,0.10677618069815195,0.0406623349402641,0.08201892744479496,28,582,0.04590163934426229,0.5384615384615384,0.07068519018349388,1.1603410450177678,mobility_s0,primary_step_mobility
L3,high,0.925,per_task,15,23,0.030800821355236138,0.0016069307622441137,0.39473684210526316,11,23,0.3235294117647059,0.7333333333333333,0.0956599477605761,4.126458892631178,mobility_s0,primary_step_mobility
L3,high,0.925,global,42,375,0.08624229979466119,0.026199958080067073,0.10071942446043165,24,375,0.06015037593984962,0.5714285714285714,0.07764829652882867,1.2971234265652862,mobility_s0,primary_step_mobility
L3,high,0.95,per_task,13,17,0.026694045174537988,0.0011877314329630407,0.43333333333333335,9,17,0.34615384615384615,0.6923076923076923,0.10398609094187222,4.1672239951357035,mobility_s0,primary_step_mobility
L3,high,0.95,global,25,163,0.0513347022587269,0.011388248445469155,0.13297872340425532,16,163,0.0893854748603352,0.64,0.08269845935092329,1.6079951724369175,mobility_s0,primary_step_mobility
L3,high,0.96,per_task,12,14,0.024640657084188913,0.000978131768322504,0.46153846153846156,8,14,0.36363636363636365,0.6666666666666666,0.1182380182523235,3.903469191724142,mobility_s0,primary_step_mobility
L3,high,0.96,global,15,96,0.030800821355236138,0.00670718926849717,0.13513513513513514,11,96,0.102803738317757,0.7333333333333333,0.0711206061418241,1.900084131252445,mobility_s0,primary_step_mobility
L3,high,0.975,per_task,8,8,0.01642710472279261,0.0005589324390414309,0.5,5,8,0.38461538461538464,0.625,0.13891387490752855,3.5993524788854776,mobility_s0,primary_step_mobility
L3,high,0.975,global,1,5,0.002053388090349076,0.0003493327744008943,0.16666666666666666,1,5,0.16666666666666666,1.0,0.047370560869753824,3.518359580434767,mobility_s0,primary_step_mobility
L3,high,0.98,per_task,8,7,0.01642710472279261,0.000489065884161252,0.5333333333333333,5,7,0.4166666666666667,0.625,0.1475581332346971,3.6143946907016327,mobility_s0,primary_step_mobility
L3,high,0.98,global,1,2,0.002053388090349076,0.00013973310976035772,0.3333333333333333,1,2,0.3333333333333333,1.0,0.048704130037605375,6.844046553669275,mobility_s0,primary_step_mobility
L3,high,0.99,per_task,6,3,0.012320328542094456,0.00020959966464053657,0.6666666666666666,4,3,0.5714285714285714,0.6666666666666666,0.1734244344985784,3.844133432490054,mobility_s0,primary_step_mobility
L3,high,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,mobility_s0,primary_step_mobility
L3,high,0.995,per_task,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.00925,0.0,mobility_s0,primary_step_mobility
L3,high,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,mobility_s0,primary_step_mobility
L4,low,0.5,per_task,78,536,0.1601642710472279,0.03744847341577587,0.1270358306188925,15,518,0.028142589118198873,0.19230769230769232,0.14318877775267116,0.8871912492913411,mobility_s0,primary_step_mobility
L4,low,0.5,global,282,4766,0.5790554414784395,0.33298400055893246,0.05586370839936609,255,4742,0.051030618371022615,0.9042553191489362,0.04254738336381405,1.3129763567758526,mobility_s0,primary_step_mobility
L4,low,0.6,per_task,63,300,0.1293634496919918,0.020959966464053657,0.17355371900826447,9,290,0.030100334448160536,0.14285714285714285,0.1823862565877112,0.9515723512029038,mobility_s0,primary_step_mobility
L4,low,0.6,global,229,4238,0.4702258726899384,0.296094459582198,0.05126483098276248,192,4193,0.04378563283922463,0.8384279475982532,0.03990158332294827,1.2847818736375547,mobility_s0,primary_step_mobility
L4,low,0.7,per_task,44,139,0.09034907597535935,0.009711451128344862,0.24043715846994534,6,135,0.0425531914893617,0.13636363636363635,0.2245755407610871,1.0706293198943357,mobility_s0,primary_step_mobility
L4,low,0.7,global,121,3874,0.24845995893223818,0.2706630336058129,0.030287859824780976,117,3873,0.029323308270676692,0.9669421487603306,0.028359333200069635,1.0680032429220376,mobility_s0,primary_step_mobility
L4,low,0.75,per_task,40,79,0.08213552361396304,0.00551945783553413,0.33613445378151263,4,75,0.05063291139240506,0.1,0.29868874893701675,1.1253669747446426,mobility_s0,primary_step_mobility
L4,low,0.75,global,102,3420,0.20944558521560575,0.2389436176902117,0.028960817717206135,100,3420,0.028409090909090908,0.9803921568627451,0.0282021987321811,1.026899285131247,mobility_s0,primary_step_mobility
L4,low,0.8,per_task,33,44,0.06776180698151951,0.00307412841472787,0.42857142857142855,3,43,0.06521739130434782,0.09090909090909091,0.36592535719267677,1.1711990441421245,mobility_s0,primary_step_mobility
L4,low,0.8,global,85,1638,0.17453798767967146,0.11444141689373297,0.04933255948926291,65,1594,0.03918022905364678,0.7647058823529411,0.05310653391101846,0.9289357797652743,mobility_s0,primary_step_mobility
L4,low,0.85,per_task,29,14,0.059548254620123205,0.000978131768322504,0.6744186046511628,3,13,0.1875,0.10344827586206896,0.5487541461910851,1.228999560791144,mobility_s0,primary_step_mobility
L4,low,0.85,global,58,810,0.11909650924024641,0.05659190945294487,0.06682027649769585,29,769,0.03634085213032581,0.5,0.08285044697927839,0.8065167893953328,mobility_s0,primary_step_mobility
L4,low,0.9,per_task,25,3,0.0513347022587269,0.00020959966464053657,0.8928571428571429,0,2,0.0,0.0,0.7846041276476582,1.1379715086817614,mobility_s0,primary_step_mobility
L4,low,0.9,global,15,252,0.030800821355236138,0.01760637182980507,0.056179775280898875,3,245,0.012096774193548387,0.2,0.08246233906440668,0.6812779739005466,mobility_s0,primary_step_mobility
L4,low,0.925,per_task,23,2,0.04722792607802875,0.00013973310976035772,0.92,0,1,0.0,0.0,0.8314326179640102,1.106523824207031,mobility_s0,primary_step_mobility
L4,low,0.925,global,8,120,0.01642710472279261,0.008383986585621462,0.0625,0,116,0.0,0.0,0.08813229988954568,0.7091611143511506,mobility_s0,primary_step_mobility
L4,low,0.95,per_task,20,0,0.04106776180698152,0.0,1.0,0,0,0.0,0.0,0.897862110009692,1.1137567660464094,mobility_s0,primary_step_mobility
L4,low,0.95,global,7,63,0.014373716632443531,0.004401592957451268,0.1,0,62,0.0,0.0,0.104795640910631,0.9542381642121862,mobility_s0,primary_step_mobility
L4,low,0.96,per_task,17,0,0.03490759753593429,0.0,1.0,0,0,0.0,0.0,0.8893618358827355,1.124401744771801,mobility_s0,primary_step_mobility
L4,low,0.96,global,6,47,0.012320328542094456,0.0032837280793684065,0.11320754716981132,0,47,0.0,0.0,0.0993917559778682,1.1390033917402518,mobility_s0,primary_step_mobility
L4,low,0.975,per_task,15,0,0.030800821355236138,0.0,1.0,0,0,0.0,0.0,0.8915536022617847,1.121637552092322,mobility_s0,primary_step_mobility
L4,low,0.975,global,5,32,0.01026694045174538,0.0022357297561657235,0.13513513513513514,0,32,0.0,0.0,0.12058762903400272,1.1206384619854362,mobility_s0,primary_step_mobility
L4,low,0.98,per_task,15,0,0.030800821355236138,0.0,1.0,0,0,0.0,0.0,0.8964675426112788,1.1154893540117987,mobility_s0,primary_step_mobility
L4,low,0.98,global,3,15,0.006160164271047228,0.0010479983232026828,0.16666666666666666,0,15,0.0,0.0,0.15150005274056638,1.1001096280281306,mobility_s0,primary_step_mobility
L4,low,0.99,per_task,11,0,0.022587268993839837,0.0,1.0,0,0,0.0,0.0,0.9014430907683454,1.109332369664789,mobility_s0,primary_step_mobility
L4,low,0.99,global,3,1,0.006160164271047228,6.986655488017886e-05,0.75,0,1,0.0,0.0,0.6378590290924366,1.175808393066287,mobility_s0,primary_step_mobility
L4,low,0.995,per_task,5,0,0.01026694045174538,0.0,1.0,0,0,0.0,0.0,0.7831747996903599,1.2768541587336126,mobility_s0,primary_step_mobility
L4,low,0.995,global,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,0.864406779661017,1.156862745098039,mobility_s0,primary_step_mobility
L4,high,0.5,per_task,111,1120,0.22792607802874743,0.07825054146580032,0.0901705930138099,70,1116,0.05902192242833052,0.6306306306306306,0.06329443052568658,1.4246212860263632,mobility_s0,primary_step_mobility
L4,high,0.5,global,149,4666,0.3059548254620123,0.32599734507091455,0.030944963655244028,143,4658,0.029785461362216204,0.959731543624161,0.03168458269186907,0.9766568162245405,mobility_s0,primary_step_mobility
L4,high,0.6,per_task,87,652,0.17864476386036962,0.04555299378187662,0.11772665764546685,54,649,0.07681365576102418,0.6206896551724138,0.07277484496851896,1.6176833862908702,mobility_s0,primary_step_mobility
L4,high,0.6,global,136,4088,0.2792607802874743,0.2856144763501712,0.032196969696969696,135,4087,0.031975367124585506,0.9926470588235294,0.031006816997696897,1.0383835818865639,mobility_s0,primary_step_mobility
L4,high,0.7,per_task,62,351,0.1273100616016427,0.02452316076294278,0.15012106537530268,42,349,0.10741687979539642,0.6774193548387096,0.07699323147033382,1.9497956185037597,mobility_s0,primary_step_mobility
L4,high,0.7,global,133,3880,0.2731006160164271,0.271082232935094,0.03314228756541241,133,3880,0.03314228756541241,1.0,0.03156901237515175,1.0498360598540295,mobility_s0,primary_step_mobility
L4,high,0.75,per_task,54,246,0.11088295687885011,0.017187172500523998,0.18,36,245,0.12811387900355872,0.6666666666666666,0.08445467938075475,2.131320624503108,mobility_s0,primary_step_mobility
L4,high,0.75,global,122,2678,0.25051334702258726,0.18710263396911897,0.04357142857142857,113,2678,0.040487280544607665,0.9262295081967213,0.038246134042040136,1.1392374592301244,mobility_s0,primary_step_mobility
L4,high,0.8,per_task,46,159,0.0944558521560575,0.011108782225948438,0.22439024390243903,31,157,0.16489361702127658,0.6739130434782609,0.09281882937534061,2.4175077989300013,mobility_s0,primary_step_mobility
L4,high,0.8,global,81,892,0.16632443531827515,0.06232096695311954,0.08324768756423433,55,887,0.058386411889596604,0.6790123456790124,0.06113223073501271,1.3617642700637662,mobility_s0,primary_step_mobility
