fold,suite,seed,method,view,scope,origin,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_long_20260908,libero_long,20260908,dyn_vote_knn_k20,q14,seen,round5,560,18,0.5046637966379663,0.0400799420444865,0.5837035295573354,0.5809523809523809,1.0,6
libero_long_20260908,libero_long,20260908,dyn_vote_knn_k20,q14,unseen,round5,1200,182,0.829732399231417,0.4356233289179346,0.5709472061472045,0.5735874905517763,1.0,3
libero_long_20260908,libero_long,20260908,dyn_vote_knn_k20,q21,seen,round5,456,18,0.6623541349568747,0.0657391548048347,0.6298126834170938,0.6677777777777778,1.0,6
libero_long_20260908,libero_long,20260908,dyn_vote_knn_k20,q21,unseen,round5,1098,182,0.8072634243485772,0.4548395651596321,0.8026683571448059,0.7375755857898715,1.0,3
libero_long_20260908,libero_long,20260908,dyn_pca2_success_knn_k20,full,seen,round5,560,18,0.982779827798278,0.6120439993847319,0.9922017651812371,0.9136904761904764,1.0,6
libero_long_20260908,libero_long,20260908,dyn_pca2_success_knn_k20,full,unseen,round5,1200,182,0.9791608195341004,0.9159300637196486,0.975874655474113,0.9092757936507936,1.0,3
libero_long_20260908,libero_long,20260908,dyn_pca2_success_knn_k20,common_horizon,seen,round5,560,18,0.6952644526445264,0.0739657736258013,0.701956982582399,0.656547619047619,1.0,6
libero_long_20260908,libero_long,20260908,dyn_pca2_success_knn_k20,common_horizon,unseen,round5,1200,182,0.9414441158056088,0.7813878251523967,0.933771633278535,0.8550406273620559,1.0,3
libero_long_20260908,libero_long,20260908,dyn_pca2_success_knn_k20,q7,seen,round5,560,18,0.4097990979909799,0.0266671571168613,0.356443259908658,0.3646626984126984,1.0,6
libero_long_20260908,libero_long,20260908,dyn_pca2_success_knn_k20,q7,unseen,round5,1200,182,0.570305921975863,0.194687023638264,0.6856879808810081,0.3843301209372637,1.0,3
libero_long_20260908,libero_long,20260908,dyn_pca2_success_knn_k20,q14,seen,round5,560,18,0.6771217712177122,0.0978799182461705,0.5306781910504429,0.4422619047619047,1.0,6
libero_long_20260908,libero_long,20260908,dyn_pca2_success_knn_k20,q14,unseen,round5,1200,182,0.8732809430255403,0.4840795284445968,0.7118921771871669,0.4302437641723355,1.0,3
libero_long_20260908,libero_long,20260908,dyn_pca2_success_knn_k20,q21,seen,round5,456,18,0.7243784880771182,0.1070423031211383,0.6351486913175871,0.670515873015873,1.0,6
libero_long_20260908,libero_long,20260908,dyn_pca2_success_knn_k20,q21,unseen,round5,1098,182,0.8619175584241087,0.5016047915703012,0.8387745691865481,0.7588813303099018,1.0,3
libero_long_20260908,libero_long,20260908,route_success_knn_k20,full,seen,round5,560,18,0.9436244362443624,0.2875749292808888,0.9783803943114404,0.8506944444444445,1.0,6
libero_long_20260908,libero_long,20260908,route_success_knn_k20,full,unseen,round5,1200,182,0.5617996934303418,0.2294532603366648,0.7828651457174892,0.824088246409675,1.0,3
libero_long_20260908,libero_long,20260908,route_success_knn_k20,common_horizon,seen,round5,560,18,0.4705822058220582,0.0423207684535203,0.505598012119706,0.4378968253968254,1.0,6
libero_long_20260908,libero_long,20260908,route_success_knn_k20,common_horizon,unseen,round5,1200,182,0.4355340141194758,0.1678425645592978,0.5423269866070136,0.6196475812547241,1.0,3
libero_long_20260908,libero_long,20260908,route_success_knn_k20,q7,seen,round5,560,18,0.3533210332103321,0.0293242760841972,0.3759871640607399,0.4827380952380952,1.0,6
libero_long_20260908,libero_long,20260908,route_success_knn_k20,q7,unseen,round5,1200,182,0.4829389667307152,0.1543626621493748,0.5771101301032387,0.5070176681783826,1.0,3
libero_long_20260908,libero_long,20260908,route_success_knn_k20,q14,seen,round5,560,18,0.2779827798277983,0.0363205336659826,0.4623542993744109,0.5579761904761905,1.0,6
libero_long_20260908,libero_long,20260908,route_success_knn_k20,q14,unseen,round5,1200,182,0.5289406075260692,0.1754190835462427,0.7058523961191865,0.7083593159486016,1.0,3
libero_long_20260908,libero_long,20260908,route_success_knn_k20,q21,seen,round5,456,18,0.4963216641298833,0.0642859568702426,0.5350453069444391,0.4180555555555554,1.0,6
libero_long_20260908,libero_long,20260908,route_success_knn_k20,q21,unseen,round5,1098,182,0.2978789769182782,0.1168671742358273,0.4820415377767967,0.4925713340891911,1.0,3
libero_long_20260908,libero_long,20260908,eef_motion_low,full,seen,round5,560,18,0.959819598195982,0.563629192654155,0.9697046105065756,0.8717063492063492,1.0,6
libero_long_20260908,libero_long,20260908,eef_motion_low,full,unseen,round5,1200,182,0.9790042962930978,0.9066807308658223,0.9797317040969798,0.9149659863945576,1.0,3
libero_long_20260908,libero_long,20260908,eef_motion_low,common_horizon,seen,round5,560,18,0.550840508405084,0.0377868313628179,0.6679737232858068,0.5534325396825397,1.0,6
libero_long_20260908,libero_long,20260908,eef_motion_low,common_horizon,unseen,round5,1200,182,0.9576307778665344,0.7990797880467415,0.9563587520848142,0.8586356764928195,1.0,3
libero_long_20260908,libero_long,20260908,eef_motion_low,q7,seen,round5,560,18,0.5290077900779008,0.0354297206699486,0.327739702411796,0.6465277777777778,1.0,6
libero_long_20260908,libero_long,20260908,eef_motion_low,q7,unseen,round5,1200,182,0.8411936786200047,0.4271622243855197,0.7564205767383063,0.6772345049130762,1.0,3
libero_long_20260908,libero_long,20260908,eef_motion_low,q14,seen,round5,560,18,0.531160311603116,0.0362080213285526,0.6196005437812983,0.5168452380952381,1.0,6
libero_long_20260908,libero_long,20260908,eef_motion_low,q14,unseen,round5,1200,182,0.8917992616420907,0.5378657052673443,0.6145360389824899,0.7214049508692367,1.0,3
libero_long_20260908,libero_long,20260908,eef_motion_low,q21,seen,round5,456,18,0.6985032978183663,0.0636245379281479,0.73693622213545,0.6281547619047619,1.0,6
libero_long_20260908,libero_long,20260908,eef_motion_low,q21,unseen,round5,1098,182,0.8518103075963338,0.4635176370166641,0.8480232673381427,0.7151691232048375,1.0,3
libero_long_20260908,libero_long,20260908,clock_q7,full,seen,round5,560,18,1.0,1.0,1.0,1.0,1.0,6
libero_long_20260908,libero_long,20260908,clock_q7,full,unseen,round5,1200,182,1.0,1.0,1.0,1.0,1.0,3
libero_long_20260908,libero_long,20260908,clock_q7,common_horizon,seen,round5,560,18,0.2908979089790898,0.0264136904761904,0.5,0.5,1.0,6
libero_long_20260908,libero_long,20260908,clock_q7,common_horizon,unseen,round5,1200,182,0.8238411882812668,0.3513278388278388,0.5,0.5,1.0,3
libero_long_20260908,libero_long,20260908,clock_q7,q7,seen,round5,560,18,0.5,0.0321428571428571,0.5,0.5,1.0,6
libero_long_20260908,libero_long,20260908,clock_q7,q7,unseen,round5,1200,182,0.5,0.1516666666666666,0.5,0.5,1.0,3
libero_long_20260908,libero_long,20260908,clock_q7,q14,seen,round5,560,18,0.5,0.0321428571428571,0.5,0.5,1.0,6
libero_long_20260908,libero_long,20260908,clock_q7,q14,unseen,round5,1200,182,0.5,0.1516666666666666,0.5,0.5,1.0,3
libero_long_20260908,libero_long,20260908,clock_q7,q21,seen,round5,456,18,0.5,0.0394736842105263,0.5,0.5,1.0,6
libero_long_20260908,libero_long,20260908,clock_q7,q21,unseen,round5,1098,182,0.5,0.1657559198542805,0.5,0.5,1.0,3
libero_long_20260908,libero_long,20260908,v7_guard_constant,full,seen,round3_v7,560,18,0.9595120951209511,0.6491387638547641,0.9880361394872552,0.9196626984126984,1.0,6
libero_long_20260908,libero_long,20260908,v7_guard_constant,full,unseen,round3_v7,1200,182,0.968047669422915,0.8875934988143991,0.9615156958602264,0.9007180650037793,1.0,3
libero_long_20260908,libero_long,20260908,v7_guard_constant,common_horizon,seen,round3_v7,560,18,0.5636531365313653,0.0647255759184734,0.6093827509654459,0.5933531746031746,1.0,6
libero_long_20260908,libero_long,20260908,v7_guard_constant,common_horizon,unseen,round3_v7,1200,182,0.9262181826032514,0.7759405125103901,0.7390069044789426,0.5436555177626605,1.0,3
libero_long_20260908,libero_long,20260908,v7_guard_constant,q7,seen,round3_v7,560,18,0.2825953259532595,0.021730228205873,0.2918382694365372,0.4560515873015873,1.0,6
libero_long_20260908,libero_long,20260908,v7_guard_constant,q7,unseen,round3_v7,1200,182,0.6525238023273386,0.2451951191591728,0.6345559594782489,0.4225056689342404,1.0,3
libero_long_20260908,libero_long,20260908,v7_guard_constant,q14,seen,round3_v7,560,18,0.4712997129971299,0.0674548892815063,0.4558644455484062,0.5671626984126984,1.0,6
libero_long_20260908,libero_long,20260908,v7_guard_constant,q14,unseen,round3_v7,1200,182,0.8576987845160733,0.5039091807036264,0.6416668362386404,0.4592167422524566,1.0,3
libero_long_20260908,libero_long,20260908,v7_guard_constant,q21,seen,round3_v7,456,18,0.6017250126839168,0.1364011005305307,0.5826932979757198,0.5876388888888889,1.0,6
libero_long_20260908,libero_long,20260908,v7_guard_constant,q21,unseen,round3_v7,1098,182,0.8381280291760641,0.4957712401592745,0.6220730994081348,0.4677484882842025,1.0,3
libero_long_20260908,libero_long,20260908,v7_turbulence_constant,full,seen,round3_v7,560,18,0.9903649036490364,0.6437597429022897,0.9857893734423964,0.8958333333333334,1.0,6
libero_long_20260908,libero_long,20260908,v7_turbulence_constant,full,unseen,round3_v7,1200,182,0.8364655972710983,0.4597504083517103,0.8358852729406258,0.881084656084656,1.0,3
libero_long_20260908,libero_long,20260908,v7_turbulence_constant,common_horizon,seen,round3_v7,560,18,0.4935424354243542,0.0318394210662301,0.5863894468782876,0.5158730158730158,1.0,6
libero_long_20260908,libero_long,20260908,v7_turbulence_constant,common_horizon,unseen,round3_v7,1200,182,0.7505937088451823,0.2937408403558404,0.7108610919591615,0.6848828420256993,1.0,3
libero_long_20260908,libero_long,20260908,v7_turbulence_constant,q7,seen,round3_v7,560,18,0.5,0.0321428571428571,0.5,0.5,0.0,6
libero_long_20260908,libero_long,20260908,v7_turbulence_constant,q7,unseen,round3_v7,1200,182,0.5,0.1516666666666666,0.5,0.5,0.0,3
libero_long_20260908,libero_long,20260908,v7_turbulence_constant,q14,seen,round3_v7,560,18,0.5482779827798278,0.0367260563304202,0.3371433409272766,0.4206349206349206,1.0,6
libero_long_20260908,libero_long,20260908,v7_turbulence_constant,q14,unseen,round3_v7,1200,182,0.7732329065826119,0.3396804596535784,0.482295255416531,0.6550382653061225,1.0,3
libero_long_20260908,libero_long,20260908,v7_turbulence_constant,q21,seen,round3_v7,456,18,0.5570776255707762,0.0443430526989426,0.5985401399898654,0.4773015873015873,1.0,6
libero_long_20260908,libero_long,20260908,v7_turbulence_constant,q21,unseen,round3_v7,1098,182,0.6689980325351504,0.2336077999248895,0.6788277901174521,0.6534415154950869,1.0,3
libero_long_20260908,libero_long,20260908,v7_success_fusion_constant,full,seen,round3_v7,560,18,0.9438294382943828,0.3486471241160246,0.9572514427611032,0.867281746031746,1.0,6
libero_long_20260908,libero_long,20260908,v7_success_fusion_constant,full,unseen,round3_v7,1200,182,0.9326032513655304,0.6563797406335597,0.9442356281563932,0.9118386243386244,1.0,3
libero_long_20260908,libero_long,20260908,v7_success_fusion_constant,common_horizon,seen,round3_v7,560,18,0.6034235342353423,0.0650115082584166,0.5458766676392425,0.5951785714285714,1.0,6
libero_long_20260908,libero_long,20260908,v7_success_fusion_constant,common_horizon,unseen,round3_v7,1200,182,0.8866609814546946,0.5671574496875641,0.7622712005353621,0.7994850718065004,1.0,3
libero_long_20260908,libero_long,20260908,v7_success_fusion_constant,q7,seen,round3_v7,560,18,0.53280032800328,0.0964405886642053,0.565434979674445,0.4892857142857142,1.0,6
libero_long_20260908,libero_long,20260908,v7_success_fusion_constant,q7,unseen,round3_v7,1200,182,0.4633303827802845,0.1661343995698958,0.4942709628121194,0.2948601662887377,1.0,3
libero_long_20260908,libero_long,20260908,v7_success_fusion_constant,q14,seen,round3_v7,560,18,0.6380688806888068,0.0747170730227694,0.5360133037410687,0.5554960317460317,1.0,6
libero_long_20260908,libero_long,20260908,v7_success_fusion_constant,q14,unseen,round3_v7,1200,182,0.7796746475528401,0.3567441124594994,0.5434807725117938,0.4366165910808768,1.0,3
libero_long_20260908,libero_long,20260908,v7_success_fusion_constant,q21,seen,round3_v7,456,18,0.634703196347032,0.0817094211873717,0.4438717260825373,0.5107341269841269,1.0,6
libero_long_20260908,libero_long,20260908,v7_success_fusion_constant,q21,unseen,round3_v7,1098,182,0.6988579106483037,0.2997302876270225,0.6546845613472386,0.7236630763416477,1.0,3
libero_long_20260908,libero_long,20260908,success_only__current,full,seen,round3_followup,560,18,0.7286797867978679,0.0968699646923836,0.7062308764455251,0.6275396825396826,1.0,6
libero_long_20260908,libero_long,20260908,success_only__current,full,unseen,round3_followup,1200,182,0.495142382175781,0.1827083970081053,0.5975382335527972,0.7373913454270596,1.0,3
libero_long_20260908,libero_long,20260908,success_only__current,common_horizon,seen,round3_followup,560,18,0.4807298072980729,0.0503076708168969,0.4877754632033029,0.4781150793650793,1.0,6
libero_long_20260908,libero_long,20260908,success_only__current,common_horizon,unseen,round3_followup,1200,182,0.3974448930244608,0.1391667747449655,0.616098016650705,0.7403013983371126,1.0,3
libero_long_20260908,libero_long,20260908,success_only__current,q7,seen,round3_followup,560,18,0.5444854448544485,0.0969321686364368,0.5827199455613846,0.4892857142857142,1.0,6
libero_long_20260908,libero_long,20260908,success_only__current,q7,unseen,round3_followup,1200,182,0.3166249271357326,0.1119675290169819,0.4154090752221582,0.2945979780801209,1.0,3
libero_long_20260908,libero_long,20260908,success_only__current,q14,seen,round3_followup,560,18,0.515170151701517,0.0524158041161212,0.4784360054856806,0.4304960317460317,1.0,6
libero_long_20260908,libero_long,20260908,success_only__current,q14,unseen,round3_followup,1200,182,0.3826291586605928,0.1357798856245281,0.432841979366439,0.40921910430839,1.0,3
libero_long_20260908,libero_long,20260908,success_only__current,q21,seen,round3_followup,456,18,0.4533231861998985,0.056829024924113,0.3861780963922513,0.3936706349206349,1.0,6
libero_long_20260908,libero_long,20260908,success_only__current,q21,unseen,round3_followup,1098,182,0.3637050722203561,0.1384655717204672,0.6059590580766675,0.7290769085411942,1.0,3
libero_long_20260908,libero_long,20260908,success_only__cumsum,full,seen,round3_followup,560,18,0.999589995899959,0.9880900508351488,1.0,1.0,1.0,6
libero_long_20260908,libero_long,20260908,success_only__cumsum,full,unseen,round3_followup,1200,182,0.9975927805004424,0.9824591451505796,0.9975619918969476,0.9974206349206348,1.0,3
libero_long_20260908,libero_long,20260908,success_only__cumsum,common_horizon,seen,round3_followup,560,18,0.3678761787617876,0.0290487516116608,0.6130802093337486,0.5609325396825396,1.0,6
libero_long_20260908,libero_long,20260908,success_only__cumsum,common_horizon,unseen,round3_followup,1200,182,0.8096623415876854,0.3071676779659349,0.7075032446167177,0.7652730536659108,1.0,3
libero_long_20260908,libero_long,20260908,success_only__cumsum,q7,seen,round3_followup,560,18,0.5656006560065601,0.0931758339828603,0.7031730354567213,0.5059126984126984,1.0,6
libero_long_20260908,libero_long,20260908,success_only__cumsum,q7,unseen,round3_followup,1200,182,0.4279993091387983,0.1409322194733857,0.5446828855192879,0.415478552532124,1.0,3
libero_long_20260908,libero_long,20260908,success_only__cumsum,q14,seen,round3_followup,560,18,0.5085075850758508,0.0457629642206594,0.6496078006477324,0.5103769841269842,1.0,6
libero_long_20260908,libero_long,20260908,success_only__cumsum,q14,unseen,round3_followup,1200,182,0.5242233208834388,0.2192100477114141,0.6035764117895502,0.4982568027210884,1.0,3
libero_long_20260908,libero_long,20260908,success_only__cumsum,q21,seen,round3_followup,456,18,0.4545915778792491,0.0482920474726475,0.6013787900232053,0.539563492063492,1.0,6
libero_long_20260908,libero_long,20260908,success_only__cumsum,q21,unseen,round3_followup,1098,182,0.3516723451221268,0.1850600385664777,0.7405387164726509,0.7904289493575208,1.0,3
libero_long_20260909,libero_long,20260909,dyn_radius,full,seen,round5,560,49,0.9328247933224172,0.5842804434696605,0.9541026997999604,0.7815555555555556,1.0,5
libero_long_20260909,libero_long,20260909,dyn_radius,full,unseen,round5,1200,9,0.9976676928817988,0.8680396643783372,0.9981060606060606,0.988095238095238,1.0,3
libero_long_20260909,libero_long,20260909,dyn_radius,common_horizon,seen,round5,560,49,0.6372458964016134,0.2050729155738536,0.7581487524315393,0.5496825396825397,1.0,5
libero_long_20260909,libero_long,20260909,dyn_radius,common_horizon,unseen,round5,1200,9,0.7413937867338372,0.1970122447127977,0.8123829143565987,0.7301587301587302,1.0,3
libero_long_20260909,libero_long,20260909,dyn_radius,q7,seen,round5,560,49,0.6562163025679939,0.1874103477903645,0.5646708882264319,0.5044920634920634,1.0,5
libero_long_20260909,libero_long,20260909,dyn_radius,q7,unseen,round5,1200,9,0.4446310290139005,0.0078585379382499,0.5223601934128249,0.4113756613756614,1.0,3
libero_long_20260909,libero_long,20260909,dyn_radius,q14,seen,round5,560,49,0.6509844642357921,0.1791808675644313,0.6924838665911789,0.5086587301587302,1.0,5
libero_long_20260909,libero_long,20260909,dyn_radius,q14,unseen,round5,1200,9,0.5215971639145442,0.0094334801039416,0.4589092681197944,0.3822751322751322,1.0,3
libero_long_20260909,libero_long,20260909,dyn_radius,q21,seen,round5,481,49,0.6215986394557823,0.1791147519424762,0.6787289188189465,0.5871825396825396,1.0,5
libero_long_20260909,libero_long,20260909,dyn_radius,q21,unseen,round5,1098,9,0.743801652892562,0.1085629752858776,0.7962962962962963,0.7301587301587302,1.0,3
libero_long_20260909,libero_long,20260909,dyn_radius_outward,full,seen,round5,560,49,0.8985981868285474,0.52961799881587,0.9029455148796176,0.8407222222222221,1.0,5
libero_long_20260909,libero_long,20260909,dyn_radius_outward,full,unseen,round5,1200,9,0.998227446590167,0.8826969384244927,0.9976851851851852,0.988095238095238,1.0,3
libero_long_20260909,libero_long,20260909,dyn_radius_outward,common_horizon,seen,round5,560,49,0.5784975438316227,0.1528716233525261,0.6609683592220261,0.5253809523809523,1.0,5
libero_long_20260909,libero_long,20260909,dyn_radius_outward,common_horizon,unseen,round5,1200,9,0.7656497807631308,0.1597459914986314,0.7819374825953774,0.7526455026455027,1.0,3
libero_long_20260909,libero_long,20260909,dyn_radius_outward,q7,seen,round5,560,49,0.5,0.0875,0.5,0.5,1.0,5
libero_long_20260909,libero_long,20260909,dyn_radius_outward,q7,unseen,round5,1200,9,0.5,0.0075,0.5,0.5,1.0,3
libero_long_20260909,libero_long,20260909,dyn_radius_outward,q14,seen,round5,560,49,0.5585286952354327,0.154264307873792,0.5573585897972222,0.4364603174603174,1.0,5
libero_long_20260909,libero_long,20260909,dyn_radius_outward,q14,unseen,round5,1200,9,0.5653045993096371,0.010008309733388,0.4030024556340346,0.492063492063492,1.0,3
libero_long_20260909,libero_long,20260909,dyn_radius_outward,q21,seen,round5,481,49,0.5468631897203325,0.139510798752,0.5799013250790319,0.5400238095238096,1.0,5
libero_long_20260909,libero_long,20260909,dyn_radius_outward,q21,unseen,round5,1098,9,0.7585960616263646,0.0926328087024552,0.7965768799102132,0.7526455026455027,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k1,full,seen,round5,560,49,0.9749590638603778,0.7346327531668626,0.976736621170508,0.8291666666666666,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k1,full,unseen,round5,1200,9,0.9919768635133874,0.5571067912791787,0.9983164983164984,0.988095238095238,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k1,common_horizon,seen,round5,560,49,0.6548184831662607,0.242595763972384,0.7539493660639044,0.489579365079365,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k1,common_horizon,unseen,round5,1200,9,0.8141617688217184,0.1874449667497367,0.8775632262474368,0.7949735449735448,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k1,q7,seen,round5,560,49,0.5267782259674907,0.0959064309638542,0.5865918056275045,0.5269920634920635,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k1,q7,unseen,round5,1200,9,0.6533258699505551,0.0128872733548908,0.6594627351206298,0.4841269841269842,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k1,q14,seen,round5,560,49,0.6070529973241743,0.1854835503695429,0.6716408522931386,0.4146269841269842,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k1,q14,unseen,round5,1200,9,0.5921261311689523,0.023484035406982,0.6455184678868889,0.5608465608465608,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k1,q21,seen,round5,481,49,0.6041666666666666,0.1691108182598639,0.6200598956425164,0.4923174603174603,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k1,q21,unseen,round5,1098,9,0.7914498520559127,0.1144896472276518,0.869107744107744,0.8068783068783069,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k5,full,seen,round5,560,49,0.9748791884659932,0.7142337772817532,0.9757966792458812,0.7895555555555556,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k5,full,unseen,round5,1200,9,0.9977609851665268,0.8512345679012345,0.9981060606060606,0.988095238095238,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k5,common_horizon,seen,round5,560,49,0.6597308199209233,0.2489944225462813,0.7631866198105414,0.5183571428571427,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k5,common_horizon,unseen,round5,1200,9,0.8125757999813416,0.2135397290557884,0.8821801979696717,0.7777777777777778,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k5,q7,seen,round5,560,49,0.5268980390590678,0.1011179349342266,0.5717650211450902,0.4921031746031746,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k5,q7,unseen,round5,1200,9,0.6378393506856983,0.0115938860556001,0.6932118807118807,0.41005291005291,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k5,q14,seen,round5,560,49,0.603977794640361,0.2053633682231211,0.6788934408391916,0.4733809523809523,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k5,q14,unseen,round5,1200,9,0.6107845881145629,0.0322556625477815,0.6533869395711501,0.6071428571428571,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k5,q21,seen,round5,481,49,0.60213529856387,0.1611326022124147,0.6610348646495823,0.5197857142857143,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k5,q21,unseen,round5,1098,9,0.7870625446383022,0.1822369692699979,0.8686868686868686,0.7777777777777778,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20,full,seen,round5,560,49,0.9716841726906028,0.6905594679538977,0.9747712483925814,0.8043888888888888,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20,full,unseen,round5,1200,9,0.9978542774512548,0.8930686172065483,0.9976851851851852,0.9761904761904764,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20,common_horizon,seen,round5,560,49,0.660529573864771,0.240071849493179,0.7679496104509046,0.5033095238095238,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20,common_horizon,unseen,round5,1200,9,0.8247970892807165,0.1947651375381182,0.8914141414141414,0.8531746031746031,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20,q7,seen,round5,560,49,0.5336475098845801,0.1157294648917586,0.5509459170634752,0.5083888888888889,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20,q7,unseen,round5,1200,9,0.6292564604907174,0.0119323378115612,0.7096465912255386,0.376984126984127,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20,q14,seen,round5,560,49,0.6169974839250769,0.2183183301710116,0.6960365978092465,0.4997777777777777,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20,q14,unseen,round5,1200,9,0.57738595018192,0.064651277813751,0.6116617300827827,0.5304232804232805,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20,q21,seen,round5,481,49,0.6107804232804233,0.1663178366192416,0.6426480197308814,0.4899047619047619,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20,q21,unseen,round5,1098,9,0.7859402101826344,0.1191412560243169,0.8674943883277216,0.8293650793650794,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20_persist3,full,seen,round5,560,49,0.9708454810495628,0.6925620822356859,0.9704597226903092,0.8138888888888889,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20_persist3,full,unseen,round5,1200,9,0.9980408620207109,0.8861538461538463,0.9978956228956228,0.9761904761904764,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20_persist3,common_horizon,seen,round5,560,49,0.6351691361476097,0.1904380797826835,0.747013171398633,0.4939920634920635,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20_persist3,common_horizon,unseen,round5,1200,9,0.8303946263643996,0.1261714288595891,0.8947938026885395,0.8664021164021164,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20_persist3,q7,seen,round5,560,49,0.5,0.0875,0.5,0.5,0.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20_persist3,q7,unseen,round5,1200,9,0.5,0.0075,0.5,0.5,0.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20_persist3,q14,seen,round5,560,49,0.6388034665921163,0.2228512797100269,0.7010587952815087,0.5079920634920635,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20_persist3,q14,unseen,round5,1200,9,0.582796902696147,0.011566043740905,0.6067441330599226,0.4603174603174603,1.0,3
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20_persist3,q21,seen,round5,481,49,0.6330782312925171,0.1787014702925946,0.6901141331870587,0.5440396825396825,1.0,5
libero_long_20260909,libero_long,20260909,dyn_success_knn_k20_persist3,q21,unseen,round5,1098,9,0.706764615855525,0.0881457014174993,0.8218995510662177,0.8425925925925926,1.0,3
libero_long_20260909,libero_long,20260909,dyn_vote_knn_k20,full,seen,round5,560,49,0.9245776588521906,0.5443456402537334,0.9537078956119616,0.7666666666666667,1.0,5
libero_long_20260909,libero_long,20260909,dyn_vote_knn_k20,full,unseen,round5,1200,9,0.9985539695867152,0.8888888888888888,0.9988425925925926,1.0,1.0,3
libero_long_20260909,libero_long,20260909,dyn_vote_knn_k20,common_horizon,seen,round5,560,49,0.7137864930708095,0.2333671597283068,0.7267236714428797,0.6181269841269841,1.0,5
libero_long_20260909,libero_long,20260909,dyn_vote_knn_k20,common_horizon,unseen,round5,1200,9,0.7802966694654352,0.1921211393269974,0.9042540062276904,0.7863756613756614,1.0,3
libero_long_20260909,libero_long,20260909,dyn_vote_knn_k20,q7,seen,round5,560,49,0.6875873637126083,0.1532619036681118,0.6290734816425066,0.5623650793650794,1.0,5
libero_long_20260909,libero_long,20260909,dyn_vote_knn_k20,q7,unseen,round5,1200,9,0.4571788413098236,0.0072603241349855,0.6487501898686109,0.3551587301587302,1.0,3
libero_long_20260909,libero_long,20260909,dyn_vote_knn_k20,q14,seen,round5,560,49,0.654339230799952,0.1689459357847686,0.6058677579251349,0.5896825396825397,1.0,5
libero_long_20260909,libero_long,20260909,dyn_vote_knn_k20,q14,unseen,round5,1200,9,0.4477096744099263,0.0072801893530184,0.6241598313966735,0.3022486772486772,1.0,3
libero_long_20260909,libero_long,20260909,dyn_vote_knn_k20,q21,seen,round5,481,49,0.7065145502645502,0.1822143408559777,0.7178116351712039,0.5495436507936508,1.0,5
libero_long_20260909,libero_long,20260909,dyn_vote_knn_k20,q21,unseen,round5,1098,9,0.78242016120804,0.0747416447019588,0.900182379349046,0.7863756613756614,1.0,3
libero_long_20260909,libero_long,20260909,dyn_pca2_success_knn_k20,full,seen,round5,560,49,0.9406525819721236,0.6097887583476357,0.962417872691492,0.8117222222222222,1.0,5
libero_long_20260909,libero_long,20260909,dyn_pca2_success_knn_k20,full,unseen,round5,1200,9,0.9985073234443512,0.8925925925925926,0.9981060606060606,0.988095238095238,1.0,3
