fold,suite,seed,method,calibration,scope,global_row,first_alarm,drop_goal_release,failed_goal_release,reason,origin
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1245,18,17.0,17.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1246,18,17.0,17.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1247,18,17.0,17.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1259,18,14.0,14.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1272,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1273,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1274,19,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1276,19,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1278,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1328,18,19.0,19.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1331,18,18.0,18.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1332,18,28.0,28.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1335,19,17.0,17.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1345,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1347,18,14.0,14.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1348,19,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1351,18,14.0,14.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1396,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1397,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1404,18,14.0,14.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1406,18,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1408,19,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1418,18,14.0,14.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1419,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1420,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1422,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1423,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1429,22,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1456,18,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1462,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1520,23,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1521,19,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1522,23,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1523,20,19.0,19.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1525,20,19.0,19.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1526,18,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1527,23,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1553,19,14.0,14.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1554,19,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1555,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1558,18,14.0,14.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1560,18,14.0,14.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1561,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1563,13,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1564,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1565,18,18.0,18.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,1566,17,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,2077,18,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,2857,13,6.0,6.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,2861,14,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,2883,29,,,timeout_while_holding_target,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,2896,14,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,2897,14,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,2898,14,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,2903,13,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3011,14,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3013,14,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3056,14,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3058,14,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3061,14,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3062,19,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3082,14,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3086,24,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3088,13,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3089,14,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3090,13,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3626,21,6.0,6.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3632,21,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3633,20,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3637,20,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3808,16,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3809,14,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3810,16,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3811,15,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,unseen,3812,16,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,4713,13,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,4716,13,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,4719,13,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,5200,-1,,,stable_grasp_not_observed,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,5201,26,,,stable_grasp_not_observed,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,5202,26,10.0,10.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,5204,26,,,stable_grasp_not_observed,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,5205,25,,,stable_grasp_not_observed,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,5206,26,,,stable_grasp_not_observed,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,5207,-1,13.0,13.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_unlabeled_reference_budget,unlabeled_reference_budget,seen,5525,22,9.0,9.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1234,19,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1241,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1242,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1243,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1245,18,17.0,17.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1246,18,17.0,17.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1247,18,17.0,17.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1259,18,14.0,14.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1272,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1273,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1274,19,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1276,19,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1278,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1328,18,19.0,19.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1331,18,18.0,18.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1332,18,28.0,28.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1335,19,17.0,17.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1345,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1347,18,14.0,14.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1348,19,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1351,19,14.0,14.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1396,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1397,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1404,18,14.0,14.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1406,18,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1408,19,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1418,18,14.0,14.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1419,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1420,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1422,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1423,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1429,22,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1456,19,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1462,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1520,23,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1521,19,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1522,23,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1523,20,19.0,19.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1525,20,19.0,19.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1526,18,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1527,23,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1553,19,14.0,14.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1554,19,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1555,18,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1558,18,14.0,14.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1560,18,14.0,14.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1561,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1563,13,15.0,15.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1564,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1565,18,18.0,18.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,1566,18,16.0,16.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,seen,2077,18,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,2857,13,6.0,6.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,2861,14,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,2883,-1,,,timeout_while_holding_target,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,2896,14,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,2897,14,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,2898,14,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,2903,14,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3011,14,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3013,14,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3056,14,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3058,14,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3061,14,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3062,19,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3082,14,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3086,24,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3088,13,6.0,6.0,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3089,14,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3090,13,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3626,21,6.0,6.0,object_released_outside_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3632,21,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3633,20,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3637,20,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3808,17,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3809,14,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3810,16,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3811,15,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,unseen,3812,20,,,object_moved_but_goal_unmet,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,seen,4713,13,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,seen,4716,13,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,seen,4719,14,,,object_released_or_dropped_before_goal,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,seen,5200,-1,,,stable_grasp_not_observed,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,seen,5201,26,,,stable_grasp_not_observed,round3_v7_budget
libero_goal_20260907,libero_goal,20260907,v7_success_calibration_budget,success_calibration_budget,seen,5202,26,10.0,10.0,object_released_outside_goal,round3_v7_budget
