dataset,grouping,task,fold,method,budget,reference_size,calibration_size,calibration_alarms,threshold
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d0__knn5,0.01,256,128,1,1.480357172388105
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d0__knn5,0.03,256,128,3,1.4785560023830329
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d0__knn5,0.05,256,128,6,1.4737374796811011
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d0__knn5,0.1,256,128,12,1.4678334800364372
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d9__deviation,0.01,256,128,1,1.0556395737970643
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d9__deviation,0.03,256,128,3,1.040047185064134
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d9__deviation,0.05,256,128,6,1.0172416268768185
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d9__deviation,0.1,256,128,12,0.9774387687701642
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d9__knn5,0.01,256,128,1,1.0008833887681026
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d9__knn5,0.03,256,128,3,0.9939710470157511
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d9__knn5,0.05,256,128,6,0.9814726600191891
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_d9__knn5,0.1,256,128,12,0.9742982940399754
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_flowmean__deviation,0.01,256,128,1,1.0881043651154434
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_flowmean__deviation,0.03,256,128,3,1.055672333857895
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_flowmean__deviation,0.05,256,128,6,1.0388672280982647
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_flowmean__deviation,0.1,256,128,12,0.9694694691588029
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_flowmean__knn5,0.01,256,128,1,1.2544271368061382
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_flowmean__knn5,0.03,256,128,3,1.2483186724356548
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_flowmean__knn5,0.05,256,128,6,1.2409559095748512
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_flowmean__knn5,0.1,256,128,12,1.2325768381371158
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,proprio__deviation,0.01,256,128,0,1.4071580670779755
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,proprio__deviation,0.03,256,128,0,1.4071580670779755
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,proprio__deviation,0.05,256,128,0,1.4071580670779755
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,proprio__deviation,0.1,256,128,8,1.028856199959928
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,proprio__knn5,0.01,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,proprio__knn5,0.03,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,proprio__knn5,0.05,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,proprio__knn5,0.1,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,action__deviation,0.01,256,128,1,1.407950055975874
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,action__deviation,0.03,256,128,3,1.3956606591422283
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,action__deviation,0.05,256,128,6,1.345892234167725
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,action__deviation,0.1,256,128,12,1.2530843945997674
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,action__knn5,0.01,256,128,1,0.6714203059016233
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,action__knn5,0.03,256,128,3,0.6532680581939984
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,action__knn5,0.05,256,128,6,0.5880516346724338
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,action__knn5,0.1,256,128,12,0.5264008908731379
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__d0,0.01,256,128,1,-0.19726130366325378
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__d0,0.03,256,128,3,-0.19751578569412231
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__d0,0.05,256,128,6,-0.19807639718055725
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__d0,0.1,256,128,12,-0.19958236813545227
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__d0,0.01,256,128,1,-0.6852188110351562
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__d0,0.03,256,128,3,-0.6862731575965881
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__d0,0.05,256,128,6,-0.6868210434913635
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__d0,0.1,256,128,12,-0.6880409121513367
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__d0,0.01,256,128,1,-0.43094366788864136
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__d0,0.03,256,128,3,-0.43283095955848694
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__d0,0.05,256,128,6,-0.43341153860092163
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__d0,0.1,256,128,12,-0.4343087077140808
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__d0,0.01,256,128,1,0.3170936703681946
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__d0,0.03,256,128,3,0.31601977348327637
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__d0,0.05,256,128,6,0.3144972622394562
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__d0,0.1,256,128,12,0.31213071942329407
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__d9,0.01,256,128,1,-0.26132655143737793
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__d9,0.03,256,128,3,-0.2620711922645569
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__d9,0.05,256,128,6,-0.2628377676010132
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__d9,0.1,256,128,12,-0.2649070620536804
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__d9,0.01,256,128,1,-0.728401780128479
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__d9,0.03,256,128,3,-0.7294548153877258
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__d9,0.05,256,128,6,-0.7296894788742065
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__d9,0.1,256,128,12,-0.7301164865493774
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__d9,0.01,256,128,1,-0.47339707612991333
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__d9,0.03,256,128,3,-0.473400354385376
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__d9,0.05,256,128,6,-0.47426190972328186
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__d9,0.1,256,128,12,-0.4747445583343506
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__d9,0.01,256,128,1,0.1358812302350998
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__d9,0.03,256,128,3,0.13343359529972076
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__d9,0.05,256,128,6,0.13077303767204285
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__d9,0.1,256,128,12,0.1282239556312561
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__flowmean,0.01,256,128,1,-0.217265322804451
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__flowmean,0.03,256,128,3,-0.21831390261650085
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__flowmean,0.05,256,128,6,-0.21919295191764832
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,authority_low__flowmean,0.1,256,128,12,-0.22088710963726044
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__flowmean,0.01,256,128,1,-0.7005163431167603
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__flowmean,0.03,256,128,3,-0.7007783651351929
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__flowmean,0.05,256,128,6,-0.7014132142066956
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,disagreement_low__flowmean,0.1,256,128,12,-0.7018142938613892
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__flowmean,0.01,256,128,1,-0.44564753770828247
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__flowmean,0.03,256,128,3,-0.44611987471580505
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__flowmean,0.05,256,128,6,-0.4467114806175232
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cancellation_low__flowmean,0.1,256,128,12,-0.4473419785499573
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__flowmean,0.01,256,128,1,0.2703101933002472
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__flowmean,0.03,256,128,3,0.26816338300704956
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__flowmean,0.05,256,128,6,0.26727646589279175
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,cosine_high__flowmean,0.1,256,128,12,0.26515817642211914
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__d0,0.01,256,128,1,-3.462340457915451
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__d0,0.03,256,128,3,-3.46236262035195
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__d0,0.05,256,128,6,-3.4624070203314874
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__d0,0.1,256,128,12,-3.4625195812601532
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__d9,0.01,256,128,1,-3.459043267318674
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__d9,0.03,256,128,3,-3.4590959319972456
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__d9,0.05,256,128,6,-3.459156029006519
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__d9,0.1,256,128,12,-3.459322330626795
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__flowmean,0.01,256,128,1,-3.4615245765860605
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__flowmean,0.03,256,128,3,-3.4616144493623926
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__flowmean,0.05,256,128,6,-3.461638741279689
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_entropy_low__flowmean,0.1,256,128,12,-3.4617536950872285
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__d0,0.01,256,128,1,-0.0007598765449369306
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__d0,0.03,256,128,3,-0.0007766875342280268
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__d0,0.05,256,128,6,-0.0008071982316892868
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__d0,0.1,256,128,12,-0.0008636287784807772
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__d9,0.01,256,128,1,-0.0010055476351964387
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__d9,0.03,256,128,3,-0.0010459909360344228
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__d9,0.05,256,128,6,-0.0010650521278028745
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__d9,0.1,256,128,12,-0.0010963377445674832
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__flowmean,0.01,256,128,1,-0.0008934005936781359
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__flowmean,0.03,256,128,3,-0.0009158343984257975
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__flowmean,0.05,256,128,6,-0.0009323160557916339
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_margin_low__flowmean,0.1,256,128,12,-0.0009594783840636224
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__d0,0.01,256,128,1,-0.0016775308139349576
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__d0,0.03,256,128,3,-0.0017029355477962138
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__d0,0.05,256,128,6,-0.0017314567499560063
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__d0,0.1,256,128,12,-0.0017741027068722826
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__d9,0.01,256,128,1,-0.002850192200390289
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__d9,0.03,256,128,3,-0.0028644447786772
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__d9,0.05,256,128,6,-0.0029128469241249677
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__d9,0.1,256,128,12,-0.002948465474648887
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__flowmean,0.01,256,128,1,-0.0020764961554011084
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__flowmean,0.03,256,128,3,-0.00211849526009904
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__flowmean,0.05,256,128,6,-0.0021732059276634687
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,route_token_collapse__flowmean,0.1,256,128,12,-0.0021978625292153886
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,clock,0.01,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,clock,0.03,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,clock,0.05,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,clock,0.1,256,128,0,0.0
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,random,0.01,256,128,1,0.9768495963191797
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,random,0.03,256,128,3,0.9699722515786551
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,random,0.05,256,128,6,0.9563874445685674
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,random,0.1,256,128,12,0.930723643004436
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d0__deviation,0.01,256,128,1,0.9082200134247188
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d0__deviation,0.03,256,128,3,0.9073156916279348
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d0__deviation,0.05,256,128,6,0.9046756068237339
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d0__deviation,0.1,256,128,12,0.8921275250952936
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d0__knn5,0.01,256,128,1,1.4191099035747157
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d0__knn5,0.03,256,128,3,1.4159738365033618
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d0__knn5,0.05,256,128,6,1.414216706241846
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d0__knn5,0.1,256,128,12,1.4098153106122546
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d9__deviation,0.01,256,128,1,0.9220951846856712
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d9__deviation,0.03,256,128,3,0.9011477224581622
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d9__deviation,0.05,256,128,6,0.8872381588747839
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d9__deviation,0.1,256,128,12,0.8753850671046097
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d9__knn5,0.01,256,128,1,1.1941700576182255
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d9__knn5,0.03,256,128,3,1.1865275922132021
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d9__knn5,0.05,256,128,6,1.1608694927270604
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_d9__knn5,0.1,256,128,12,1.1399447138014496
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_flowmean__deviation,0.01,256,128,1,0.9113470086839104
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_flowmean__deviation,0.03,256,128,3,0.9059114527885772
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_flowmean__deviation,0.05,256,128,6,0.902766217048045
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_flowmean__deviation,0.1,256,128,12,0.8897608317770047
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_flowmean__knn5,0.01,256,128,1,1.3371551163936086
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_flowmean__knn5,0.03,256,128,3,1.3121231827677915
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_flowmean__knn5,0.05,256,128,6,1.30897182416524
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_flowmean__knn5,0.1,256,128,12,1.295732368770155
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d0__deviation,0.01,256,128,1,1.0162646101552946
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d0__deviation,0.03,256,128,3,1.0082738173835
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d0__deviation,0.05,256,128,6,0.9973927973531869
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d0__deviation,0.1,256,128,12,0.974356240520105
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d0__knn5,0.01,256,128,1,1.4520353398470571
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d0__knn5,0.03,256,128,3,1.4443123606283852
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d0__knn5,0.05,256,128,6,1.4405649844553778
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d0__knn5,0.1,256,128,12,1.4380644793672936
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d9__deviation,0.01,256,128,1,1.150446678605308
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d9__deviation,0.03,256,128,3,1.1288287389493874
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d9__deviation,0.05,256,128,6,1.1083410886964185
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d9__deviation,0.1,256,128,12,1.0676067989481297
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d9__knn5,0.01,256,128,1,0.953189810924013
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d9__knn5,0.03,256,128,3,0.939727741457365
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d9__knn5,0.05,256,128,6,0.9107811033231078
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_d9__knn5,0.1,256,128,12,0.8873351261989815
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_flowmean__deviation,0.01,256,128,1,1.0231150986929336
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_flowmean__deviation,0.03,256,128,3,1.0085324263325892
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_flowmean__deviation,0.05,256,128,6,0.973912908339328
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_flowmean__deviation,0.1,256,128,12,0.9504831493899701
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_flowmean__knn5,0.01,256,128,1,1.3468417375479027
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_flowmean__knn5,0.03,256,128,3,1.3286334468258802
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_flowmean__knn5,0.05,256,128,6,1.323496413770782
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_flowmean__knn5,0.1,256,128,12,1.3039414529360285
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d0__deviation,0.01,256,128,1,1.023454282414764
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d0__deviation,0.03,256,128,3,1.0131095115684652
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d0__deviation,0.05,256,128,6,0.9976682802517537
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d0__deviation,0.1,256,128,12,0.9813510737477525
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d0__knn5,0.01,256,128,1,1.471944307588846
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d0__knn5,0.03,256,128,3,1.4709665541286812
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d0__knn5,0.05,256,128,6,1.4621747555840663
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d0__knn5,0.1,256,128,12,1.4434687132022472
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d9__deviation,0.01,256,128,1,1.2014842436981081
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d9__deviation,0.03,256,128,3,1.1623129178808624
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d9__deviation,0.05,256,128,6,1.1294324910199194
q0,flow_noise_seed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_d9__deviation,0.1,256,128,12,1.028929791009548
