dataset,setting,scope,method,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__deviation,512,42,0.3820668693009118,0.06491107178537599,0.3820668693009118,0.6205376743454768
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__knn5,512,42,0.29853090172239105,0.05798581735831275,0.29853090172239105,0.5433155235892404
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__deviation,512,42,0.4252279635258359,0.07052939641406995,0.4252279635258359,0.4915838186714558
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__knn5,512,42,0.27345491388044574,0.06029895071653127,0.27345491388044574,0.4239737694608186
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d0__deviation,512,42,0.5010131712259371,0.0823687090499351,0.5010131712259371,0.6072911070249383
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d0__knn5,512,42,0.5166160081053698,0.0872353893677908,0.5166160081053698,0.5703829084470273
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d9__deviation,512,42,0.3774062816616008,0.06179534113834546,0.3774062816616008,0.5272380624478192
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_d9__knn5,512,42,0.4348530901722391,0.06914868728343328,0.4348530901722391,0.49287103668559257
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_flowmean__deviation,512,42,0.45997973657548125,0.07717289141025835,0.45997973657548125,0.49910948126624277
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,function4_flowmean__knn5,512,42,0.43895643363728465,0.07020703494403709,0.43895643363728465,0.5454625299631656
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_d0__deviation,512,42,0.48353596757852074,0.08825511930613109,0.48353596757852074,0.4665040815485754
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_d0__knn5,512,42,0.33125633232016205,0.08554140290949831,0.33125633232016205,0.49054609051629544
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_d9__deviation,512,42,0.3008611955420466,0.06398466831672972,0.3008611955420466,0.6017750889751525
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_d9__knn5,512,42,0.2929584599797366,0.06395509662856583,0.2929584599797366,0.5363689036361053
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_flowmean__deviation,512,42,0.35253292806484293,0.0773922785578189,0.35253292806484293,0.48966951815950704
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_flowmean__knn5,512,42,0.3168186423505573,0.08596831944453645,0.3168186423505573,0.6121562801365757
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,proprio__deviation,512,42,0.37193515704154,0.08356927051123479,0.37193515704154,0.5
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,proprio__knn5,512,42,0.3573454913880446,0.0849445940963798,0.3573454913880446,0.5
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,action__deviation,512,42,0.3574974670719352,0.063293821942316,0.3574974670719352,0.6169948006393263
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,action__knn5,512,42,0.5326241134751772,0.08166510325376694,0.5326241134751772,0.5125481764823097
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,authority_low__d0,512,42,0.32998986828774063,0.06639859712709015,0.32998986828774063,0.43844431790761046
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,disagreement_low__d0,512,42,0.43323201621073953,0.07128026976315718,0.43323201621073953,0.40653714087291076
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation_low__d0,512,42,0.39179331306990883,0.06556721840700484,0.39179331306990883,0.4086537216542778
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cosine_high__d0,512,42,0.43353596757852075,0.06871715080064393,0.43353596757852075,0.5185509935033216
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,authority_low__d9,512,42,0.3415906788247214,0.05890212732250458,0.3415906788247214,0.4692833622139994
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,disagreement_low__d9,512,42,0.636322188449848,0.10787670362288178,0.636322188449848,0.5261672917838498
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation_low__d9,512,42,0.622289766970618,0.09766922651693744,0.622289766970618,0.5039399933746828
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cosine_high__d9,512,42,0.35435663627152986,0.06461118965256857,0.35435663627152986,0.4802028288759578
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,authority_low__flowmean,512,42,0.28728470111448834,0.054284485963535994,0.28728470111448834,0.38088612777950137
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,disagreement_low__flowmean,512,42,0.39128672745694015,0.06407713772613972,0.39128672745694015,0.37899213201533233
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation_low__flowmean,512,42,0.40045592705167177,0.0646507281409632,0.40045592705167177,0.42527871734529926
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cosine_high__flowmean,512,42,0.31073961499493413,0.05612617250510738,0.31073961499493413,0.47951796402654506
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_entropy_low__d0,512,42,0.5767983789260385,0.09783940899139942,0.5767983789260385,0.43215586815618595
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_entropy_low__d9,512,42,0.6124113475177305,0.09858682718037112,0.6124113475177305,0.5295406124382765
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_entropy_low__flowmean,512,42,0.581256332320162,0.10121005970380173,0.581256332320162,0.4933777935843723
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_margin_low__d0,512,42,0.5367781155015197,0.08963296472221738,0.5367781155015197,0.6305353348854064
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_margin_low__d9,512,42,0.6885511651469098,0.1826738585188197,0.6885511651469098,0.5582100334881203
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_margin_low__flowmean,512,42,0.6779128672745693,0.20992516293069835,0.6779128672745693,0.6405783237779106
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_token_collapse__d0,512,42,0.47563323201621077,0.08163998931786355,0.47563323201621077,0.5468509669347902
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_token_collapse__d9,512,42,0.3238601823708207,0.057415092118385046,0.3238601823708207,0.47693336511467777
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,route_token_collapse__flowmean,512,42,0.4343971631205673,0.07053626161468789,0.4343971631205673,0.5243513095511347
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,clock,512,42,0.5,0.08203125,0.5,0.5
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,random,512,42,0.5131712259371833,0.09306598311396011,0.5131712259371833,0.5566682073892466
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_d0__deviation,512,216,0.5767329829829829,0.5306413627808555,0.5767329829829829,0.4688006089515012
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_d0__knn5,512,216,0.6451451451451452,0.578325949352686,0.6451451451451452,0.5455576253485767
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_d9__deviation,512,216,0.7157782782782782,0.7137611327067436,0.7157782782782782,0.4884820614526326
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_d9__knn5,512,216,0.7126345095095095,0.6916513607526977,0.7126345095095095,0.5712481070898636
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_flowmean__deviation,512,216,0.6955392892892893,0.6983750770865558,0.6955392892892893,0.5341754294679041
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_flowmean__knn5,512,216,0.694944944944945,0.6966947465394233,0.694944944944945,0.5298056958857608
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_d0__deviation,512,216,0.628612987987988,0.5580254500456349,0.628612987987988,0.4470420610128982
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_d0__knn5,512,216,0.7337493743743744,0.7453017492961882,0.7337493743743744,0.5360989035101575
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_d9__deviation,512,216,0.6889545795795796,0.7192180848836387,0.6889545795795796,0.4974274725550298
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_d9__knn5,512,216,0.7148554804804805,0.7234370676164052,0.7148554804804805,0.5048461058375456
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_flowmean__deviation,512,216,0.7195007507507507,0.6982251935090893,0.7195007507507507,0.44058044041117017
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_flowmean__knn5,512,216,0.7081925675675675,0.7400168433215535,0.7081925675675675,0.530466082931987
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden_d0__deviation,512,216,0.5594344344344344,0.4911118493349032,0.5594344344344344,0.4654278113217997
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden_d0__knn5,512,216,0.6969625875875876,0.7170258350696224,0.6969625875875876,0.5305102057266299
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden_d9__deviation,512,216,0.6866554054054055,0.7196444159361879,0.6866554054054055,0.48756001887984285
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden_d9__knn5,512,216,0.6449261761761762,0.6644285163766653,0.6449261761761762,0.5058076706260679
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden_flowmean__deviation,512,216,0.6579391891891893,0.6236797667880142,0.6579391891891893,0.45343726355538994
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hidden_flowmean__knn5,512,216,0.7038444694694695,0.7379195401353484,0.7038444694694695,0.5319189832985355
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,function4_d0__deviation,512,216,0.6172578828828829,0.5618867241506192,0.6172578828828829,0.5141244592954222
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,function4_d0__knn5,512,216,0.6199480730730731,0.5863707249748801,0.6199480730730731,0.4950082171191375
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,function4_d9__deviation,512,216,0.4005098848848848,0.36433126478415123,0.4005098848848848,0.49770602828287697
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,function4_d9__knn5,512,216,0.4272240990990991,0.3740089042964341,0.4272240990990991,0.522567707294094
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,function4_flowmean__deviation,512,216,0.68066504004004,0.6384509774885948,0.68066504004004,0.5220598162260396
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,function4_flowmean__knn5,512,216,0.6866241241241241,0.6437601210389983,0.6866241241241241,0.5266541733564271
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_d0__deviation,512,216,0.5843812562562563,0.5715149493368613,0.5843812562562563,0.47141660470721736
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_d0__knn5,512,216,0.6271427677677678,0.6433636310451443,0.6271427677677678,0.4998760798713645
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_d9__deviation,512,216,0.6366522772772774,0.6651395255125936,0.6366522772772774,0.4703629739641976
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_d9__knn5,512,216,0.6246559059059058,0.6214866929779235,0.6246559059059058,0.5695397257356197
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_flowmean__deviation,512,216,0.5769988738738738,0.5945947851874608,0.5769988738738738,0.5023817709779164
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_flowmean__knn5,512,216,0.6037130880880881,0.6093322641653158,0.6037130880880881,0.5360500477635459
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,proprio__deviation,512,216,0.6121121121121121,0.6088152853126811,0.6121121121121121,0.5
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,proprio__knn5,512,216,0.5945945945945946,0.5531447839390549,0.5945945945945946,0.5
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,action__deviation,512,216,0.6756443943943944,0.6847901759628219,0.6756443943943944,0.471988711471591
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,action__knn5,512,216,0.5861642892892893,0.6119432299038958,0.5861642892892893,0.4898682268519527
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__d0,512,216,0.48662725225225223,0.41247579967192527,0.48662725225225223,0.5669400517256831
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__d0,512,216,0.5131928803803804,0.47606260695948177,0.5131928803803804,0.4810326068995122
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__d0,512,216,0.4804961211211211,0.416777828876237,0.4804961211211211,0.4690145764685108
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__d0,512,216,0.45720720720720726,0.495633376132084,0.45720720720720726,0.49392571256417556
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__d9,512,216,0.5008289539539539,0.4040837057606838,0.5008289539539539,0.525414117796354
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__d9,512,216,0.47333270770770774,0.37892624258701624,0.47333270770770774,0.46353484188820554
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__d9,512,216,0.4578641141141141,0.379587075820373,0.4578641141141141,0.4561900786776253
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__d9,512,216,0.4424580830830831,0.3815371411887149,0.4424580830830831,0.48086776725662933
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,authority_low__flowmean,512,216,0.47245683183183185,0.39953858336032694,0.47245683183183185,0.5073626763856247
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,disagreement_low__flowmean,512,216,0.5473285785785786,0.5369109148516725,0.5473285785785786,0.4798296362177728
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation_low__flowmean,512,216,0.5017673923923924,0.44503620758323387,0.5017673923923924,0.49101107506823993
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cosine_high__flowmean,512,216,0.4469782282282282,0.52067197535498,0.4469782282282282,0.4911409842166238
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__d0,512,216,0.5609515765765767,0.4838024695895337,0.5609515765765767,0.4450338426241603
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__d9,512,216,0.6095783283283284,0.5199199827668985,0.6095783283283284,0.5440659069516012
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_entropy_low__flowmean,512,216,0.6008508508508509,0.5176570306874193,0.6008508508508509,0.4731546587866412
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__d0,512,216,0.459349974974975,0.41339507371809736,0.459349974974975,0.5297122692936882
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__d9,512,216,0.4874405655655656,0.42242223134428075,0.4874405655655656,0.5301326265852068
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_margin_low__flowmean,512,216,0.36456769269269274,0.33756581815086173,0.36456769269269274,0.48243566265825305
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__d0,512,216,0.5125437937937938,0.43686683691699557,0.5125437937937938,0.5402941826873007
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__d9,512,216,0.42250062562562557,0.36749285758597217,0.42250062562562557,0.5073141616595697
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,route_token_collapse__flowmean,512,216,0.4921953203203203,0.409653769145161,0.4921953203203203,0.5352926952373197
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,clock,512,216,0.5,0.421875,0.5,0.5
q0,init_state_id,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,random,512,216,0.5369119119119119,0.4594473987084453,0.5369119119119119,0.6310857824858889
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d0__deviation,512,12,0.6853333333333333,0.05634485636561287,0.6853333333333333,0.708566148233487
