dataset,setting,scope,method,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d0__knn5,512,12,0.5073333333333333,0.02587994383355359,0.5073333333333333,0.43505184331797236
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d9__deviation,512,12,0.4258333333333333,0.027441720157009766,0.4258333333333333,0.5302659370199694
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_d9__knn5,512,12,0.4135,0.023875505506946795,0.4135,0.5118111559139785
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_flowmean__deviation,512,12,0.5296666666666667,0.02850966962873593,0.5296666666666667,0.5654305875576037
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_flowmean__knn5,512,12,0.4745,0.023133687551007625,0.4745,0.4999543970814132
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d0__deviation,512,12,0.5441666666666667,0.04747563244056953,0.5441666666666667,0.6163162442396313
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d0__knn5,512,12,0.497,0.028138161132214106,0.497,0.5895569316436252
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d9__deviation,512,12,0.44266666666666665,0.025043650001611007,0.44266666666666665,0.4631624423963134
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_d9__knn5,512,12,0.38133333333333336,0.021437325474908234,0.38133333333333336,0.5076732910906299
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_flowmean__deviation,512,12,0.5529999999999999,0.05360461913122698,0.5529999999999999,0.506122791858679
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_flowmean__knn5,512,12,0.5109999999999999,0.027329836709603476,0.5109999999999999,0.5399193548387096
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden_d0__deviation,512,12,0.5643333333333334,0.06165361385109225,0.5643333333333334,0.5981206797235024
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden_d0__knn5,512,12,0.501,0.028010255223678185,0.501,0.5724414362519201
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden_d9__deviation,512,12,0.4495,0.025504483304077334,0.4495,0.49445564516129037
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden_d9__knn5,512,12,0.38883333333333336,0.0225377191506706,0.38883333333333336,0.6088301651305683
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden_flowmean__deviation,512,12,0.5398333333333334,0.06414004479628266,0.5398333333333334,0.5564612135176652
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,hidden_flowmean__knn5,512,12,0.4641666666666666,0.026388243665297788,0.4641666666666666,0.5237255184331797
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,function4_d0__deviation,512,12,0.5835,0.03433082492582673,0.5835,0.6504200268817204
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,function4_d0__knn5,512,12,0.6711666666666667,0.04111966527209342,0.6711666666666667,0.7350974462365591
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,function4_d9__deviation,512,12,0.5680000000000001,0.06497906958317776,0.5680000000000001,0.5191484254992319
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,function4_d9__knn5,512,12,0.5191666666666667,0.02571542837458013,0.5191666666666667,0.5336093509984638
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,function4_flowmean__deviation,512,12,0.6288333333333332,0.034149922915691654,0.6288333333333332,0.5706221198156682
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,function4_flowmean__knn5,512,12,0.5581666666666667,0.033767041575956634,0.5581666666666667,0.5701372887864824
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_d0__deviation,512,12,0.5733333333333333,0.0364127143776137,0.5733333333333333,0.5909298195084485
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_d0__knn5,512,12,0.5713333333333332,0.027695999481574772,0.5713333333333332,0.4647345430107527
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_d9__deviation,512,12,0.43316666666666664,0.025033112290959128,0.43316666666666664,0.5574788786482334
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_d9__knn5,512,12,0.39899999999999997,0.020721940342967943,0.39899999999999997,0.4546394969278034
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_flowmean__deviation,512,12,0.5171666666666667,0.029926164512964468,0.5171666666666667,0.6189036098310292
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_flowmean__knn5,512,12,0.4651666666666666,0.022755438833385655,0.4651666666666666,0.3816724270353303
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,proprio__deviation,512,12,0.5266666666666666,0.02782944775132275,0.5266666666666666,0.5
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,proprio__knn5,512,12,0.5053333333333333,0.027294146825396826,0.5053333333333333,0.5
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,action__deviation,512,12,0.4181666666666667,0.02267745136436335,0.4181666666666667,0.5350926459293395
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,action__knn5,512,12,0.4171666666666667,0.02333863191256004,0.4171666666666667,0.5889256912442397
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,authority_low__d0,512,12,0.5863333333333334,0.03250217433706632,0.5863333333333334,0.44621495775729647
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,disagreement_low__d0,512,12,0.42283333333333334,0.024379081338497553,0.42283333333333334,0.4359014976958525
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation_low__d0,512,12,0.3935,0.020686694051859675,0.3935,0.41853638632872503
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cosine_high__d0,512,12,0.45866666666666667,0.02591905724474873,0.45866666666666667,0.40185531874039937
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,authority_low__d9,512,12,0.44966666666666666,0.02154047867070128,0.44966666666666666,0.4486943164362519
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,disagreement_low__d9,512,12,0.40941666666666665,0.022584180321803364,0.40941666666666665,0.5159178187403994
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation_low__d9,512,12,0.38300000000000006,0.040164123347188246,0.38300000000000006,0.547314228110599
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cosine_high__d9,512,12,0.41433333333333333,0.02038811313194535,0.41433333333333333,0.44573492703533024
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,authority_low__flowmean,512,12,0.5633333333333335,0.04098525449526534,0.5633333333333335,0.43907450076804916
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,disagreement_low__flowmean,512,12,0.41733333333333333,0.02176822044612299,0.41733333333333333,0.4312860023041475
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation_low__flowmean,512,12,0.3913333333333333,0.02128758086871845,0.3913333333333333,0.391633064516129
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cosine_high__flowmean,512,12,0.4413333333333333,0.022470885316545938,0.4413333333333333,0.4118111559139785
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_entropy_low__d0,512,12,0.5716666666666667,0.08136682643832764,0.5716666666666667,0.5772969470046083
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_entropy_low__d9,512,12,0.5483333333333333,0.0341717000800484,0.5483333333333333,0.5108870967741935
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_entropy_low__flowmean,512,12,0.5831666666666666,0.07614558150703339,0.5831666666666666,0.5909994239631337
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_margin_low__d0,512,12,0.4341666666666667,0.022520051189180143,0.4341666666666667,0.41695948540706607
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_margin_low__d9,512,12,0.5395000000000001,0.031235148920941348,0.5395000000000001,0.5608270929339477
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_margin_low__flowmean,512,12,0.5688333333333333,0.035336233986350475,0.5688333333333333,0.5342069892473118
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_token_collapse__d0,512,12,0.546,0.038891146514832484,0.546,0.46472254224270354
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_token_collapse__d9,512,12,0.5545,0.09106277263858979,0.5545,0.4720142089093702
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,route_token_collapse__flowmean,512,12,0.5365,0.08844463484236173,0.5365,0.4126752112135177
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,clock,512,12,0.5,0.0234375,0.5,0.5
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,random,512,12,0.5808333333333333,0.0289475443978964,0.5808333333333333,0.6034970238095239
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_d0__deviation,512,37,0.3568136557610242,0.062463114978479575,0.3568136557610242,0.497239263312852
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_d0__knn5,512,37,0.4073399715504979,0.05903163249623206,0.4073399715504979,0.4978461021505376
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_d9__deviation,512,37,0.39823613086770987,0.08394167688602516,0.39823613086770987,0.5810246455773169
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_d9__knn5,512,37,0.3952773826458037,0.07119085455063495,0.3952773826458037,0.4786564140104967
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_flowmean__deviation,512,37,0.5106685633001423,0.07433664153937813,0.5106685633001423,0.5490227774577573
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_flowmean__knn5,512,37,0.46617354196301564,0.06750383282335953,0.46617354196301564,0.4222729454685101
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d0__deviation,512,37,0.4316927453769559,0.07088761620434303,0.4316927453769559,0.526944344438044
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d0__knn5,512,37,0.38839260312944524,0.06272416300956049,0.38839260312944524,0.5282490479390681
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d9__deviation,512,37,0.4417638691322902,0.06908563597839812,0.4417638691322902,0.6334798827124936
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_d9__knn5,512,37,0.47135135135135137,0.06853218755265034,0.47135135135135137,0.5521886000704045
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_flowmean__deviation,512,37,0.43561877667140825,0.07540508953235367,0.43561877667140825,0.5878054995519714
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_flowmean__knn5,512,37,0.45968705547652916,0.06746762417075794,0.45968705547652916,0.5609519409242191
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d0__deviation,512,37,0.3799146514935988,0.06893363579109732,0.3799146514935988,0.47052655369943674
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d0__knn5,512,37,0.31755334281650077,0.055554779449453286,0.31755334281650077,0.4150186811955965
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d9__deviation,512,37,0.38782361308677105,0.06367635425285986,0.38782361308677105,0.592991711469534
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_d9__knn5,512,37,0.4567283072546231,0.06751731592400562,0.4567283072546231,0.5203242007488479
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_flowmean__deviation,512,37,0.34497866287339973,0.06714405287465589,0.34497866287339973,0.48218956013184844
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,hidden_flowmean__knn5,512,37,0.31328591749644386,0.05666736910686544,0.31328591749644386,0.41160532274065537
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d0__deviation,512,37,0.4858036984352774,0.07865437716510304,0.4858036984352774,0.4543531586021505
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d0__knn5,512,37,0.5174395448079658,0.10257041483815085,0.5174395448079658,0.430986823156682
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d9__deviation,512,37,0.4476813655761025,0.07084272242088388,0.4476813655761025,0.6232531482014849
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_d9__knn5,512,37,0.4446088193456615,0.07257034855661562,0.4446088193456615,0.6405258336533539
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_flowmean__deviation,512,37,0.42275960170697013,0.06295154568038744,0.42275960170697013,0.5950390224974399
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,function4_flowmean__knn5,512,37,0.48591749644381227,0.07107496012342888,0.48591749644381227,0.574325396825397
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d0__deviation,512,37,0.4509246088193457,0.07809753342331296,0.4509246088193457,0.5377504560291859
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d0__knn5,512,37,0.43118065433854913,0.06350848896074879,0.43118065433854913,0.5042565724206349
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d9__deviation,512,37,0.31982930298719775,0.06293187293150657,0.31982930298719775,0.5384058779761905
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_d9__knn5,512,37,0.3116927453769559,0.06433552387263584,0.3116927453769559,0.408465341781874
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_flowmean__deviation,512,37,0.4068847795163585,0.07036778582216988,0.4068847795163585,0.5424910394265232
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_flowmean__knn5,512,37,0.3507823613086771,0.060130663682901604,0.3507823613086771,0.46366275441628263
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,proprio__deviation,512,37,0.34796586059743956,0.06075221934596934,0.34796586059743956,0.5
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,proprio__knn5,512,37,0.2587482219061167,0.05322740322740323,0.2587482219061167,0.5
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,action__deviation,512,37,0.4614509246088194,0.07287636937874921,0.4614509246088194,0.5321499175947261
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,action__knn5,512,37,0.45507823613086773,0.06695193857267805,0.45507823613086773,0.5920763328853046
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,authority_low__d0,512,37,0.3392887624466572,0.05317976020993875,0.3392887624466572,0.525314680139529
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,disagreement_low__d0,512,37,0.5042389758179232,0.07291521290472489,0.5042389758179232,0.44252232142857145
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation_low__d0,512,37,0.6163869132290186,0.12890321903613042,0.6163869132290186,0.47447652649769584
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cosine_high__d0,512,37,0.393570412517781,0.06224952244185742,0.393570412517781,0.46751262080773165
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,authority_low__d9,512,37,0.5079374110953059,0.07035871956565606,0.5079374110953059,0.4396855998783922
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,disagreement_low__d9,512,37,0.39248933143669984,0.06541422803068665,0.39248933143669984,0.4718150361623144
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation_low__d9,512,37,0.4013086770981508,0.06383567910366768,0.4013086770981508,0.48760532674091145
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cosine_high__d9,512,37,0.4172972972972973,0.09814442268669973,0.4172972972972973,0.532569584453405
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,authority_low__flowmean,512,37,0.41046941678520626,0.0583155572146932,0.41046941678520626,0.46345690124167943
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,disagreement_low__flowmean,512,37,0.42833570412517785,0.0658325358859603,0.42833570412517785,0.44427395353302607
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation_low__flowmean,512,37,0.5286201991465149,0.11586648187949886,0.5286201991465149,0.4677116335445468
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cosine_high__flowmean,512,37,0.42987197724039833,0.06826192527274497,0.42987197724039833,0.4763563268049155
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_entropy_low__d0,512,37,0.6178093883357041,0.1123688720421378,0.6178093883357041,0.5586752552163339
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_entropy_low__d9,512,37,0.3163584637268848,0.05041385909767766,0.3163584637268848,0.5421559379800307
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_entropy_low__flowmean,512,37,0.4503556187766714,0.073263642906258,0.4503556187766714,0.54907958109319
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_margin_low__d0,512,37,0.4905263157894737,0.07857341717167776,0.4905263157894737,0.4746417770737328
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_margin_low__d9,512,37,0.598520625889047,0.09527761694187854,0.598520625889047,0.47875326020865333
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_margin_low__flowmean,512,37,0.4616785206258891,0.06721602115556297,0.4616785206258891,0.5110623279889913
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_token_collapse__d0,512,37,0.42435277382645803,0.06714083319039522,0.42435277382645803,0.4340358182923707
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_token_collapse__d9,512,37,0.4139971550497866,0.05828882101646696,0.4139971550497866,0.45288574468766
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,route_token_collapse__flowmean,512,37,0.40312944523470845,0.05749267447508905,0.40312944523470845,0.4653072196620584
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,clock,512,37,0.5,0.072265625,0.5,0.5
q0,init_state_id,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,random,512,37,0.5007681365576102,0.08126998101730644,0.5007681365576102,0.5436453733038915
q0,flow_noise_seed,all,routed_d0__deviation,2048,307,0.5836082074961599,0.19104435426342437,0.5178029352791041,0.5581013256837718
q0,flow_noise_seed,all,routed_d0__knn5,2048,307,0.6339555499011201,0.23779067614477206,0.49894807852765577,0.5905200075504636
q0,flow_noise_seed,all,routed_d9__deviation,2048,307,0.5357005876663044,0.16084227004977908,0.48654181489119896,0.5515206344477829
q0,flow_noise_seed,all,routed_d9__knn5,2048,307,0.5454276717675078,0.16286723672082642,0.5321812781876821,0.5359200731371974
q0,flow_noise_seed,all,routed_flowmean__deviation,2048,307,0.6246363335310307,0.22543063137404074,0.5511268425530393,0.5710712318479354
q0,flow_noise_seed,all,routed_flowmean__knn5,2048,307,0.6515593456903536,0.24089777463409093,0.5182398884196547,0.5535766677631329
q0,flow_noise_seed,all,shared_d0__deviation,2048,307,0.5502210530845465,0.17313010268775741,0.5299544250497498,0.527988399044497
q0,flow_noise_seed,all,shared_d0__knn5,2048,307,0.5515194943936896,0.1751210342172108,0.5175270618813101,0.5618354637543951
q0,flow_noise_seed,all,shared_d9__deviation,2048,307,0.5953390821479287,0.21761128931341328,0.5490806695253083,0.5588732092946627
q0,flow_noise_seed,all,shared_d9__knn5,2048,307,0.4174788161358462,0.1314570139665092,0.5484005490302732,0.5397749523082624
q0,flow_noise_seed,all,shared_flowmean__deviation,2048,307,0.5859038666983482,0.20583223125969474,0.5544592822906093,0.5340607008918536
q0,flow_noise_seed,all,shared_flowmean__knn5,2048,307,0.5450983840579845,0.16804460816551003,0.5215013901379383,0.550386545948336
q0,flow_noise_seed,all,hidden_d0__deviation,2048,307,0.5255581520224064,0.16454133745540522,0.5114317375386104,0.5285983254714496
q0,flow_noise_seed,all,hidden_d0__knn5,2048,307,0.5344171139803213,0.16315323313736385,0.5114050151425222,0.5711645998925656
q0,flow_noise_seed,all,hidden_d9__deviation,2048,307,0.5784181841653773,0.21991252970343028,0.5238508437148555,0.535228533204638
q0,flow_noise_seed,all,hidden_d9__knn5,2048,307,0.38337321581254546,0.1196080479546247,0.5002425760977343,0.5440898333599308
q0,flow_noise_seed,all,hidden_flowmean__deviation,2048,307,0.5484080997292731,0.18406999414062405,0.5188100813879789,0.5293963235835725
q0,flow_noise_seed,all,hidden_flowmean__knn5,2048,307,0.5349989803306723,0.1614226219387807,0.5102983533145207,0.5712573316171935
q0,flow_noise_seed,all,function4_d0__deviation,2048,307,0.5493417052238876,0.1698483986025626,0.5467771826127439,0.5698677343049018
q0,flow_noise_seed,all,function4_d0__knn5,2048,307,0.5932548406228777,0.1932321034698643,0.5688750128407882,0.5514979147092354
q0,flow_noise_seed,all,function4_d9__deviation,2048,307,0.4214826553311868,0.12651523685895766,0.44775158865472414,0.5285050768861127
q0,flow_noise_seed,all,function4_d9__knn5,2048,307,0.41686701453917496,0.1230995663396808,0.48855867011728576,0.5057686387295665
q0,flow_noise_seed,all,function4_flowmean__deviation,2048,307,0.5668687919444252,0.18123232791000832,0.5340324682435195,0.532514057666225
q0,flow_noise_seed,all,function4_flowmean__knn5,2048,307,0.5842536862449415,0.19129937425916899,0.5506924654367613,0.5739467259887092
q0,flow_noise_seed,all,route_d0__deviation,2048,307,0.5689006467884158,0.19956303201190168,0.5261780405025086,0.5409577835392787
q0,flow_noise_seed,all,route_d0__knn5,2048,307,0.6086714924778339,0.19903777229811528,0.5034616707422908,0.5375618890612618
q0,flow_noise_seed,all,route_d9__deviation,2048,307,0.5433902040648323,0.1860845811963024,0.454896731808196,0.5599061094500609
q0,flow_noise_seed,all,route_d9__knn5,2048,307,0.533395573699641,0.19182646189396452,0.5161616468442126,0.5505750641812432
q0,flow_noise_seed,all,route_flowmean__deviation,2048,307,0.5589041454703295,0.20282157647081564,0.49240762278335765,0.5495011786470432
q0,flow_noise_seed,all,route_flowmean__knn5,2048,307,0.6178915483444873,0.20987784005186896,0.517628408198432,0.5433099968536653
q0,flow_noise_seed,all,proprio__deviation,2048,307,0.5022451434740227,0.21766466188088243,0.45794877184014926,0.5
q0,flow_noise_seed,all,proprio__knn5,2048,307,0.5,0.14990234375,0.5,0.5
q0,flow_noise_seed,all,action__deviation,2048,307,0.6211563611462954,0.3094638146585166,0.5822424361701728,0.5554113355360338
q0,flow_noise_seed,all,action__knn5,2048,307,0.40644767786681435,0.11756970113084443,0.5475749057828425,0.4706424311350609
q0,flow_noise_seed,all,authority_low__d0,2048,307,0.59545133932163,0.16619076663979976,0.43555980407999584,0.49422850188252976
q0,flow_noise_seed,all,disagreement_low__d0,2048,307,0.6370108159786861,0.18507852769526234,0.4683743014355941,0.44149839172421174
q0,flow_noise_seed,all,cancellation_low__d0,2048,307,0.6938316554004118,0.24605166258903752,0.47054408685501214,0.44267030273730235
q0,flow_noise_seed,all,cosine_high__d0,2048,307,0.5852546460437765,0.16407037516776501,0.4357450634925439,0.47046116140390704
q0,flow_noise_seed,all,authority_low__d9,2048,307,0.7157171268898963,0.26357907513565276,0.45000592763516195,0.47076934908124934
q0,flow_noise_seed,all,disagreement_low__d9,2048,307,0.6245680437503625,0.20659643148399073,0.4778902235652305,0.49435874714369227
q0,flow_noise_seed,all,cancellation_low__d9,2048,307,0.6148325403611313,0.20499743223038103,0.4661156395457207,0.4987624067259546
q0,flow_noise_seed,all,cosine_high__d9,2048,307,0.5262017598182931,0.14932748071465782,0.40711133749631084,0.48484377690533054
q0,flow_noise_seed,all,authority_low__flowmean,2048,307,0.5950228911086706,0.16490915417994678,0.433386070766215,0.44769505154371364
