dataset,setting,scope,method,budget,tp,fp,failures,successes,recall,fpr,precision,coverage
q0,flow_noise_seed,all,route_flowmean__knn5,0.03,25,90,307,1741,0.08143322475570032,0.051694428489373924,0.21739130434782608,0.94384765625
q0,flow_noise_seed,all,route_flowmean__knn5,0.05,27,117,307,1741,0.08794788273615635,0.0672027570361861,0.1875,0.9296875
q0,flow_noise_seed,all,route_flowmean__knn5,0.1,35,197,307,1741,0.11400651465798045,0.11315336013785181,0.15086206896551724,0.88671875
q0,flow_noise_seed,all,proprio__deviation,0.01,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,proprio__deviation,0.03,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,proprio__deviation,0.05,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,proprio__deviation,0.1,27,101,307,1741,0.08794788273615635,0.058012636415852956,0.2109375,0.9375
q0,flow_noise_seed,all,proprio__knn5,0.01,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,proprio__knn5,0.03,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,proprio__knn5,0.05,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,proprio__knn5,0.1,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,action__deviation,0.01,4,27,307,1741,0.013029315960912053,0.015508328546812177,0.12903225806451613,0.98486328125
q0,flow_noise_seed,all,action__deviation,0.03,14,45,307,1741,0.04560260586319218,0.025847214244686962,0.23728813559322035,0.97119140625
q0,flow_noise_seed,all,action__deviation,0.05,30,75,307,1741,0.09771986970684039,0.0430786904078116,0.2857142857142857,0.94873046875
q0,flow_noise_seed,all,action__deviation,0.1,54,141,307,1741,0.1758957654723127,0.08098793796668581,0.27692307692307694,0.90478515625
q0,flow_noise_seed,all,action__knn5,0.01,13,53,307,1741,0.04234527687296417,0.030442274554853533,0.19696969696969696,0.9677734375
q0,flow_noise_seed,all,action__knn5,0.03,19,89,307,1741,0.06188925081433225,0.0511200459506031,0.17592592592592593,0.947265625
q0,flow_noise_seed,all,action__knn5,0.05,31,141,307,1741,0.10097719869706841,0.08098793796668581,0.18023255813953487,0.916015625
q0,flow_noise_seed,all,action__knn5,0.1,46,218,307,1741,0.1498371335504886,0.12521539345203905,0.17424242424242425,0.87109375
q0,flow_noise_seed,all,authority_low__d0,0.01,5,44,307,1741,0.016286644951140065,0.02527283170591614,0.10204081632653061,0.97607421875
q0,flow_noise_seed,all,authority_low__d0,0.03,8,80,307,1741,0.026058631921824105,0.04595060310166571,0.09090909090909091,0.95703125
q0,flow_noise_seed,all,authority_low__d0,0.05,13,102,307,1741,0.04234527687296417,0.05858701895462378,0.11304347826086956,0.94384765625
q0,flow_noise_seed,all,authority_low__d0,0.1,26,177,307,1741,0.08469055374592833,0.10166570936243538,0.12807881773399016,0.90087890625
q0,flow_noise_seed,all,disagreement_low__d0,0.01,7,32,307,1741,0.02280130293159609,0.018380241240666284,0.1794871794871795,0.98095703125
q0,flow_noise_seed,all,disagreement_low__d0,0.03,19,72,307,1741,0.06188925081433225,0.04135554279149914,0.2087912087912088,0.95556640625
q0,flow_noise_seed,all,disagreement_low__d0,0.05,26,112,307,1741,0.08469055374592833,0.064330844342332,0.18840579710144928,0.9326171875
q0,flow_noise_seed,all,disagreement_low__d0,0.1,39,201,307,1741,0.1270358306188925,0.1154508902929351,0.1625,0.8828125
q0,flow_noise_seed,all,cancellation_low__d0,0.01,8,51,307,1741,0.026058631921824105,0.02929350947731189,0.13559322033898305,0.97119140625
q0,flow_noise_seed,all,cancellation_low__d0,0.03,12,75,307,1741,0.03908794788273615,0.0430786904078116,0.13793103448275862,0.95751953125
q0,flow_noise_seed,all,cancellation_low__d0,0.05,16,108,307,1741,0.05211726384364821,0.06203331418724871,0.12903225806451613,0.939453125
q0,flow_noise_seed,all,cancellation_low__d0,0.1,30,195,307,1741,0.09771986970684039,0.11200459506031017,0.13333333333333333,0.89013671875
q0,flow_noise_seed,all,cosine_high__d0,0.01,9,37,307,1741,0.029315960912052116,0.02125215393452039,0.1956521739130435,0.9775390625
q0,flow_noise_seed,all,cosine_high__d0,0.03,22,76,307,1741,0.07166123778501629,0.043653072946582425,0.22448979591836735,0.9521484375
q0,flow_noise_seed,all,cosine_high__d0,0.05,27,110,307,1741,0.08794788273615635,0.06318207926479034,0.19708029197080293,0.93310546875
q0,flow_noise_seed,all,cosine_high__d0,0.1,42,203,307,1741,0.13680781758957655,0.11659965537047674,0.17142857142857143,0.88037109375
q0,flow_noise_seed,all,authority_low__d9,0.01,2,30,307,1741,0.006514657980456026,0.01723147616312464,0.0625,0.984375
q0,flow_noise_seed,all,authority_low__d9,0.03,2,58,307,1741,0.006514657980456026,0.03331418724870764,0.03333333333333333,0.970703125
q0,flow_noise_seed,all,authority_low__d9,0.05,6,100,307,1741,0.019543973941368076,0.05743825387708214,0.05660377358490566,0.9482421875
q0,flow_noise_seed,all,authority_low__d9,0.1,19,198,307,1741,0.06188925081433225,0.11372774267662263,0.08755760368663594,0.89404296875
q0,flow_noise_seed,all,disagreement_low__d9,0.01,2,26,307,1741,0.006514657980456026,0.014933946008041356,0.07142857142857142,0.986328125
q0,flow_noise_seed,all,disagreement_low__d9,0.03,5,60,307,1741,0.016286644951140065,0.03446295232624928,0.07692307692307693,0.96826171875
q0,flow_noise_seed,all,disagreement_low__d9,0.05,6,103,307,1741,0.019543973941368076,0.0591614014933946,0.05504587155963303,0.94677734375
q0,flow_noise_seed,all,disagreement_low__d9,0.1,13,189,307,1741,0.04234527687296417,0.10855829982768524,0.06435643564356436,0.9013671875
q0,flow_noise_seed,all,cancellation_low__d9,0.01,4,27,307,1741,0.013029315960912053,0.015508328546812177,0.12903225806451613,0.98486328125
q0,flow_noise_seed,all,cancellation_low__d9,0.03,7,56,307,1741,0.02280130293159609,0.032165422171166,0.1111111111111111,0.96923828125
q0,flow_noise_seed,all,cancellation_low__d9,0.05,8,109,307,1741,0.026058631921824105,0.06260769672601953,0.06837606837606838,0.94287109375
q0,flow_noise_seed,all,cancellation_low__d9,0.1,16,186,307,1741,0.05211726384364821,0.10683515221137277,0.07920792079207921,0.9013671875
q0,flow_noise_seed,all,cosine_high__d9,0.01,4,34,307,1741,0.013029315960912053,0.019529006318207927,0.10526315789473684,0.9814453125
q0,flow_noise_seed,all,cosine_high__d9,0.03,7,62,307,1741,0.02280130293159609,0.035611717403790925,0.10144927536231885,0.96630859375
q0,flow_noise_seed,all,cosine_high__d9,0.05,12,115,307,1741,0.03908794788273615,0.06605399195864446,0.09448818897637795,0.93798828125
q0,flow_noise_seed,all,cosine_high__d9,0.1,23,204,307,1741,0.0749185667752443,0.11717403790924756,0.1013215859030837,0.88916015625
q0,flow_noise_seed,all,authority_low__flowmean,0.01,7,42,307,1741,0.02280130293159609,0.024124066628374498,0.14285714285714285,0.97607421875
q0,flow_noise_seed,all,authority_low__flowmean,0.03,14,64,307,1741,0.04560260586319218,0.03676048248133257,0.1794871794871795,0.9619140625
q0,flow_noise_seed,all,authority_low__flowmean,0.05,19,111,307,1741,0.06188925081433225,0.06375646180356118,0.14615384615384616,0.9365234375
q0,flow_noise_seed,all,authority_low__flowmean,0.1,23,203,307,1741,0.0749185667752443,0.11659965537047674,0.10176991150442478,0.8896484375
q0,flow_noise_seed,all,disagreement_low__flowmean,0.01,5,42,307,1741,0.016286644951140065,0.024124066628374498,0.10638297872340426,0.97705078125
q0,flow_noise_seed,all,disagreement_low__flowmean,0.03,14,67,307,1741,0.04560260586319218,0.03848363009764503,0.1728395061728395,0.96044921875
q0,flow_noise_seed,all,disagreement_low__flowmean,0.05,26,109,307,1741,0.08469055374592833,0.06260769672601953,0.1925925925925926,0.93408203125
q0,flow_noise_seed,all,disagreement_low__flowmean,0.1,39,184,307,1741,0.1270358306188925,0.10568638713383113,0.17488789237668162,0.89111328125
q0,flow_noise_seed,all,cancellation_low__flowmean,0.01,8,46,307,1741,0.026058631921824105,0.026421596783457783,0.14814814814814814,0.9736328125
q0,flow_noise_seed,all,cancellation_low__flowmean,0.03,11,72,307,1741,0.035830618892508145,0.04135554279149914,0.13253012048192772,0.95947265625
q0,flow_noise_seed,all,cancellation_low__flowmean,0.05,17,104,307,1741,0.05537459283387622,0.05973578403216542,0.14049586776859505,0.94091796875
q0,flow_noise_seed,all,cancellation_low__flowmean,0.1,30,187,307,1741,0.09771986970684039,0.1074095347501436,0.1382488479262673,0.89404296875
q0,flow_noise_seed,all,cosine_high__flowmean,0.01,7,23,307,1741,0.02280130293159609,0.013210798391728892,0.23333333333333334,0.9853515625
q0,flow_noise_seed,all,cosine_high__flowmean,0.03,17,64,307,1741,0.05537459283387622,0.03676048248133257,0.20987654320987653,0.96044921875
q0,flow_noise_seed,all,cosine_high__flowmean,0.05,28,98,307,1741,0.09120521172638436,0.056289488799540495,0.2222222222222222,0.9384765625
q0,flow_noise_seed,all,cosine_high__flowmean,0.1,44,181,307,1741,0.14332247557003258,0.10396323951751867,0.19555555555555557,0.89013671875
q0,flow_noise_seed,all,route_entropy_low__d0,0.01,13,84,307,1741,0.04234527687296417,0.048248133256748996,0.13402061855670103,0.95263671875
q0,flow_noise_seed,all,route_entropy_low__d0,0.03,30,116,307,1741,0.09771986970684039,0.06662837449741528,0.2054794520547945,0.9287109375
q0,flow_noise_seed,all,route_entropy_low__d0,0.05,43,170,307,1741,0.14006514657980457,0.09764503159103963,0.20187793427230047,0.89599609375
q0,flow_noise_seed,all,route_entropy_low__d0,0.1,54,248,307,1741,0.1758957654723127,0.1424468696151637,0.17880794701986755,0.8525390625
q0,flow_noise_seed,all,route_entropy_low__d9,0.01,5,28,307,1741,0.016286644951140065,0.016082711085583,0.15151515151515152,0.98388671875
q0,flow_noise_seed,all,route_entropy_low__d9,0.03,11,45,307,1741,0.035830618892508145,0.025847214244686962,0.19642857142857142,0.97265625
q0,flow_noise_seed,all,route_entropy_low__d9,0.05,17,97,307,1741,0.05537459283387622,0.05571510626076967,0.14912280701754385,0.9443359375
q0,flow_noise_seed,all,route_entropy_low__d9,0.1,34,170,307,1741,0.11074918566775244,0.09764503159103963,0.16666666666666666,0.900390625
q0,flow_noise_seed,all,route_entropy_low__flowmean,0.01,9,31,307,1741,0.029315960912052116,0.017805858701895463,0.225,0.98046875
q0,flow_noise_seed,all,route_entropy_low__flowmean,0.03,15,63,307,1741,0.048859934853420196,0.03618609994256174,0.19230769230769232,0.9619140625
q0,flow_noise_seed,all,route_entropy_low__flowmean,0.05,23,125,307,1741,0.0749185667752443,0.07179781734635267,0.1554054054054054,0.927734375
q0,flow_noise_seed,all,route_entropy_low__flowmean,0.1,40,196,307,1741,0.13029315960912052,0.11257897759908099,0.1694915254237288,0.884765625
q0,flow_noise_seed,all,route_margin_low__d0,0.01,10,51,307,1741,0.03257328990228013,0.02929350947731189,0.16393442622950818,0.97021484375
q0,flow_noise_seed,all,route_margin_low__d0,0.03,18,80,307,1741,0.05863192182410423,0.04595060310166571,0.1836734693877551,0.9521484375
q0,flow_noise_seed,all,route_margin_low__d0,0.05,22,127,307,1741,0.07166123778501629,0.07294658242389432,0.1476510067114094,0.92724609375
q0,flow_noise_seed,all,route_margin_low__d0,0.1,41,219,307,1741,0.13355048859934854,0.12578977599080987,0.1576923076923077,0.873046875
q0,flow_noise_seed,all,route_margin_low__d9,0.01,5,29,307,1741,0.016286644951140065,0.01665709362435382,0.14705882352941177,0.9833984375
q0,flow_noise_seed,all,route_margin_low__d9,0.03,12,66,307,1741,0.03908794788273615,0.03790924755887421,0.15384615384615385,0.9619140625
q0,flow_noise_seed,all,route_margin_low__d9,0.05,24,100,307,1741,0.0781758957654723,0.05743825387708214,0.1935483870967742,0.939453125
q0,flow_noise_seed,all,route_margin_low__d9,0.1,41,173,307,1741,0.13355048859934854,0.0993681792073521,0.19158878504672897,0.8955078125
q0,flow_noise_seed,all,route_margin_low__flowmean,0.01,8,37,307,1741,0.026058631921824105,0.02125215393452039,0.17777777777777778,0.97802734375
q0,flow_noise_seed,all,route_margin_low__flowmean,0.03,11,69,307,1741,0.035830618892508145,0.03963239517518667,0.1375,0.9609375
q0,flow_noise_seed,all,route_margin_low__flowmean,0.05,15,102,307,1741,0.048859934853420196,0.05858701895462378,0.1282051282051282,0.94287109375
q0,flow_noise_seed,all,route_margin_low__flowmean,0.1,29,191,307,1741,0.09446254071661238,0.10970706490522689,0.1318181818181818,0.892578125
q0,flow_noise_seed,all,route_token_collapse__d0,0.01,29,89,307,1741,0.09446254071661238,0.0511200459506031,0.2457627118644068,0.9423828125
q0,flow_noise_seed,all,route_token_collapse__d0,0.03,40,130,307,1741,0.13029315960912052,0.07466973004020677,0.23529411764705882,0.9169921875
q0,flow_noise_seed,all,route_token_collapse__d0,0.05,50,175,307,1741,0.16286644951140064,0.10051694428489374,0.2222222222222222,0.89013671875
q0,flow_noise_seed,all,route_token_collapse__d0,0.1,63,268,307,1741,0.20521172638436483,0.15393452039058012,0.1903323262839879,0.83837890625
q0,flow_noise_seed,all,route_token_collapse__d9,0.01,5,33,307,1741,0.016286644951140065,0.018954623779437105,0.13157894736842105,0.9814453125
q0,flow_noise_seed,all,route_token_collapse__d9,0.03,10,63,307,1741,0.03257328990228013,0.03618609994256174,0.136986301369863,0.96435546875
q0,flow_noise_seed,all,route_token_collapse__d9,0.05,12,104,307,1741,0.03908794788273615,0.05973578403216542,0.10344827586206896,0.943359375
q0,flow_noise_seed,all,route_token_collapse__d9,0.1,22,196,307,1741,0.07166123778501629,0.11257897759908099,0.10091743119266056,0.8935546875
q0,flow_noise_seed,all,route_token_collapse__flowmean,0.01,11,42,307,1741,0.035830618892508145,0.024124066628374498,0.20754716981132076,0.97412109375
q0,flow_noise_seed,all,route_token_collapse__flowmean,0.03,15,79,307,1741,0.048859934853420196,0.045376220562894885,0.1595744680851064,0.9541015625
q0,flow_noise_seed,all,route_token_collapse__flowmean,0.05,24,149,307,1741,0.0781758957654723,0.08558299827685238,0.13872832369942195,0.91552734375
q0,flow_noise_seed,all,route_token_collapse__flowmean,0.1,44,219,307,1741,0.14332247557003258,0.12578977599080987,0.16730038022813687,0.87158203125
q0,flow_noise_seed,all,clock,0.01,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,clock,0.03,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,clock,0.05,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,clock,0.1,0,0,307,1741,0.0,0.0,,1.0
q0,flow_noise_seed,all,random,0.01,7,37,307,1741,0.02280130293159609,0.02125215393452039,0.1590909090909091,0.978515625
q0,flow_noise_seed,all,random,0.03,8,48,307,1741,0.026058631921824105,0.027570361860999426,0.14285714285714285,0.97265625
q0,flow_noise_seed,all,random,0.05,17,99,307,1741,0.05537459283387622,0.05686387133831131,0.14655172413793102,0.943359375
q0,flow_noise_seed,all,random,0.1,37,183,307,1741,0.12052117263843648,0.10511200459506032,0.16818181818181818,0.892578125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__deviation,0.01,0,13,42,470,0.0,0.027659574468085105,0.0,0.974609375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__deviation,0.03,1,19,42,470,0.023809523809523808,0.04042553191489362,0.05,0.9609375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__deviation,0.05,5,36,42,470,0.11904761904761904,0.07659574468085106,0.12195121951219512,0.919921875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__deviation,0.1,5,56,42,470,0.11904761904761904,0.11914893617021277,0.08196721311475409,0.880859375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__knn5,0.01,0,12,42,470,0.0,0.02553191489361702,0.0,0.9765625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__knn5,0.03,1,18,42,470,0.023809523809523808,0.03829787234042553,0.05263157894736842,0.962890625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__knn5,0.05,1,35,42,470,0.023809523809523808,0.07446808510638298,0.027777777777777776,0.9296875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d0__knn5,0.1,1,45,42,470,0.023809523809523808,0.09574468085106383,0.021739130434782608,0.91015625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__deviation,0.01,0,8,42,470,0.0,0.01702127659574468,0.0,0.984375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__deviation,0.03,1,12,42,470,0.023809523809523808,0.02553191489361702,0.07692307692307693,0.974609375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__deviation,0.05,1,23,42,470,0.023809523809523808,0.04893617021276596,0.041666666666666664,0.953125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__deviation,0.1,5,46,42,470,0.11904761904761904,0.09787234042553192,0.09803921568627451,0.900390625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__knn5,0.01,0,15,42,470,0.0,0.031914893617021274,0.0,0.970703125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__knn5,0.03,0,20,42,470,0.0,0.0425531914893617,0.0,0.9609375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__knn5,0.05,0,30,42,470,0.0,0.06382978723404255,0.0,0.94140625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_d9__knn5,0.1,1,51,42,470,0.023809523809523808,0.10851063829787234,0.019230769230769232,0.8984375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__deviation,0.01,1,11,42,470,0.023809523809523808,0.023404255319148935,0.08333333333333333,0.9765625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__deviation,0.03,3,24,42,470,0.07142857142857142,0.05106382978723404,0.1111111111111111,0.947265625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__deviation,0.05,4,29,42,470,0.09523809523809523,0.06170212765957447,0.12121212121212122,0.935546875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__deviation,0.1,8,49,42,470,0.19047619047619047,0.10425531914893617,0.14035087719298245,0.888671875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__knn5,0.01,1,23,42,470,0.023809523809523808,0.04893617021276596,0.041666666666666664,0.953125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__knn5,0.03,1,27,42,470,0.023809523809523808,0.0574468085106383,0.03571428571428571,0.9453125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__knn5,0.05,1,30,42,470,0.023809523809523808,0.06382978723404255,0.03225806451612903,0.939453125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_flowmean__knn5,0.1,3,46,42,470,0.07142857142857142,0.09787234042553192,0.061224489795918366,0.904296875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__deviation,0.01,2,32,42,470,0.047619047619047616,0.06808510638297872,0.058823529411764705,0.93359375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__deviation,0.03,2,38,42,470,0.047619047619047616,0.08085106382978724,0.05,0.921875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__deviation,0.05,3,40,42,470,0.07142857142857142,0.0851063829787234,0.06976744186046512,0.916015625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__deviation,0.1,3,46,42,470,0.07142857142857142,0.09787234042553192,0.061224489795918366,0.904296875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__knn5,0.01,1,31,42,470,0.023809523809523808,0.06595744680851064,0.03125,0.9375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__knn5,0.03,2,31,42,470,0.047619047619047616,0.06595744680851064,0.06060606060606061,0.935546875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__knn5,0.05,2,31,42,470,0.047619047619047616,0.06595744680851064,0.06060606060606061,0.935546875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d0__knn5,0.1,2,34,42,470,0.047619047619047616,0.07234042553191489,0.05555555555555555,0.9296875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__deviation,0.01,1,9,42,470,0.023809523809523808,0.019148936170212766,0.1,0.98046875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__deviation,0.03,4,13,42,470,0.09523809523809523,0.027659574468085105,0.23529411764705882,0.966796875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__deviation,0.05,5,26,42,470,0.11904761904761904,0.05531914893617021,0.16129032258064516,0.939453125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__deviation,0.1,8,44,42,470,0.19047619047619047,0.09361702127659574,0.15384615384615385,0.8984375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__knn5,0.01,1,28,42,470,0.023809523809523808,0.059574468085106386,0.034482758620689655,0.943359375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__knn5,0.03,3,32,42,470,0.07142857142857142,0.06808510638297872,0.08571428571428572,0.931640625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__knn5,0.05,5,40,42,470,0.11904761904761904,0.0851063829787234,0.1111111111111111,0.912109375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_d9__knn5,0.1,8,47,42,470,0.19047619047619047,0.1,0.14545454545454545,0.892578125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__deviation,0.01,2,20,42,470,0.047619047619047616,0.0425531914893617,0.09090909090909091,0.95703125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__deviation,0.03,3,35,42,470,0.07142857142857142,0.07446808510638298,0.07894736842105263,0.92578125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__deviation,0.05,4,39,42,470,0.09523809523809523,0.08297872340425531,0.09302325581395349,0.916015625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__deviation,0.1,8,55,42,470,0.19047619047619047,0.11702127659574468,0.12698412698412698,0.876953125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__knn5,0.01,1,31,42,470,0.023809523809523808,0.06595744680851064,0.03125,0.9375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__knn5,0.03,1,31,42,470,0.023809523809523808,0.06595744680851064,0.03125,0.9375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__knn5,0.05,2,31,42,470,0.047619047619047616,0.06595744680851064,0.06060606060606061,0.935546875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_flowmean__knn5,0.1,2,33,42,470,0.047619047619047616,0.07021276595744681,0.05714285714285714,0.931640625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__deviation,0.01,1,20,42,470,0.023809523809523808,0.0425531914893617,0.047619047619047616,0.958984375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__deviation,0.03,2,30,42,470,0.047619047619047616,0.06382978723404255,0.0625,0.9375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__deviation,0.05,3,33,42,470,0.07142857142857142,0.07021276595744681,0.08333333333333333,0.9296875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__deviation,0.1,3,43,42,470,0.07142857142857142,0.09148936170212765,0.06521739130434782,0.91015625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__knn5,0.01,1,31,42,470,0.023809523809523808,0.06595744680851064,0.03125,0.9375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__knn5,0.03,1,31,42,470,0.023809523809523808,0.06595744680851064,0.03125,0.9375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__knn5,0.05,1,31,42,470,0.023809523809523808,0.06595744680851064,0.03125,0.9375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d0__knn5,0.1,1,31,42,470,0.023809523809523808,0.06595744680851064,0.03125,0.9375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__deviation,0.01,1,11,42,470,0.023809523809523808,0.023404255319148935,0.08333333333333333,0.9765625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__deviation,0.03,2,16,42,470,0.047619047619047616,0.03404255319148936,0.1111111111111111,0.96484375
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__deviation,0.05,4,26,42,470,0.09523809523809523,0.05531914893617021,0.13333333333333333,0.94140625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__deviation,0.1,5,42,42,470,0.11904761904761904,0.08936170212765958,0.10638297872340426,0.908203125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__knn5,0.01,1,15,42,470,0.023809523809523808,0.031914893617021274,0.0625,0.96875
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__knn5,0.03,2,20,42,470,0.047619047619047616,0.0425531914893617,0.09090909090909091,0.95703125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__knn5,0.05,2,25,42,470,0.047619047619047616,0.05319148936170213,0.07407407407407407,0.947265625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_d9__knn5,0.1,3,44,42,470,0.07142857142857142,0.09361702127659574,0.06382978723404255,0.908203125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__deviation,0.01,2,22,42,470,0.047619047619047616,0.04680851063829787,0.08333333333333333,0.953125
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__deviation,0.03,3,32,42,470,0.07142857142857142,0.06808510638297872,0.08571428571428572,0.931640625
q0,flow_noise_seed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,hidden_flowmean__deviation,0.05,3,36,42,470,0.07142857142857142,0.07659574468085106,0.07692307692307693,0.923828125
