setting,method,baseline,within_init_macro_auc_difference,lo,hi
init_state_id,routed_d9__knn5,hidden_d9__knn5,-0.025353538094418336,-0.09805221618421979,0.04888779170449883
init_state_id,routed_d9__knn5,shared_d9__knn5,-0.00873561779946492,-0.10536923092446568,0.08305038514031285
init_state_id,routed_d9__knn5,action__knn5,-0.02663875493668886,-0.1362239558499785,0.08989569276451498
init_state_id,routed_d9__knn5,route_d9__knn5,0.026962484908912194,-0.06286010424166326,0.11660374169432786
flow_noise_seed,routed_d9__knn5,hidden_d9__knn5,-0.008169760222733451,-0.07362552106078141,0.060313450796617235
flow_noise_seed,routed_d9__knn5,shared_d9__knn5,-0.0038548791710650253,-0.08577193182985256,0.07367126201652685
flow_noise_seed,routed_d9__knn5,action__knn5,0.06527764200213644,-0.02521403461075881,0.16425576116771576
flow_noise_seed,routed_d9__knn5,route_d9__knn5,-0.014654991044045829,-0.10247300540446534,0.06720485898278511
