lead,method,pairs,pooled_auc,within_pair_accuracy,lo,hi
-4,authority_low,23,0.8449905482041589,0.9565217391304348,0.8636363636363636,1.0
-4,disagreement_low,23,0.9168241965973535,0.9130434782608695,0.782608695652174,1.0
-4,cancellation_low,23,0.9092627599243857,0.8695652173913043,0.7142857142857143,1.0
-4,cosine_high,23,0.9224952741020794,0.9130434782608695,0.782608695652174,1.0
-4,route_entropy_low,23,0.7126654064272211,0.7391304347826086,0.5454545454545454,0.9130434782608695
-4,route_margin_low,23,0.33270321361058597,0.17391304347826086,0.041666666666666664,0.3333333333333333
-4,route_token_collapse,23,0.4669187145557656,0.5652173913043478,0.36363636363636365,0.7727272727272727
-4,action_translation_low,23,0.945179584120983,0.9565217391304348,0.8636363636363636,1.0
-4,action_rotation_low,23,0.8620037807183365,0.8695652173913043,0.7272727272727273,1.0
-4,eef_motion_low,23,0.9621928166351607,0.9565217391304348,0.8636363636363636,1.0
-4,clock,23,0.5,0.5,0.5,0.5
-4,function4__deviation,23,0.23062381852551986,0.17391304347826086,0.041666666666666664,0.34782608695652173
-4,function4__knn5,23,0.24196597353497165,0.17391304347826086,0.041666666666666664,0.3333333333333333
-4,proprio__deviation,23,0.08317580340264649,0.17391304347826086,0.041666666666666664,0.3333333333333333
-4,proprio__knn5,23,0.12476370510396978,0.13043478260869565,0.0,0.2727272727272727
-4,action__deviation,23,0.07183364839319473,0.0,0.0,0.0
-4,action__knn5,23,0.11153119092627597,0.08695652173913043,0.0,0.21739130434782608
-4,routing__deviation,23,0.4725897920604915,0.391304347826087,0.20833333333333334,0.5911363636363604
-4,routing__knn5,23,0.553875236294896,0.5652173913043478,0.36363636363636365,0.7727272727272727
-2,authority_low,23,0.8109640831758034,0.7391304347826086,0.5454545454545454,0.9130434782608695
-2,disagreement_low,23,0.9017013232514178,0.9130434782608695,0.782608695652174,1.0
-2,cancellation_low,23,0.8827977315689981,0.782608695652174,0.6086956521739131,0.95
-2,cosine_high,23,0.9508506616257089,0.9565217391304348,0.8636363636363636,1.0
-2,route_entropy_low,23,0.44612476370510395,0.391304347826087,0.20833333333333334,0.6086956521739131
-2,route_margin_low,23,0.5406427221172023,0.6086956521739131,0.4090909090909091,0.8095238095238095
-2,route_token_collapse,23,0.5444234404536863,0.5652173913043478,0.36363636363636365,0.7727272727272727
-2,action_translation_low,23,0.941398865784499,0.9565217391304348,0.8636363636363636,1.0
-2,action_rotation_low,23,0.9111531190926275,0.9130434782608695,0.782608695652174,1.0
-2,eef_motion_low,23,0.9735349716446126,1.0,1.0,1.0
-2,clock,23,0.5,0.5,0.5,0.5
-2,function4__deviation,23,0.20415879017013233,0.2608695652173913,0.08695652173913043,0.45454545454545453
-2,function4__knn5,23,0.17580340264650282,0.17391304347826086,0.041666666666666664,0.3333333333333333
-2,proprio__deviation,23,0.05482041587901702,0.08695652173913043,0.0,0.21739130434782608
-2,proprio__knn5,23,0.11720226843100189,0.13043478260869565,0.0,0.2857142857142857
-2,action__deviation,23,0.037807183364839306,0.0,0.0,0.0
-2,action__knn5,23,0.039697542533081276,0.0,0.0,0.0
-2,routing__deviation,23,0.23629489603024575,0.17391304347826086,0.041666666666666664,0.34782608695652173
-2,routing__knn5,23,0.2948960302457467,0.34782608695652173,0.16666666666666666,0.5454545454545454
