dataset,grouping,task,fold,method,budget,reference_size,calibration_size,calibration_alarms,threshold
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,shared_flowmean__knn5,0.1,256,128,12,0.7789348537693984
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d0__deviation,0.01,256,128,1,0.92889048170657
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d0__deviation,0.03,256,128,3,0.9216082841800108
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d0__deviation,0.05,256,128,6,0.9094107942134299
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d0__deviation,0.1,256,128,12,0.8874906490884904
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d0__knn5,0.01,256,128,1,0.41877515732533477
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d0__knn5,0.03,256,128,3,0.4139090797371779
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d0__knn5,0.05,256,128,6,0.4113227217579006
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d0__knn5,0.1,256,128,12,0.40500111548117823
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__deviation,0.01,256,128,1,1.226469675627134
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__deviation,0.03,256,128,3,1.2144686971409433
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__deviation,0.05,256,128,6,1.2108467700640293
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__deviation,0.1,256,128,12,1.195932976696864
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__knn5,0.01,256,128,1,1.1884368623058967
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__knn5,0.03,256,128,3,1.1703859810445072
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__knn5,0.05,256,128,6,1.163925416075386
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_d9__knn5,0.1,256,128,12,1.1450275290764553
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__deviation,0.01,256,128,1,0.9457099509945358
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__deviation,0.03,256,128,3,0.927976931157802
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__deviation,0.05,256,128,6,0.9184080239798096
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__deviation,0.1,256,128,12,0.903826565645525
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__knn5,0.01,256,128,1,0.6477920354013974
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__knn5,0.03,256,128,3,0.6450470050805109
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__knn5,0.05,256,128,6,0.6420342316999461
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_flowmean__knn5,0.1,256,128,12,0.6396840379252479
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__deviation,0.01,256,128,1,2.1176819345713227
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__deviation,0.03,256,128,3,1.7849131489919614
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__deviation,0.05,256,128,6,1.6613808113918973
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__deviation,0.1,256,128,12,1.5318315437675634
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__knn5,0.01,256,128,1,1.0186633265523042
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__knn5,0.03,256,128,3,0.8092200320221817
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__knn5,0.05,256,128,6,0.7130024312153298
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d0__knn5,0.1,256,128,12,0.6151651773899866
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__deviation,0.01,256,128,1,2.1421696138189947
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__deviation,0.03,256,128,3,2.0585818739980577
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__deviation,0.05,256,128,6,1.937363077286628
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__deviation,0.1,256,128,12,1.6955239333163856
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__knn5,0.01,256,128,1,0.7428536871582632
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__knn5,0.03,256,128,3,0.7073908182131456
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__knn5,0.05,256,128,6,0.6884331900739744
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_d9__knn5,0.1,256,128,12,0.5535447582953522
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__deviation,0.01,256,128,1,1.9873980366317237
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__deviation,0.03,256,128,3,1.651518717793385
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__deviation,0.05,256,128,6,1.558174628137854
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__deviation,0.1,256,128,12,1.4476307384748526
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__knn5,0.01,256,128,1,0.8876262045845671
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__knn5,0.03,256,128,3,0.6901123431871887
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__knn5,0.05,256,128,6,0.6272767904221102
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,function4_flowmean__knn5,0.1,256,128,12,0.5167441544034699
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__deviation,0.01,256,128,1,0.9944431431957735
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__deviation,0.03,256,128,3,0.9589076640114182
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__deviation,0.05,256,128,6,0.9460353193366295
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__deviation,0.1,256,128,12,0.9153376750921198
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__knn5,0.01,256,128,1,0.8448417508189265
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__knn5,0.03,256,128,3,0.8433187456480293
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__knn5,0.05,256,128,6,0.8421327542418362
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d0__knn5,0.1,256,128,12,0.8370068402356313
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__deviation,0.01,256,128,1,1.0343127279035838
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__deviation,0.03,256,128,3,1.024655433871406
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__deviation,0.05,256,128,6,1.0107060238207894
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__deviation,0.1,256,128,12,0.9982367815935085
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__knn5,0.01,256,128,1,1.279002861773596
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__knn5,0.03,256,128,3,1.2769350885608137
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__knn5,0.05,256,128,6,1.2761685839669388
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_d9__knn5,0.1,256,128,12,1.2741360669906066
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__deviation,0.01,256,128,1,0.987095279268907
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__deviation,0.03,256,128,3,0.9671683999294085
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__deviation,0.05,256,128,6,0.9593886409778237
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__deviation,0.1,256,128,12,0.9503129509918951
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__knn5,0.01,256,128,1,1.0531675155001095
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__knn5,0.03,256,128,3,1.0530870697200103
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__knn5,0.05,256,128,6,1.051432610435731
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_flowmean__knn5,0.1,256,128,12,1.0481216230198478
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__deviation,0.01,256,128,0,1.5460425529000874
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__deviation,0.03,256,128,0,1.5460425529000874
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__deviation,0.05,256,128,0,1.5460425529000874
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__deviation,0.1,256,128,0,1.5460425529000874
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__knn5,0.01,256,128,0,1.2880065179422124
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__knn5,0.03,256,128,0,1.2880065179422124
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__knn5,0.05,256,128,0,1.2880065179422124
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,proprio__knn5,0.1,256,128,0,1.2880065179422124
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__deviation,0.01,256,128,1,2.259873347409268
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__deviation,0.03,256,128,3,2.248470628474144
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__deviation,0.05,256,128,6,2.2027165156669284
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__deviation,0.1,256,128,12,2.165148356515244
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__knn5,0.01,256,128,1,1.4428642281639745
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__knn5,0.03,256,128,3,1.4394138987312384
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__knn5,0.05,256,128,6,1.4098938701332622
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,action__knn5,0.1,256,128,12,1.371534093216908
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d0,0.01,256,128,1,-0.19726130366325378
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d0,0.03,256,128,3,-0.19850099086761475
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d0,0.05,256,128,6,-0.19936920702457428
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d0,0.1,256,128,12,-0.20052501559257507
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d0,0.01,256,128,1,-0.6861882209777832
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d0,0.03,256,128,3,-0.6869445443153381
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d0,0.05,256,128,6,-0.6882674098014832
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d0,0.1,256,128,12,-0.6890732049942017
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d0,0.01,256,128,1,-0.43094366788864136
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d0,0.03,256,128,3,-0.4313563406467438
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d0,0.05,256,128,6,-0.43164053559303284
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d0,0.1,256,128,12,-0.4350803792476654
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d0,0.01,256,128,1,0.3176771104335785
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d0,0.03,256,128,3,0.31551140546798706
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d0,0.05,256,128,6,0.3138594925403595
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d0,0.1,256,128,12,0.30951592326164246
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d9,0.01,256,128,1,-0.2687784433364868
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d9,0.03,256,128,3,-0.26878875494003296
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d9,0.05,256,128,6,-0.2704043984413147
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__d9,0.1,256,128,12,-0.2710590660572052
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d9,0.01,256,128,1,-0.7294548153877258
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d9,0.03,256,128,3,-0.7294958829879761
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d9,0.05,256,128,6,-0.7296623587608337
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__d9,0.1,256,128,12,-0.7301235795021057
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d9,0.01,256,128,1,-0.4725643992424011
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d9,0.03,256,128,3,-0.47339707612991333
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d9,0.05,256,128,6,-0.47359997034072876
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__d9,0.1,256,128,12,-0.47422584891319275
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d9,0.01,256,128,1,0.13793256878852844
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d9,0.03,256,128,3,0.13377374410629272
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d9,0.05,256,128,6,0.13171212375164032
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__d9,0.1,256,128,12,0.13034780323505402
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__flowmean,0.01,256,128,1,-0.22103436291217804
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__flowmean,0.03,256,128,3,-0.22171655297279358
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__flowmean,0.05,256,128,6,-0.22194671630859375
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,authority_low__flowmean,0.1,256,128,12,-0.22297391295433044
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__flowmean,0.01,256,128,1,-0.7013916969299316
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__flowmean,0.03,256,128,3,-0.7022994756698608
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__flowmean,0.05,256,128,6,-0.7025107145309448
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,disagreement_low__flowmean,0.1,256,128,12,-0.7031792402267456
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__flowmean,0.01,256,128,1,-0.44328927993774414
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__flowmean,0.03,256,128,3,-0.4450724124908447
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__flowmean,0.05,256,128,6,-0.44571056962013245
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cancellation_low__flowmean,0.1,256,128,12,-0.4473806321620941
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__flowmean,0.01,256,128,1,0.27022212743759155
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__flowmean,0.03,256,128,3,0.26771092414855957
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__flowmean,0.05,256,128,6,0.26482218503952026
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,cosine_high__flowmean,0.1,256,128,12,0.26251429319381714
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d0,0.01,256,128,1,-3.4624843187612355
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d0,0.03,256,128,3,-3.4625528272860064
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d0,0.05,256,128,6,-3.462630363376617
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d0,0.1,256,128,12,-3.4627590546676386
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d9,0.01,256,128,1,-3.4596138385935
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d9,0.03,256,128,3,-3.4596681981946786
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d9,0.05,256,128,6,-3.459720839711218
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__d9,0.1,256,128,12,-3.4598004000085503
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__flowmean,0.01,256,128,1,-3.461808045799809
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__flowmean,0.03,256,128,3,-3.461825127464924
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__flowmean,0.05,256,128,6,-3.4619045083471365
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_entropy_low__flowmean,0.1,256,128,12,-3.4619813474481815
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_margin_low__d0,0.01,256,128,1,-0.000596614521169898
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_margin_low__d0,0.03,256,128,3,-0.0006149318551500959
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_margin_low__d0,0.05,256,128,6,-0.0006630002073717207
q0,init_state_id,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,route_margin_low__d0,0.1,256,128,12,-0.0007423422545482225
