action_lag1,action_nonlocal_repeat,action_periodic_prominence,action_prominent_period,action_return_excess,action_return_period,episode_index,episode_length,failure,hard_lag1,hard_nonlocal_repeat,hard_periodic_prominence,hard_prominent_period,hard_return_excess,hard_return_period,joint_loop_candidate,max_period,route_cycle_candidate,route_state_cycle_candidate,scene,sim_lag1,sim_nonlocal_repeat,sim_periodic_prominence,sim_prominent_period,sim_return_excess,sim_return_period,soft_lag1,soft_nonlocal_repeat,soft_periodic_prominence,soft_prominent_period,soft_return_excess,soft_return_period,suite,task,window,window_length
-0.8025413751602173,-1.1232713460922241,-0.027396559715270996,2,-0.32072997093200684,2,0,13,False,0.2816373966942149,0.2174715909090909,-0.010720844811753893,2,-0.06416580578512399,2,0.0,3,0.0,0.0,0,-0.48529794812202454,-0.7766757607460022,-0.03812520205974579,2,-0.29137781262397766,2,-0.8869553208351135,-1.2431104183197021,-0.07496464252471924,3,-0.3561550974845886,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7579589486122131,-1.1069304943084717,-0.0347311794757843,2,-0.34897154569625854,2,0,13,False,0.28760330578512394,0.2224715909090909,-0.010755567033976121,2,-0.06513171487603303,2,0.0,3,0.0,0.0,0,-0.4259094297885895,-0.733495831489563,-0.04528741538524628,2,-0.3075864017009735,2,-0.8503789901733398,-1.2296853065490723,-0.060611724853515625,3,-0.3793063163757324,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8446266651153564,-1.164339303970337,-0.02634131908416748,2,-0.31971263885498047,2,1,13,False,0.253202479338843,0.19267045454545453,-0.012924952651515137,3,-0.060532024793388456,2,0.0,3,0.0,0.0,0,-0.5127336978912354,-0.7861018776893616,-0.03140920400619507,2,-0.2733681797981262,2,-0.9495681524276733,-1.2850698232650757,-0.07046836614608765,3,-0.33550167083740234,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7805530428886414,-1.1197526454925537,-0.025390297174453735,2,-0.33919960260391235,2,1,13,False,0.26113119834710746,0.1942897727272727,-0.01334990530303029,3,-0.06684142561983475,2,0.0,3,0.0,0.0,0,-0.46817490458488464,-0.7696789503097534,-0.040695980191230774,2,-0.3015040457248688,2,-0.9115549325942993,-1.2868133783340454,-0.059612154960632324,3,-0.3752584457397461,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8219200372695923,-1.1622594594955444,-0.051232874393463135,3,-0.34033942222595215,2,2,13,False,0.26335227272727274,0.19644886363636363,-0.009876104797979762,3,-0.06690340909090911,2,0.0,3,0.0,0.0,0,-0.6117839217185974,-0.8496087789535522,-0.020022928714752197,3,-0.23782485723495483,2,-0.9435861706733704,-1.2914073467254639,-0.062380194664001465,3,-0.3478211760520935,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8061500787734985,-1.1498217582702637,-0.04184073209762573,3,-0.34367167949676514,2,2,13,False,0.2681818181818182,0.20170454545454544,-0.00977746212121211,3,-0.06647727272727275,2,0.0,3,0.0,0.0,0,-0.5590836405754089,-0.8294143676757812,-0.027270764112472534,2,-0.2703307271003723,2,-0.9165077209472656,-1.2715811729431152,-0.05598270893096924,3,-0.3550734519958496,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8405678272247314,-1.1879628896713257,-0.047493159770965576,2,-0.34739506244659424,2,3,13,False,0.2568956611570248,0.19178977272727274,-0.009915956439393941,3,-0.06510588842975204,2,0.0,3,0.0,0.0,0,-0.5392284989356995,-0.8004776835441589,-0.02814468741416931,2,-0.2612491846084595,2,-0.9615766406059265,-1.3008897304534912,-0.06525880098342896,3,-0.3393130898475647,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.83721524477005,-1.1575627326965332,-0.02461889386177063,2,-0.32034748792648315,2,3,13,False,0.2597365702479339,0.1950568181818182,-0.008783538510101024,3,-0.0646797520661157,2,0.0,3,0.0,0.0,0,-0.4958975911140442,-0.7866488695144653,-0.03256687521934509,2,-0.29075127840042114,2,-0.9272227883338928,-1.3031824827194214,-0.06104820966720581,3,-0.37595969438552856,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.839621365070343,-1.1571881771087646,-0.0394572913646698,2,-0.31756681203842163,2,4,13,False,0.25240185950413224,0.20130681818181817,-0.0049483112373737426,3,-0.05109504132231407,2,0.0,3,0.0,0.0,0,-0.5077015161514282,-0.7812062501907349,-0.031678617000579834,2,-0.27350473403930664,2,-0.9389048218727112,-1.279434084892273,-0.06845581531524658,3,-0.34052926301956177,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7796258330345154,-1.146164894104004,-0.03592240810394287,3,-0.3665390610694885,2,4,13,False,0.259400826446281,0.20457386363636362,-0.008605981691919201,3,-0.05482696280991736,2,0.0,3,0.0,0.0,0,-0.46081602573394775,-0.7535893321037292,-0.0369189977645874,2,-0.2927733063697815,2,-0.8964070677757263,-1.2722342014312744,-0.060060083866119385,3,-0.3758271336555481,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.841866672039032,-1.1996400356292725,-0.04990622401237488,2,-0.3577733635902405,2,5,13,False,0.2571280991735537,0.19664772727272728,-0.008543244949494933,3,-0.060480371900826446,2,0.0,3,0.0,0.0,0,-0.509009599685669,-0.7899041175842285,-0.03379368782043457,2,-0.28089451789855957,2,-0.9382528066635132,-1.288360357284546,-0.0716559886932373,3,-0.3501075506210327,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8084575533866882,-1.1602287292480469,-0.02988496422767639,2,-0.35177117586135864,2,5,13,False,0.26430785123966943,0.2016193181818182,-0.009799952651515176,3,-0.06268853305785124,2,0.0,3,0.0,0.0,0,-0.46197283267974854,-0.7695857882499695,-0.04288983345031738,2,-0.30761295557022095,2,-0.9034784436225891,-1.288598656654358,-0.06244391202926636,3,-0.3851202130317688,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.747096598148346,-1.1298540830612183,-0.07240772247314453,3,-0.3827574849128723,2,6,12,False,0.24641012396694215,0.1915056818181818,0.0038210227272727493,3,-0.054904442148760335,2,0.0,3,0.0,0.0,0,-0.5307873487472534,-0.7880858182907104,-0.02616649866104126,3,-0.25729846954345703,2,-0.9519029855728149,-1.307667851448059,-0.05291628837585449,3,-0.35576486587524414,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.747096598148346,-1.1298540830612183,-0.07240772247314453,3,-0.3827574849128723,2,6,12,False,0.24641012396694215,0.1915056818181818,0.0038210227272727493,3,-0.054904442148760335,2,0.0,3,0.0,0.0,0,-0.5307873487472534,-0.7880858182907104,-0.02616649866104126,3,-0.25729846954345703,2,-0.9519029855728149,-1.307667851448059,-0.05291628837585449,3,-0.35576486587524414,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8183559775352478,-1.1681617498397827,-0.053206831216812134,2,-0.3498057723045349,2,7,13,False,0.25728305785123967,0.1969034090909091,-0.010391414141414146,3,-0.060379648760330584,2,0.0,3,0.0,0.0,0,-0.4981461763381958,-0.7798734903335571,-0.03699302673339844,2,-0.28172731399536133,2,-0.9522508382797241,-1.310523271560669,-0.07148754596710205,3,-0.3582724332809448,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8235368728637695,-1.1452919244766235,-0.029949724674224854,2,-0.321755051612854,2,7,13,False,0.26309400826446283,0.1988068181818182,-0.0076953124999999956,3,-0.06428719008264464,2,0.0,3,0.0,0.0,0,-0.44638875126838684,-0.7655652165412903,-0.04942665994167328,2,-0.31917646527290344,2,-0.9183288216590881,-1.3089200258255005,-0.06664425134658813,3,-0.39059120416641235,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.7708764672279358,-1.13810396194458,-0.0583728551864624,3,-0.3672274947166443,2,8,13,False,0.2602530991735537,0.19411931818181818,-0.008837594696969708,3,-0.06613378099173553,2,0.0,3,0.0,0.0,0,-0.5596561431884766,-0.8124439120292664,-0.03016263246536255,2,-0.2527877688407898,2,-0.9483869075775146,-1.2946208715438843,-0.06394368410110474,3,-0.34623396396636963,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
