action_lag1,action_nonlocal_repeat,action_periodic_prominence,action_prominent_period,action_return_excess,action_return_period,episode_index,episode_length,failure,hard_lag1,hard_nonlocal_repeat,hard_periodic_prominence,hard_prominent_period,hard_return_excess,hard_return_period,joint_loop_candidate,max_period,route_cycle_candidate,route_state_cycle_candidate,scene,sim_lag1,sim_nonlocal_repeat,sim_periodic_prominence,sim_prominent_period,sim_return_excess,sim_return_period,soft_lag1,soft_nonlocal_repeat,soft_periodic_prominence,soft_prominent_period,soft_return_excess,soft_return_period,suite,task,window,window_length
-0.7389404773712158,-1.0820186138153076,-0.043439269065856934,2,-0.3430781364440918,2,8,13,False,0.26629648760330576,0.1990625,-0.011113873106060601,3,-0.06723398760330576,2,0.0,3,0.0,0.0,0,-0.5101833343505859,-0.7956846952438354,-0.03342854976654053,2,-0.2855013608932495,2,-0.9183042049407959,-1.2776604890823364,-0.05664891004562378,3,-0.3593562841415405,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8233585357666016,-1.1277806758880615,-0.028978347778320312,2,-0.30442214012145996,2,9,13,False,0.25604338842975205,0.20196022727272728,-0.00858987603305783,2,-0.05408316115702477,2,0.0,3,0.0,0.0,0,-0.5260350704193115,-0.7916666269302368,-0.02623164653778076,2,-0.2656315565109253,2,-0.9508866667747498,-1.2904249429702759,-0.06692540645599365,3,-0.3395382761955261,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.802584707736969,-1.138408899307251,-0.04290187358856201,3,-0.335824191570282,2,9,13,False,0.26299070247933887,0.20551136363636363,-0.009838154269972477,2,-0.057479338842975236,2,0.0,3,0.0,0.0,0,-0.4812663793563843,-0.7771071195602417,-0.03420841693878174,2,-0.2958407402038574,2,-0.9169495105743408,-1.2967727184295654,-0.06226426362991333,3,-0.3798232078552246,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.7714599370956421,-1.144057035446167,-0.05942052602767944,3,-0.3725970983505249,2,10,13,False,0.2543646694214876,0.20096590909090908,-0.011836726641414136,3,-0.053398760330578526,2,0.0,3,0.0,0.0,0,-0.5412586331367493,-0.7899059057235718,-0.02552056312561035,2,-0.2486472725868225,2,-0.9508892297744751,-1.2843071222305298,-0.06831097602844238,3,-0.3334178924560547,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7403106093406677,-1.0881046056747437,-0.050672054290771484,3,-0.3477939963340759,2,10,13,False,0.2605888429752066,0.20551136363636363,-0.0119393150252525,3,-0.055077479338842994,2,0.0,3,0.0,0.0,0,-0.4898878335952759,-0.7727357149124146,-0.03176793456077576,2,-0.28284788131713867,2,-0.9166443347930908,-1.2740724086761475,-0.05399608612060547,3,-0.35742807388305664,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8188731670379639,-1.1905914545059204,-0.05046302080154419,3,-0.37171828746795654,2,11,12,False,0.2633780991735537,0.18732954545454544,-0.012331912878787876,3,-0.07604855371900826,2,0.0,3,0.0,0.0,0,-0.619848370552063,-0.9442479014396667,-0.03137800097465515,3,-0.32439953088760376,2,-0.9464865326881409,-1.3763995170593262,-0.06596052646636963,3,-0.4299129843711853,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8188731670379639,-1.1905914545059204,-0.05046302080154419,3,-0.37171828746795654,2,11,12,False,0.2633780991735537,0.18732954545454544,-0.012331912878787876,3,-0.07604855371900826,2,0.0,3,0.0,0.0,0,-0.619848370552063,-0.9442479014396667,-0.03137800097465515,3,-0.32439953088760376,2,-0.9464865326881409,-1.3763995170593262,-0.06596052646636963,3,-0.4299129843711853,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8264979720115662,-1.1361291408538818,-0.024069160223007202,2,-0.3096311688423157,2,12,13,False,0.2528925619834711,0.19866477272727273,-0.007121212121212139,3,-0.05422778925619837,2,0.0,3,0.0,0.0,0,-0.5087392330169678,-0.7876294255256653,-0.03360682725906372,2,-0.2788901925086975,2,-0.9470693469047546,-1.3075779676437378,-0.07154965400695801,3,-0.36050862073898315,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8059408664703369,-1.091647982597351,0.0031174421310424805,2,-0.28570711612701416,2,12,13,False,0.2576962809917355,0.20068181818181818,-0.00845722853535355,3,-0.05701446280991734,2,0.0,3,0.0,0.0,0,-0.4582621455192566,-0.7755767107009888,-0.04690361022949219,2,-0.3173145651817322,2,-0.9151163697242737,-1.306882381439209,-0.0656290054321289,3,-0.3917660117149353,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.7894396185874939,-1.1218445301055908,-0.032184451818466187,2,-0.3324049115180969,2,13,13,False,0.25426136363636365,0.20105113636363636,-0.01179608585858588,2,-0.053210227272727284,2,0.0,3,0.0,0.0,0,-0.5042605400085449,-0.7764214277267456,-0.0327678918838501,2,-0.2721608877182007,2,-0.9513662457466125,-1.284542441368103,-0.06843262910842896,3,-0.3331761956214905,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.75968337059021,-1.1083338260650635,-0.0367894172668457,2,-0.3486504554748535,2,13,13,False,0.26301652892561983,0.20295454545454544,-0.013466303661616164,3,-0.06006198347107439,2,0.0,3,0.0,0.0,0,-0.45439213514328003,-0.7571743726730347,-0.04163274168968201,2,-0.30278223752975464,2,-0.9138230681419373,-1.2906501293182373,-0.05948638916015625,3,-0.37682706117630005,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.7821869254112244,-1.12948739528656,-0.04556456208229065,2,-0.3473004698753357,2,14,13,False,0.26327479338842974,0.2066193181818182,-0.008509240128558276,2,-0.056655475206611544,2,0.0,3,0.0,0.0,0,-0.510075032711029,-0.789040207862854,-0.03407511115074158,2,-0.27896517515182495,2,-0.9415650963783264,-1.2792110443115234,-0.06996786594390869,3,-0.337645947933197,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7318756580352783,-1.0914862155914307,-0.04950040578842163,2,-0.35961055755615234,2,14,13,False,0.271823347107438,0.20605113636363637,-0.013919880624426062,2,-0.06577221074380163,2,0.0,3,0.0,0.0,0,-0.46432197093963623,-0.7723215818405151,-0.04383400082588196,2,-0.3079996109008789,2,-0.9077132940292358,-1.281372308731079,-0.0605318546295166,3,-0.37365901470184326,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.847042977809906,-1.1151278018951416,0.005372911691665649,2,-0.2680848240852356,2,15,14,False,0.2900826446280992,0.2255397727272727,-0.006894728535353528,3,-0.06454287190082647,2,0.0,3,0.0,0.0,0,-0.4532146751880646,-0.7446943521499634,-0.03298668563365936,2,-0.2914796769618988,2,-0.839451253414154,-1.199318289756775,-0.06460589170455933,3,-0.35986703634262085,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7933539748191833,-1.0878105163574219,0.02275446057319641,2,-0.2944565415382385,2,15,14,False,0.300025826446281,0.2365625,-0.006154119318181828,3,-0.063463326446281,2,0.0,3,0.0,0.0,0,-0.42935383319854736,-0.7515131831169128,-0.044568270444869995,3,-0.3221593499183655,2,-0.829257607460022,-1.2105095386505127,-0.04581683874130249,3,-0.3812519311904907,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8238046765327454,-1.190375566482544,-0.05926722288131714,3,-0.3665708899497986,2,16,13,False,0.2599173553719008,0.2053125,-0.008847566574839288,2,-0.054604855371900796,2,0.0,3,0.0,0.0,0,-0.5054051280021667,-0.7764932513237,-0.029889285564422607,2,-0.2710881233215332,2,-0.9403736591339111,-1.2717318534851074,-0.06868278980255127,2,-0.3313581943511963,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7538262009620667,-1.1420668363571167,-0.054069846868515015,2,-0.38824063539505005,2,16,13,False,0.27161673553719007,0.20826704545454544,-0.012137281910009179,2,-0.06334969008264463,2,0.0,3,0.0,0.0,0,-0.4576261639595032,-0.7530070543289185,-0.03761523962020874,2,-0.2953808903694153,2,-0.9005939960479736,-1.2713618278503418,-0.060724616050720215,3,-0.37076783180236816,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8383494019508362,-1.199944257736206,-0.036356449127197266,3,-0.3615948557853699,2,17,13,False,0.2553202479338843,0.20630681818181817,-0.004733987603305789,2,-0.04901342975206613,2,0.0,3,0.0,0.0,0,-0.5037726759910583,-0.7683978080749512,-0.026733756065368652,2,-0.2646251320838928,2,-0.9295658469200134,-1.267137885093689,-0.06904780864715576,3,-0.33757203817367554,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7873598337173462,-1.1592609882354736,-0.04502493143081665,2,-0.37190115451812744,2,17,13,False,0.26066632231404957,0.20860795454545455,-0.0065263429752066004,2,-0.052058367768595015,2,0.0,3,0.0,0.0,0,-0.4565996825695038,-0.741069495677948,-0.031616970896720886,2,-0.2844698131084442,2,-0.8889789581298828,-1.2637214660644531,-0.057802796363830566,3,-0.3747425079345703,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8450347781181335,-1.1171475648880005,-0.008240848779678345,2,-0.27211278676986694,2,18,13,False,0.2537448347107438,0.19846590909090908,-0.0002292455808080851,3,-0.055278925619834746,2,0.0,3,0.0,0.0,0,-0.5069764256477356,-0.7908124923706055,-0.03414008021354675,2,-0.2838360667228699,2,-0.9379242062568665,-1.2824344635009766,-0.07460439205169678,3,-0.3445102572441101,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8259825110435486,-1.102556824684143,-0.004872828722000122,2,-0.2765743136405945,2,18,13,False,0.26358471074380163,0.2019034090909091,-0.00409446022727275,3,-0.06168130165289254,2,0.0,3,0.0,0.0,0,-0.45646122097969055,-0.7722920775413513,-0.04522611200809479,2,-0.31583085656166077,2,-0.9045131206512451,-1.283571481704712,-0.06402862071990967,3,-0.3790583610534668,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8257715702056885,-1.1268202066421509,-0.007637679576873779,2,-0.3010486364364624,2,19,13,False,0.25767045454545456,0.20045454545454544,-0.010931976010101013,3,-0.05721590909090912,2,0.0,3,0.0,0.0,0,-0.5310240387916565,-0.8015717267990112,-0.03274086117744446,2,-0.27054768800735474,2,-0.9597625136375427,-1.3186832666397095,-0.0707363486289978,3,-0.35892075300216675,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8131046891212463,-1.1067800521850586,-0.003572016954421997,2,-0.29367536306381226,2,19,13,False,0.25860020661157024,0.20616477272727274,-0.008646694214876016,2,-0.0524354338842975,2,0.0,3,0.0,0.0,0,-0.4813048541545868,-0.801365852355957,-0.04494428634643555,3,-0.32006099820137024,2,-0.9279698729515076,-1.318812608718872,-0.06465035676956177,3,-0.3908427357673645,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.7789049744606018,-1.1428741216659546,-0.049941837787628174,3,-0.3639691472053528,2,20,13,False,0.25495867768595043,0.20127840909090908,-0.004342250631313133,3,-0.05368026859504135,2,0.0,3,0.0,0.0,0,-0.5253781676292419,-0.7829668521881104,-0.026818424463272095,2,-0.2575886845588684,2,-0.9544668793678284,-1.2795228958129883,-0.0669015645980835,3,-0.3250560164451599,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7505813241004944,-1.0786057710647583,-0.04229488968849182,2,-0.3280244469642639,2,20,13,False,0.2619834710743802,0.20252840909090908,-0.0008834438131313238,3,-0.059455061983471114,2,0.0,3,0.0,0.0,0,-0.4732806980609894,-0.7656420469284058,-0.035677626729011536,2,-0.2923613488674164,2,-0.9205353260040283,-1.2695420980453491,-0.0525362491607666,3,-0.3490067720413208,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8747648000717163,-1.1653692722320557,-0.014489591121673584,2,-0.29060447216033936,2,21,13,False,0.25495867768595043,0.1927556818181818,-0.007686237373737359,3,-0.06220299586776862,2,0.0,3,0.0,0.0,0,-0.5107328295707703,-0.7830485701560974,-0.032773882150650024,2,-0.27231574058532715,2,-0.947047233581543,-1.2915254831314087,-0.07019466161727905,3,-0.3444782495498657,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8303598165512085,-1.1424858570098877,-0.02882438898086548,2,-0.3121260404586792,2,21,13,False,0.25834194214876033,0.19545454545454546,-0.009619633838383851,3,-0.06288739669421486,2,0.0,3,0.0,0.0,0,-0.4669770300388336,-0.76665198802948,-0.041198596358299255,2,-0.29967495799064636,2,-0.9078847765922546,-1.296459674835205,-0.061205267906188965,3,-0.38857489824295044,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8356374502182007,-1.2086560726165771,-0.05552011728286743,2,-0.37301862239837646,2,22,13,False,0.2618285123966942,0.19889204545454545,-0.011196338383838406,3,-0.06293646694214874,2,0.0,3,0.0,0.0,0,-0.5164768099784851,-0.7785531878471375,-0.02750822901725769,2,-0.26207637786865234,2,-0.9445443749427795,-1.278753399848938,-0.06854397058486938,3,-0.33420902490615845,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8068913817405701,-1.1594784259796143,-0.04761806130409241,2,-0.3525870442390442,2,22,13,False,0.2662448347107438,0.20170454545454544,-0.01289259785353536,3,-0.06454028925619834,2,0.0,3,0.0,0.0,0,-0.47264060378074646,-0.7593441009521484,-0.03365795314311981,2,-0.286703497171402,2,-0.9037012457847595,-1.279634714126587,-0.05900776386260986,3,-0.3759334683418274,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8520514965057373,-1.188719391822815,-0.04009997844696045,2,-0.33666789531707764,2,23,13,False,0.2605630165289256,0.20335227272727271,-0.002828282828282791,3,-0.05721074380165289,2,0.0,3,0.0,0.0,0,-0.5146673321723938,-0.8023594617843628,-0.03458794951438904,2,-0.287692129611969,2,-0.9387994408607483,-1.2847926616668701,-0.07250440120697021,3,-0.3459932208061218,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8112772107124329,-1.1342737674713135,-0.01870444416999817,2,-0.3229965567588806,2,23,13,False,0.2684659090909091,0.2062215909090909,-0.005290798611111119,3,-0.06224431818181822,2,0.0,3,0.0,0.0,0,-0.467485636472702,-0.7880512475967407,-0.04720570147037506,2,-0.3205656111240387,2,-0.9054620862007141,-1.2911295890808105,-0.062240779399871826,3,-0.38566750288009644,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8101932406425476,-1.1562968492507935,-0.04514625668525696,2,-0.34610360860824585,2,24,13,False,0.2490960743801653,0.19622159090909091,-0.006083096590909082,3,-0.052874483471074374,2,0.0,3,0.0,0.0,0,-0.5472820401191711,-0.8056004643440247,-0.030102461576461792,2,-0.2583184242248535,2,-0.9392471313476562,-1.2821182012557983,-0.0672566294670105,3,-0.3428710699081421,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.8183140158653259,-1.117112159729004,-0.011556833982467651,2,-0.298798143863678,2,24,13,False,0.24894111570247934,0.19863636363636364,-0.009498106060606054,3,-0.050304752066115704,2,0.0,3,0.0,0.0,0,-0.4973032772541046,-0.7903167009353638,-0.03460000455379486,2,-0.29301342368125916,2,-0.9140493869781494,-1.2729432582855225,-0.0593639612197876,3,-0.35889387130737305,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8018001317977905,-1.165995717048645,-0.05549013614654541,2,-0.3641955852508545,2,25,13,False,0.2483987603305785,0.20022727272727273,-0.009199380165289234,2,-0.04817148760330578,2,0.0,3,0.0,0.0,0,-0.5947218537330627,-0.841147780418396,-0.026539266109466553,3,-0.24642592668533325,2,-0.9410248398780823,-1.2912859916687012,-0.06620901823043823,3,-0.3502611517906189,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.797068178653717,-1.1176531314849854,-0.024531930685043335,2,-0.3205849528312683,2,25,13,False,0.253125,0.20306818181818181,-0.008895202020201998,2,-0.050056818181818175,2,0.0,3,0.0,0.0,0,-0.5449967384338379,-0.8275314569473267,-0.03195822238922119,2,-0.28253471851348877,2,-0.9164970517158508,-1.2816753387451172,-0.06132364273071289,3,-0.36517828702926636,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8121421933174133,-1.1328712701797485,-0.03242650628089905,2,-0.3207290768623352,2,26,13,False,0.2597107438016529,0.1949715909090909,-0.01059343434343435,3,-0.06473915289256196,2,0.0,3,0.0,0.0,0,-0.5433247089385986,-0.7940922975540161,-0.025717943906784058,2,-0.2507675886154175,2,-0.9557417035102844,-1.2959809303283691,-0.06819188594818115,3,-0.3402392268180847,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.813210666179657,-1.1108200550079346,-0.01969131827354431,2,-0.2976093888282776,2,26,13,False,0.2641528925619835,0.20014204545454545,-0.010252919823232315,3,-0.06401084710743804,2,0.0,3,0.0,0.0,0,-0.4948454201221466,-0.7764421701431274,-0.029974237084388733,2,-0.28159675002098083,2,-0.9233428835868835,-1.2889559268951416,-0.05643939971923828,3,-0.36561304330825806,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8347797393798828,-1.1694471836090088,-0.042999267578125,3,-0.334667444229126,2,27,13,False,0.26162190082644626,0.2009375,-0.013112086776859488,2,-0.06068440082644627,2,0.0,3,0.0,0.0,0,-0.5112963318824768,-0.7841319441795349,-0.0315420925617218,2,-0.2728356122970581,2,-0.9509636163711548,-1.290207862854004,-0.07337987422943115,3,-0.3392442464828491,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7767349481582642,-1.1398813724517822,-0.0482945442199707,3,-0.36314642429351807,2,27,13,False,0.26634814049586775,0.20508522727272727,-0.013000459136822767,2,-0.06126291322314048,2,0.0,3,0.0,0.0,0,-0.46742627024650574,-0.7686914205551147,-0.04149909317493439,2,-0.301265150308609,2,-0.9125345349311829,-1.2943305969238281,-0.0640411376953125,3,-0.38179606199264526,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.8209110498428345,-1.1678640842437744,-0.04856693744659424,2,-0.34695303440093994,2,28,13,False,0.2576962809917355,0.20545454545454545,-0.008395280934343441,3,-0.05224173553719008,2,0.0,3,0.0,0.0,0,-0.5065668821334839,-0.7909833192825317,-0.03310805559158325,2,-0.28441643714904785,2,-0.9382087588310242,-1.2959070205688477,-0.07324349880218506,3,-0.3576982617378235,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
-0.7590135335922241,-1.1064265966415405,-0.04480266571044922,3,-0.3474130630493164,2,28,13,False,0.26237086776859503,0.20988636363636365,-0.00987230257116617,2,-0.05248450413223138,2,0.0,3,0.0,0.0,0,-0.4553952217102051,-0.7747604250907898,-0.04650086164474487,2,-0.3193652033805847,2,-0.90362149477005,-1.2955896854400635,-0.06370329856872559,3,-0.3919681906700134,2,libero_goal,open_the_middle_drawer_of_the_cabinet,suffix,12
-0.7965355515480042,-1.1554234027862549,-0.04356500506401062,2,-0.35888785123825073,2,29,13,False,0.253150826446281,0.19363636363636363,-0.013368450126262643,3,-0.05951446280991737,2,0.0,3,0.0,0.0,0,-0.5573559999465942,-0.8132902979850769,-0.026699542999267578,2,-0.25593429803848267,2,-0.9581352472305298,-1.29720139503479,-0.06389522552490234,3,-0.33906614780426025,2,libero_goal,open_the_middle_drawer_of_the_cabinet,prefix,12
