row,task,episode,length,original_failure,failure,late_success_plus10_queries,cohort,suite,first_legacy_back_mean_q95_k2_query,first_lock_layer_median_q75_k4_query,first_instability_L5_q80_k8_query,first_dual_regime_or_query,outcome,late_success_first_extra_query,query,anchor,graph_front_response,graph_back_response,graph_query_responsiveness,graph_response_ratio,graph_front_acceleration,graph_back_acceleration,graph_front_absorption,graph_back_structure,graph_flow_handoff,graph_handoff_delay,graph_homeostasis
5120,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,320,52,True,True,False,development_main,libero_long,-1,37,-1,37,persistent,,51,terminal,0.513285,0.50603867,0.50966185,0.54227054,0.5326087,0.5833333,0.70893717,0.3442029,0.34661838,0.48188403,0.46658614
5123,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,323,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.96014494,0.8297102,0.89492756,0.12439612,0.87318844,0.7741546,0.11956525,0.8055556,0.49396133,0.32246375,0.47302738
5124,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,324,52,True,True,False,development_main,libero_long,-1,36,-1,36,persistent,,51,terminal,0.397343,0.36352658,0.38043478,0.5084541,0.34903383,0.4625604,0.112318814,0.42874396,0.27173913,0.13888888,0.27093396
5126,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,326,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.5205314,0.6702898,0.59541065,0.60507244,0.25,0.6968599,0.19685984,0.5253623,0.24275362,0.49154592,0.32165858
5127,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,327,52,True,True,False,development_main,libero_long,-1,38,-1,38,persistent,,51,terminal,0.7451691,0.7475846,0.7463768,0.5422706,0.7041063,0.6702898,0.07608694,0.93840575,0.6968599,0.39251208,0.57045084
5128,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,328,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.602657,0.7789855,0.69082135,0.6413043,0.6123188,0.71376806,0.807971,0.47946858,0.4722222,0.6074879,0.58655393
5129,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,329,52,True,True,False,development_main,libero_long,-1,34,-1,34,persistent,,51,terminal,0.602657,0.3538647,0.47826087,0.36352658,0.5422705,0.37077296,0.2741546,0.66304344,0.67753625,0.4335749,0.5382448
5130,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,330,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.67753625,0.6292271,0.65338165,0.46980676,0.62439615,0.66787434,0.5398551,0.64855075,0.397343,0.62681156,0.528583
5131,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,331,52,True,True,False,development_main,libero_long,-1,44,-1,44,persistent,,51,terminal,0.9456522,0.8876812,0.9166667,0.107487924,0.9625604,0.8611111,0.75966185,0.7524155,0.8297102,0.812802,0.78059584
5132,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,332,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.28381643,0.47705314,0.38043478,0.6437198,0.2958937,0.59299517,0.71618354,0.6171498,0.42391303,0.6896135,0.58574873
5133,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,333,52,True,True,False,development_main,libero_long,-1,44,-1,44,persistent,,51,terminal,0.31763288,0.52294683,0.42028987,0.81763285,0.39009663,0.6123188,0.25,0.44082126,0.6461353,0.41908213,0.44565216
5134,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,334,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.47463766,0.59057975,0.5326087,0.59541065,0.4021739,0.455314,0.34661835,0.5543478,0.36594203,0.51328504,0.42230272
5135,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,335,52,True,True,False,development_main,libero_long,-1,36,-1,36,persistent,,51,terminal,0.6123188,0.25,0.4311594,0.2669082,0.6316425,0.3200483,0.48188406,0.21859902,0.30072463,0.25,0.3337359
5142,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,342,52,True,False,True,development_main,libero_long,-1,-1,-1,-1,late,8.0,51,terminal,0.96014494,0.9577295,0.9589372,0.14613526,0.95289856,0.9577295,0.5857488,0.6388889,0.67270535,0.70652175,0.6324477
5143,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,343,52,True,True,False,development_main,libero_long,-1,36,-1,36,persistent,,51,terminal,0.55917877,0.27657005,0.41787437,0.39009663,0.52294683,0.339372,0.62922704,0.35144928,0.51811594,0.52294683,0.4995974
5155,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,355,52,True,True,False,development_main,libero_long,-1,36,-1,36,persistent,,51,terminal,0.2669082,0.25483093,0.26086956,0.54951686,0.49154592,0.09299517,0.49879223,0.82004833,0.84420294,0.718599,0.7210145
5176,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,376,52,True,True,False,development_main,libero_long,-1,33,-1,33,persistent,,51,terminal,0.53985506,0.67270535,0.60628015,0.59541065,0.5857488,0.665459,0.6654589,0.71135265,0.455314,0.7282608,0.61070853
5178,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,378,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.2862319,0.5374396,0.41183576,0.7451691,0.19444443,0.37077296,0.45048308,0.7475845,0.58816427,0.53985506,0.59541065
5179,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,379,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.24758454,0.44565216,0.34661832,0.82729465,0.40458938,0.5736715,0.3804348,0.35628018,0.4311594,0.37077293,0.38929144
5180,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,380,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.70893717,0.7669082,0.73792267,0.6678744,0.55917877,0.79106283,0.40700483,0.1557971,0.7137682,0.20169081,0.42552337
5184,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,384,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.56884056,0.6896135,0.62922704,0.62198067,0.5809179,0.6171498,0.807971,0.59782606,0.53502417,0.7451691,0.6469404
5185,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,385,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.26932368,0.6871981,0.4782609,0.8611111,0.37077293,0.7210145,0.77657,0.365942,0.37077293,0.660628,0.5044283
5186,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,386,52,True,True,False,development_main,libero_long,-1,35,-1,35,persistent,,51,terminal,0.18961354,0.29830918,0.24396135,0.6871981,0.27657005,0.27173913,0.39975846,0.25966182,0.2910628,0.25724638,0.31682768
5187,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,387,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.38768116,0.6702898,0.5289855,0.76690817,0.5495169,0.37077296,0.37801933,0.34178743,0.15579711,0.38285026,0.29186797
5188,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,388,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.43840578,0.6678744,0.5531401,0.8103865,0.31763282,0.6992753,0.8731884,0.5036232,0.4842995,0.76690817,0.6203703
5190,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,390,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.5833333,0.44565216,0.51449275,0.4263285,0.5012077,0.56884056,0.50603867,0.5664251,0.47946858,0.5809179,0.5173108
5191,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,391,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.36352658,0.48188403,0.42270532,0.6292271,0.36835745,0.6364735,0.8562802,0.53502417,0.5785024,0.7524155,0.65660226
5192,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,392,52,True,True,False,development_main,libero_long,38,32,-1,32,persistent,,51,terminal,0.4987923,0.28623188,0.39251208,0.46739128,0.54227054,0.29830918,0.55193233,0.28864732,0.1316425,0.36352658,0.32407406
5193,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,393,52,True,True,False,development_main,libero_long,-1,33,-1,33,persistent,,51,terminal,0.31763282,0.10507246,0.21135266,0.4142512,0.40700483,0.1388889,0.35386473,0.2620773,0.0736715,0.25966182,0.22987117
5195,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,395,52,True,True,False,development_main,libero_long,-1,33,-1,33,persistent,,51,terminal,0.3562802,0.42874396,0.39251208,0.7210145,0.47946858,0.28623188,0.6074879,0.4915459,0.82246375,0.52294683,0.6404992
5196,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,396,52,True,True,False,development_main,libero_long,-1,32,-1,32,persistent,,51,terminal,0.50603867,0.3562802,0.4311594,0.48913047,0.50120777,0.4263285,0.27657002,0.43840578,0.66787434,0.37560382,0.46095005
5197,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,397,52,True,True,False,development_main,libero_long,-1,32,-1,32,persistent,,51,terminal,0.31038645,0.035024155,0.17270531,0.2717391,0.28623188,0.022946859,0.37077302,0.31280193,0.5084541,0.41183576,0.397343
5198,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,398,52,True,True,False,development_main,libero_long,-1,33,-1,33,persistent,,51,terminal,0.36594203,0.10507246,0.23550726,0.27415457,0.32729468,0.097826086,0.25724632,0.13405798,0.10748792,0.22342993,0.16626407
5199,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,399,52,True,True,False,development_main,libero_long,-1,48,-1,48,persistent,,51,terminal,0.85144925,0.692029,0.77173907,0.365942,0.6364734,0.68236715,0.6847826,0.58816427,0.49154592,0.70169085,0.58816427
5415,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,215,52,True,True,False,development_main,libero_long,21,22,-1,22,persistent,,51,terminal,0.36111107,0.36111107,0.36111107,0.63888884,0.24999999,0.4722222,0.8055555,0.5833333,0.75,0.75,0.7129629
5464,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,264,52,True,True,False,development_main,libero_long,8,32,-1,32,persistent,,51,terminal,0.63888884,0.6944444,0.6666666,0.47222224,0.5833333,0.6944444,0.25,0.1388889,0.25,0.19444443,0.21296297
5468,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,268,52,True,True,False,development_main,libero_long,8,19,-1,19,persistent,,51,terminal,0.25,0.4722222,0.36111107,0.86111116,0.4722222,0.4722222,0.8611111,0.36111107,0.5833333,0.6944444,0.6018519
5469,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,269,52,True,True,False,development_main,libero_long,8,33,-1,33,persistent,,51,terminal,0.9166667,0.9166667,0.9166667,0.41666666,0.86111116,0.86111116,0.30555558,0.9166667,0.6388889,0.8055556,0.6203704
5471,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,271,52,True,True,False,development_main,libero_long,8,8,-1,8,persistent,,51,terminal,0.6944444,0.4722222,0.5833333,0.19444443,0.6388889,0.41666666,0.25,0.6388889,0.41666666,0.19444446,0.4351852
5473,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,273,52,True,True,False,development_main,libero_long,22,39,-1,39,persistent,,51,terminal,0.1388889,0.083333336,0.111111104,0.41666666,0.19444446,0.083333336,0.5277778,0.36111107,0.36111107,0.36111107,0.41666663
5649,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,49,52,True,True,False,development_main,libero_long,34,35,-1,35,persistent,,51,terminal,0.5980392,0.9117646,0.75490195,0.75490195,0.5980392,0.9117646,0.5196079,0.24509804,0.30392158,0.51960784,0.3562092
5655,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,55,52,True,True,False,development_main,libero_long,31,44,-1,44,persistent,,51,terminal,0.46078432,0.30392158,0.38235295,0.2647059,0.4411765,0.34313726,0.63725495,0.32352942,0.5,0.53921574,0.48692814
5713,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,113,52,True,True,False,development_main,libero_long,29,31,-1,31,persistent,,51,terminal,0.7352941,0.5980392,0.6666666,0.30392158,0.7352941,0.6372549,0.28431374,0.5588235,0.28431374,0.22549021,0.37581697
5715,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,115,52,True,True,False,development_main,libero_long,28,30,-1,30,persistent,,51,terminal,0.0882353,0.30392158,0.19607843,0.93137246,0.0882353,0.0882353,0.48039216,0.5392156,0.71568626,0.6372549,0.57843137
5721,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,121,52,True,True,False,development_main,libero_long,30,31,-1,31,persistent,,51,terminal,0.34313726,0.2843137,0.3137255,0.30392158,0.32352942,0.32352942,0.16666669,0.22549021,0.10784314,0.0882353,0.16666669
5779,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,179,52,True,True,False,development_main,libero_long,33,34,-1,34,persistent,,51,terminal,0.38235295,0.4803922,0.43137255,0.51960784,0.5392157,0.32352942,0.9313725,0.42156863,0.6764706,0.6960785,0.6764706
5867,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,267,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.5,0.40196076,0.4509804,0.36274508,0.5980392,0.57843137,0.61764705,0.57843137,0.7156863,0.6764706,0.6372549
5872,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,272,52,True,True,False,development_main,libero_long,31,33,-1,33,persistent,,51,terminal,0.7745097,0.71568626,0.74509794,0.32352942,0.75490195,0.5980392,0.38235295,0.93137246,0.4215686,0.5,0.57843137
5873,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,273,52,True,True,False,development_main,libero_long,29,31,-1,31,persistent,,51,terminal,0.7156863,0.8529411,0.78431374,0.5588235,0.7549019,0.7352941,0.34313726,0.8529411,0.5980392,0.6764706,0.59803915
5920,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,320,52,True,True,False,development_main,libero_long,30,32,-1,32,persistent,,51,terminal,0.5,0.46078432,0.4803922,0.40196076,0.48039213,0.42156863,0.44117647,0.7941176,0.5588235,0.5,0.5980392
5921,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,321,52,True,True,False,development_main,libero_long,30,32,-1,32,persistent,,51,terminal,0.20588237,0.0882353,0.14705884,0.617647,0.12745099,0.2647059,0.44117647,0.5,0.40196082,0.6372549,0.44771242
5922,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,322,52,True,True,False,development_main,libero_long,30,32,-1,32,persistent,,51,terminal,0.71568626,0.75490195,0.7352941,0.40196076,0.8137255,0.7745097,0.5196079,0.0882353,0.4803922,0.16666669,0.36274514
5923,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,323,52,True,True,False,development_main,libero_long,30,32,-1,32,persistent,,51,terminal,0.42156863,0.2647059,0.34313726,0.5392157,0.46078432,0.38235295,0.38235295,0.42156863,0.5392157,0.28431374,0.44771242
5924,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,324,52,True,True,False,development_main,libero_long,30,32,-1,32,persistent,,51,terminal,0.71568626,0.6960785,0.7058823,0.42156863,0.75490195,0.8333333,0.44117647,0.5980392,0.38235295,0.4607843,0.4738562
5925,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,325,52,True,True,False,development_main,libero_long,30,32,-1,32,persistent,,51,terminal,0.6372549,0.95098037,0.7941176,0.6764706,0.65686274,0.9117647,0.5392157,0.8137255,0.71568626,0.8137255,0.6895425
5926,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,326,52,True,True,False,development_main,libero_long,29,31,-1,31,persistent,,51,terminal,0.16666667,0.18627453,0.1764706,0.7352941,0.068627454,0.16666667,0.65686274,0.38235295,0.5,0.61764705,0.5130719
5954,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,354,52,True,True,False,development_main,libero_long,29,31,-1,31,persistent,,51,terminal,0.53921574,0.24509805,0.39215687,0.38235295,0.30392158,0.20588236,0.71568626,0.22549021,0.5980392,0.46078432,0.5130719
6032,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,52,True,True,False,development_main,libero_long,-1,33,-1,33,persistent,,51,terminal,0.7480621,0.6782946,0.71317834,0.28294572,0.755814,0.7325581,0.6550387,0.32945737,0.6007752,0.48449612,0.5284238
6033,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,52,True,True,False,development_main,libero_long,-1,34,-1,34,persistent,,51,terminal,0.72480625,0.37596896,0.5503876,0.08914729,0.43023255,0.47674417,0.23643416,0.53100777,0.24418606,0.22868218,0.33720934
6034,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,52,True,True,False,development_main,libero_long,-1,41,-1,41,persistent,,51,terminal,0.56201553,0.7790697,0.6705427,0.61627907,0.39147285,0.54651165,0.30620164,0.80232555,0.61627907,0.2984496,0.57493544
6057,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,57,52,True,True,False,development_main,libero_long,-1,31,-1,31,persistent,,51,terminal,0.7480621,0.72480613,0.73643416,0.30620155,0.87984496,0.7170542,0.112403095,0.9186046,0.7945736,0.7325581,0.6085271
6061,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,61,52,True,False,True,development_main,libero_long,36,36,-1,36,late,3.0,51,terminal,0.7558139,0.72480625,0.74031,0.26744187,0.80232555,0.7015504,0.31395346,0.70930237,0.39922485,0.28294572,0.47416022
6072,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,72,52,True,True,False,development_main,libero_long,-1,31,-1,31,persistent,,51,terminal,0.63178295,0.8333333,0.7325581,0.63178295,0.67054266,0.8488372,0.19767445,0.85658914,0.5465116,0.45348835,0.53359175
6083,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,83,52,True,True,False,development_main,libero_long,-1,43,-1,43,persistent,,51,terminal,0.2984496,0.27519378,0.28682172,0.5930233,0.18217055,0.14341086,0.6317829,0.4224806,0.5,0.48449612,0.5180878
6106,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,106,52,True,True,False,development_main,libero_long,-1,31,-1,31,persistent,,51,terminal,0.8100775,0.74031013,0.77519375,0.22868216,0.8488372,0.77906984,0.46899223,0.251938,0.3139535,0.28294572,0.34496126
6109,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,109,52,True,True,False,development_main,libero_long,-1,43,-1,43,persistent,,51,terminal,0.56201553,0.5697675,0.5658915,0.40697673,0.624031,0.5232558,0.6705426,0.112403095,0.34496126,0.2906977,0.37596896
6116,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,116,52,True,True,False,development_main,libero_long,-1,33,-1,33,persistent,,51,terminal,0.69379836,0.3992248,0.5465116,0.26744187,0.5155039,0.30620158,0.08139533,0.7790697,0.19767441,0.1356589,0.35271314
6117,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,117,52,True,True,False,development_main,libero_long,-1,32,-1,32,persistent,,51,terminal,0.5697675,0.3372093,0.45348835,0.30620155,0.4457364,0.80232555,0.8100775,0.5232558,0.55426353,0.81782943,0.62919897
6133,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,52,True,True,False,development_main,libero_long,-1,47,-1,47,persistent,,51,terminal,0.3139535,0.32170543,0.31782946,0.5155039,0.50775194,0.53100777,0.8255814,0.28294572,0.624031,0.5542636,0.57751936
6140,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,140,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.57751936,0.8255814,0.7015504,0.6007752,0.6782946,0.9031007,0.33720928,0.64728683,0.29069766,0.36046514,0.4250646
6167,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,167,52,True,True,False,development_main,libero_long,-1,39,-1,39,persistent,,51,terminal,0.36821708,0.18217055,0.2751938,0.43023252,0.2906977,0.20542635,0.5155039,0.5232558,0.4302326,0.7558139,0.4896641
6168,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,168,52,True,False,True,development_main,libero_long,-1,-1,-1,-1,late,2.0,51,terminal,0.78682166,0.93410856,0.86046505,0.5542636,0.7713178,0.9573643,0.89534885,0.3527132,0.74031,0.68604654,0.6627907
6169,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,169,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.98062015,0.87984496,0.9302325,0.16666667,0.96511626,0.8100775,0.8255814,0.36821708,0.68604654,0.68604654,0.626615
6170,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,170,52,True,True,False,development_main,libero_long,41,40,31,31,persistent,,51,terminal,0.20542635,0.10465116,0.15503876,0.64728683,0.15891473,0.15116279,0.7403101,0.13565892,0.4457364,0.3372093,0.44056845
6171,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,171,52,True,True,False,development_main,libero_long,-1,33,-1,33,persistent,,51,terminal,0.12790696,0.52325577,0.3255814,0.9573643,0.1899225,0.41472864,0.32945734,0.25968993,0.74806195,0.3139535,0.4457364
6172,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,172,52,True,True,False,development_main,libero_long,-1,-1,34,34,persistent,,51,terminal,0.5155039,0.7558139,0.6356589,0.6550388,0.5930233,0.84108526,0.3217054,0.45348838,0.624031,0.36046514,0.46640825
6173,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,173,52,True,True,False,development_main,libero_long,43,27,-1,27,persistent,,51,terminal,0.26744187,0.21317828,0.24031007,0.55426353,0.18217055,0.1124031,0.80232555,0.10465116,0.7713178,0.53875965,0.5594315
6174,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,174,52,True,True,False,development_main,libero_long,-1,-1,-1,-1,persistent,,51,terminal,0.29069766,0.3372093,0.3139535,0.6627907,0.22868218,0.22093023,0.44573647,0.70930237,0.55426353,0.85658914,0.5697675
6175,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,175,52,True,True,False,development_main,libero_long,51,-1,31,31,persistent,,51,terminal,0.26744187,0.2364341,0.25193802,0.624031,0.21317829,0.15891473,0.6317829,0.44573644,0.4379845,0.6627907,0.5051679
6185,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,185,52,True,True,False,development_main,libero_long,41,33,-1,33,persistent,,51,terminal,0.3372093,0.68604654,0.5116279,0.9186047,0.2751938,0.54651165,0.375969,0.61627907,0.7325581,0.6085271,0.5749354
6186,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,186,52,True,True,False,development_main,libero_long,32,32,-1,32,persistent,,51,terminal,0.7325581,0.6937985,0.71317834,0.26744184,0.7170542,0.63178295,0.6705426,0.34496126,0.6550388,0.5,0.5568476
6208,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,208,52,True,True,False,development_main,libero_long,-1,30,-1,30,persistent,,51,terminal,0.41472867,0.5,0.45736432,0.56201553,0.40697673,0.39147285,0.7093023,0.50775194,0.251938,0.7325581,0.48966408
6212,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,212,52,True,True,False,development_main,libero_long,40,33,-1,33,persistent,,51,terminal,0.36046514,0.38372096,0.37209305,0.63178295,0.4224806,0.39922485,0.34496123,0.94186044,0.7790697,0.9186046,0.6886304
6214,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,214,52,True,True,False,development_main,libero_long,-1,32,-1,32,persistent,,51,terminal,0.50775194,0.6937985,0.60077524,0.61627907,0.4224806,0.50775194,0.39147282,0.5697675,0.64728683,0.4612403,0.5361757
6217,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,217,52,True,True,False,development_main,libero_long,32,31,-1,31,persistent,,51,terminal,0.2364341,0.065891474,0.15116279,0.50775194,0.16666666,0.065891474,0.42248064,0.5155039,0.3837209,0.22093022,0.44056848
