context,feature,development_auc_raw,development_selected_sign,development_separation,development_coverage,external_auc_frozen_direction,external_ap_frozen_direction,external_coverage,external_late_prevalence
alarm,query|state_relation|back_lag4,0.27329545454545456,-1,0.22670454545454544,1.0,0.5682082606166375,0.07946887909785258,0.9975609756097561,0.06585365853658537
alarm,query|action_conditional|back_lag4,0.2806107954545455,-1,0.21938920454545452,1.0,0.5556040333527245,0.07752653571007685,0.9975609756097561,0.06585365853658537
alarm,query_channel|front_edge_to_back_action_conditional|target_lag4,0.2806107954545455,-1,0.21938920454545452,1.0,0.5556040333527245,0.07752653571007685,0.9975609756097561,0.06585365853658537
alarm,query_channel|front_state_to_back_action_conditional|target_lag4,0.2806107954545455,-1,0.21938920454545452,1.0,0.5556040333527245,0.07752653571007685,0.9975609756097561,0.06585365853658537
alarm,query_scalar|flow|action_relation|handoff_delay|acceleration,0.2987215909090909,-1,0.2012784090909091,1.0,0.6216307930967617,0.10720747527006805,0.9975609756097561,0.06585365853658537
alarm,query_scalar|flow|action_shape|terminal_alignment|turn_instability,0.7006392045454546,1,0.20063920454545459,1.0,0.6116928446771379,0.13306870104595614,0.9975609756097561,0.06585365853658537
alarm,query_channel|front_edge_to_back_action_conditional|target_source_lag4_log_ratio,0.3014914772727273,-1,0.1985085227272727,1.0,0.5249660655419818,0.07151877174707838,0.9975609756097561,0.06585365853658537
alarm,query_channel|front_edge_to_back_action_shape|source_lag4,0.3046875,-1,0.1953125,1.0,0.5845452782625559,0.08110026954397187,0.9975609756097561,0.06585365853658537
alarm,query_channel|front_edge_to_back_state_shape|source_lag4,0.3046875,-1,0.1953125,1.0,0.5845452782625559,0.08110026954397187,0.9975609756097561,0.06585365853658537
alarm,query_channel|front_edge_to_back_action_conditional|source_lag4,0.3046875,-1,0.1953125,1.0,0.5845452782625559,0.08110026954397187,0.9975609756097561,0.06585365853658537
alarm,query|action_relation|back_d1,0.30568181818181817,-1,0.19431818181818183,1.0,0.6221155710684506,0.09801224227483582,0.9975609756097561,0.06585365853658537
alarm,channel|front_edge_to_back_state_shape|target_source_late_log_ratio,0.30582386363636366,-1,0.19417613636363634,1.0,0.6451910025208455,0.12353583409751703,0.9975609756097561,0.06585365853658537
alarm,query|state_shape|back_d1,0.3065340909090909,-1,0.1934659090909091,1.0,0.6400523560209423,0.10208585168188276,0.9975609756097561,0.06585365853658537
alarm,query_channel|front_edge_to_back_state_shape|target_d1,0.3065340909090909,-1,0.1934659090909091,1.0,0.6400523560209423,0.10208585168188276,0.9975609756097561,0.06585365853658537
alarm,query_scalar|flow|action_shape|handoff_delay|acceleration,0.3065340909090909,-1,0.1934659090909091,1.0,0.6071844095404303,0.11635846882608394,0.9975609756097561,0.06585365853658537
alarm,channel|front_edge_to_back_state_shape|target_source_path_log_ratio,0.3149147727272727,-1,0.1850852272727273,1.0,0.6004459957339539,0.11672194290627805,0.9975609756097561,0.06585365853658537
alarm,query|action_partial|front_lag4,0.3211647727272728,-1,0.17883522727272722,1.0,0.5999612177622649,0.08282542087936404,0.9975609756097561,0.06585365853658537
alarm,query|action_shape|gap_acceleration,0.3217329545454545,-1,0.17826704545454553,1.0,0.6254605390731045,0.09994211617896731,0.9975609756097561,0.06585365853658537
alarm,query|action_relation|gap_acceleration,0.3223011363636364,-1,0.1776988636363636,1.0,0.6335563312003103,0.10308925365656549,0.9975609756097561,0.06585365853658537
alarm,flow|action_conditional|gap_settling_log_ratio,0.6762073863636364,1,0.17620738636363642,1.0,0.5779038200504168,0.09294796246971418,0.9975609756097561,0.06585365853658537
alarm,query|action_relation|back_acceleration,0.3262073863636364,-1,0.1737926136363636,1.0,0.623375993794842,0.1091386140616793,0.9975609756097561,0.06585365853658537
alarm,query|state_relation|back_acceleration,0.32663352272727275,-1,0.17336647727272725,1.0,0.5654450261780104,0.08158229405316814,0.9975609756097561,0.06585365853658537
alarm,query|action_relation|gap_lag4,0.32670454545454547,-1,0.17329545454545453,1.0,0.5827031219701377,0.08489855394750409,0.9975609756097561,0.06585365853658537
alarm,query_channel|front_state_to_back_action_conditional|recent_speed_correlation,0.3280539772727273,-1,0.17194602272727272,1.0,0.5659298041496994,0.07693145386095021,0.9975609756097561,0.06585365853658537
alarm,query|action_relation|front_lag4,0.32812500000000006,-1,0.17187499999999994,1.0,0.5571068450649602,0.07932922513667873,0.9975609756097561,0.06585365853658537
alarm,query|action_shape|gap_d1,0.32833806818181815,-1,0.17166193181818185,1.0,0.6400523560209423,0.10162348672113027,0.9975609756097561,0.06585365853658537
alarm,query|action_shape|back_d1,0.32840909090909093,-1,0.17159090909090907,1.0,0.6051968198565056,0.0871535891687951,0.9975609756097561,0.06585365853658537
