context,population,feature,development_auc_raw,development_ap_raw,external_auc_raw,external_ap_raw,external_prevalence
terminal_minus_alarm,risk_only_late_vs_persistent,graph_front_response_alarm,0.37968749999999996,0.041769321254474086,0.31476633701764584,0.046248708343257,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_back_response_alarm,0.3237215909090909,0.044404171321704176,0.38418654256350593,0.05155155556660823,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_query_responsiveness_alarm,0.3267045454545454,0.04213272443118925,0.3191293387628466,0.04660294440158912,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_response_ratio_alarm,0.40923295454545455,0.05182212953431897,0.5610335466356409,0.10740286521906486,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_front_acceleration_alarm,0.42272727272727273,0.04612591828193168,0.36702540236571646,0.05087890368662887,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_back_acceleration_alarm,0.3346590909090909,0.044818954955578236,0.3974209811906147,0.053276595695646654,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_front_absorption_alarm,0.4635653409090909,0.054595029643300916,0.46238122939693616,0.07084153597145448,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_back_structure_alarm,0.4083096590909091,0.04406491082257874,0.4050804731433004,0.06002055588760065,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_flow_handoff_alarm,0.39161931818181817,0.0439011035428852,0.33793872406437847,0.05534730880838741,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_handoff_delay_alarm,0.39509943181818186,0.04335697102036322,0.4521039363971301,0.0713079880158406,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_homeostasis_alarm,0.4053267045454545,0.04562794206760987,0.3742485941438821,0.051883251595766594,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_front_response_terminal,0.5198153409090909,0.06417198748609976,0.4752278456466938,0.09010712919578015,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_back_response_terminal,0.6140625000000001,0.08278507512645078,0.537958115183246,0.07535964491232253,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_query_responsiveness_terminal,0.5778409090909091,0.07709679766085555,0.5118770603063797,0.08303741880001801,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_response_ratio_terminal,0.5757102272727271,0.07585893203153099,0.5733953849137096,0.08470626826287209,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_front_acceleration_terminal,0.4477982954545454,0.06285806843638178,0.42994958309094433,0.06836409004367773,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_back_acceleration_terminal,0.6293323863636363,0.07982439403350985,0.5392670157068062,0.07026387631489081,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_front_absorption_terminal,0.6343749999999999,0.23946631089338422,0.5725712623618382,0.10512786608595241,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_back_structure_terminal,0.5156960227272727,0.05626264379418394,0.61731626914873,0.09395137805972303,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_flow_handoff_terminal,0.5670454545454545,0.10185282024236052,0.5526468877254217,0.08026706797141699,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_handoff_delay_terminal,0.5448863636363637,0.1471908322575384,0.6306476633701764,0.11573391117725136,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_homeostasis_terminal,0.5796875,0.1360196126175154,0.5916230366492147,0.12689472141000505,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_front_response,0.6404829545454546,0.08538609308346068,0.6279329067287183,0.1386357269591299,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_back_response,0.6876420454545454,0.18785705377892273,0.606457242582897,0.13729588517758398,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_query_responsiveness,0.6883522727272727,0.1275399974473473,0.6464999030444057,0.14340048096330987,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_response_ratio,0.6482244318181818,0.11213233103086438,0.5094046926507659,0.10615903794219088,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_front_acceleration,0.5269886363636364,0.07354902029811741,0.5671417490789219,0.09130215848237674,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_back_acceleration,0.7081676136363636,0.1859566047340041,0.6169769245685476,0.10775066454031239,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_front_absorption,0.5970880681818183,0.17624042183107927,0.5511440760131859,0.16104376863575376,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_back_structure,0.5683238636363637,0.09596049418389113,0.6558561178980027,0.13354373539372544,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_flow_handoff,0.6042613636363636,0.19019130024941858,0.6853790963738607,0.12940376730050115,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_handoff_delay,0.6041903409090909,0.18927505838383782,0.6358832654644174,0.1579600943030296,0.06585365853658537
terminal_minus_alarm,risk_only_late_vs_persistent,graph_homeostasis,0.6083806818181818,0.22979204372545975,0.6713205351948807,0.19482843763310223,0.06585365853658537
