worker,snapshots,physical_action_auc,joint_auc,auc_gain
0,6,0.7021161820544766,0.7120005493530873,0.009884367298610789
1,5,0.6971462433100427,0.7098409828981292,0.01269473958808658
2,5,0.6279954358167332,0.6587004183087414,0.03070498249200816
3,4,0.6522988505747127,0.8287356321839081,0.1764367816091954
