target,band,split,model,variant,rows,positives,mixed_strata,mixed_snapshots,macro_snapshot_auc,auc_ci95_low,auc_ci95_high,pair_weighted_auc,brier
trap,next_1_4,heldout_snapshot,physical+aggregate_current,shift_3,2004.0,168.0,42,17,0.8642444920851534,0.8180787976470961,0.9100191508863229,0.849912739965096,0.03300754770909595
trap,next_1_4,heldout_snapshot,moe_token_current,aligned,2004.0,168.0,42,17,0.7664053124624358,0.7181853089439107,0.8124395588183277,0.7731239092495636,0.07050164525909472
trap,next_1_4,heldout_snapshot,physical_action+token_current,aligned,2004.0,168.0,42,17,0.8959574991634786,0.8334508642772508,0.9485119509142383,0.9022687609075044,0.02461926154744736
trap,next_1_4,heldout_snapshot,physical+token_current,aligned,2004.0,168.0,42,17,0.8926357692493679,0.856016927664407,0.9288366235181045,0.893542757417103,0.030722916839141207
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_1,2004.0,168.0,42,17,0.9062297005633418,0.8595427104371677,0.9495964357773531,0.9031413612565445,0.024476490671404085
trap,next_1_4,heldout_snapshot,physical+token_current,shift_1,2004.0,168.0,42,17,0.8391383649135653,0.7892355236061158,0.8881854261443328,0.8315881326352531,0.034257604124491595
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_2,2004.0,168.0,42,17,0.9002284169964364,0.8513320663043253,0.9456800080878841,0.9048865619546248,0.02523169771289349
trap,next_1_4,heldout_snapshot,physical+token_current,shift_2,2004.0,168.0,42,17,0.8565355604956004,0.797357031103023,0.9087014314534523,0.8455497382198953,0.0350670541119867
trap,next_1_4,heldout_snapshot,physical_action+token_current,shift_3,2004.0,168.0,42,17,0.8972860792816708,0.8494537693894902,0.9403884917539971,0.9022687609075044,0.02501550058269596
trap,next_1_4,heldout_snapshot,physical+token_current,shift_3,2004.0,168.0,42,17,0.8613038266810124,0.8082773643774548,0.9120276847809498,0.8464223385689355,0.03360976389779995
trap,next_1_4,heldout_snapshot,moe_token_history,aligned,2004.0,168.0,42,17,0.8321737089169475,0.7731235166579454,0.8828077667615429,0.8202443280977313,0.06704831538719902
trap,next_1_4,heldout_snapshot,physical_action+token_history,aligned,2004.0,168.0,42,17,0.8844578637110815,0.8212300041195041,0.9389697655920557,0.8891797556719022,0.025006713949577764
trap,next_1_4,heldout_snapshot,physical+token_history,aligned,2004.0,168.0,42,17,0.902363754785292,0.8605014646402025,0.9416009684880488,0.9031413612565445,0.02755884151036466
trap,next_1_4,heldout_snapshot,physical_action+token_history,shift_1,2004.0,168.0,42,17,0.8796737411607642,0.8207754297419864,0.9334497744040875,0.8664921465968587,0.027106722354084723
trap,next_1_4,heldout_snapshot,physical+token_history,shift_1,2004.0,168.0,42,17,0.811453644229022,0.757893609971593,0.8639680525361983,0.8045375218150087,0.03793908644330892
trap,next_1_4,heldout_snapshot,physical_action+token_history,shift_2,2004.0,168.0,42,17,0.8677563961828311,0.7965292802010763,0.9306787851703276,0.8638743455497382,0.029377842021658572
trap,next_1_4,heldout_snapshot,physical+token_history,shift_2,2004.0,168.0,42,17,0.8034279364272235,0.7297583476040989,0.8695471199887043,0.7888307155322862,0.04035024632564937
trap,next_1_4,heldout_snapshot,physical_action+token_history,shift_3,2004.0,168.0,42,17,0.8758658547509436,0.8208264491007364,0.9272556817793635,0.8647469458987783,0.029509868480635387
trap,next_1_4,heldout_snapshot,physical+token_history,shift_3,2004.0,168.0,42,17,0.822516065137862,0.761144904284107,0.8833080450901885,0.8036649214659686,0.0379845965380265
trap,next_1_4,heldout_worker,rate_only,aligned,2004.0,168.0,42,17,0.5,0.5,0.5,0.5,0.08134539224788777
trap,next_1_4,heldout_worker,physical_action,aligned,2004.0,168.0,42,17,0.8941180623956582,0.8323113361418631,0.946167247525187,0.9013961605584643,0.02899583653164621
trap,next_1_4,heldout_worker,physical,aligned,2004.0,168.0,42,17,0.8842674412102199,0.8233495087594859,0.9376729456148647,0.8717277486910995,0.0340135225202547
trap,next_1_4,heldout_worker,moe_aggregate_current,aligned,2004.0,168.0,42,17,0.7375544573369516,0.6845210232899309,0.790159153349929,0.7452006980802792,0.07599292880980674
trap,next_1_4,heldout_worker,physical_action+aggregate_current,aligned,2004.0,168.0,42,17,0.8679847614537867,0.8152335723296212,0.9147948029415405,0.8743455497382199,0.0289574977294063
trap,next_1_4,heldout_worker,physical+aggregate_current,aligned,2004.0,168.0,42,17,0.8854604322532497,0.8358507793930899,0.9301813237060635,0.8883071553228621,0.036313448850711694
trap,next_1_4,heldout_worker,physical_action+aggregate_current,shift_1,2004.0,168.0,42,17,0.8125240644981544,0.7477704910058403,0.8717703913255133,0.8045375218150087,0.03293631539403019
trap,next_1_4,heldout_worker,physical+aggregate_current,shift_1,2004.0,168.0,42,17,0.8027256674314109,0.7388810724205145,0.8623883527800481,0.7931937172774869,0.04028955968124297
trap,next_1_4,heldout_worker,physical_action+aggregate_current,shift_2,2004.0,168.0,42,17,0.8493333832190054,0.7901013844303988,0.905742118092932,0.8472949389179756,0.03286669895559644
trap,next_1_4,heldout_worker,physical+aggregate_current,shift_2,2004.0,168.0,42,17,0.8436339893805913,0.7908599550151381,0.8933957494561261,0.8359511343804538,0.03950020915930029
trap,next_1_4,heldout_worker,physical_action+aggregate_current,shift_3,2004.0,168.0,42,17,0.8219992397547357,0.7552408270410894,0.884098261718277,0.8202443280977313,0.03304754679005604
trap,next_1_4,heldout_worker,physical+aggregate_current,shift_3,2004.0,168.0,42,17,0.8272216550419209,0.7655812058433084,0.8903641682996543,0.8106457242582897,0.03860572105842026
trap,next_1_4,heldout_worker,moe_token_current,aligned,2004.0,168.0,42,17,0.7412348284767897,0.6862651054322967,0.7941641065767827,0.7408376963350786,0.07563099766947234
trap,next_1_4,heldout_worker,physical_action+token_current,aligned,2004.0,168.0,42,17,0.8543833166940169,0.7990680715804515,0.9069735569947944,0.8603839441535777,0.030978170060830795
trap,next_1_4,heldout_worker,physical+token_current,aligned,2004.0,168.0,42,17,0.8672493756506039,0.8168146879252631,0.9150723805195987,0.8673647469458988,0.036409310650387355
trap,next_1_4,heldout_worker,physical_action+token_current,shift_1,2004.0,168.0,42,17,0.8615364887391399,0.7950514193724739,0.9215974877200062,0.8638743455497382,0.030049384613502376
trap,next_1_4,heldout_worker,physical+token_current,shift_1,2004.0,168.0,42,17,0.7978272402381779,0.7321130024937353,0.8585358698896663,0.7844677137870855,0.04008521466331199
trap,next_1_4,heldout_worker,physical_action+token_current,shift_2,2004.0,168.0,42,17,0.8721253564862386,0.8112807646160123,0.9252758985600464,0.8760907504363001,0.03131963202096089
trap,next_1_4,heldout_worker,physical+token_current,shift_2,2004.0,168.0,42,17,0.8255258185129081,0.7712077512302175,0.8776531399524568,0.8150087260034904,0.039368903975017494
trap,next_1_4,heldout_worker,physical_action+token_current,shift_3,2004.0,168.0,42,17,0.8701935782846624,0.8127897988644032,0.9229832374990385,0.87521815008726,0.0310100048092936
trap,next_1_4,heldout_worker,physical+token_current,shift_3,2004.0,168.0,42,17,0.8520271736414697,0.8020731727420237,0.9009570457020231,0.8368237347294939,0.03850077918753096
trap,next_1_4,heldout_worker,moe_token_history,aligned,2004.0,168.0,42,17,0.8116318291624317,0.7506694040738637,0.8663475188317201,0.8027923211169284,0.0759616916848201
trap,next_1_4,heldout_worker,physical_action+token_history,aligned,2004.0,168.0,42,17,0.8359485421876003,0.7769236012551776,0.8914080827517789,0.8446771378708552,0.03076186136195363
trap,next_1_4,heldout_worker,physical+token_history,aligned,2004.0,168.0,42,17,0.8775599385969962,0.8323920308221668,0.9205099858092409,0.8778359511343804,0.03517082447310863
trap,next_1_4,heldout_worker,physical_action+token_history,shift_1,2004.0,168.0,42,17,0.8499457447128199,0.7851811524092868,0.9076623401300074,0.8368237347294939,0.03403549077939132
trap,next_1_4,heldout_worker,physical+token_history,shift_1,2004.0,168.0,42,17,0.7951726414556873,0.73703779368261,0.8507843399960544,0.7844677137870855,0.043200078916925365
trap,next_1_4,heldout_worker,physical_action+token_history,shift_2,2004.0,168.0,42,17,0.8314633190517737,0.756439664084139,0.9019587964739112,0.8280977312390925,0.036889944913846444
trap,next_1_4,heldout_worker,physical+token_history,shift_2,2004.0,168.0,42,17,0.7957449465089437,0.7267872551778235,0.8605061668224938,0.7801047120418848,0.04373948570499238
trap,next_1_4,heldout_worker,physical_action+token_history,shift_3,2004.0,168.0,42,17,0.8255341615297507,0.7619192159733982,0.885291278562674,0.8202443280977313,0.036111090084820816
trap,next_1_4,heldout_worker,physical+token_history,shift_3,2004.0,168.0,42,17,0.8204719585727882,0.758515757896835,0.880832408505221,0.7993019197207679,0.041630966713187965
trap,next_5_8,heldout_snapshot,rate_only,aligned,1836.0,190.0,47,18,0.5,0.5,0.5,0.5,0.09288124789891837
trap,next_5_8,heldout_snapshot,physical_action,aligned,1836.0,190.0,47,18,0.8981487930434953,0.8551955853361252,0.9376660279999892,0.8919597989949749,0.033391670466432766
trap,next_5_8,heldout_snapshot,physical,aligned,1836.0,190.0,47,18,0.805331608072032,0.731346827063227,0.872164522978325,0.7922948073701842,0.05595836819867555
trap,next_5_8,heldout_snapshot,moe_aggregate_current,aligned,1836.0,190.0,47,18,0.5199068153559951,0.4410518200902376,0.5925418462511176,0.5561139028475712,0.08935959667822599
trap,next_5_8,heldout_snapshot,physical_action+aggregate_current,aligned,1836.0,190.0,47,18,0.8877361182884248,0.8334080317537627,0.9304166506279624,0.8860971524288107,0.03429177584949102
trap,next_5_8,heldout_snapshot,physical+aggregate_current,aligned,1836.0,190.0,47,18,0.7670723943693742,0.7092099022675212,0.821671923187656,0.7747068676716918,0.05507605138900157
trap,next_5_8,heldout_snapshot,physical_action+aggregate_current,shift_1,1836.0,190.0,47,18,0.882239180999367,0.841151874721931,0.9192820677563084,0.8785594639865997,0.035555353985623706
trap,next_5_8,heldout_snapshot,physical+aggregate_current,shift_1,1836.0,190.0,47,18,0.7727526273518792,0.7077738503668597,0.833637790513246,0.7604690117252931,0.057177159830655286
trap,next_5_8,heldout_snapshot,physical_action+aggregate_current,shift_2,1836.0,190.0,47,18,0.8965819691138611,0.8537489860800754,0.9365583158794516,0.8886097152428811,0.034384363708438316
trap,next_5_8,heldout_snapshot,physical+aggregate_current,shift_2,1836.0,190.0,47,18,0.8020322689975671,0.761186912100026,0.8416862249517324,0.8006700167504187,0.057134162637989636
trap,next_5_8,heldout_snapshot,physical_action+aggregate_current,shift_3,1836.0,190.0,47,18,0.9069087483944585,0.8710343034386665,0.9418558192203301,0.9003350083752094,0.03314923137481001
trap,next_5_8,heldout_snapshot,physical+aggregate_current,shift_3,1836.0,190.0,47,18,0.7963108119743342,0.7334951763402349,0.8579121687222399,0.7847571189279732,0.055269708838579054
trap,next_5_8,heldout_snapshot,moe_token_current,aligned,1836.0,190.0,47,18,0.7051060415559837,0.6090146907285632,0.7821266446597573,0.7169179229480737,0.0862866221867468
trap,next_5_8,heldout_snapshot,physical_action+token_current,aligned,1836.0,190.0,47,18,0.8783699734009136,0.8292330687111702,0.9222709461365769,0.8768844221105527,0.0338756855436548
trap,next_5_8,heldout_snapshot,physical+token_current,aligned,1836.0,190.0,47,18,0.8099740705890044,0.7361388805617295,0.8731059915347028,0.8123953098827471,0.05385763456209759
trap,next_5_8,heldout_snapshot,physical_action+token_current,shift_1,1836.0,190.0,47,18,0.8683494573360133,0.829103639810776,0.907617502067211,0.8668341708542714,0.03617104322083354
trap,next_5_8,heldout_snapshot,physical+token_current,shift_1,1836.0,190.0,47,18,0.7056714767082217,0.6513796450102448,0.7555546324853187,0.7068676716917923,0.062399482105337106
trap,next_5_8,heldout_snapshot,physical_action+token_current,shift_2,1836.0,190.0,47,18,0.8527132874900274,0.8017067779366588,0.8997042802169022,0.8609715242881072,0.0373849140545296
trap,next_5_8,heldout_snapshot,physical+token_current,shift_2,1836.0,190.0,47,18,0.7536764602823929,0.7072120274603063,0.8035088937600985,0.7370184254606366,0.06214764395318246
trap,next_5_8,heldout_snapshot,physical_action+token_current,shift_3,1836.0,190.0,47,18,0.8722365853175775,0.8285455375342883,0.9148282862212535,0.8626465661641541,0.03653362505534033
trap,next_5_8,heldout_snapshot,physical+token_current,shift_3,1836.0,190.0,47,18,0.7248912040244466,0.6550239026117992,0.7893391907186816,0.7177554438860971,0.06179307789704176
trap,next_5_8,heldout_snapshot,moe_token_history,aligned,1836.0,190.0,47,18,0.810093818680695,0.7441580025351908,0.8730100066634419,0.8015075376884422,0.07047693065839268
trap,next_5_8,heldout_snapshot,physical_action+token_history,aligned,1836.0,190.0,47,18,0.88581650835644,0.8446803715582273,0.9223083996134535,0.8802345058626466,0.03504593898779337
trap,next_5_8,heldout_snapshot,physical+token_history,aligned,1836.0,190.0,47,18,0.8521420290534161,0.7965019020801586,0.9035033695183662,0.8391959798994975,0.04681820854680681
trap,next_5_8,heldout_snapshot,physical_action+token_history,shift_1,1836.0,190.0,47,18,0.8682326901385099,0.8253969480137603,0.9074352339323637,0.8668341708542714,0.03794888280763648
trap,next_5_8,heldout_snapshot,physical+token_history,shift_1,1836.0,190.0,47,18,0.628664457569566,0.5707061551640065,0.6861507081374437,0.6432160804020101,0.06622076117699055
trap,next_5_8,heldout_snapshot,physical_action+token_history,shift_2,1836.0,190.0,47,18,0.8537984824542014,0.8019855160560576,0.9016643548820825,0.8576214405360134,0.037458582486791306
trap,next_5_8,heldout_snapshot,physical+token_history,shift_2,1836.0,190.0,47,18,0.6673439657375997,0.611362043250544,0.7243835930102555,0.6566164154103853,0.06647192398037914
trap,next_5_8,heldout_snapshot,physical_action+token_history,shift_3,1836.0,190.0,47,18,0.8571643593540674,0.8038716249538613,0.9026653420797381,0.8442211055276382,0.03808568274426781
trap,next_5_8,heldout_snapshot,physical+token_history,shift_3,1836.0,190.0,47,18,0.6649441065526043,0.5909577425800826,0.7383406133003363,0.6541038525963149,0.0645260606080614
trap,next_5_8,heldout_worker,rate_only,aligned,1836.0,190.0,47,18,0.5,0.5,0.5,0.5,0.10022240221114127
trap,next_5_8,heldout_worker,physical_action,aligned,1836.0,190.0,47,18,0.8411949077758003,0.795324782951181,0.8877247546802556,0.8366834170854272,0.05238531284631901
trap,next_5_8,heldout_worker,physical,aligned,1836.0,190.0,47,18,0.791542895379806,0.7257709404425808,0.8540013309735638,0.7864321608040201,0.06685389054863435
trap,next_5_8,heldout_worker,moe_aggregate_current,aligned,1836.0,190.0,47,18,0.5908830698203363,0.534929133447706,0.6459582648917046,0.5912897822445561,0.10045065748967433
trap,next_5_8,heldout_worker,physical_action+aggregate_current,aligned,1836.0,190.0,47,18,0.8311297628567422,0.7757261216174494,0.8783465066620517,0.830820770519263,0.05320786824444429
trap,next_5_8,heldout_worker,physical+aggregate_current,aligned,1836.0,190.0,47,18,0.7634432558646052,0.695626930789208,0.8266278193354571,0.7797319932998324,0.06610825428357524
trap,next_5_8,heldout_worker,physical_action+aggregate_current,shift_1,1836.0,190.0,47,18,0.8179159816548615,0.7705332667489879,0.8665202248547045,0.8140703517587939,0.05377881811433886
trap,next_5_8,heldout_worker,physical+aggregate_current,shift_1,1836.0,190.0,47,18,0.7358529999611654,0.6775879392602185,0.7889679161712523,0.7261306532663316,0.06917925193976342
trap,next_5_8,heldout_worker,physical_action+aggregate_current,shift_2,1836.0,190.0,47,18,0.8325955176886388,0.7938202105176664,0.8751605521715137,0.8249581239530989,0.05318073768120309
trap,next_5_8,heldout_worker,physical+aggregate_current,shift_2,1836.0,190.0,47,18,0.7562589866121755,0.6929895709995546,0.8185220351604819,0.7495812395309883,0.06992497350885614
trap,next_5_8,heldout_worker,physical_action+aggregate_current,shift_3,1836.0,190.0,47,18,0.8359296835410884,0.7898909938256846,0.8815586690436037,0.8324958123953099,0.05270171663552254
trap,next_5_8,heldout_worker,physical+aggregate_current,shift_3,1836.0,190.0,47,18,0.752040986701838,0.6816927213948156,0.8210868968204813,0.7395309882747069,0.06840397923809388
trap,next_5_8,heldout_worker,moe_token_current,aligned,1836.0,190.0,47,18,0.6859038968259428,0.6061124298974847,0.7632174180851716,0.6850921273031826,0.09583229990008532
trap,next_5_8,heldout_worker,physical_action+token_current,aligned,1836.0,190.0,47,18,0.8303693833260285,0.7821041305695394,0.8790387658653486,0.8291457286432161,0.05406931793781105
trap,next_5_8,heldout_worker,physical+token_current,aligned,1836.0,190.0,47,18,0.7830027441968046,0.7117609708897518,0.8509553746217534,0.7864321608040201,0.06862859293096928
trap,next_5_8,heldout_worker,physical_action+token_current,shift_1,1836.0,190.0,47,18,0.804529263440508,0.7623504575045994,0.8499801580667288,0.8015075376884422,0.0576666149073916
trap,next_5_8,heldout_worker,physical+token_current,shift_1,1836.0,190.0,47,18,0.6789282436794282,0.6134626110043228,0.7411358253697429,0.6800670016750419,0.07434480965564155
trap,next_5_8,heldout_worker,physical_action+token_current,shift_2,1836.0,190.0,47,18,0.8083988217438585,0.7549620373267567,0.861371988880022,0.8056951423785594,0.05597213186225272
trap,next_5_8,heldout_worker,physical+token_current,shift_2,1836.0,190.0,47,18,0.7132803477415844,0.6418153470798961,0.7874288668567141,0.6976549413735343,0.07379544106684494
trap,next_5_8,heldout_worker,physical_action+token_current,shift_3,1836.0,190.0,47,18,0.8200337400998797,0.7649621028084156,0.8743482328594261,0.8040201005025126,0.05504917541462712
trap,next_5_8,heldout_worker,physical+token_current,shift_3,1836.0,190.0,47,18,0.6959838497166271,0.627621332838442,0.7650323400241936,0.6901172529313233,0.07340901758084807
trap,next_5_8,heldout_worker,moe_token_history,aligned,1836.0,190.0,47,18,0.813580786508485,0.7507210963463973,0.8727711574373791,0.7981574539363484,0.07822129904354537
trap,next_5_8,heldout_worker,physical_action+token_history,aligned,1836.0,190.0,47,18,0.8129419958538078,0.7670082675647564,0.8584976062490997,0.8132328308207705,0.055786434358948915
trap,next_5_8,heldout_worker,physical+token_history,aligned,1836.0,190.0,47,18,0.8452201716605955,0.7985616936820232,0.8913138473162838,0.8283082077051926,0.05751552702155077
trap,next_5_8,heldout_worker,physical_action+token_history,shift_1,1836.0,190.0,47,18,0.8033766969764715,0.7574274621968138,0.8500638858593286,0.7981574539363484,0.05775580324600683
trap,next_5_8,heldout_worker,physical+token_history,shift_1,1836.0,190.0,47,18,0.5929383906368548,0.5272024486645436,0.6523266268017711,0.6055276381909548,0.07498387310137723
trap,next_5_8,heldout_worker,physical_action+token_history,shift_2,1836.0,190.0,47,18,0.8020858616264003,0.7523139337600423,0.8533587984508888,0.8023450586264657,0.05815688895347515
trap,next_5_8,heldout_worker,physical+token_history,shift_2,1836.0,190.0,47,18,0.6319687401270079,0.5668670488941715,0.6966999809422573,0.6130653266331658,0.07498371643235589
trap,next_5_8,heldout_worker,physical_action+token_history,shift_3,1836.0,190.0,47,18,0.7956976381983938,0.7381154727015009,0.8547542063402044,0.7805695142378559,0.05644875238734699
trap,next_5_8,heldout_worker,physical+token_history,shift_3,1836.0,190.0,47,18,0.6416350639236633,0.5647814214187893,0.7147634670163614,0.6273031825795645,0.07247952917230852
trap,next_9_12,heldout_snapshot,rate_only,aligned,1646.0,198.0,51,20,0.5,0.5,0.5,0.5,0.10598860920301416
trap,next_9_12,heldout_snapshot,physical_action,aligned,1646.0,198.0,51,20,0.7289176283317054,0.6718410791679913,0.7861386588824099,0.7214461791290058,0.06944786913965244
trap,next_9_12,heldout_snapshot,physical,aligned,1646.0,198.0,51,20,0.6689663396506254,0.579510561335106,0.7519836376910894,0.6302382908792111,0.08151109072677096
trap,next_9_12,heldout_snapshot,moe_aggregate_current,aligned,1646.0,198.0,51,20,0.646204811823224,0.5708254328041387,0.7245776471818789,0.610517666392769,0.09998069573269291
trap,next_9_12,heldout_snapshot,physical_action+aggregate_current,aligned,1646.0,198.0,51,20,0.7757171593173562,0.7309597882487991,0.8198798177947281,0.7567789646672145,0.06914661195115994
trap,next_9_12,heldout_snapshot,physical+aggregate_current,aligned,1646.0,198.0,51,20,0.7225526716963399,0.649577630072468,0.792476759328638,0.6844700082169268,0.08139673079431538
trap,next_9_12,heldout_snapshot,physical_action+aggregate_current,shift_1,1646.0,198.0,51,20,0.6748329143799616,0.5980696299007985,0.7439376591547123,0.6705012325390304,0.07303506321293646
trap,next_9_12,heldout_snapshot,physical+aggregate_current,shift_1,1646.0,198.0,51,20,0.6272068328559042,0.5398893770022919,0.710700986609046,0.5973705834018077,0.08338366729591912
trap,next_9_12,heldout_snapshot,physical_action+aggregate_current,shift_2,1646.0,198.0,51,20,0.704552707670755,0.6481546567980483,0.7641431801432891,0.7025472473294988,0.07167235076821685
trap,next_9_12,heldout_snapshot,physical+aggregate_current,shift_2,1646.0,198.0,51,20,0.6623115438893621,0.601620184608749,0.727308500211436,0.6269515201314708,0.083249188168172
trap,next_9_12,heldout_snapshot,physical_action+aggregate_current,shift_3,1646.0,198.0,51,20,0.6306702612426464,0.5708340505530041,0.6915949907451596,0.6236647493837305,0.07616934336029445
trap,next_9_12,heldout_snapshot,physical+aggregate_current,shift_3,1646.0,198.0,51,20,0.5527545522933628,0.4617315220077284,0.6472322276082632,0.5234182415776499,0.08632283319751537
trap,next_9_12,heldout_snapshot,moe_token_current,aligned,1646.0,198.0,51,20,0.5642915098467636,0.49595740370907293,0.635715312919166,0.5423171733771569,0.10503772546609094
trap,next_9_12,heldout_snapshot,physical_action+token_current,aligned,1646.0,198.0,51,20,0.7523446513065422,0.70665098927072,0.7989452029598876,0.7345932621199671,0.0707705199646473
trap,next_9_12,heldout_snapshot,physical+token_current,aligned,1646.0,198.0,51,20,0.6906856054898778,0.6215782490851405,0.7641967559025993,0.6491372226787182,0.08034120302374244
trap,next_9_12,heldout_snapshot,physical_action+token_current,shift_1,1646.0,198.0,51,20,0.6948087908618567,0.6350530766081154,0.7523791230767359,0.6778964667214462,0.07319188892785232
trap,next_9_12,heldout_snapshot,physical+token_current,shift_1,1646.0,198.0,51,20,0.631064512941976,0.5352801178245974,0.7225223962293837,0.5916187345932621,0.08277099133542631
trap,next_9_12,heldout_snapshot,physical_action+token_current,shift_2,1646.0,198.0,51,20,0.6784043425616196,0.6215862601482804,0.7382630095268179,0.666392769104355,0.0727197663816629
trap,next_9_12,heldout_snapshot,physical+token_current,shift_2,1646.0,198.0,51,20,0.6507103054182015,0.5695821131925564,0.7346183940344119,0.5957271980279375,0.08262581496981608
trap,next_9_12,heldout_snapshot,physical_action+token_current,shift_3,1646.0,198.0,51,20,0.6693182958752488,0.6150490922801958,0.725119738665654,0.6631059983566147,0.07536433467283436
trap,next_9_12,heldout_snapshot,physical+token_current,shift_3,1646.0,198.0,51,20,0.6013636872935135,0.5256338179038298,0.6791628163117542,0.5743631881676253,0.08306786333981445
trap,next_9_12,heldout_snapshot,moe_token_history,aligned,1646.0,198.0,51,20,0.6049023434209552,0.5335040233934326,0.6764474752356254,0.5661462612982745,0.10440617284243359
trap,next_9_12,heldout_snapshot,physical_action+token_history,aligned,1646.0,198.0,51,20,0.7575110019196658,0.7043232511108664,0.8107215436664174,0.7362366474938373,0.06892536236701365
trap,next_9_12,heldout_snapshot,physical+token_history,aligned,1646.0,198.0,51,20,0.7116416368985932,0.641845265037688,0.7837349008502892,0.666392769104355,0.07785584057002587
trap,next_9_12,heldout_snapshot,physical_action+token_history,shift_1,1646.0,198.0,51,20,0.6504590136778362,0.5850077534910382,0.7140579066918458,0.6368118323746919,0.08154096891033491
trap,next_9_12,heldout_snapshot,physical+token_history,shift_1,1646.0,198.0,51,20,0.6111683016923957,0.5136033251082545,0.7037642428885308,0.5727198027937551,0.08446670180026378
trap,next_9_12,heldout_snapshot,physical_action+token_history,shift_2,1646.0,198.0,51,20,0.6152594858449697,0.5692221325842677,0.661273734021043,0.599835661462613,0.08346285127957637
trap,next_9_12,heldout_snapshot,physical+token_history,shift_2,1646.0,198.0,51,20,0.5940670570149122,0.5214849963418704,0.6780101805108042,0.5488907148726376,0.08457506156356916
trap,next_9_12,heldout_snapshot,physical_action+token_history,shift_3,1646.0,198.0,51,20,0.603826429125996,0.5418947188979653,0.6674095835439363,0.590797041906327,0.08664021549442003
trap,next_9_12,heldout_snapshot,physical+token_history,shift_3,1646.0,198.0,51,20,0.5691909152678194,0.49375936183584807,0.651302327147994,0.5390304026294166,0.08631539972895003
trap,next_9_12,heldout_worker,rate_only,aligned,1646.0,198.0,51,20,0.5,0.5,0.5,0.5,0.11789477650611495
trap,next_9_12,heldout_worker,physical_action,aligned,1646.0,198.0,51,20,0.6723800445129795,0.6141343060101795,0.7334177311662313,0.6631059983566147,0.10199958078029131
trap,next_9_12,heldout_worker,physical,aligned,1646.0,198.0,51,20,0.6520390955780375,0.565527733262931,0.7305132441109816,0.6154478225143796,0.10320057274096428
trap,next_9_12,heldout_worker,moe_aggregate_current,aligned,1646.0,198.0,51,20,0.6374581349800538,0.5708002131549922,0.7097634995235341,0.6014790468364831,0.1146891522976148
trap,next_9_12,heldout_worker,physical_action+aggregate_current,aligned,1646.0,198.0,51,20,0.7214826415444255,0.667147345173652,0.7794253658943777,0.6885784716516024,0.10066435006663185
trap,next_9_12,heldout_worker,physical+aggregate_current,aligned,1646.0,198.0,51,20,0.719563048430905,0.6540249073983179,0.7856117209045511,0.6729663105998357,0.10413214338072822
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_1,1646.0,198.0,51,20,0.6166440617028733,0.5375097484898272,0.6955217754977561,0.6031224322103533,0.10415419445926694
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_1,1646.0,198.0,51,20,0.6109842497591099,0.5169810275358927,0.7019776722240075,0.5669679539852095,0.10792601275454962
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,1646.0,198.0,51,20,0.6637636804044001,0.5977202360195494,0.7300893716537133,0.6491372226787182,0.10227031791159424
