target,band,split,model,variant,snapshot_key,worker,mixed_strata,pairs,auc
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w01_s002,1,2,61,0.9180327868852459
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w01_s003,1,2,47,0.6808510638297871
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w01_s004,1,2,62,0.8387096774193549
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w02_s000,2,3,52,0.8653846153846154
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w02_s001,2,3,84,0.5119047619047619
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w02_s002,2,3,84,0.6190476190476191
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w02_s003,2,3,86,0.46511627906976744
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w02_s004,2,4,95,0.5578947368421052
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w03_s001,3,1,15,0.5333333333333333
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w03_s003,3,1,15,0.8666666666666667
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w03_s004,3,2,29,0.6551724137931034
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_2,w03_s005,3,2,29,0.5862068965517241
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w00_s000,0,1,55,0.5818181818181818
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w00_s001,0,3,62,0.6290322580645161
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w00_s002,0,2,80,0.4125
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w00_s003,0,5,88,0.6704545454545454
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w00_s004,0,2,71,0.647887323943662
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w00_s005,0,5,86,0.5813953488372093
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w01_s000,1,2,54,0.42592592592592593
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w01_s001,1,3,62,0.6774193548387097
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w01_s002,1,2,61,0.8032786885245902
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w01_s003,1,2,47,0.46808510638297873
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w01_s004,1,2,62,0.8225806451612904
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w02_s000,2,3,52,0.5384615384615384
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w02_s001,2,3,84,0.5833333333333334
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w02_s002,2,3,84,0.5357142857142857
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w02_s003,2,3,86,0.6976744186046512
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w02_s004,2,4,95,0.43157894736842106
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w03_s001,3,1,15,0.8666666666666667
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w03_s003,3,1,15,1.0
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w03_s004,3,2,29,0.6896551724137931
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_2,w03_s005,3,2,29,0.6551724137931034
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w00_s000,0,1,55,0.6727272727272727
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w00_s001,0,3,62,0.6129032258064516
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w00_s002,0,2,80,0.75
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w00_s003,0,5,88,0.4772727272727273
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w00_s004,0,2,71,0.619718309859155
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w00_s005,0,5,86,0.5581395348837209
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w01_s000,1,2,54,0.37037037037037035
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w01_s001,1,3,62,0.5806451612903226
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w01_s002,1,2,61,0.4590163934426229
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w01_s003,1,2,47,0.2765957446808511
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w01_s004,1,2,62,0.3548387096774194
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w02_s000,2,3,52,0.9230769230769231
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w02_s001,2,3,84,0.44047619047619047
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w02_s002,2,3,84,0.6309523809523809
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w02_s003,2,3,86,0.37209302325581395
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w02_s004,2,4,95,0.47368421052631576
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w03_s001,3,1,15,0.5333333333333333
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w03_s003,3,1,15,0.9333333333333333
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w03_s004,3,2,29,0.7586206896551724
trap,next_9_12,heldout_worker,physical_action+aggregate_current,shift_3,w03_s005,3,2,29,0.5517241379310345
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w00_s000,0,1,55,0.38181818181818183
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w00_s001,0,3,62,0.4032258064516129
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w00_s002,0,2,80,0.6875
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w00_s003,0,5,88,0.5340909090909091
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w00_s004,0,2,71,0.38028169014084506
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w00_s005,0,5,86,0.627906976744186
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w01_s000,1,2,54,0.48148148148148145
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w01_s001,1,3,62,0.5
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w01_s002,1,2,61,0.2459016393442623
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w01_s003,1,2,47,0.5106382978723404
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w01_s004,1,2,62,0.24193548387096775
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w02_s000,2,3,52,0.6346153846153846
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w02_s001,2,3,84,0.4642857142857143
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w02_s002,2,3,84,0.5595238095238095
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w02_s003,2,3,86,0.4883720930232558
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w02_s004,2,4,95,0.4421052631578947
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w03_s001,3,1,15,0.9333333333333333
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w03_s003,3,1,15,1.0
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w03_s004,3,2,29,0.7931034482758621
trap,next_9_12,heldout_worker,physical+aggregate_current,shift_3,w03_s005,3,2,29,0.3793103448275862
trap,next_9_12,heldout_worker,moe_token_current,aligned,w00_s000,0,1,55,0.7454545454545455
trap,next_9_12,heldout_worker,moe_token_current,aligned,w00_s001,0,3,62,0.25806451612903225
trap,next_9_12,heldout_worker,moe_token_current,aligned,w00_s002,0,2,80,0.775
trap,next_9_12,heldout_worker,moe_token_current,aligned,w00_s003,0,5,88,0.45454545454545453
trap,next_9_12,heldout_worker,moe_token_current,aligned,w00_s004,0,2,71,0.323943661971831
trap,next_9_12,heldout_worker,moe_token_current,aligned,w00_s005,0,5,86,0.4883720930232558
trap,next_9_12,heldout_worker,moe_token_current,aligned,w01_s000,1,2,54,0.6111111111111112
trap,next_9_12,heldout_worker,moe_token_current,aligned,w01_s001,1,3,62,0.6774193548387096
trap,next_9_12,heldout_worker,moe_token_current,aligned,w01_s002,1,2,61,0.3442622950819672
trap,next_9_12,heldout_worker,moe_token_current,aligned,w01_s003,1,2,47,0.46808510638297873
trap,next_9_12,heldout_worker,moe_token_current,aligned,w01_s004,1,2,62,0.6290322580645161
trap,next_9_12,heldout_worker,moe_token_current,aligned,w02_s000,2,3,52,0.5961538461538461
trap,next_9_12,heldout_worker,moe_token_current,aligned,w02_s001,2,3,84,0.5595238095238095
trap,next_9_12,heldout_worker,moe_token_current,aligned,w02_s002,2,3,84,0.40476190476190477
trap,next_9_12,heldout_worker,moe_token_current,aligned,w02_s003,2,3,86,0.5116279069767442
trap,next_9_12,heldout_worker,moe_token_current,aligned,w02_s004,2,4,95,0.5368421052631579
trap,next_9_12,heldout_worker,moe_token_current,aligned,w03_s001,3,1,15,0.4
trap,next_9_12,heldout_worker,moe_token_current,aligned,w03_s003,3,1,15,0.6666666666666667
trap,next_9_12,heldout_worker,moe_token_current,aligned,w03_s004,3,2,29,0.5862068965517241
trap,next_9_12,heldout_worker,moe_token_current,aligned,w03_s005,3,2,29,0.8620689655172413
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w00_s000,0,1,55,0.8181818181818182
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w00_s001,0,3,62,0.6774193548387097
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w00_s002,0,2,80,0.775
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w00_s003,0,5,88,0.5681818181818182
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w00_s004,0,2,71,0.6338028169014086
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w00_s005,0,5,86,0.6162790697674418
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w01_s000,1,2,54,0.7407407407407407
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w01_s001,1,3,62,0.7258064516129032
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w01_s002,1,2,61,0.6885245901639344
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w01_s003,1,2,47,0.425531914893617
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w01_s004,1,2,62,0.6612903225806451
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w02_s000,2,3,52,0.9230769230769231
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w02_s001,2,3,84,0.5357142857142857
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w02_s002,2,3,84,0.7142857142857143
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w02_s003,2,3,86,0.5581395348837209
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w02_s004,2,4,95,0.47368421052631576
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w03_s001,3,1,15,0.6666666666666667
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w03_s003,3,1,15,0.8666666666666667
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w03_s004,3,2,29,0.7586206896551724
trap,next_9_12,heldout_worker,physical_action+token_current,aligned,w03_s005,3,2,29,0.5862068965517241
trap,next_9_12,heldout_worker,physical+token_current,aligned,w00_s000,0,1,55,0.8363636363636363
trap,next_9_12,heldout_worker,physical+token_current,aligned,w00_s001,0,3,62,0.6612903225806451
trap,next_9_12,heldout_worker,physical+token_current,aligned,w00_s002,0,2,80,0.675
trap,next_9_12,heldout_worker,physical+token_current,aligned,w00_s003,0,5,88,0.75
trap,next_9_12,heldout_worker,physical+token_current,aligned,w00_s004,0,2,71,0.36619718309859156
trap,next_9_12,heldout_worker,physical+token_current,aligned,w00_s005,0,5,86,0.6395348837209303
trap,next_9_12,heldout_worker,physical+token_current,aligned,w01_s000,1,2,54,0.7777777777777778
trap,next_9_12,heldout_worker,physical+token_current,aligned,w01_s001,1,3,62,0.7903225806451613
trap,next_9_12,heldout_worker,physical+token_current,aligned,w01_s002,1,2,61,0.44262295081967207
trap,next_9_12,heldout_worker,physical+token_current,aligned,w01_s003,1,2,47,0.5106382978723404
trap,next_9_12,heldout_worker,physical+token_current,aligned,w01_s004,1,2,62,0.5806451612903226
trap,next_9_12,heldout_worker,physical+token_current,aligned,w02_s000,2,3,52,0.5576923076923077
trap,next_9_12,heldout_worker,physical+token_current,aligned,w02_s001,2,3,84,0.5476190476190477
trap,next_9_12,heldout_worker,physical+token_current,aligned,w02_s002,2,3,84,0.5714285714285714
trap,next_9_12,heldout_worker,physical+token_current,aligned,w02_s003,2,3,86,0.47674418604651164
trap,next_9_12,heldout_worker,physical+token_current,aligned,w02_s004,2,4,95,0.4105263157894737
trap,next_9_12,heldout_worker,physical+token_current,aligned,w03_s001,3,1,15,0.8666666666666667
trap,next_9_12,heldout_worker,physical+token_current,aligned,w03_s003,3,1,15,1.0
trap,next_9_12,heldout_worker,physical+token_current,aligned,w03_s004,3,2,29,0.8620689655172413
trap,next_9_12,heldout_worker,physical+token_current,aligned,w03_s005,3,2,29,0.6206896551724138
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w00_s000,0,1,55,0.8909090909090909
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w00_s001,0,3,62,0.6451612903225806
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w00_s002,0,2,80,0.7
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w00_s003,0,5,88,0.6477272727272727
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w00_s004,0,2,71,0.7464788732394366
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w00_s005,0,5,86,0.5930232558139535
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w01_s000,1,2,54,0.5370370370370371
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w01_s001,1,3,62,0.5806451612903226
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w01_s002,1,2,61,0.8032786885245903
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w01_s003,1,2,47,0.6808510638297872
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w01_s004,1,2,62,0.3064516129032258
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w02_s000,2,3,52,0.8461538461538461
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w02_s001,2,3,84,0.5595238095238095
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w02_s002,2,3,84,0.6666666666666666
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w02_s003,2,3,86,0.38372093023255816
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w02_s004,2,4,95,0.49473684210526314
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w03_s001,3,1,15,0.4666666666666667
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w03_s003,3,1,15,0.9333333333333333
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w03_s004,3,2,29,0.7931034482758621
trap,next_9_12,heldout_worker,physical_action+token_current,shift_1,w03_s005,3,2,29,0.6896551724137931
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w00_s000,0,1,55,0.7818181818181816
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w00_s001,0,3,62,0.46774193548387094
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w00_s002,0,2,80,0.7
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w00_s003,0,5,88,0.5227272727272727
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w00_s004,0,2,71,0.4788732394366197
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w00_s005,0,5,86,0.6860465116279069
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w01_s000,1,2,54,0.5370370370370371
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w01_s001,1,3,62,0.5806451612903226
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w01_s002,1,2,61,0.5901639344262296
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w01_s003,1,2,47,0.723404255319149
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w01_s004,1,2,62,0.27419354838709675
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w02_s000,2,3,52,0.5
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w02_s001,2,3,84,0.6666666666666666
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w02_s002,2,3,84,0.5357142857142857
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w02_s003,2,3,86,0.5697674418604651
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w02_s004,2,4,95,0.45263157894736844
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w03_s001,3,1,15,0.8666666666666667
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w03_s003,3,1,15,1.0
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w03_s004,3,2,29,0.8620689655172413
trap,next_9_12,heldout_worker,physical+token_current,shift_1,w03_s005,3,2,29,0.896551724137931
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w00_s000,0,1,55,0.8545454545454545
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w00_s001,0,3,62,0.7580645161290323
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w00_s002,0,2,80,0.625
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w00_s003,0,5,88,0.6022727272727273
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w00_s004,0,2,71,0.6338028169014085
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w00_s005,0,5,86,0.6162790697674418
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w01_s000,1,2,54,0.35185185185185186
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w01_s001,1,3,62,0.8709677419354839
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w01_s002,1,2,61,0.8852459016393444
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w01_s003,1,2,47,0.6595744680851063
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w01_s004,1,2,62,0.8709677419354839
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w02_s000,2,3,52,0.7115384615384616
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w02_s001,2,3,84,0.5357142857142857
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w02_s002,2,3,84,0.6071428571428571
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w02_s003,2,3,86,0.4883720930232559
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w02_s004,2,4,95,0.5052631578947369
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w03_s001,3,1,15,0.4666666666666667
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w03_s003,3,1,15,0.9333333333333333
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w03_s004,3,2,29,0.6896551724137931
trap,next_9_12,heldout_worker,physical_action+token_current,shift_2,w03_s005,3,2,29,0.5862068965517241
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w00_s000,0,1,55,0.6
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w00_s001,0,3,62,0.3387096774193548
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w00_s002,0,2,80,0.525
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w00_s003,0,5,88,0.6477272727272727
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w00_s004,0,2,71,0.5633802816901409
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w00_s005,0,5,86,0.7325581395348837
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w01_s000,1,2,54,0.3333333333333333
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w01_s001,1,3,62,0.7096774193548387
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w01_s002,1,2,61,0.5245901639344261
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w01_s003,1,2,47,0.5957446808510638
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w01_s004,1,2,62,0.8548387096774194
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w02_s000,2,3,52,0.5961538461538461
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w02_s001,2,3,84,0.4642857142857143
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w02_s002,2,3,84,0.5833333333333334
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w02_s003,2,3,86,0.4069767441860465
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w02_s004,2,4,95,0.45263157894736844
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w03_s001,3,1,15,0.8666666666666667
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w03_s003,3,1,15,1.0
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w03_s004,3,2,29,0.896551724137931
trap,next_9_12,heldout_worker,physical+token_current,shift_2,w03_s005,3,2,29,0.9310344827586207
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w00_s000,0,1,55,0.6363636363636364
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w00_s001,0,3,62,0.6290322580645161
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w00_s002,0,2,80,0.6875
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w00_s003,0,5,88,0.5454545454545454
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w00_s004,0,2,71,0.5774647887323944
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w00_s005,0,5,86,0.627906976744186
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w01_s000,1,2,54,0.46296296296296297
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w01_s001,1,3,62,0.6451612903225806
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w01_s002,1,2,61,0.4918032786885246
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w01_s003,1,2,47,0.5319148936170213
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w01_s004,1,2,62,0.2903225806451613
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w02_s000,2,3,52,0.9615384615384616
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w02_s001,2,3,84,0.44047619047619047
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w02_s002,2,3,84,0.6428571428571429
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w02_s003,2,3,86,0.3953488372093023
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w02_s004,2,4,95,0.5157894736842106
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w03_s001,3,1,15,0.4666666666666667
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w03_s003,3,1,15,0.9333333333333333
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w03_s004,3,2,29,0.6896551724137931
trap,next_9_12,heldout_worker,physical_action+token_current,shift_3,w03_s005,3,2,29,0.5517241379310345
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w00_s000,0,1,55,0.5636363636363637
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w00_s001,0,3,62,0.4838709677419355
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w00_s002,0,2,80,0.6625
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w00_s003,0,5,88,0.5340909090909091
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w00_s004,0,2,71,0.5774647887323944
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w00_s005,0,5,86,0.7674418604651163
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w01_s000,1,2,54,0.42592592592592593
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w01_s001,1,3,62,0.45161290322580644
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w01_s002,1,2,61,0.21311475409836064
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w01_s003,1,2,47,0.3617021276595745
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w01_s004,1,2,62,0.25806451612903225
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w02_s000,2,3,52,0.8076923076923077
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w02_s001,2,3,84,0.5595238095238095
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w02_s002,2,3,84,0.5595238095238095
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w02_s003,2,3,86,0.6162790697674418
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w02_s004,2,4,95,0.45263157894736844
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w03_s001,3,1,15,0.8666666666666667
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w03_s003,3,1,15,1.0
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w03_s004,3,2,29,0.7931034482758621
trap,next_9_12,heldout_worker,physical+token_current,shift_3,w03_s005,3,2,29,0.7931034482758621
trap,next_9_12,heldout_worker,moe_token_history,aligned,w00_s000,0,1,55,0.7636363636363637
trap,next_9_12,heldout_worker,moe_token_history,aligned,w00_s001,0,3,62,0.6451612903225806
trap,next_9_12,heldout_worker,moe_token_history,aligned,w00_s002,0,2,80,0.675
trap,next_9_12,heldout_worker,moe_token_history,aligned,w00_s003,0,5,88,0.45454545454545453
trap,next_9_12,heldout_worker,moe_token_history,aligned,w00_s004,0,2,71,0.43661971830985913
trap,next_9_12,heldout_worker,moe_token_history,aligned,w00_s005,0,5,86,0.36046511627906974
trap,next_9_12,heldout_worker,moe_token_history,aligned,w01_s000,1,2,54,0.6111111111111112
trap,next_9_12,heldout_worker,moe_token_history,aligned,w01_s001,1,3,62,0.6451612903225806
trap,next_9_12,heldout_worker,moe_token_history,aligned,w01_s002,1,2,61,0.3770491803278688
trap,next_9_12,heldout_worker,moe_token_history,aligned,w01_s003,1,2,47,0.5531914893617021
trap,next_9_12,heldout_worker,moe_token_history,aligned,w01_s004,1,2,62,0.6451612903225806
trap,next_9_12,heldout_worker,moe_token_history,aligned,w02_s000,2,3,52,0.5769230769230769
trap,next_9_12,heldout_worker,moe_token_history,aligned,w02_s001,2,3,84,0.5238095238095238
trap,next_9_12,heldout_worker,moe_token_history,aligned,w02_s002,2,3,84,0.4523809523809524
trap,next_9_12,heldout_worker,moe_token_history,aligned,w02_s003,2,3,86,0.43023255813953487
trap,next_9_12,heldout_worker,moe_token_history,aligned,w02_s004,2,4,95,0.5052631578947369
trap,next_9_12,heldout_worker,moe_token_history,aligned,w03_s001,3,1,15,0.6
trap,next_9_12,heldout_worker,moe_token_history,aligned,w03_s003,3,1,15,0.9333333333333333
trap,next_9_12,heldout_worker,moe_token_history,aligned,w03_s004,3,2,29,0.5862068965517241
trap,next_9_12,heldout_worker,moe_token_history,aligned,w03_s005,3,2,29,0.9655172413793104
trap,next_9_12,heldout_worker,physical_action+token_history,aligned,w00_s000,0,1,55,0.8181818181818182
trap,next_9_12,heldout_worker,physical_action+token_history,aligned,w00_s001,0,3,62,0.7741935483870968
trap,next_9_12,heldout_worker,physical_action+token_history,aligned,w00_s002,0,2,80,0.7875
trap,next_9_12,heldout_worker,physical_action+token_history,aligned,w00_s003,0,5,88,0.6818181818181818
trap,next_9_12,heldout_worker,physical_action+token_history,aligned,w00_s004,0,2,71,0.5070422535211268
trap,next_9_12,heldout_worker,physical_action+token_history,aligned,w00_s005,0,5,86,0.5813953488372093
trap,next_9_12,heldout_worker,physical_action+token_history,aligned,w01_s000,1,2,54,0.7037037037037037
trap,next_9_12,heldout_worker,physical_action+token_history,aligned,w01_s001,1,3,62,0.7258064516129032
