target,band,split,fold,model,rank,family,feature,standardized_coefficient
trap,next_1_4,heldout_snapshot,0,physical_action+aggregate_current,1,top1_centered,aggregate/top1|back_12_15|d4|token_mean,0.3926197692971778
trap,next_1_4,heldout_snapshot,0,physical_action+aggregate_current,2,entropy_centered,aggregate/entropy|front_2_5|d5|token_mean,-0.388400011857278
trap,next_1_4,heldout_snapshot,0,physical_action+aggregate_current,3,adjacent_hellinger,aggregate/adjacent_hellinger|back_12_15|d3|token_mean,0.17885450757071772
trap,next_1_4,heldout_snapshot,0,physical_action+aggregate_current,4,top1_switch_rate,aggregate/top1_switch_rate|front_2_5|d8|token_mean,0.21268220996657158
trap,next_1_4,heldout_snapshot,0,physical_action+aggregate_current,5,top4_turnover,aggregate/top4_turnover|back_12_15|d9|token_mean,0.06402818033882549
trap,next_1_4,heldout_snapshot,0,physical+aggregate_current,1,top1_centered,aggregate/top1|back_12_15|d5|token_mean,0.2854512331912953
trap,next_1_4,heldout_snapshot,0,physical+aggregate_current,2,entropy_centered,aggregate/entropy|front_2_5|d8|token_mean,-0.3097258012727204
trap,next_1_4,heldout_snapshot,0,physical+aggregate_current,3,adjacent_hellinger,aggregate/adjacent_hellinger|back_12_15|d9|token_mean,0.20892930961304298
trap,next_1_4,heldout_snapshot,0,physical+aggregate_current,4,top1_switch_rate,aggregate/top1_switch_rate|back_12_15|d0|token_mean,-0.09671089187009753
trap,next_1_4,heldout_snapshot,0,physical+aggregate_current,5,top4_turnover,aggregate/top4_turnover|back_12_15|d9|token_mean,-0.04135287199924925
trap,next_1_4,heldout_snapshot,0,physical_action+token_current,1,top1_centered,position/top1_centered|front_2_5|d9|t8,0.014105011307140832
trap,next_1_4,heldout_snapshot,0,physical_action+token_current,2,entropy_centered,position/entropy_centered|front_2_5|d9|t8,-0.07604440181327701
trap,next_1_4,heldout_snapshot,0,physical_action+token_current,3,adjacent_hellinger,position/adjacent_hellinger|back_12_15|d8|t7_to_t8,0.18013292932577124
trap,next_1_4,heldout_snapshot,0,physical_action+token_current,4,top1_switch_rate,position/top1_switch_rate|front_2_5|d8|t5_to_t6,0.1185445752512135
trap,next_1_4,heldout_snapshot,0,physical_action+token_current,5,top4_turnover,position/top4_turnover|front_2_5|d5|t1_to_t2,-0.28679593557975214
trap,next_1_4,heldout_snapshot,0,physical+token_current,1,top1_centered,aggregate/top1|back_12_15|d5|token_mean,0.2854512331912953
trap,next_1_4,heldout_snapshot,0,physical+token_current,2,entropy_centered,aggregate/entropy|front_2_5|d8|token_mean,-0.3097258012727204
trap,next_1_4,heldout_snapshot,0,physical+token_current,3,adjacent_hellinger,aggregate/adjacent_hellinger|back_12_15|d9|token_mean,0.20892930961304298
trap,next_1_4,heldout_snapshot,0,physical+token_current,4,top1_switch_rate,aggregate/top1_switch_rate|back_12_15|d0|token_mean,-0.09671089187009753
trap,next_1_4,heldout_snapshot,0,physical+token_current,5,top4_turnover,aggregate/top4_turnover|back_12_15|d9|token_mean,-0.04135287199924925
trap,next_1_4,heldout_snapshot,0,physical_action+token_history,1,top1_centered,position/top1_centered|front_2_5|d9|t8,-0.09280278413179316
trap,next_1_4,heldout_snapshot,0,physical_action+token_history,2,entropy_centered,position/entropy_centered|front_2_5|d9|t8,0.04163611849408648
trap,next_1_4,heldout_snapshot,0,physical_action+token_history,3,adjacent_hellinger,position/adjacent_hellinger|back_12_15|d8|t7_to_t8,0.09180222995946452
