worker,snapshot,snapshot_key,candidate,episode_id,success,n_query,query,stratum,loop_onset,static_onset,trap_onset,base_index,snapshot_fold,worker_fold,route_row
0,0,w00_s000,0,100000000,False,52,8,w00_s000|q08,22,42,22,0,0,0,2012
0,0,w00_s000,0,100000000,False,52,12,w00_s000|q12,22,42,22,1,0,0,2028
0,0,w00_s000,0,100000000,False,52,16,w00_s000|q16,22,42,22,2,0,0,2044
0,0,w00_s000,0,100000000,False,52,20,w00_s000|q20,22,42,22,3,0,0,2060
0,0,w00_s000,0,100000000,False,52,24,w00_s000|q24,22,42,22,4,0,0,2075
0,0,w00_s000,0,100000000,False,52,28,w00_s000|q28,22,42,22,5,0,0,2091
0,0,w00_s000,0,100000000,False,52,32,w00_s000|q32,22,42,22,6,0,0,2107
0,0,w00_s000,1,100000001,False,52,8,w00_s000|q08,22,-1,22,7,0,0,1636
0,0,w00_s000,1,100000001,False,52,12,w00_s000|q12,22,-1,22,8,0,0,1652
0,0,w00_s000,1,100000001,False,52,16,w00_s000|q16,22,-1,22,9,0,0,1668
0,0,w00_s000,1,100000001,False,52,20,w00_s000|q20,22,-1,22,10,0,0,1684
0,0,w00_s000,1,100000001,False,52,24,w00_s000|q24,22,-1,22,11,0,0,1700
0,0,w00_s000,1,100000001,False,52,28,w00_s000|q28,22,-1,22,12,0,0,1716
0,0,w00_s000,1,100000001,False,52,32,w00_s000|q32,22,-1,22,13,0,0,1732
0,0,w00_s000,2,100000002,False,52,8,w00_s000|q08,21,-1,21,14,0,0,172
0,0,w00_s000,2,100000002,False,52,12,w00_s000|q12,21,-1,21,15,0,0,180
0,0,w00_s000,2,100000002,False,52,16,w00_s000|q16,21,-1,21,16,0,0,188
0,0,w00_s000,2,100000002,False,52,20,w00_s000|q20,21,-1,21,17,0,0,196
0,0,w00_s000,2,100000002,False,52,24,w00_s000|q24,21,-1,21,18,0,0,204
0,0,w00_s000,2,100000002,False,52,28,w00_s000|q28,21,-1,21,19,0,0,212
0,0,w00_s000,2,100000002,False,52,32,w00_s000|q32,21,-1,21,20,0,0,220
0,0,w00_s000,3,100000003,True,40,8,w00_s000|q08,-1,-1,-1,21,0,0,619
0,0,w00_s000,3,100000003,True,40,12,w00_s000|q12,-1,-1,-1,22,0,0,631
0,0,w00_s000,3,100000003,True,40,16,w00_s000|q16,-1,-1,-1,23,0,0,643
0,0,w00_s000,3,100000003,True,40,20,w00_s000|q20,-1,-1,-1,24,0,0,655
0,0,w00_s000,3,100000003,True,40,24,w00_s000|q24,-1,-1,-1,25,0,0,667
0,0,w00_s000,3,100000003,True,40,28,w00_s000|q28,-1,-1,-1,26,0,0,679
0,0,w00_s000,3,100000003,True,40,32,w00_s000|q32,-1,-1,-1,27,0,0,690
0,0,w00_s000,4,100000004,True,45,8,w00_s000|q08,-1,-1,-1,28,0,0,738
0,0,w00_s000,4,100000004,True,45,12,w00_s000|q12,-1,-1,-1,29,0,0,750
0,0,w00_s000,4,100000004,True,45,16,w00_s000|q16,-1,-1,-1,30,0,0,762
0,0,w00_s000,4,100000004,True,45,20,w00_s000|q20,-1,-1,-1,31,0,0,774
0,0,w00_s000,4,100000004,True,45,24,w00_s000|q24,-1,-1,-1,32,0,0,786
0,0,w00_s000,4,100000004,True,45,28,w00_s000|q28,-1,-1,-1,33,0,0,798
0,0,w00_s000,4,100000004,True,45,32,w00_s000|q32,-1,-1,-1,34,0,0,814
0,0,w00_s000,5,100000005,False,52,8,w00_s000|q08,-1,-1,-1,35,0,0,2219
0,0,w00_s000,5,100000005,False,52,12,w00_s000|q12,-1,-1,-1,36,0,0,2235
0,0,w00_s000,5,100000005,False,52,16,w00_s000|q16,-1,-1,-1,37,0,0,2251
0,0,w00_s000,5,100000005,False,52,20,w00_s000|q20,-1,-1,-1,38,0,0,2267
0,0,w00_s000,5,100000005,False,52,24,w00_s000|q24,-1,-1,-1,39,0,0,2283
0,0,w00_s000,5,100000005,False,52,28,w00_s000|q28,-1,-1,-1,40,0,0,2299
0,0,w00_s000,5,100000005,False,52,32,w00_s000|q32,-1,-1,-1,41,0,0,2315
0,0,w00_s000,6,100000006,False,52,8,w00_s000|q08,-1,-1,-1,42,0,0,8
0,0,w00_s000,6,100000006,False,52,12,w00_s000|q12,-1,-1,-1,43,0,0,12
0,0,w00_s000,6,100000006,False,52,16,w00_s000|q16,-1,-1,-1,44,0,0,16
0,0,w00_s000,6,100000006,False,52,20,w00_s000|q20,-1,-1,-1,45,0,0,20
0,0,w00_s000,6,100000006,False,52,24,w00_s000|q24,-1,-1,-1,46,0,0,24
0,0,w00_s000,6,100000006,False,52,28,w00_s000|q28,-1,-1,-1,47,0,0,28
0,0,w00_s000,6,100000006,False,52,32,w00_s000|q32,-1,-1,-1,48,0,0,36
0,0,w00_s000,7,100000007,True,40,8,w00_s000|q08,-1,-1,-1,49,0,0,93
0,0,w00_s000,7,100000007,True,40,12,w00_s000|q12,-1,-1,-1,50,0,0,101
0,0,w00_s000,7,100000007,True,40,16,w00_s000|q16,-1,-1,-1,51,0,0,109
0,0,w00_s000,7,100000007,True,40,20,w00_s000|q20,-1,-1,-1,52,0,0,117
0,0,w00_s000,7,100000007,True,40,24,w00_s000|q24,-1,-1,-1,53,0,0,125
0,0,w00_s000,7,100000007,True,40,28,w00_s000|q28,-1,-1,-1,54,0,0,132
0,0,w00_s000,7,100000007,True,40,32,w00_s000|q32,-1,-1,-1,55,0,0,140
