level,group,method,episodes,failures,auc,ap
task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,c32_centroid_distance,800,289,0.936355202838589,0.9118488746313315
task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,c32_union_radius,800,289,0.9356035726135741,0.9135640045979505
task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,final_duration_diagnostic_only,800,289,1.0,1.0
task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,knn20,800,56,0.9969998079877113,0.9564736574255319
task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,norm_only,800,56,0.996519777265745,0.9563004059619967
task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,c1_centroid_distance,800,56,0.996519777265745,0.9564649956416749
task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,c4_centroid_distance,800,56,0.9967357910906298,0.955980203873154
task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,c4_assigned_radius,800,56,0.9953437019969278,0.942316955956485
task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,c8_centroid_distance,800,56,0.9969998079877113,0.9582768780273903
task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,c32_centroid_distance,800,56,0.9961837557603687,0.9436839316887735
task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,c32_union_radius,800,56,0.9937836021505377,0.9263450833533852
task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,final_duration_diagnostic_only,800,56,1.0,1.0
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,knn20,800,23,0.9637401376531811,0.8135670041073957
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,norm_only,800,23,0.9029153376979463,0.7699272993421081
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,c1_centroid_distance,800,23,0.9025236416540764,0.7698836250766297
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,c4_centroid_distance,800,23,0.93559397907224,0.788312462029476
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,c4_assigned_radius,800,23,0.9322925409881931,0.7960883583950813
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,c8_centroid_distance,800,23,0.9393990263555481,0.7918683893465498
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,c32_centroid_distance,800,23,0.962621006099267,0.7372834183925456
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,c32_union_radius,800,23,0.9555704773096078,0.7955278526938084
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,final_duration_diagnostic_only,800,23,1.0,1.0
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,knn20,800,10,0.9981012658227849,0.889734753550543
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,norm_only,800,10,0.9981012658227848,0.89
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,c1_centroid_distance,800,10,0.9981012658227848,0.89
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,c4_centroid_distance,800,10,0.9979746835443039,0.8893623481781376
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,c4_assigned_radius,800,10,0.9969620253164557,0.8601190476190477
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,c8_centroid_distance,800,10,0.9977215189873417,0.8721477052359405
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,c32_centroid_distance,800,10,0.9956962025316456,0.7517628205128205
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,c32_union_radius,800,10,0.9958227848101266,0.7946078431372549
task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,final_duration_diagnostic_only,800,10,1.0,1.0
task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,knn20,800,37,0.9965286387304736,0.932974854268964
task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,norm_only,800,37,0.9974496121285112,0.9455336637686674
task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,c1_centroid_distance,800,37,0.9974496121285112,0.9455336637686674
task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,c4_centroid_distance,800,37,0.9965640607842443,0.941247695398512
task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,c4_assigned_radius,800,37,0.9969537033757218,0.9428322531628451
task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,c8_centroid_distance,800,37,0.9914987070950374,0.8840145678341933
task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,c32_centroid_distance,800,37,0.9944387375580036,0.9219077149012306
task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,c32_union_radius,800,37,0.9953242889022705,0.9389239612403285
task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,final_duration_diagnostic_only,800,37,1.0,1.0
task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,knn20,800,90,0.9828325508607199,0.8568759960334797
task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,norm_only,800,90,0.9706572769953051,0.7903979031185275
task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,c1_centroid_distance,800,90,0.9720813771517998,0.7941693121323974
task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,c4_centroid_distance,800,90,0.9809233176838811,0.8329340410478168
task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,c4_assigned_radius,800,90,0.9844444444444445,0.8732009952563842
task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,c8_centroid_distance,800,90,0.9826134585289514,0.8531685918492076
task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,c32_centroid_distance,800,90,0.9818153364632238,0.8668373559110256
task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,c32_union_radius,800,90,0.962848200312989,0.8334658626784348
task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,final_duration_diagnostic_only,800,90,1.0,1.0
task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,knn20,800,14,0.9626499454743729,0.5339657420533345
task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,norm_only,800,14,0.9970010905125409,0.8231197582701342
task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,c1_centroid_distance,800,14,0.9970010905125409,0.8231197582701342
task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,c4_centroid_distance,800,14,0.9970919665576155,0.8252842604346363
task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,c4_assigned_radius,800,14,0.9970919665576155,0.8252842604346363
task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,c8_centroid_distance,800,14,0.955652490003635,0.6366422387136673
task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,c32_centroid_distance,800,14,0.918302435478008,0.21218127753859287
task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,c32_union_radius,800,14,0.9727371864776445,0.573656647123826
task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,final_duration_diagnostic_only,800,14,1.0,1.0
task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,knn20,800,6,0.9989504617968095,0.8555555555555556
task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,norm_only,800,6,0.9991603694374475,0.8734126984126984
task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,c1_centroid_distance,800,6,0.9991603694374475,0.8734126984126984
task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,c4_centroid_distance,800,6,0.9989504617968095,0.8555555555555556
task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,c4_assigned_radius,800,6,0.9987405541561712,0.8416666666666667
task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,c8_centroid_distance,800,6,0.9989504617968095,0.8555555555555556
task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,c32_centroid_distance,800,6,0.9989504617968095,0.8555555555555556
task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,c32_union_radius,800,6,0.9968513853904283,0.6954064454064455
task,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,final_duration_diagnostic_only,800,6,0.9999999999999999,1.0
task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,knn20,800,21,0.9918087902683539,0.8736723344308484
task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,norm_only,800,21,0.9698025551684089,0.5903254908917442
task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,c1_centroid_distance,800,21,0.9672962895042484,0.5611062049506298
task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,c4_centroid_distance,800,21,0.979644232532551,0.6739556876969588
task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,c4_assigned_radius,800,21,0.9733480041567334,0.5997624394380621
task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,c8_centroid_distance,800,21,0.9803166452717158,0.6880101653412171
task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,c32_centroid_distance,800,21,0.9921144324225197,0.8797362092776881
task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,c32_union_radius,800,21,0.998288403936671,0.9498305672014136
task,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,final_duration_diagnostic_only,800,21,1.0,1.0
task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,knn20,800,2,1.0,1.0
task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,norm_only,800,2,0.9987468671679198,0.75
task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,c1_centroid_distance,800,2,0.9993734335839599,0.8333333333333333
task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,c4_centroid_distance,800,2,1.0,1.0
task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,c4_assigned_radius,800,2,1.0,1.0
task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,c8_centroid_distance,800,2,1.0,1.0
task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,c32_centroid_distance,800,2,1.0,1.0
task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,c32_union_radius,800,2,1.0,1.0
task,libero_object/pick_up_the_butter_and_place_it_in_the_basket,final_duration_diagnostic_only,800,2,1.0,1.0
task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,knn20,800,12,1.0,1.0
task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,norm_only,800,12,0.998942470389171,0.962121212121212
task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,c1_centroid_distance,800,12,0.998836717428088,0.9601449275362318
task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,c4_centroid_distance,800,12,0.999894247038917,0.9935897435897435
task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,c4_assigned_radius,800,12,0.9998942470389172,0.9935897435897437
task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,c8_centroid_distance,800,12,1.0,1.0
task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,c32_centroid_distance,800,12,1.0,1.0
task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,c32_union_radius,800,12,1.0,1.0
task,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,final_duration_diagnostic_only,800,12,1.0,1.0
task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,knn20,800,1,1.0,1.0
task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,norm_only,800,1,1.0,1.0
task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,c1_centroid_distance,800,1,1.0,1.0
task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,c4_centroid_distance,800,1,1.0,1.0
task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,c4_assigned_radius,800,1,1.0,1.0
task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,c8_centroid_distance,800,1,1.0,1.0
task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,c32_centroid_distance,800,1,1.0,1.0
task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,c32_union_radius,800,1,1.0,1.0
task,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,final_duration_diagnostic_only,800,1,1.0,1.0
task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,knn20,800,15,0.9996602972399151,0.9838235294117647
task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,norm_only,800,15,0.9946496815286624,0.8675443510737628
task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,c1_centroid_distance,800,15,0.9942250530785562,0.8666743626743626
task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,c4_centroid_distance,800,15,1.0,1.0
task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,c4_assigned_radius,800,15,1.0,1.0
task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,c8_centroid_distance,800,15,0.9998301486199576,0.9921568627450981
task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,c32_centroid_distance,800,15,0.9996602972399151,0.9844444444444445
task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,c32_union_radius,800,15,0.9997452229299363,0.9877124183006536
task,libero_object/pick_up_the_milk_and_place_it_in_the_basket,final_duration_diagnostic_only,800,15,1.0,1.0
task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,knn20,800,8,0.9990530303030303,0.875545634920635
task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,norm_only,800,8,0.998895202020202,0.8338789682539682
task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,c1_centroid_distance,800,8,0.998895202020202,0.8338789682539682
task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,c4_centroid_distance,800,8,0.9990530303030303,0.875545634920635
task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,c4_assigned_radius,800,8,0.9992108585858586,0.906795634920635
task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,c8_centroid_distance,800,8,0.9990530303030303,0.875545634920635
task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,c32_centroid_distance,800,8,0.998895202020202,0.8338789682539682
task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,c32_union_radius,800,8,0.998895202020202,0.8338789682539682
task,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,final_duration_diagnostic_only,800,8,1.0,1.0
task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,knn20,800,5,0.9984905660377359,0.8909090909090909
task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,norm_only,800,5,0.9929559748427673,0.7655913978494624
task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,c1_centroid_distance,800,5,0.9924528301886792,0.7636363636363637
task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,c4_centroid_distance,800,5,0.9972327044025158,0.8625
task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,c4_assigned_radius,800,5,0.9977358490566037,0.8714285714285714
task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,c8_centroid_distance,800,5,0.9994968553459119,0.9428571428571428
task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,c32_centroid_distance,800,5,0.999245283018868,0.925
task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,c32_union_radius,800,5,0.999748427672956,0.9666666666666667
task,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,final_duration_diagnostic_only,800,5,1.0,1.0
task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,knn20,800,11,0.9915888927295771,0.8846447669977082
task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,norm_only,800,11,0.9865191842378155,0.8260264987537715
task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,c1_centroid_distance,800,11,0.985251757114875,0.7964453649798477
task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,c4_centroid_distance,800,11,0.985251757114875,0.8954648292883587
task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,c4_assigned_radius,800,11,0.9858278603525752,0.8957454758981477
task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,c8_centroid_distance,800,11,0.9827169028689942,0.8612121212121212
task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,c32_centroid_distance,800,11,0.9900910243115566,0.8180195332094067
task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,c32_union_radius,800,11,0.985136536467335,0.7467271118973906
task,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,final_duration_diagnostic_only,800,11,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,knn20,800,1,0.9987484355444305,0.5
task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,norm_only,800,1,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,c1_centroid_distance,800,1,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,c4_centroid_distance,800,1,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,c4_assigned_radius,800,1,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,c8_centroid_distance,800,1,0.9987484355444305,0.5
task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,c32_centroid_distance,800,1,0.9987484355444305,0.5
task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,c32_union_radius,800,1,0.9987484355444305,0.5
task,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,final_duration_diagnostic_only,800,1,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,knn20,800,11,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,norm_only,800,11,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,c1_centroid_distance,800,11,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,c4_centroid_distance,800,11,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,c4_assigned_radius,800,11,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,c8_centroid_distance,800,11,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,c32_centroid_distance,800,11,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,c32_union_radius,800,11,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,final_duration_diagnostic_only,800,11,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,knn20,800,26,0.9998012323593719,0.9942349957734573
task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,norm_only,800,26,0.9993043132578017,0.9835060575098526
task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,c1_centroid_distance,800,26,0.9994533889882727,0.9868293471234648
task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,c4_centroid_distance,800,26,0.999950308089843,0.9985754985754985
task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,c4_assigned_radius,800,26,0.9996024647187438,0.9897707100591716
task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,c8_centroid_distance,800,26,0.9998012323593718,0.9948717948717949
task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,c32_centroid_distance,800,26,0.9995030808984297,0.9872211762596378
task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,c32_union_radius,800,26,0.9930928244881734,0.9285311967853774
task,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,final_duration_diagnostic_only,800,26,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,knn20,800,6,0.9995801847187237,0.9484126984126984
task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,norm_only,800,6,0.9989504617968095,0.8555555555555556
task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,c1_centroid_distance,800,6,0.9991603694374475,0.8734126984126984
task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,c4_centroid_distance,800,6,0.9993702770780856,0.915079365079365
task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,c4_assigned_radius,800,6,0.9993702770780856,0.915079365079365
task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,c8_centroid_distance,800,6,0.9995801847187237,0.9484126984126984
task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,c32_centroid_distance,800,6,0.9993702770780856,0.915079365079365
task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,c32_union_radius,800,6,0.9995801847187237,0.9484126984126984
task,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,final_duration_diagnostic_only,800,6,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,knn20,800,38,0.9965119491642492,0.8728721642061166
task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,norm_only,800,38,0.9939563475618179,0.8435004642873167
task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,c1_centroid_distance,800,38,0.9937836717778699,0.8393943866522457
task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,c4_centroid_distance,800,38,0.9967882304185661,0.88308485847202
task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,c4_assigned_radius,800,38,0.9956831054012985,0.8588771743284225
task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,c8_centroid_distance,800,38,0.9958903163420362,0.8651275460165595
task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,c32_centroid_distance,800,38,0.9964428788506701,0.8731753673783185
task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,c32_union_radius,800,38,0.995199613206244,0.8425393660842702
task,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,final_duration_diagnostic_only,800,38,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,knn20,800,17,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,norm_only,800,17,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,c1_centroid_distance,800,17,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,c4_centroid_distance,800,17,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,c4_assigned_radius,800,17,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,c8_centroid_distance,800,17,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,c32_centroid_distance,800,17,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,c32_union_radius,800,17,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,final_duration_diagnostic_only,800,17,1.0,1.0
task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,knn20,800,22,0.9990652021500351,0.948116619625923
task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,norm_only,800,22,0.9990652021500351,0.948116619625923
task,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,c1_centroid_distance,800,22,0.9990652021500351,0.948116619625923
