method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
knn20,0,knn20,episode,0.02,3.4066598415374756,518,509,9
knn20,0,knn20,episode,0.03,3.0547969341278076,518,504,14
knn20,0,knn20,episode,0.05,2.693880081176758,518,494,24
knn20,0,knn20,episode,0.1,2.294785261154175,518,468,50
knn20,0,knn20,task_init,0.02,7.1594767570495605,69,69,0
knn20,0,knn20,task_init,0.03,6.011293888092041,69,68,1
knn20,0,knn20,task_init,0.05,4.315521240234375,69,67,2
knn20,0,knn20,task_init,0.1,3.0619683265686035,69,63,6
norm_only,0,norm_only,episode,0.02,9.454188346862793,518,509,9
norm_only,0,norm_only,episode,0.03,8.646391868591309,518,504,14
norm_only,0,norm_only,episode,0.05,7.963517189025879,518,494,24
norm_only,0,norm_only,episode,0.1,7.10684061050415,518,468,50
norm_only,0,norm_only,task_init,0.02,18.69838523864746,69,69,0
norm_only,0,norm_only,task_init,0.03,16.222030639648438,69,68,1
norm_only,0,norm_only,task_init,0.05,14.2236909866333,69,67,2
norm_only,0,norm_only,task_init,0.1,9.224591255187988,69,63,6
c1_centroid_distance,1,centroid_distance,episode,0.02,9.408592224121094,518,509,9
c1_centroid_distance,1,centroid_distance,episode,0.03,8.602644920349121,518,504,14
c1_centroid_distance,1,centroid_distance,episode,0.05,7.927073001861572,518,494,24
c1_centroid_distance,1,centroid_distance,episode,0.1,7.094492435455322,518,468,50
c1_centroid_distance,1,centroid_distance,task_init,0.02,18.65734100341797,69,69,0
c1_centroid_distance,1,centroid_distance,task_init,0.03,16.183677673339844,69,68,1
c1_centroid_distance,1,centroid_distance,task_init,0.05,14.191816329956055,69,67,2
c1_centroid_distance,1,centroid_distance,task_init,0.1,9.195870399475098,69,63,6
c1_assigned_radius,1,assigned_radius,episode,0.02,2.090132236480713,518,509,9
c1_assigned_radius,1,assigned_radius,episode,0.03,1.9110900163650513,518,504,14
c1_assigned_radius,1,assigned_radius,episode,0.05,1.7610106468200684,518,494,24
c1_assigned_radius,1,assigned_radius,episode,0.1,1.5760517120361328,518,468,50
c1_assigned_radius,1,assigned_radius,task_init,0.02,4.144754886627197,69,69,0
c1_assigned_radius,1,assigned_radius,task_init,0.03,3.595227003097534,69,68,1
c1_assigned_radius,1,assigned_radius,task_init,0.05,3.1527323722839355,69,67,2
c1_assigned_radius,1,assigned_radius,task_init,0.1,2.0428757667541504,69,63,6
c1_union_radius,1,union_radius,episode,0.02,2.090132236480713,518,509,9
c1_union_radius,1,union_radius,episode,0.03,1.9110900163650513,518,504,14
c1_union_radius,1,union_radius,episode,0.05,1.7610106468200684,518,494,24
c1_union_radius,1,union_radius,episode,0.1,1.5760517120361328,518,468,50
c1_union_radius,1,union_radius,task_init,0.02,4.144754886627197,69,69,0
c1_union_radius,1,union_radius,task_init,0.03,3.595227003097534,69,68,1
c1_union_radius,1,union_radius,task_init,0.05,3.1527323722839355,69,67,2
c1_union_radius,1,union_radius,task_init,0.1,2.0428757667541504,69,63,6
c2_centroid_distance,2,centroid_distance,episode,0.02,7.286530494689941,518,509,9
c2_centroid_distance,2,centroid_distance,episode,0.03,6.569525241851807,518,504,14
c2_centroid_distance,2,centroid_distance,episode,0.05,5.938197135925293,518,494,24
c2_centroid_distance,2,centroid_distance,episode,0.1,5.272024154663086,518,468,50
c2_centroid_distance,2,centroid_distance,task_init,0.02,16.663331985473633,69,69,0
c2_centroid_distance,2,centroid_distance,task_init,0.03,13.98626708984375,69,68,1
c2_centroid_distance,2,centroid_distance,task_init,0.05,12.153388023376465,69,67,2
c2_centroid_distance,2,centroid_distance,task_init,0.1,7.261504173278809,69,63,6
c2_assigned_radius,2,assigned_radius,episode,0.02,2.102062702178955,518,509,9
c2_assigned_radius,2,assigned_radius,episode,0.03,1.895216703414917,518,504,14
c2_assigned_radius,2,assigned_radius,episode,0.05,1.74176824092865,518,494,24
c2_assigned_radius,2,assigned_radius,episode,0.1,1.5952894687652588,518,468,50
c2_assigned_radius,2,assigned_radius,task_init,0.02,4.8071393966674805,69,69,0
c2_assigned_radius,2,assigned_radius,task_init,0.03,4.034843444824219,69,68,1
c2_assigned_radius,2,assigned_radius,task_init,0.05,3.5060832500457764,69,67,2
c2_assigned_radius,2,assigned_radius,task_init,0.1,2.0948429107666016,69,63,6
c2_union_radius,2,union_radius,episode,0.02,2.102062702178955,518,509,9
c2_union_radius,2,union_radius,episode,0.03,1.895216703414917,518,504,14
c2_union_radius,2,union_radius,episode,0.05,1.74176824092865,518,494,24
c2_union_radius,2,union_radius,episode,0.1,1.5952894687652588,518,468,50
c2_union_radius,2,union_radius,task_init,0.02,4.8071393966674805,69,69,0
c2_union_radius,2,union_radius,task_init,0.03,4.034843444824219,69,68,1
c2_union_radius,2,union_radius,task_init,0.05,3.5060832500457764,69,67,2
c2_union_radius,2,union_radius,task_init,0.1,2.0948429107666016,69,63,6
c4_centroid_distance,4,centroid_distance,episode,0.02,5.6227946281433105,518,509,9
c4_centroid_distance,4,centroid_distance,episode,0.03,4.912103176116943,518,504,14
c4_centroid_distance,4,centroid_distance,episode,0.05,4.5466814041137695,518,494,24
c4_centroid_distance,4,centroid_distance,episode,0.1,4.193572521209717,518,468,50
c4_centroid_distance,4,centroid_distance,task_init,0.02,14.320075035095215,69,69,0
c4_centroid_distance,4,centroid_distance,task_init,0.03,11.759050369262695,69,68,1
c4_centroid_distance,4,centroid_distance,task_init,0.05,9.82712459564209,69,67,2
c4_centroid_distance,4,centroid_distance,task_init,0.1,5.6227946281433105,69,63,6
c4_assigned_radius,4,assigned_radius,episode,0.02,1.7088841199874878,518,509,9
c4_assigned_radius,4,assigned_radius,episode,0.03,1.6467039585113525,518,504,14
c4_assigned_radius,4,assigned_radius,episode,0.05,1.608704924583435,518,494,24
c4_assigned_radius,4,assigned_radius,episode,0.1,1.4538358449935913,518,468,50
c4_assigned_radius,4,assigned_radius,task_init,0.02,3.193727970123291,69,69,0
c4_assigned_radius,4,assigned_radius,task_init,0.03,2.622556686401367,69,68,1
c4_assigned_radius,4,assigned_radius,task_init,0.05,2.1916897296905518,69,67,2
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.7481845617294312,69,63,6
c4_union_radius,4,union_radius,episode,0.02,1.4995139837265015,518,509,9
c4_union_radius,4,union_radius,episode,0.03,1.3989243507385254,518,504,14
c4_union_radius,4,union_radius,episode,0.05,1.340842604637146,518,494,24
c4_union_radius,4,union_radius,episode,0.1,1.2448101043701172,518,468,50
c4_union_radius,4,union_radius,task_init,0.02,3.193727970123291,69,69,0
c4_union_radius,4,union_radius,task_init,0.03,2.622556686401367,69,68,1
c4_union_radius,4,union_radius,task_init,0.05,2.1916897296905518,69,67,2
