method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
c4_assigned_radius,4,assigned_radius,task_init,0.05,1.6275709867477417,70,68,2
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.4224754571914673,70,64,6
c4_union_radius,4,union_radius,episode,0.02,1.452918529510498,542,533,9
c4_union_radius,4,union_radius,episode,0.03,1.4118415117263794,542,527,15
c4_union_radius,4,union_radius,episode,0.05,1.3051477670669556,542,516,26
c4_union_radius,4,union_radius,episode,0.1,1.1436100006103516,542,489,53
c4_union_radius,4,union_radius,task_init,0.02,2.022775173187256,70,70,0
c4_union_radius,4,union_radius,task_init,0.03,1.6643651723861694,70,69,1
c4_union_radius,4,union_radius,task_init,0.05,1.6275709867477417,70,68,2
c4_union_radius,4,union_radius,task_init,0.1,1.4224754571914673,70,64,6
c8_centroid_distance,8,centroid_distance,episode,0.02,2.892378568649292,542,533,9
c8_centroid_distance,8,centroid_distance,episode,0.03,2.7637431621551514,542,527,15
c8_centroid_distance,8,centroid_distance,episode,0.05,2.608102798461914,542,516,26
c8_centroid_distance,8,centroid_distance,episode,0.1,2.3306946754455566,542,489,53
c8_centroid_distance,8,centroid_distance,task_init,0.02,5.323997497558594,70,70,0
c8_centroid_distance,8,centroid_distance,task_init,0.03,3.3719897270202637,70,69,1
c8_centroid_distance,8,centroid_distance,task_init,0.05,3.253300905227661,70,68,2
c8_centroid_distance,8,centroid_distance,task_init,0.1,2.9360086917877197,70,64,6
c8_assigned_radius,8,assigned_radius,episode,0.02,1.33936607837677,542,533,9
c8_assigned_radius,8,assigned_radius,episode,0.03,1.3026092052459717,542,527,15
c8_assigned_radius,8,assigned_radius,episode,0.05,1.229796290397644,542,516,26
c8_assigned_radius,8,assigned_radius,episode,0.1,1.1161445379257202,542,489,53
c8_assigned_radius,8,assigned_radius,task_init,0.02,2.0911080837249756,70,70,0
c8_assigned_radius,8,assigned_radius,task_init,0.03,1.625394344329834,70,69,1
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.5460933446884155,70,68,2
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.33936607837677,70,64,6
c8_union_radius,8,union_radius,episode,0.02,1.3244174718856812,542,533,9
c8_union_radius,8,union_radius,episode,0.03,1.2737687826156616,542,527,15
c8_union_radius,8,union_radius,episode,0.05,1.2053296566009521,542,516,26
c8_union_radius,8,union_radius,episode,0.1,1.0835832357406616,542,489,53
c8_union_radius,8,union_radius,task_init,0.02,2.0911080837249756,70,70,0
c8_union_radius,8,union_radius,task_init,0.03,1.5460933446884155,70,69,1
c8_union_radius,8,union_radius,task_init,0.05,1.5284022092819214,70,68,2
c8_union_radius,8,union_radius,task_init,0.1,1.3244174718856812,70,64,6
c16_centroid_distance,16,centroid_distance,episode,0.02,2.6518983840942383,542,533,9
c16_centroid_distance,16,centroid_distance,episode,0.03,2.5089333057403564,542,527,15
c16_centroid_distance,16,centroid_distance,episode,0.05,2.2671432495117188,542,516,26
c16_centroid_distance,16,centroid_distance,episode,0.1,2.0469281673431396,542,489,53
c16_centroid_distance,16,centroid_distance,task_init,0.02,4.969902515411377,70,70,0
c16_centroid_distance,16,centroid_distance,task_init,0.03,3.366492748260498,70,69,1
c16_centroid_distance,16,centroid_distance,task_init,0.05,2.808562994003296,70,68,2
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.6668999195098877,70,64,6
c16_assigned_radius,16,assigned_radius,episode,0.02,1.3960702419281006,542,533,9
c16_assigned_radius,16,assigned_radius,episode,0.03,1.3597090244293213,542,527,15
c16_assigned_radius,16,assigned_radius,episode,0.05,1.2473251819610596,542,516,26
c16_assigned_radius,16,assigned_radius,episode,0.1,1.135326623916626,542,489,53
c16_assigned_radius,16,assigned_radius,task_init,0.02,2.2437541484832764,70,70,0
c16_assigned_radius,16,assigned_radius,task_init,0.03,1.6414028406143188,70,69,1
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.6313705444335938,70,68,2
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.402970790863037,70,64,6
c16_union_radius,16,union_radius,episode,0.02,1.3738782405853271,542,533,9
c16_union_radius,16,union_radius,episode,0.03,1.3172955513000488,542,527,15
c16_union_radius,16,union_radius,episode,0.05,1.210394263267517,542,516,26
c16_union_radius,16,union_radius,episode,0.1,1.1037533283233643,542,489,53
c16_union_radius,16,union_radius,task_init,0.02,2.2437541484832764,70,70,0
c16_union_radius,16,union_radius,task_init,0.03,1.5833446979522705,70,69,1
c16_union_radius,16,union_radius,task_init,0.05,1.4917093515396118,70,68,2
c16_union_radius,16,union_radius,task_init,0.1,1.3927401304244995,70,64,6
c32_centroid_distance,32,centroid_distance,episode,0.02,2.417482376098633,542,533,9
c32_centroid_distance,32,centroid_distance,episode,0.03,2.229548692703247,542,527,15
c32_centroid_distance,32,centroid_distance,episode,0.05,2.052311420440674,542,516,26
c32_centroid_distance,32,centroid_distance,episode,0.1,1.8716249465942383,542,489,53
c32_centroid_distance,32,centroid_distance,task_init,0.02,4.4607391357421875,70,70,0
c32_centroid_distance,32,centroid_distance,task_init,0.03,3.2733898162841797,70,69,1
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.5859975814819336,70,68,2
c32_centroid_distance,32,centroid_distance,task_init,0.1,2.4276328086853027,70,64,6
c32_assigned_radius,32,assigned_radius,episode,0.02,1.3595858812332153,542,533,9
c32_assigned_radius,32,assigned_radius,episode,0.03,1.3025034666061401,542,527,15
c32_assigned_radius,32,assigned_radius,episode,0.05,1.2628017663955688,542,516,26
c32_assigned_radius,32,assigned_radius,episode,0.1,1.1891292333602905,542,489,53
c32_assigned_radius,32,assigned_radius,task_init,0.02,2.237746238708496,70,70,0
c32_assigned_radius,32,assigned_radius,task_init,0.03,1.6388717889785767,70,69,1
c32_assigned_radius,32,assigned_radius,task_init,0.05,1.6180744171142578,70,68,2
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.4356154203414917,70,64,6
c32_union_radius,32,union_radius,episode,0.02,1.2828389406204224,542,533,9
c32_union_radius,32,union_radius,episode,0.03,1.2467796802520752,542,527,15
c32_union_radius,32,union_radius,episode,0.05,1.2094217538833618,542,516,26
c32_union_radius,32,union_radius,episode,0.1,1.1390677690505981,542,489,53
c32_union_radius,32,union_radius,task_init,0.02,2.237746238708496,70,70,0
c32_union_radius,32,union_radius,task_init,0.03,1.6388717889785767,70,69,1
c32_union_radius,32,union_radius,task_init,0.05,1.6180744171142578,70,68,2
c32_union_radius,32,union_radius,task_init,0.1,1.3145242929458618,70,64,6
c64_centroid_distance,64,centroid_distance,episode,0.02,2.255108594894409,542,533,9
c64_centroid_distance,64,centroid_distance,episode,0.03,2.0218636989593506,542,527,15
c64_centroid_distance,64,centroid_distance,episode,0.05,1.887863278388977,542,516,26
c64_centroid_distance,64,centroid_distance,episode,0.1,1.7413817644119263,542,489,53
c64_centroid_distance,64,centroid_distance,task_init,0.02,3.962790012359619,70,70,0
c64_centroid_distance,64,centroid_distance,task_init,0.03,2.8030030727386475,70,69,1
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.6211206912994385,70,68,2
c64_centroid_distance,64,centroid_distance,task_init,0.1,2.255108594894409,70,64,6
c64_assigned_radius,64,assigned_radius,episode,0.02,1.5867459774017334,542,533,9
c64_assigned_radius,64,assigned_radius,episode,0.03,1.4421855211257935,542,527,15
c64_assigned_radius,64,assigned_radius,episode,0.05,1.3637034893035889,542,516,26
c64_assigned_radius,64,assigned_radius,episode,0.1,1.2582916021347046,542,489,53
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.4901175498962402,70,70,0
c64_assigned_radius,64,assigned_radius,task_init,0.03,1.891632318496704,70,69,1
c64_assigned_radius,64,assigned_radius,task_init,0.05,1.8753584623336792,70,68,2
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.5867459774017334,70,64,6
c64_union_radius,64,union_radius,episode,0.02,1.4344369173049927,542,533,9
c64_union_radius,64,union_radius,episode,0.03,1.345458745956421,542,527,15
c64_union_radius,64,union_radius,episode,0.05,1.296635627746582,542,516,26
c64_union_radius,64,union_radius,episode,0.1,1.2093515396118164,542,489,53
c64_union_radius,64,union_radius,task_init,0.02,2.314739465713501,70,70,0
c64_union_radius,64,union_radius,task_init,0.03,1.6678589582443237,70,69,1
c64_union_radius,64,union_radius,task_init,0.05,1.601070761680603,70,68,2
c64_union_radius,64,union_radius,task_init,0.1,1.4344369173049927,70,64,6
