method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
knn20,0,knn20,episode,0.02,2.181046962738037,551,541,10
knn20,0,knn20,episode,0.03,2.005002737045288,551,536,15
knn20,0,knn20,episode,0.05,1.7712910175323486,551,525,26
knn20,0,knn20,episode,0.1,1.4602291584014893,551,497,54
knn20,0,knn20,task_init,0.02,5.362501621246338,70,70,0
knn20,0,knn20,task_init,0.03,2.8620080947875977,70,69,1
knn20,0,knn20,task_init,0.05,2.798142433166504,70,68,2
knn20,0,knn20,task_init,0.1,2.181046962738037,70,64,6
norm_only,0,norm_only,episode,0.02,7.349506855010986,551,541,10
norm_only,0,norm_only,episode,0.03,6.794181823730469,551,536,15
norm_only,0,norm_only,episode,0.05,6.066745758056641,551,525,26
norm_only,0,norm_only,episode,0.1,5.435299873352051,551,497,54
norm_only,0,norm_only,task_init,0.02,9.643845558166504,70,70,0
norm_only,0,norm_only,task_init,0.03,8.620819091796875,70,69,1
norm_only,0,norm_only,task_init,0.05,8.035072326660156,70,68,2
norm_only,0,norm_only,task_init,0.1,6.277807235717773,70,64,6
c1_centroid_distance,1,centroid_distance,episode,0.02,7.357669353485107,551,541,10
c1_centroid_distance,1,centroid_distance,episode,0.03,6.6566481590271,551,536,15
c1_centroid_distance,1,centroid_distance,episode,0.05,6.098002910614014,551,525,26
c1_centroid_distance,1,centroid_distance,episode,0.1,5.407364845275879,551,497,54
c1_centroid_distance,1,centroid_distance,task_init,0.02,9.423965454101562,70,70,0
c1_centroid_distance,1,centroid_distance,task_init,0.03,8.80669116973877,70,69,1
c1_centroid_distance,1,centroid_distance,task_init,0.05,7.847664833068848,70,68,2
c1_centroid_distance,1,centroid_distance,task_init,0.1,6.466169834136963,70,64,6
c1_assigned_radius,1,assigned_radius,episode,0.02,1.8939589262008667,551,541,10
c1_assigned_radius,1,assigned_radius,episode,0.03,1.713507056236267,551,536,15
c1_assigned_radius,1,assigned_radius,episode,0.05,1.569704532623291,551,525,26
c1_assigned_radius,1,assigned_radius,episode,0.1,1.3919254541397095,551,497,54
c1_assigned_radius,1,assigned_radius,task_init,0.02,2.4258501529693604,70,70,0
c1_assigned_radius,1,assigned_radius,task_init,0.03,2.266955852508545,70,69,1
c1_assigned_radius,1,assigned_radius,task_init,0.05,2.020090103149414,70,68,2
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.664475440979004,70,64,6
c1_union_radius,1,union_radius,episode,0.02,1.8939589262008667,551,541,10
c1_union_radius,1,union_radius,episode,0.03,1.713507056236267,551,536,15
c1_union_radius,1,union_radius,episode,0.05,1.569704532623291,551,525,26
c1_union_radius,1,union_radius,episode,0.1,1.3919254541397095,551,497,54
c1_union_radius,1,union_radius,task_init,0.02,2.4258501529693604,70,70,0
c1_union_radius,1,union_radius,task_init,0.03,2.266955852508545,70,69,1
c1_union_radius,1,union_radius,task_init,0.05,2.020090103149414,70,68,2
c1_union_radius,1,union_radius,task_init,0.1,1.664475440979004,70,64,6
c2_centroid_distance,2,centroid_distance,episode,0.02,5.331945896148682,551,541,10
c2_centroid_distance,2,centroid_distance,episode,0.03,4.923642158508301,551,536,15
c2_centroid_distance,2,centroid_distance,episode,0.05,4.259269714355469,551,525,26
c2_centroid_distance,2,centroid_distance,episode,0.1,3.603872299194336,551,497,54
c2_centroid_distance,2,centroid_distance,task_init,0.02,7.653480529785156,70,70,0
c2_centroid_distance,2,centroid_distance,task_init,0.03,7.0396199226379395,70,69,1
c2_centroid_distance,2,centroid_distance,task_init,0.05,5.767343044281006,70,68,2
c2_centroid_distance,2,centroid_distance,task_init,0.1,4.688955307006836,70,64,6
c2_assigned_radius,2,assigned_radius,episode,0.02,2.153895854949951,551,541,10
c2_assigned_radius,2,assigned_radius,episode,0.03,1.9598442316055298,551,536,15
c2_assigned_radius,2,assigned_radius,episode,0.05,1.7471965551376343,551,525,26
c2_assigned_radius,2,assigned_radius,episode,0.1,1.4464267492294312,551,497,54
c2_assigned_radius,2,assigned_radius,task_init,0.02,3.0147459506988525,70,70,0
c2_assigned_radius,2,assigned_radius,task_init,0.03,2.936253309249878,70,69,1
c2_assigned_radius,2,assigned_radius,task_init,0.05,2.2717864513397217,70,68,2
c2_assigned_radius,2,assigned_radius,task_init,0.1,1.9557818174362183,70,64,6
c2_union_radius,2,union_radius,episode,0.02,2.153895854949951,551,541,10
c2_union_radius,2,union_radius,episode,0.03,1.9598442316055298,551,536,15
c2_union_radius,2,union_radius,episode,0.05,1.7471965551376343,551,525,26
c2_union_radius,2,union_radius,episode,0.1,1.4464267492294312,551,497,54
c2_union_radius,2,union_radius,task_init,0.02,3.0147459506988525,70,70,0
c2_union_radius,2,union_radius,task_init,0.03,2.936253309249878,70,69,1
c2_union_radius,2,union_radius,task_init,0.05,2.2717864513397217,70,68,2
c2_union_radius,2,union_radius,task_init,0.1,1.9557818174362183,70,64,6
c4_centroid_distance,4,centroid_distance,episode,0.02,4.3153228759765625,551,541,10
c4_centroid_distance,4,centroid_distance,episode,0.03,3.945303201675415,551,536,15
c4_centroid_distance,4,centroid_distance,episode,0.05,3.3952934741973877,551,525,26
c4_centroid_distance,4,centroid_distance,episode,0.1,2.8595259189605713,551,497,54
c4_centroid_distance,4,centroid_distance,task_init,0.02,6.79233980178833,70,70,0
c4_centroid_distance,4,centroid_distance,task_init,0.03,6.207858562469482,70,69,1
c4_centroid_distance,4,centroid_distance,task_init,0.05,4.541489601135254,70,68,2
c4_centroid_distance,4,centroid_distance,task_init,0.1,3.945303201675415,70,64,6
c4_assigned_radius,4,assigned_radius,episode,0.02,2.236454486846924,551,541,10
c4_assigned_radius,4,assigned_radius,episode,0.03,2.000173568725586,551,536,15
c4_assigned_radius,4,assigned_radius,episode,0.05,1.7182363271713257,551,525,26
c4_assigned_radius,4,assigned_radius,episode,0.1,1.4746352434158325,551,497,54
c4_assigned_radius,4,assigned_radius,task_init,0.02,3.519155502319336,70,70,0
c4_assigned_radius,4,assigned_radius,task_init,0.03,3.217278003692627,70,69,1
c4_assigned_radius,4,assigned_radius,task_init,0.05,2.352975368499756,70,68,2
c4_assigned_radius,4,assigned_radius,task_init,0.1,2.000173568725586,70,64,6
c4_union_radius,4,union_radius,episode,0.02,2.236454486846924,551,541,10
c4_union_radius,4,union_radius,episode,0.03,2.000173568725586,551,536,15
c4_union_radius,4,union_radius,episode,0.05,1.7182363271713257,551,525,26
c4_union_radius,4,union_radius,episode,0.1,1.4651638269424438,551,497,54
c4_union_radius,4,union_radius,task_init,0.02,3.519155502319336,70,70,0
c4_union_radius,4,union_radius,task_init,0.03,3.217278003692627,70,69,1
c4_union_radius,4,union_radius,task_init,0.05,2.352975368499756,70,68,2
c4_union_radius,4,union_radius,task_init,0.1,2.000173568725586,70,64,6
c8_centroid_distance,8,centroid_distance,episode,0.02,3.571220636367798,551,541,10
c8_centroid_distance,8,centroid_distance,episode,0.03,3.311704397201538,551,536,15
c8_centroid_distance,8,centroid_distance,episode,0.05,2.89892840385437,551,525,26
c8_centroid_distance,8,centroid_distance,episode,0.1,2.344252824783325,551,497,54
c8_centroid_distance,8,centroid_distance,task_init,0.02,6.468122959136963,70,70,0
c8_centroid_distance,8,centroid_distance,task_init,0.03,4.666258811950684,70,69,1
c8_centroid_distance,8,centroid_distance,task_init,0.05,4.216413974761963,70,68,2
c8_centroid_distance,8,centroid_distance,task_init,0.1,3.2676475048065186,70,64,6
c8_assigned_radius,8,assigned_radius,episode,0.02,1.9536213874816895,551,541,10
c8_assigned_radius,8,assigned_radius,episode,0.03,1.875125527381897,551,536,15
c8_assigned_radius,8,assigned_radius,episode,0.05,1.653570294380188,551,525,26
c8_assigned_radius,8,assigned_radius,episode,0.1,1.4187251329421997,551,497,54
c8_assigned_radius,8,assigned_radius,task_init,0.02,3.5913212299346924,70,70,0
c8_assigned_radius,8,assigned_radius,task_init,0.03,2.633845329284668,70,69,1
c8_assigned_radius,8,assigned_radius,task_init,0.05,2.3877205848693848,70,68,2
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.8729240894317627,70,64,6
c8_union_radius,8,union_radius,episode,0.02,1.9407514333724976,551,541,10
c8_union_radius,8,union_radius,episode,0.03,1.8546055555343628,551,536,15
c8_union_radius,8,union_radius,episode,0.05,1.609313726425171,551,525,26
c8_union_radius,8,union_radius,episode,0.1,1.331084966659546,551,497,54
c8_union_radius,8,union_radius,task_init,0.02,3.5913212299346924,70,70,0
c8_union_radius,8,union_radius,task_init,0.03,2.3877205848693848,70,69,1
c8_union_radius,8,union_radius,task_init,0.05,2.3410961627960205,70,68,2
c8_union_radius,8,union_radius,task_init,0.1,1.8546055555343628,70,64,6
c16_centroid_distance,16,centroid_distance,episode,0.02,3.1260745525360107,551,541,10
c16_centroid_distance,16,centroid_distance,episode,0.03,2.8170855045318604,551,536,15
c16_centroid_distance,16,centroid_distance,episode,0.05,2.3694019317626953,551,525,26
c16_centroid_distance,16,centroid_distance,episode,0.1,2.0058059692382812,551,497,54
c16_centroid_distance,16,centroid_distance,task_init,0.02,6.357263088226318,70,70,0
c16_centroid_distance,16,centroid_distance,task_init,0.03,4.022315502166748,70,69,1
c16_centroid_distance,16,centroid_distance,task_init,0.05,3.6312336921691895,70,68,2
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.9793479442596436,70,64,6
c16_assigned_radius,16,assigned_radius,episode,0.02,1.882259726524353,551,541,10
c16_assigned_radius,16,assigned_radius,episode,0.03,1.8421132564544678,551,536,15
c16_assigned_radius,16,assigned_radius,episode,0.05,1.7043135166168213,551,525,26
c16_assigned_radius,16,assigned_radius,episode,0.1,1.400654673576355,551,497,54
c16_assigned_radius,16,assigned_radius,task_init,0.02,4.162744522094727,70,70,0
c16_assigned_radius,16,assigned_radius,task_init,0.03,2.6086370944976807,70,69,1
c16_assigned_radius,16,assigned_radius,task_init,0.05,2.377736806869507,70,68,2
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.9616806507110596,70,64,6
c16_union_radius,16,union_radius,episode,0.02,1.7959660291671753,551,541,10
c16_union_radius,16,union_radius,episode,0.03,1.6907293796539307,551,536,15
c16_union_radius,16,union_radius,episode,0.05,1.511947512626648,551,525,26
c16_union_radius,16,union_radius,episode,0.1,1.3091132640838623,551,497,54
c16_union_radius,16,union_radius,task_init,0.02,4.162744522094727,70,70,0
c16_union_radius,16,union_radius,task_init,0.03,2.377736806869507,70,69,1
c16_union_radius,16,union_radius,task_init,0.05,1.950881004333496,70,68,2
c16_union_radius,16,union_radius,task_init,0.1,1.7959660291671753,70,64,6
c32_centroid_distance,32,centroid_distance,episode,0.02,2.430607795715332,551,541,10
c32_centroid_distance,32,centroid_distance,episode,0.03,2.197909116744995,551,536,15
c32_centroid_distance,32,centroid_distance,episode,0.05,2.057701349258423,551,525,26
c32_centroid_distance,32,centroid_distance,episode,0.1,1.8051725625991821,551,497,54
c32_centroid_distance,32,centroid_distance,task_init,0.02,6.05608606338501,70,70,0
c32_centroid_distance,32,centroid_distance,task_init,0.03,3.1318516731262207,70,69,1
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.900785207748413,70,68,2
c32_centroid_distance,32,centroid_distance,task_init,0.1,2.5217740535736084,70,64,6
c32_assigned_radius,32,assigned_radius,episode,0.02,1.879743218421936,551,541,10
c32_assigned_radius,32,assigned_radius,episode,0.03,1.8324280977249146,551,536,15
c32_assigned_radius,32,assigned_radius,episode,0.05,1.6810238361358643,551,525,26
c32_assigned_radius,32,assigned_radius,episode,0.1,1.3820596933364868,551,497,54
c32_assigned_radius,32,assigned_radius,task_init,0.02,4.238770008087158,70,70,0
c32_assigned_radius,32,assigned_radius,task_init,0.03,2.4738502502441406,70,69,1
c32_assigned_radius,32,assigned_radius,task_init,0.05,2.205275535583496,70,68,2
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.9413813352584839,70,64,6
c32_union_radius,32,union_radius,episode,0.02,1.7889117002487183,551,541,10
c32_union_radius,32,union_radius,episode,0.03,1.6908608675003052,551,536,15
c32_union_radius,32,union_radius,episode,0.05,1.5262473821640015,551,525,26
c32_union_radius,32,union_radius,episode,0.1,1.3497018814086914,551,497,54
c32_union_radius,32,union_radius,task_init,0.02,4.238770008087158,70,70,0
c32_union_radius,32,union_radius,task_init,0.03,2.192042827606201,70,69,1
c32_union_radius,32,union_radius,task_init,0.05,2.1345696449279785,70,68,2
c32_union_radius,32,union_radius,task_init,0.1,1.879743218421936,70,64,6
c64_centroid_distance,64,centroid_distance,episode,0.02,2.232806444168091,551,541,10
c64_centroid_distance,64,centroid_distance,episode,0.03,2.0220227241516113,551,536,15
c64_centroid_distance,64,centroid_distance,episode,0.05,1.8668156862258911,551,525,26
c64_centroid_distance,64,centroid_distance,episode,0.1,1.6221935749053955,551,497,54
c64_centroid_distance,64,centroid_distance,task_init,0.02,5.799130916595459,70,70,0
c64_centroid_distance,64,centroid_distance,task_init,0.03,2.9875106811523438,70,69,1
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.579043388366699,70,68,2
c64_centroid_distance,64,centroid_distance,task_init,0.1,2.232806444168091,70,64,6
c64_assigned_radius,64,assigned_radius,episode,0.02,1.99730384349823,551,541,10
c64_assigned_radius,64,assigned_radius,episode,0.03,1.969303846359253,551,536,15
c64_assigned_radius,64,assigned_radius,episode,0.05,1.711128830909729,551,525,26
c64_assigned_radius,64,assigned_radius,episode,0.1,1.4446982145309448,551,497,54
c64_assigned_radius,64,assigned_radius,task_init,0.02,3.784771203994751,70,70,0
c64_assigned_radius,64,assigned_radius,task_init,0.03,2.511608600616455,70,69,1
c64_assigned_radius,64,assigned_radius,task_init,0.05,2.4646012783050537,70,68,2
c64_assigned_radius,64,assigned_radius,task_init,0.1,2.0268471240997314,70,64,6
c64_union_radius,64,union_radius,episode,0.02,1.9408665895462036,551,541,10
c64_union_radius,64,union_radius,episode,0.03,1.7136256694793701,551,536,15
c64_union_radius,64,union_radius,episode,0.05,1.5705652236938477,551,525,26
c64_union_radius,64,union_radius,episode,0.1,1.3526769876480103,551,497,54
c64_union_radius,64,union_radius,task_init,0.02,3.784771203994751,70,70,0
c64_union_radius,64,union_radius,task_init,0.03,2.4646012783050537,70,69,1
c64_union_radius,64,union_radius,task_init,0.05,2.3573262691497803,70,68,2
c64_union_radius,64,union_radius,task_init,0.1,1.9730360507965088,70,64,6
