method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
c2_assigned_radius,2,assigned_radius,episode,0.03,1.2052809000015259,540,525,15
c2_assigned_radius,2,assigned_radius,episode,0.05,1.0777753591537476,540,514,26
c2_assigned_radius,2,assigned_radius,episode,0.1,0.9911865592002869,540,487,53
c2_assigned_radius,2,assigned_radius,task_init,0.02,1.681769847869873,70,70,0
c2_assigned_radius,2,assigned_radius,task_init,0.03,1.5867791175842285,70,69,1
c2_assigned_radius,2,assigned_radius,task_init,0.05,1.3805108070373535,70,68,2
c2_assigned_radius,2,assigned_radius,task_init,0.1,1.2100226879119873,70,64,6
c2_union_radius,2,union_radius,episode,0.02,1.2591700553894043,540,531,9
c2_union_radius,2,union_radius,episode,0.03,1.2052809000015259,540,525,15
c2_union_radius,2,union_radius,episode,0.05,1.0777753591537476,540,514,26
c2_union_radius,2,union_radius,episode,0.1,0.9911865592002869,540,487,53
c2_union_radius,2,union_radius,task_init,0.02,1.681769847869873,70,70,0
c2_union_radius,2,union_radius,task_init,0.03,1.5867791175842285,70,69,1
c2_union_radius,2,union_radius,task_init,0.05,1.3805108070373535,70,68,2
c2_union_radius,2,union_radius,task_init,0.1,1.2100226879119873,70,64,6
c4_centroid_distance,4,centroid_distance,episode,0.02,3.5923924446105957,540,531,9
c4_centroid_distance,4,centroid_distance,episode,0.03,3.3684730529785156,540,525,15
c4_centroid_distance,4,centroid_distance,episode,0.05,3.155639410018921,540,514,26
c4_centroid_distance,4,centroid_distance,episode,0.1,2.881760358810425,540,487,53
c4_centroid_distance,4,centroid_distance,task_init,0.02,5.4769697189331055,70,70,0
c4_centroid_distance,4,centroid_distance,task_init,0.03,4.243650436401367,70,69,1
c4_centroid_distance,4,centroid_distance,task_init,0.05,3.9941964149475098,70,68,2
c4_centroid_distance,4,centroid_distance,task_init,0.1,3.5923924446105957,70,64,6
c4_assigned_radius,4,assigned_radius,episode,0.02,1.4228360652923584,540,531,9
c4_assigned_radius,4,assigned_radius,episode,0.03,1.3898491859436035,540,525,15
c4_assigned_radius,4,assigned_radius,episode,0.05,1.2825069427490234,540,514,26
c4_assigned_radius,4,assigned_radius,episode,0.1,1.126394510269165,540,487,53
c4_assigned_radius,4,assigned_radius,task_init,0.02,2.2266225814819336,70,70,0
c4_assigned_radius,4,assigned_radius,task_init,0.03,1.7879477739334106,70,69,1
c4_assigned_radius,4,assigned_radius,task_init,0.05,1.5790314674377441,70,68,2
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.393744707107544,70,64,6
c4_union_radius,4,union_radius,episode,0.02,1.4064207077026367,540,531,9
c4_union_radius,4,union_radius,episode,0.03,1.3646423816680908,540,525,15
c4_union_radius,4,union_radius,episode,0.05,1.2589466571807861,540,514,26
c4_union_radius,4,union_radius,episode,0.1,1.1191298961639404,540,487,53
c4_union_radius,4,union_radius,task_init,0.02,1.9854482412338257,70,70,0
c4_union_radius,4,union_radius,task_init,0.03,1.5776783227920532,70,69,1
c4_union_radius,4,union_radius,task_init,0.05,1.5597703456878662,70,68,2
c4_union_radius,4,union_radius,task_init,0.1,1.393744707107544,70,64,6
c8_centroid_distance,8,centroid_distance,episode,0.02,3.0370020866394043,540,531,9
c8_centroid_distance,8,centroid_distance,episode,0.03,2.849174737930298,540,525,15
c8_centroid_distance,8,centroid_distance,episode,0.05,2.652169704437256,540,514,26
c8_centroid_distance,8,centroid_distance,episode,0.1,2.363506555557251,540,487,53
c8_centroid_distance,8,centroid_distance,task_init,0.02,3.381636142730713,70,70,0
c8_centroid_distance,8,centroid_distance,task_init,0.03,3.323284149169922,70,69,1
c8_centroid_distance,8,centroid_distance,task_init,0.05,3.303647041320801,70,68,2
c8_centroid_distance,8,centroid_distance,task_init,0.1,2.961409091949463,70,64,6
c8_assigned_radius,8,assigned_radius,episode,0.02,1.342895269393921,540,531,9
c8_assigned_radius,8,assigned_radius,episode,0.03,1.3176162242889404,540,525,15
c8_assigned_radius,8,assigned_radius,episode,0.05,1.2457385063171387,540,514,26
c8_assigned_radius,8,assigned_radius,episode,0.1,1.101576328277588,540,487,53
c8_assigned_radius,8,assigned_radius,task_init,0.02,1.6758787631988525,70,70,0
c8_assigned_radius,8,assigned_radius,task_init,0.03,1.5721160173416138,70,69,1
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.5009567737579346,70,68,2
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.3185830116271973,70,64,6
c8_union_radius,8,union_radius,episode,0.02,1.2707374095916748,540,531,9
c8_union_radius,8,union_radius,episode,0.03,1.2275196313858032,540,525,15
c8_union_radius,8,union_radius,episode,0.05,1.1679632663726807,540,514,26
c8_union_radius,8,union_radius,episode,0.1,1.0519788265228271,540,487,53
c8_union_radius,8,union_radius,task_init,0.02,1.5009567737579346,70,70,0
c8_union_radius,8,union_radius,task_init,0.03,1.417863130569458,70,69,1
c8_union_radius,8,union_radius,task_init,0.05,1.355044960975647,70,68,2
c8_union_radius,8,union_radius,task_init,0.1,1.2676961421966553,70,64,6
c16_centroid_distance,16,centroid_distance,episode,0.02,2.534630298614502,540,531,9
c16_centroid_distance,16,centroid_distance,episode,0.03,2.4486496448516846,540,525,15
c16_centroid_distance,16,centroid_distance,episode,0.05,2.262962818145752,540,514,26
c16_centroid_distance,16,centroid_distance,episode,0.1,1.9834951162338257,540,487,53
c16_centroid_distance,16,centroid_distance,task_init,0.02,2.9843780994415283,70,70,0
c16_centroid_distance,16,centroid_distance,task_init,0.03,2.979811191558838,70,69,1
c16_centroid_distance,16,centroid_distance,task_init,0.05,2.716496229171753,70,68,2
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.534630298614502,70,64,6
c16_assigned_radius,16,assigned_radius,episode,0.02,1.5200371742248535,540,531,9
c16_assigned_radius,16,assigned_radius,episode,0.03,1.4303478002548218,540,525,15
c16_assigned_radius,16,assigned_radius,episode,0.05,1.3123236894607544,540,514,26
c16_assigned_radius,16,assigned_radius,episode,0.1,1.1854556798934937,540,487,53
c16_assigned_radius,16,assigned_radius,task_init,0.02,1.8620043992996216,70,70,0
c16_assigned_radius,16,assigned_radius,task_init,0.03,1.6309412717819214,70,69,1
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.6282414197921753,70,68,2
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.3238017559051514,70,64,6
c16_union_radius,16,union_radius,episode,0.02,1.4853358268737793,540,531,9
c16_union_radius,16,union_radius,episode,0.03,1.353631615638733,540,525,15
c16_union_radius,16,union_radius,episode,0.05,1.2855404615402222,540,514,26
c16_union_radius,16,union_radius,episode,0.1,1.1405161619186401,540,487,53
c16_union_radius,16,union_radius,task_init,0.02,1.7204622030258179,70,70,0
c16_union_radius,16,union_radius,task_init,0.03,1.60642671585083,70,69,1
c16_union_radius,16,union_radius,task_init,0.05,1.605966329574585,70,68,2
c16_union_radius,16,union_radius,task_init,0.1,1.2855404615402222,70,64,6
c32_centroid_distance,32,centroid_distance,episode,0.02,2.275559425354004,540,531,9
c32_centroid_distance,32,centroid_distance,episode,0.03,2.1416375637054443,540,525,15
c32_centroid_distance,32,centroid_distance,episode,0.05,1.9919613599777222,540,514,26
c32_centroid_distance,32,centroid_distance,episode,0.1,1.806460976600647,540,487,53
c32_centroid_distance,32,centroid_distance,task_init,0.02,2.703861713409424,70,70,0
c32_centroid_distance,32,centroid_distance,task_init,0.03,2.59146785736084,70,69,1
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.428250551223755,70,68,2
c32_centroid_distance,32,centroid_distance,task_init,0.1,2.2865426540374756,70,64,6
c32_assigned_radius,32,assigned_radius,episode,0.02,1.5309113264083862,540,531,9
c32_assigned_radius,32,assigned_radius,episode,0.03,1.4627315998077393,540,525,15
c32_assigned_radius,32,assigned_radius,episode,0.05,1.3688480854034424,540,514,26
c32_assigned_radius,32,assigned_radius,episode,0.1,1.2426551580429077,540,487,53
c32_assigned_radius,32,assigned_radius,task_init,0.02,2.0229387283325195,70,70,0
c32_assigned_radius,32,assigned_radius,task_init,0.03,1.7833268642425537,70,69,1
c32_assigned_radius,32,assigned_radius,task_init,0.05,1.614966869354248,70,68,2
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.5048466920852661,70,64,6
c32_union_radius,32,union_radius,episode,0.02,1.4498395919799805,540,531,9
c32_union_radius,32,union_radius,episode,0.03,1.3995667695999146,540,525,15
c32_union_radius,32,union_radius,episode,0.05,1.2648084163665771,540,514,26
c32_union_radius,32,union_radius,episode,0.1,1.1312432289123535,540,487,53
c32_union_radius,32,union_radius,task_init,0.02,1.7954775094985962,70,70,0
c32_union_radius,32,union_radius,task_init,0.03,1.599932074546814,70,69,1
c32_union_radius,32,union_radius,task_init,0.05,1.5852025747299194,70,68,2
c32_union_radius,32,union_radius,task_init,0.1,1.2513757944107056,70,64,6
c64_centroid_distance,64,centroid_distance,episode,0.02,1.9503029584884644,540,531,9
c64_centroid_distance,64,centroid_distance,episode,0.03,1.8978108167648315,540,525,15
c64_centroid_distance,64,centroid_distance,episode,0.05,1.7581963539123535,540,514,26
c64_centroid_distance,64,centroid_distance,episode,0.1,1.5659807920455933,540,487,53
c64_centroid_distance,64,centroid_distance,task_init,0.02,2.583082914352417,70,70,0
c64_centroid_distance,64,centroid_distance,task_init,0.03,2.239197015762329,70,69,1
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.175771713256836,70,68,2
c64_centroid_distance,64,centroid_distance,task_init,0.1,1.9503029584884644,70,64,6
c64_assigned_radius,64,assigned_radius,episode,0.02,1.5186158418655396,540,531,9
c64_assigned_radius,64,assigned_radius,episode,0.03,1.4703449010849,540,525,15
c64_assigned_radius,64,assigned_radius,episode,0.05,1.380449891090393,540,514,26
c64_assigned_radius,64,assigned_radius,episode,0.1,1.239296793937683,540,487,53
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.0658140182495117,70,70,0
c64_assigned_radius,64,assigned_radius,task_init,0.03,1.8616628646850586,70,69,1
c64_assigned_radius,64,assigned_radius,task_init,0.05,1.7659355401992798,70,68,2
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.465752363204956,70,64,6
c64_union_radius,64,union_radius,episode,0.02,1.4285283088684082,540,531,9
c64_union_radius,64,union_radius,episode,0.03,1.37227463722229,540,525,15
c64_union_radius,64,union_radius,episode,0.05,1.3013782501220703,540,514,26
c64_union_radius,64,union_radius,episode,0.1,1.163465142250061,540,487,53
c64_union_radius,64,union_radius,task_init,0.02,1.9523550271987915,70,70,0
c64_union_radius,64,union_radius,task_init,0.03,1.582711935043335,70,69,1
c64_union_radius,64,union_radius,task_init,0.05,1.5092012882232666,70,68,2
c64_union_radius,64,union_radius,task_init,0.1,1.37227463722229,70,64,6
