method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
knn20,0,knn20,episode,0.02,1.9608770608901978,542,533,9
knn20,0,knn20,episode,0.03,1.8698498010635376,542,527,15
knn20,0,knn20,episode,0.05,1.6953964233398438,542,516,26
knn20,0,knn20,episode,0.1,1.5769497156143188,542,489,53
knn20,0,knn20,task_init,0.02,3.0450398921966553,70,70,0
knn20,0,knn20,task_init,0.03,2.103532314300537,70,69,1
knn20,0,knn20,task_init,0.05,1.9988833665847778,70,68,2
knn20,0,knn20,task_init,0.1,1.8871406316757202,70,64,6
norm_only,0,norm_only,episode,0.02,6.636145114898682,542,533,9
norm_only,0,norm_only,episode,0.03,6.340137958526611,542,527,15
norm_only,0,norm_only,episode,0.05,6.17126989364624,542,516,26
norm_only,0,norm_only,episode,0.1,5.399065017700195,542,489,53
norm_only,0,norm_only,task_init,0.02,7.322845935821533,70,70,0
norm_only,0,norm_only,task_init,0.03,7.030622959136963,70,69,1
norm_only,0,norm_only,task_init,0.05,6.720889091491699,70,68,2
norm_only,0,norm_only,task_init,0.1,6.259748458862305,70,64,6
c1_centroid_distance,1,centroid_distance,episode,0.02,6.661591529846191,542,533,9
c1_centroid_distance,1,centroid_distance,episode,0.03,6.314244747161865,542,527,15
c1_centroid_distance,1,centroid_distance,episode,0.05,6.169034957885742,542,516,26
c1_centroid_distance,1,centroid_distance,episode,0.1,5.459695339202881,542,489,53
c1_centroid_distance,1,centroid_distance,task_init,0.02,7.301546573638916,70,70,0
c1_centroid_distance,1,centroid_distance,task_init,0.03,7.001454830169678,70,69,1
c1_centroid_distance,1,centroid_distance,task_init,0.05,6.697966575622559,70,68,2
c1_centroid_distance,1,centroid_distance,task_init,0.1,6.199463367462158,70,64,6
c1_assigned_radius,1,assigned_radius,episode,0.02,1.4684640169143677,542,533,9
c1_assigned_radius,1,assigned_radius,episode,0.03,1.3918958902359009,542,527,15
c1_assigned_radius,1,assigned_radius,episode,0.05,1.3598861694335938,542,516,26
c1_assigned_radius,1,assigned_radius,episode,0.1,1.2035211324691772,542,489,53
c1_assigned_radius,1,assigned_radius,task_init,0.02,1.6095341444015503,70,70,0
c1_assigned_radius,1,assigned_radius,task_init,0.03,1.5433826446533203,70,69,1
c1_assigned_radius,1,assigned_radius,task_init,0.05,1.4764825105667114,70,68,2
