method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
knn20,0,knn20,episode,0.02,3.40848708152771,503,494,9
knn20,0,knn20,episode,0.03,2.9884607791900635,503,489,14
knn20,0,knn20,episode,0.05,2.544574499130249,503,479,24
knn20,0,knn20,episode,0.1,2.154792308807373,503,454,49
knn20,0,knn20,task_init,0.02,6.712695121765137,67,67,0
knn20,0,knn20,task_init,0.03,5.557528018951416,67,66,1
knn20,0,knn20,task_init,0.05,4.464548110961914,67,65,2
knn20,0,knn20,task_init,0.1,3.7817070484161377,67,62,5
norm_only,0,norm_only,episode,0.02,8.911137580871582,503,494,9
norm_only,0,norm_only,episode,0.03,8.316230773925781,503,489,14
norm_only,0,norm_only,episode,0.05,7.742671012878418,503,479,24
norm_only,0,norm_only,episode,0.1,7.122287750244141,503,454,49
norm_only,0,norm_only,task_init,0.02,17.80001449584961,67,67,0
norm_only,0,norm_only,task_init,0.03,14.31391429901123,67,66,1
norm_only,0,norm_only,task_init,0.05,14.248290061950684,67,65,2
norm_only,0,norm_only,task_init,0.1,9.652859687805176,67,62,5
c1_centroid_distance,1,centroid_distance,episode,0.02,8.902046203613281,503,494,9
c1_centroid_distance,1,centroid_distance,episode,0.03,8.322935104370117,503,489,14
c1_centroid_distance,1,centroid_distance,episode,0.05,7.711467266082764,503,479,24
c1_centroid_distance,1,centroid_distance,episode,0.1,7.103241920471191,503,454,49
c1_centroid_distance,1,centroid_distance,task_init,0.02,17.791736602783203,67,67,0
c1_centroid_distance,1,centroid_distance,task_init,0.03,14.306336402893066,67,66,1
c1_centroid_distance,1,centroid_distance,task_init,0.05,14.244357109069824,67,65,2
c1_centroid_distance,1,centroid_distance,task_init,0.1,9.667619705200195,67,62,5
c1_assigned_radius,1,assigned_radius,episode,0.02,1.9058685302734375,503,494,9
c1_assigned_radius,1,assigned_radius,episode,0.03,1.7818846702575684,503,489,14
c1_assigned_radius,1,assigned_radius,episode,0.05,1.6509736776351929,503,479,24
c1_assigned_radius,1,assigned_radius,episode,0.1,1.5207566022872925,503,454,49
c1_assigned_radius,1,assigned_radius,task_init,0.02,3.809091806411743,67,67,0
c1_assigned_radius,1,assigned_radius,task_init,0.03,3.0628910064697266,67,66,1
c1_assigned_radius,1,assigned_radius,task_init,0.05,3.04962158203125,67,65,2
c1_assigned_radius,1,assigned_radius,task_init,0.1,2.069772720336914,67,62,5
c1_union_radius,1,union_radius,episode,0.02,1.9058685302734375,503,494,9
c1_union_radius,1,union_radius,episode,0.03,1.7818846702575684,503,489,14
c1_union_radius,1,union_radius,episode,0.05,1.6509736776351929,503,479,24
c1_union_radius,1,union_radius,episode,0.1,1.5207566022872925,503,454,49
c1_union_radius,1,union_radius,task_init,0.02,3.809091806411743,67,67,0
