method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
c16_centroid_distance,16,centroid_distance,task_init,0.03,3.8304529190063477,70,69,1
c16_centroid_distance,16,centroid_distance,task_init,0.05,3.1431636810302734,70,68,2
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.4589273929595947,70,64,6
c16_assigned_radius,16,assigned_radius,episode,0.02,1.6986384391784668,557,547,10
c16_assigned_radius,16,assigned_radius,episode,0.03,1.5954970121383667,557,542,15
c16_assigned_radius,16,assigned_radius,episode,0.05,1.4134634733200073,557,531,26
c16_assigned_radius,16,assigned_radius,episode,0.1,1.2781858444213867,557,503,54
c16_assigned_radius,16,assigned_radius,task_init,0.02,2.3749587535858154,70,70,0
c16_assigned_radius,16,assigned_radius,task_init,0.03,2.0310986042022705,70,69,1
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.9488253593444824,70,68,2
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.5954970121383667,70,64,6
c16_union_radius,16,union_radius,episode,0.02,1.6446332931518555,557,547,10
c16_union_radius,16,union_radius,episode,0.03,1.5766842365264893,557,542,15
c16_union_radius,16,union_radius,episode,0.05,1.3459075689315796,557,531,26
c16_union_radius,16,union_radius,episode,0.1,1.2167969942092896,557,503,54
c16_union_radius,16,union_radius,task_init,0.02,2.3749587535858154,70,70,0
c16_union_radius,16,union_radius,task_init,0.03,2.0310986042022705,70,69,1
c16_union_radius,16,union_radius,task_init,0.05,1.9488253593444824,70,68,2
c16_union_radius,16,union_radius,task_init,0.1,1.5021628141403198,70,64,6
c32_centroid_distance,32,centroid_distance,episode,0.02,2.216184139251709,557,547,10
c32_centroid_distance,32,centroid_distance,episode,0.03,2.157443046569824,557,542,15
c32_centroid_distance,32,centroid_distance,episode,0.05,1.8094921112060547,557,531,26
c32_centroid_distance,32,centroid_distance,episode,0.1,1.6886181831359863,557,503,54
c32_centroid_distance,32,centroid_distance,task_init,0.02,3.4212512969970703,70,70,0
c32_centroid_distance,32,centroid_distance,task_init,0.03,3.118765115737915,70,69,1
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.8423142433166504,70,68,2
c32_centroid_distance,32,centroid_distance,task_init,0.1,2.185927391052246,70,64,6
c32_assigned_radius,32,assigned_radius,episode,0.02,1.7206697463989258,557,547,10
c32_assigned_radius,32,assigned_radius,episode,0.03,1.5689889192581177,557,542,15
c32_assigned_radius,32,assigned_radius,episode,0.05,1.4159904718399048,557,531,26
c32_assigned_radius,32,assigned_radius,episode,0.1,1.2701098918914795,557,503,54
c32_assigned_radius,32,assigned_radius,task_init,0.02,2.2337005138397217,70,70,0
c32_assigned_radius,32,assigned_radius,task_init,0.03,2.109074115753174,70,69,1
c32_assigned_radius,32,assigned_radius,task_init,0.05,2.1045665740966797,70,68,2
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.7478163242340088,70,64,6
c32_union_radius,32,union_radius,episode,0.02,1.6791611909866333,557,547,10
c32_union_radius,32,union_radius,episode,0.03,1.4682731628417969,557,542,15
c32_union_radius,32,union_radius,episode,0.05,1.338975191116333,557,531,26
c32_union_radius,32,union_radius,episode,0.1,1.2327959537506104,557,503,54
c32_union_radius,32,union_radius,task_init,0.02,2.2337005138397217,70,70,0
c32_union_radius,32,union_radius,task_init,0.03,2.109074115753174,70,69,1
c32_union_radius,32,union_radius,task_init,0.05,1.9814704656600952,70,68,2
c32_union_radius,32,union_radius,task_init,0.1,1.5445822477340698,70,64,6
c64_centroid_distance,64,centroid_distance,episode,0.02,2.216184139251709,557,547,10
c64_centroid_distance,64,centroid_distance,episode,0.03,1.943872094154358,557,542,15
c64_centroid_distance,64,centroid_distance,episode,0.05,1.6940183639526367,557,531,26
c64_centroid_distance,64,centroid_distance,episode,0.1,1.508939504623413,557,503,54
c64_centroid_distance,64,centroid_distance,task_init,0.02,3.2319223880767822,70,70,0
c64_centroid_distance,64,centroid_distance,task_init,0.03,2.7835898399353027,70,69,1
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.7776410579681396,70,68,2
c64_centroid_distance,64,centroid_distance,task_init,0.1,1.9576035737991333,70,64,6
c64_assigned_radius,64,assigned_radius,episode,0.02,1.857836127281189,557,547,10
c64_assigned_radius,64,assigned_radius,episode,0.03,1.7129487991333008,557,542,15
c64_assigned_radius,64,assigned_radius,episode,0.05,1.4911290407180786,557,531,26
c64_assigned_radius,64,assigned_radius,episode,0.1,1.3072564601898193,557,503,54
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.543813705444336,70,70,0
c64_assigned_radius,64,assigned_radius,task_init,0.03,2.3737080097198486,70,69,1
c64_assigned_radius,64,assigned_radius,task_init,0.05,2.3686349391937256,70,68,2
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.8183876276016235,70,64,6
c64_union_radius,64,union_radius,episode,0.02,1.857344150543213,557,547,10
c64_union_radius,64,union_radius,episode,0.03,1.5936604738235474,557,542,15
c64_union_radius,64,union_radius,episode,0.05,1.3888124227523804,557,531,26
c64_union_radius,64,union_radius,episode,0.1,1.2597005367279053,557,503,54
c64_union_radius,64,union_radius,task_init,0.02,2.543813705444336,70,70,0
c64_union_radius,64,union_radius,task_init,0.03,2.3737080097198486,70,69,1
c64_union_radius,64,union_radius,task_init,0.05,2.0124454498291016,70,68,2
c64_union_radius,64,union_radius,task_init,0.1,1.7129487991333008,70,64,6
