method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
knn20,0,knn20,episode,0.02,1.6142877340316772,559,549,10
knn20,0,knn20,episode,0.03,1.4223463535308838,559,544,15
knn20,0,knn20,episode,0.05,1.3458218574523926,559,532,27
knn20,0,knn20,episode,0.1,1.1975109577178955,559,504,55
knn20,0,knn20,task_init,0.02,2.7198710441589355,70,70,0
knn20,0,knn20,task_init,0.03,2.4378302097320557,70,69,1
knn20,0,knn20,task_init,0.05,2.344538450241089,70,68,2
knn20,0,knn20,task_init,0.1,1.5517762899398804,70,64,6
norm_only,0,norm_only,episode,0.02,5.316292762756348,559,549,10
norm_only,0,norm_only,episode,0.03,5.206212043762207,559,544,15
norm_only,0,norm_only,episode,0.05,4.881370544433594,559,532,27
norm_only,0,norm_only,episode,0.1,4.666275501251221,559,504,55
norm_only,0,norm_only,task_init,0.02,6.615744113922119,70,70,0
norm_only,0,norm_only,task_init,0.03,5.692923545837402,70,69,1
norm_only,0,norm_only,task_init,0.05,5.6797566413879395,70,68,2
norm_only,0,norm_only,task_init,0.1,5.132904052734375,70,64,6
c1_centroid_distance,1,centroid_distance,episode,0.02,5.228252410888672,559,549,10
c1_centroid_distance,1,centroid_distance,episode,0.03,5.138511657714844,559,544,15
c1_centroid_distance,1,centroid_distance,episode,0.05,4.8126139640808105,559,532,27
c1_centroid_distance,1,centroid_distance,episode,0.1,4.554540634155273,559,504,55
c1_centroid_distance,1,centroid_distance,task_init,0.02,6.719184398651123,70,70,0
c1_centroid_distance,1,centroid_distance,task_init,0.03,5.580494403839111,70,69,1
c1_centroid_distance,1,centroid_distance,task_init,0.05,5.577881813049316,70,68,2
c1_centroid_distance,1,centroid_distance,task_init,0.1,5.035430908203125,70,64,6
c1_assigned_radius,1,assigned_radius,episode,0.02,1.3963626623153687,559,549,10
c1_assigned_radius,1,assigned_radius,episode,0.03,1.3723946809768677,559,544,15
c1_assigned_radius,1,assigned_radius,episode,0.05,1.2853538990020752,559,532,27
c1_assigned_radius,1,assigned_radius,episode,0.1,1.2164276838302612,559,504,55
c1_assigned_radius,1,assigned_radius,task_init,0.02,1.7945610284805298,70,70,0
c1_assigned_radius,1,assigned_radius,task_init,0.03,1.490439534187317,70,69,1
c1_assigned_radius,1,assigned_radius,task_init,0.05,1.4897418022155762,70,68,2
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.3448638916015625,70,64,6
c1_union_radius,1,union_radius,episode,0.02,1.3963626623153687,559,549,10
c1_union_radius,1,union_radius,episode,0.03,1.3723946809768677,559,544,15
c1_union_radius,1,union_radius,episode,0.05,1.2853538990020752,559,532,27
c1_union_radius,1,union_radius,episode,0.1,1.2164276838302612,559,504,55
c1_union_radius,1,union_radius,task_init,0.02,1.7945610284805298,70,70,0
c1_union_radius,1,union_radius,task_init,0.03,1.490439534187317,70,69,1
c1_union_radius,1,union_radius,task_init,0.05,1.4897418022155762,70,68,2
c1_union_radius,1,union_radius,task_init,0.1,1.3448638916015625,70,64,6
c2_centroid_distance,2,centroid_distance,episode,0.02,3.5458199977874756,559,549,10
c2_centroid_distance,2,centroid_distance,episode,0.03,3.4844095706939697,559,544,15
c2_centroid_distance,2,centroid_distance,episode,0.05,3.2414097785949707,559,532,27
c2_centroid_distance,2,centroid_distance,episode,0.1,2.8771817684173584,559,504,55
c2_centroid_distance,2,centroid_distance,task_init,0.02,4.977110385894775,70,70,0
c2_centroid_distance,2,centroid_distance,task_init,0.03,4.098647117614746,70,69,1
c2_centroid_distance,2,centroid_distance,task_init,0.05,3.9069459438323975,70,68,2
c2_centroid_distance,2,centroid_distance,task_init,0.1,3.610619068145752,70,64,6
c2_assigned_radius,2,assigned_radius,episode,0.02,1.4890892505645752,559,549,10
c2_assigned_radius,2,assigned_radius,episode,0.03,1.4429211616516113,559,544,15
c2_assigned_radius,2,assigned_radius,episode,0.05,1.3396157026290894,559,532,27
c2_assigned_radius,2,assigned_radius,episode,0.1,1.2053444385528564,559,504,55
c2_assigned_radius,2,assigned_radius,task_init,0.02,2.2155723571777344,70,70,0
c2_assigned_radius,2,assigned_radius,task_init,0.03,1.8245222568511963,70,69,1
c2_assigned_radius,2,assigned_radius,task_init,0.05,1.6590518951416016,70,68,2
c2_assigned_radius,2,assigned_radius,task_init,0.1,1.4730252027511597,70,64,6
c2_union_radius,2,union_radius,episode,0.02,1.4890892505645752,559,549,10
c2_union_radius,2,union_radius,episode,0.03,1.4429211616516113,559,544,15
c2_union_radius,2,union_radius,episode,0.05,1.3396157026290894,559,532,27
c2_union_radius,2,union_radius,episode,0.1,1.204339623451233,559,504,55
c2_union_radius,2,union_radius,task_init,0.02,2.2155723571777344,70,70,0
c2_union_radius,2,union_radius,task_init,0.03,1.8245222568511963,70,69,1
c2_union_radius,2,union_radius,task_init,0.05,1.6590518951416016,70,68,2
c2_union_radius,2,union_radius,task_init,0.1,1.4730252027511597,70,64,6
c4_centroid_distance,4,centroid_distance,episode,0.02,2.9753246307373047,559,549,10
c4_centroid_distance,4,centroid_distance,episode,0.03,2.6407651901245117,559,544,15
c4_centroid_distance,4,centroid_distance,episode,0.05,2.4193761348724365,559,532,27
c4_centroid_distance,4,centroid_distance,episode,0.1,2.182751178741455,559,504,55
c4_centroid_distance,4,centroid_distance,task_init,0.02,4.473326206207275,70,70,0
