method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
c4_centroid_distance,4,centroid_distance,task_init,0.03,3.5912578105926514,70,69,1
c4_centroid_distance,4,centroid_distance,task_init,0.05,3.576486110687256,70,68,2
c4_centroid_distance,4,centroid_distance,task_init,0.1,2.6084439754486084,70,64,6
c4_assigned_radius,4,assigned_radius,episode,0.02,1.6037389039993286,559,549,10
c4_assigned_radius,4,assigned_radius,episode,0.03,1.3729865550994873,559,544,15
c4_assigned_radius,4,assigned_radius,episode,0.05,1.293783187866211,559,532,27
c4_assigned_radius,4,assigned_radius,episode,0.1,1.1578834056854248,559,504,55
c4_assigned_radius,4,assigned_radius,task_init,0.02,2.5043129920959473,70,70,0
c4_assigned_radius,4,assigned_radius,task_init,0.03,2.0022330284118652,70,69,1
c4_assigned_radius,4,assigned_radius,task_init,0.05,1.9782921075820923,70,68,2
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.3641130924224854,70,64,6
c4_union_radius,4,union_radius,episode,0.02,1.6037389039993286,559,549,10
c4_union_radius,4,union_radius,episode,0.03,1.3729865550994873,559,544,15
c4_union_radius,4,union_radius,episode,0.05,1.293783187866211,559,532,27
c4_union_radius,4,union_radius,episode,0.1,1.1493985652923584,559,504,55
c4_union_radius,4,union_radius,task_init,0.02,2.5043129920959473,70,70,0
c4_union_radius,4,union_radius,task_init,0.03,2.0022330284118652,70,69,1
c4_union_radius,4,union_radius,task_init,0.05,1.9084104299545288,70,68,2
c4_union_radius,4,union_radius,task_init,0.1,1.3641130924224854,70,64,6
c8_centroid_distance,8,centroid_distance,episode,0.02,2.4647977352142334,559,549,10
c8_centroid_distance,8,centroid_distance,episode,0.03,2.3212602138519287,559,544,15
c8_centroid_distance,8,centroid_distance,episode,0.05,2.106166124343872,559,532,27
c8_centroid_distance,8,centroid_distance,episode,0.1,1.8807554244995117,559,504,55
c8_centroid_distance,8,centroid_distance,task_init,0.02,4.089247226715088,70,70,0
c8_centroid_distance,8,centroid_distance,task_init,0.03,3.4854531288146973,70,69,1
c8_centroid_distance,8,centroid_distance,task_init,0.05,3.3935420513153076,70,68,2
c8_centroid_distance,8,centroid_distance,task_init,0.1,2.3188679218292236,70,64,6
c8_assigned_radius,8,assigned_radius,episode,0.02,1.5468603372573853,559,549,10
c8_assigned_radius,8,assigned_radius,episode,0.03,1.416725516319275,559,544,15
c8_assigned_radius,8,assigned_radius,episode,0.05,1.3052536249160767,559,532,27
c8_assigned_radius,8,assigned_radius,episode,0.1,1.1736655235290527,559,504,55
c8_assigned_radius,8,assigned_radius,task_init,0.02,2.727837085723877,70,70,0
c8_assigned_radius,8,assigned_radius,task_init,0.03,2.263749361038208,70,69,1
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.9936156272888184,70,68,2
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.45784330368042,70,64,6
c8_union_radius,8,union_radius,episode,0.02,1.5063159465789795,559,549,10
c8_union_radius,8,union_radius,episode,0.03,1.4022817611694336,559,544,15
c8_union_radius,8,union_radius,episode,0.05,1.262199878692627,559,532,27
c8_union_radius,8,union_radius,episode,0.1,1.1615310907363892,559,504,55
c8_union_radius,8,union_radius,task_init,0.02,2.727837085723877,70,70,0
c8_union_radius,8,union_radius,task_init,0.03,2.0036211013793945,70,69,1
c8_union_radius,8,union_radius,task_init,0.05,1.9936156272888184,70,68,2
c8_union_radius,8,union_radius,task_init,0.1,1.3987672328948975,70,64,6
c16_centroid_distance,16,centroid_distance,episode,0.02,2.1703734397888184,559,549,10
c16_centroid_distance,16,centroid_distance,episode,0.03,1.9174104928970337,559,544,15
c16_centroid_distance,16,centroid_distance,episode,0.05,1.844191551208496,559,532,27
c16_centroid_distance,16,centroid_distance,episode,0.1,1.67947518825531,559,504,55
c16_centroid_distance,16,centroid_distance,task_init,0.02,3.292362928390503,70,70,0
c16_centroid_distance,16,centroid_distance,task_init,0.03,3.2071638107299805,70,69,1
c16_centroid_distance,16,centroid_distance,task_init,0.05,3.2005739212036133,70,68,2
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.1030356884002686,70,64,6
c16_assigned_radius,16,assigned_radius,episode,0.02,1.517437219619751,559,549,10
c16_assigned_radius,16,assigned_radius,episode,0.03,1.4541144371032715,559,544,15
c16_assigned_radius,16,assigned_radius,episode,0.05,1.3534003496170044,559,532,27
c16_assigned_radius,16,assigned_radius,episode,0.1,1.216198205947876,559,504,55
c16_assigned_radius,16,assigned_radius,task_init,0.02,2.108168125152588,70,70,0
c16_assigned_radius,16,assigned_radius,task_init,0.03,2.1038365364074707,70,69,1
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.9287688732147217,70,68,2
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.5678797960281372,70,64,6
c16_union_radius,16,union_radius,episode,0.02,1.4529544115066528,559,549,10
c16_union_radius,16,union_radius,episode,0.03,1.4034005403518677,559,544,15
c16_union_radius,16,union_radius,episode,0.05,1.2820305824279785,559,532,27
c16_union_radius,16,union_radius,episode,0.1,1.1743452548980713,559,504,55
c16_union_radius,16,union_radius,task_init,0.02,2.108168125152588,70,70,0
c16_union_radius,16,union_radius,task_init,0.03,2.1038365364074707,70,69,1
c16_union_radius,16,union_radius,task_init,0.05,1.9287688732147217,70,68,2
c16_union_radius,16,union_radius,task_init,0.1,1.540564775466919,70,64,6
c32_centroid_distance,32,centroid_distance,episode,0.02,1.927916407585144,559,549,10
c32_centroid_distance,32,centroid_distance,episode,0.03,1.7881077527999878,559,544,15
c32_centroid_distance,32,centroid_distance,episode,0.05,1.60762619972229,559,532,27
c32_centroid_distance,32,centroid_distance,episode,0.1,1.4700630903244019,559,504,55
c32_centroid_distance,32,centroid_distance,task_init,0.02,3.195937156677246,70,70,0
c32_centroid_distance,32,centroid_distance,task_init,0.03,3.0954201221466064,70,69,1
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.916954278945923,70,68,2
c32_centroid_distance,32,centroid_distance,task_init,0.1,1.8924251794815063,70,64,6
c32_assigned_radius,32,assigned_radius,episode,0.02,1.631091833114624,559,549,10
c32_assigned_radius,32,assigned_radius,episode,0.03,1.5411609411239624,559,544,15
c32_assigned_radius,32,assigned_radius,episode,0.05,1.383484125137329,559,532,27
c32_assigned_radius,32,assigned_radius,episode,0.1,1.2652109861373901,559,504,55
c32_assigned_radius,32,assigned_radius,task_init,0.02,3.159353494644165,70,70,0
c32_assigned_radius,32,assigned_radius,task_init,0.03,2.231255531311035,70,69,1
c32_assigned_radius,32,assigned_radius,task_init,0.05,2.163538932800293,70,68,2
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.8625726699829102,70,64,6
c32_union_radius,32,union_radius,episode,0.02,1.5270698070526123,559,549,10
c32_union_radius,32,union_radius,episode,0.03,1.425091028213501,559,544,15
c32_union_radius,32,union_radius,episode,0.05,1.3206090927124023,559,532,27
c32_union_radius,32,union_radius,episode,0.1,1.1979894638061523,559,504,55
c32_union_radius,32,union_radius,task_init,0.02,2.231255531311035,70,70,0
c32_union_radius,32,union_radius,task_init,0.03,2.163538932800293,70,69,1
c32_union_radius,32,union_radius,task_init,0.05,2.1332783699035645,70,68,2
c32_union_radius,32,union_radius,task_init,0.1,1.4478667974472046,70,64,6
c64_centroid_distance,64,centroid_distance,episode,0.02,1.907525897026062,559,549,10
c64_centroid_distance,64,centroid_distance,episode,0.03,1.6112525463104248,559,544,15
c64_centroid_distance,64,centroid_distance,episode,0.05,1.4907708168029785,559,532,27
c64_centroid_distance,64,centroid_distance,episode,0.1,1.3226864337921143,559,504,55
c64_centroid_distance,64,centroid_distance,task_init,0.02,3.051487684249878,70,70,0
c64_centroid_distance,64,centroid_distance,task_init,0.03,2.779590606689453,70,69,1
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.607273578643799,70,68,2
c64_centroid_distance,64,centroid_distance,task_init,0.1,1.808972716331482,70,64,6
c64_assigned_radius,64,assigned_radius,episode,0.02,1.664689064025879,559,549,10
c64_assigned_radius,64,assigned_radius,episode,0.03,1.6046648025512695,559,544,15
c64_assigned_radius,64,assigned_radius,episode,0.05,1.459030270576477,559,532,27
c64_assigned_radius,64,assigned_radius,episode,0.1,1.3127987384796143,559,504,55
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.442505121231079,70,70,0
c64_assigned_radius,64,assigned_radius,task_init,0.03,2.4398109912872314,70,69,1
c64_assigned_radius,64,assigned_radius,task_init,0.05,2.3369977474212646,70,68,2
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.8854268789291382,70,64,6
c64_union_radius,64,union_radius,episode,0.02,1.6046648025512695,559,549,10
c64_union_radius,64,union_radius,episode,0.03,1.5041325092315674,559,544,15
c64_union_radius,64,union_radius,episode,0.05,1.305150032043457,559,532,27
c64_union_radius,64,union_radius,episode,0.1,1.2222797870635986,559,504,55
c64_union_radius,64,union_radius,task_init,0.02,2.249751329421997,70,70,0
c64_union_radius,64,union_radius,task_init,0.03,2.2165744304656982,70,69,1
c64_union_radius,64,union_radius,task_init,0.05,2.193056106567383,70,68,2
c64_union_radius,64,union_radius,task_init,0.1,1.4972091913223267,70,64,6
