method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
knn20,0,knn20,episode,0.02,2.0765717029571533,547,538,9
knn20,0,knn20,episode,0.03,1.8735313415527344,547,532,15
knn20,0,knn20,episode,0.05,1.7048996686935425,547,521,26
knn20,0,knn20,episode,0.1,1.5384868383407593,547,494,53
knn20,0,knn20,task_init,0.02,2.8088362216949463,70,70,0
knn20,0,knn20,task_init,0.03,2.6236047744750977,70,69,1
knn20,0,knn20,task_init,0.05,2.4561617374420166,70,68,2
knn20,0,knn20,task_init,0.1,1.816449761390686,70,64,6
norm_only,0,norm_only,episode,0.02,8.24573802947998,547,538,9
norm_only,0,norm_only,episode,0.03,8.029756546020508,547,532,15
norm_only,0,norm_only,episode,0.05,7.524178981781006,547,521,26
norm_only,0,norm_only,episode,0.1,6.319520950317383,547,494,53
norm_only,0,norm_only,task_init,0.02,9.165897369384766,70,70,0
norm_only,0,norm_only,task_init,0.03,9.068696975708008,70,69,1
norm_only,0,norm_only,task_init,0.05,8.506902694702148,70,68,2
norm_only,0,norm_only,task_init,0.1,7.971059799194336,70,64,6
c1_centroid_distance,1,centroid_distance,episode,0.02,8.018633842468262,547,538,9
c1_centroid_distance,1,centroid_distance,episode,0.03,7.855122089385986,547,532,15
c1_centroid_distance,1,centroid_distance,episode,0.05,7.335324764251709,547,521,26
c1_centroid_distance,1,centroid_distance,episode,0.1,6.2850823402404785,547,494,53
c1_centroid_distance,1,centroid_distance,task_init,0.02,8.980452537536621,70,70,0
c1_centroid_distance,1,centroid_distance,task_init,0.03,8.863945007324219,70,69,1
c1_centroid_distance,1,centroid_distance,task_init,0.05,8.33514404296875,70,68,2
c1_centroid_distance,1,centroid_distance,task_init,0.1,7.7571611404418945,70,64,6
c1_assigned_radius,1,assigned_radius,episode,0.02,1.5277999639511108,547,538,9
c1_assigned_radius,1,assigned_radius,episode,0.03,1.4966456890106201,547,532,15
c1_assigned_radius,1,assigned_radius,episode,0.05,1.3976081609725952,547,521,26
c1_assigned_radius,1,assigned_radius,episode,0.1,1.1975041627883911,547,494,53
c1_assigned_radius,1,assigned_radius,task_init,0.02,1.7110562324523926,70,70,0
c1_assigned_radius,1,assigned_radius,task_init,0.03,1.688857913017273,70,69,1
c1_assigned_radius,1,assigned_radius,task_init,0.05,1.5881048440933228,70,68,2
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.4779812097549438,70,64,6
c1_union_radius,1,union_radius,episode,0.02,1.5277999639511108,547,538,9
c1_union_radius,1,union_radius,episode,0.03,1.4966456890106201,547,532,15
c1_union_radius,1,union_radius,episode,0.05,1.3976081609725952,547,521,26
c1_union_radius,1,union_radius,episode,0.1,1.1975041627883911,547,494,53
c1_union_radius,1,union_radius,task_init,0.02,1.7110562324523926,70,70,0
c1_union_radius,1,union_radius,task_init,0.03,1.688857913017273,70,69,1
c1_union_radius,1,union_radius,task_init,0.05,1.5881048440933228,70,68,2
c1_union_radius,1,union_radius,task_init,0.1,1.4779812097549438,70,64,6
c2_centroid_distance,2,centroid_distance,episode,0.02,4.897886753082275,547,538,9
c2_centroid_distance,2,centroid_distance,episode,0.03,4.707065105438232,547,532,15
c2_centroid_distance,2,centroid_distance,episode,0.05,4.246049880981445,547,521,26
c2_centroid_distance,2,centroid_distance,episode,0.1,3.8253092765808105,547,494,53
c2_centroid_distance,2,centroid_distance,task_init,0.02,5.455022811889648,70,70,0
c2_centroid_distance,2,centroid_distance,task_init,0.03,5.418675899505615,70,69,1
c2_centroid_distance,2,centroid_distance,task_init,0.05,5.362444877624512,70,68,2
c2_centroid_distance,2,centroid_distance,task_init,0.1,4.578054428100586,70,64,6
c2_assigned_radius,2,assigned_radius,episode,0.02,1.4648077487945557,547,538,9
c2_assigned_radius,2,assigned_radius,episode,0.03,1.4156566858291626,547,532,15
c2_assigned_radius,2,assigned_radius,episode,0.05,1.2737716436386108,547,521,26
c2_assigned_radius,2,assigned_radius,episode,0.1,1.1440327167510986,547,494,53
c2_assigned_radius,2,assigned_radius,task_init,0.02,1.631518840789795,70,70,0
c2_assigned_radius,2,assigned_radius,task_init,0.03,1.63142991065979,70,69,1
c2_assigned_radius,2,assigned_radius,task_init,0.05,1.6145881414413452,70,68,2
c2_assigned_radius,2,assigned_radius,task_init,0.1,1.3784146308898926,70,64,6
c2_union_radius,2,union_radius,episode,0.02,1.4648077487945557,547,538,9
c2_union_radius,2,union_radius,episode,0.03,1.4156566858291626,547,532,15
c2_union_radius,2,union_radius,episode,0.05,1.2737716436386108,547,521,26
c2_union_radius,2,union_radius,episode,0.1,1.1440327167510986,547,494,53
c2_union_radius,2,union_radius,task_init,0.02,1.631518840789795,70,70,0
c2_union_radius,2,union_radius,task_init,0.03,1.63142991065979,70,69,1
c2_union_radius,2,union_radius,task_init,0.05,1.6145881414413452,70,68,2
c2_union_radius,2,union_radius,task_init,0.1,1.3784146308898926,70,64,6
c4_centroid_distance,4,centroid_distance,episode,0.02,3.967801570892334,547,538,9
c4_centroid_distance,4,centroid_distance,episode,0.03,3.7579147815704346,547,532,15
c4_centroid_distance,4,centroid_distance,episode,0.05,3.142024517059326,547,521,26
c4_centroid_distance,4,centroid_distance,episode,0.1,2.882124423980713,547,494,53
c4_centroid_distance,4,centroid_distance,task_init,0.02,4.83763313293457,70,70,0
c4_centroid_distance,4,centroid_distance,task_init,0.03,4.455231189727783,70,69,1
c4_centroid_distance,4,centroid_distance,task_init,0.05,4.056877613067627,70,68,2
c4_centroid_distance,4,centroid_distance,task_init,0.1,3.245715856552124,70,64,6
c4_assigned_radius,4,assigned_radius,episode,0.02,1.5724046230316162,547,538,9
c4_assigned_radius,4,assigned_radius,episode,0.03,1.4715591669082642,547,532,15
c4_assigned_radius,4,assigned_radius,episode,0.05,1.32679283618927,547,521,26
c4_assigned_radius,4,assigned_radius,episode,0.1,1.1791845560073853,547,494,53
c4_assigned_radius,4,assigned_radius,task_init,0.02,1.8959752321243286,70,70,0
c4_assigned_radius,4,assigned_radius,task_init,0.03,1.8680360317230225,70,69,1
c4_assigned_radius,4,assigned_radius,task_init,0.05,1.764198660850525,70,68,2
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.3949360847473145,70,64,6
c4_union_radius,4,union_radius,episode,0.02,1.5675673484802246,547,538,9
c4_union_radius,4,union_radius,episode,0.03,1.4715591669082642,547,532,15
c4_union_radius,4,union_radius,episode,0.05,1.2719461917877197,547,521,26
c4_union_radius,4,union_radius,episode,0.1,1.1494323015213013,547,494,53
c4_union_radius,4,union_radius,task_init,0.02,1.8663758039474487,70,70,0
c4_union_radius,4,union_radius,task_init,0.03,1.8611456155776978,70,69,1
c4_union_radius,4,union_radius,task_init,0.05,1.764198660850525,70,68,2
c4_union_radius,4,union_radius,task_init,0.1,1.3932677507400513,70,64,6
c8_centroid_distance,8,centroid_distance,episode,0.02,3.765146255493164,547,538,9
c8_centroid_distance,8,centroid_distance,episode,0.03,3.5110154151916504,547,532,15
c8_centroid_distance,8,centroid_distance,episode,0.05,2.859326124191284,547,521,26
c8_centroid_distance,8,centroid_distance,episode,0.1,2.52250599861145,547,494,53
c8_centroid_distance,8,centroid_distance,task_init,0.02,4.756439685821533,70,70,0
c8_centroid_distance,8,centroid_distance,task_init,0.03,4.301227569580078,70,69,1
c8_centroid_distance,8,centroid_distance,task_init,0.05,3.8785085678100586,70,68,2
c8_centroid_distance,8,centroid_distance,task_init,0.1,2.8909173011779785,70,64,6
c8_assigned_radius,8,assigned_radius,episode,0.02,1.530751347541809,547,538,9
c8_assigned_radius,8,assigned_radius,episode,0.03,1.4702732563018799,547,532,15
c8_assigned_radius,8,assigned_radius,episode,0.05,1.3097916841506958,547,521,26
c8_assigned_radius,8,assigned_radius,episode,0.1,1.1713314056396484,547,494,53
c8_assigned_radius,8,assigned_radius,task_init,0.02,1.872571349143982,70,70,0
c8_assigned_radius,8,assigned_radius,task_init,0.03,1.8636224269866943,70,69,1
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.7069904804229736,70,68,2
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.4501547813415527,70,64,6
c8_union_radius,8,union_radius,episode,0.02,1.5249215364456177,547,538,9
c8_union_radius,8,union_radius,episode,0.03,1.402179479598999,547,532,15
c8_union_radius,8,union_radius,episode,0.05,1.2998040914535522,547,521,26
c8_union_radius,8,union_radius,episode,0.1,1.1482900381088257,547,494,53
c8_union_radius,8,union_radius,task_init,0.02,1.872571349143982,70,70,0
c8_union_radius,8,union_radius,task_init,0.03,1.8636224269866943,70,69,1
c8_union_radius,8,union_radius,task_init,0.05,1.7069904804229736,70,68,2
c8_union_radius,8,union_radius,task_init,0.1,1.3775111436843872,70,64,6
c16_centroid_distance,16,centroid_distance,episode,0.02,2.860530376434326,547,538,9
c16_centroid_distance,16,centroid_distance,episode,0.03,2.736863136291504,547,532,15
c16_centroid_distance,16,centroid_distance,episode,0.05,2.476443290710449,547,521,26
c16_centroid_distance,16,centroid_distance,episode,0.1,2.2249255180358887,547,494,53
c16_centroid_distance,16,centroid_distance,task_init,0.02,4.028005123138428,70,70,0
c16_centroid_distance,16,centroid_distance,task_init,0.03,3.7389752864837646,70,69,1
c16_centroid_distance,16,centroid_distance,task_init,0.05,3.650620698928833,70,68,2
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.662620782852173,70,64,6
c16_assigned_radius,16,assigned_radius,episode,0.02,1.6434451341629028,547,538,9
c16_assigned_radius,16,assigned_radius,episode,0.03,1.4743034839630127,547,532,15
c16_assigned_radius,16,assigned_radius,episode,0.05,1.3414283990859985,547,521,26
c16_assigned_radius,16,assigned_radius,episode,0.1,1.2225476503372192,547,494,53
c16_assigned_radius,16,assigned_radius,task_init,0.02,2.06022047996521,70,70,0
c16_assigned_radius,16,assigned_radius,task_init,0.03,1.9780324697494507,70,69,1
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.9538159370422363,70,68,2
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.4743034839630127,70,64,6
c16_union_radius,16,union_radius,episode,0.02,1.5395492315292358,547,538,9
c16_union_radius,16,union_radius,episode,0.03,1.4743034839630127,547,532,15
c16_union_radius,16,union_radius,episode,0.05,1.3199381828308105,547,521,26
c16_union_radius,16,union_radius,episode,0.1,1.2007668018341064,547,494,53
c16_union_radius,16,union_radius,task_init,0.02,1.9780324697494507,70,70,0
c16_union_radius,16,union_radius,task_init,0.03,1.9538159370422363,70,69,1
c16_union_radius,16,union_radius,task_init,0.05,1.8767738342285156,70,68,2
c16_union_radius,16,union_radius,task_init,0.1,1.4743034839630127,70,64,6
c32_centroid_distance,32,centroid_distance,episode,0.02,2.4710097312927246,547,538,9
c32_centroid_distance,32,centroid_distance,episode,0.03,2.253843307495117,547,532,15
c32_centroid_distance,32,centroid_distance,episode,0.05,2.1126949787139893,547,521,26
c32_centroid_distance,32,centroid_distance,episode,0.1,1.9277058839797974,547,494,53
c32_centroid_distance,32,centroid_distance,task_init,0.02,3.6672544479370117,70,70,0
c32_centroid_distance,32,centroid_distance,task_init,0.03,3.0969204902648926,70,69,1
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.554344892501831,70,68,2
c32_centroid_distance,32,centroid_distance,task_init,0.1,2.3188300132751465,70,64,6
c32_assigned_radius,32,assigned_radius,episode,0.02,1.4828810691833496,547,538,9
c32_assigned_radius,32,assigned_radius,episode,0.03,1.4600588083267212,547,532,15
c32_assigned_radius,32,assigned_radius,episode,0.05,1.3593181371688843,547,521,26
c32_assigned_radius,32,assigned_radius,episode,0.1,1.2476890087127686,547,494,53
c32_assigned_radius,32,assigned_radius,task_init,0.02,2.335249185562134,70,70,0
c32_assigned_radius,32,assigned_radius,task_init,0.03,1.9885286092758179,70,69,1
c32_assigned_radius,32,assigned_radius,task_init,0.05,1.625537395477295,70,68,2
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.4541860818862915,70,64,6
c32_union_radius,32,union_radius,episode,0.02,1.464026927947998,547,538,9
c32_union_radius,32,union_radius,episode,0.03,1.4275206327438354,547,532,15
c32_union_radius,32,union_radius,episode,0.05,1.315239667892456,547,521,26
c32_union_radius,32,union_radius,episode,0.1,1.1986652612686157,547,494,53
c32_union_radius,32,union_radius,task_init,0.02,2.1672611236572266,70,70,0
c32_union_radius,32,union_radius,task_init,0.03,1.6077972650527954,70,69,1
c32_union_radius,32,union_radius,task_init,0.05,1.5660834312438965,70,68,2
c32_union_radius,32,union_radius,task_init,0.1,1.4404652118682861,70,64,6
c64_centroid_distance,64,centroid_distance,episode,0.02,2.40021014213562,547,538,9
c64_centroid_distance,64,centroid_distance,episode,0.03,2.0827739238739014,547,532,15
c64_centroid_distance,64,centroid_distance,episode,0.05,1.9816596508026123,547,521,26
c64_centroid_distance,64,centroid_distance,episode,0.1,1.762148141860962,547,494,53
c64_centroid_distance,64,centroid_distance,task_init,0.02,3.05977201461792,70,70,0
c64_centroid_distance,64,centroid_distance,task_init,0.03,3.031243324279785,70,69,1
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.7180848121643066,70,68,2
c64_centroid_distance,64,centroid_distance,task_init,0.1,2.144360303878784,70,64,6
c64_assigned_radius,64,assigned_radius,episode,0.02,1.644916296005249,547,538,9
c64_assigned_radius,64,assigned_radius,episode,0.03,1.5491325855255127,547,532,15
c64_assigned_radius,64,assigned_radius,episode,0.05,1.445890188217163,547,521,26
c64_assigned_radius,64,assigned_radius,episode,0.1,1.3379300832748413,547,494,53
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.3351917266845703,70,70,0
c64_assigned_radius,64,assigned_radius,task_init,0.03,2.08880352973938,70,69,1
c64_assigned_radius,64,assigned_radius,task_init,0.05,2.038379430770874,70,68,2
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.573222041130066,70,64,6
c64_union_radius,64,union_radius,episode,0.02,1.4793779850006104,547,538,9
c64_union_radius,64,union_radius,episode,0.03,1.4128913879394531,547,532,15
c64_union_radius,64,union_radius,episode,0.05,1.3637458086013794,547,521,26
c64_union_radius,64,union_radius,episode,0.1,1.2536215782165527,547,494,53
c64_union_radius,64,union_radius,task_init,0.02,2.1212856769561768,70,70,0
c64_union_radius,64,union_radius,task_init,0.03,1.680086374282837,70,69,1
c64_union_radius,64,union_radius,task_init,0.05,1.662030577659607,70,68,2
c64_union_radius,64,union_radius,task_init,0.1,1.4251790046691895,70,64,6
