method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances
knn20,0,knn20,episode,0.02,1.9947882890701294,541,532,9
knn20,0,knn20,episode,0.03,1.909743309020996,541,526,15
knn20,0,knn20,episode,0.05,1.823172926902771,541,515,26
knn20,0,knn20,episode,0.1,1.71405029296875,541,488,53
knn20,0,knn20,task_init,0.02,4.470180034637451,70,70,0
knn20,0,knn20,task_init,0.03,2.2480673789978027,70,69,1
knn20,0,knn20,task_init,0.05,2.2216238975524902,70,68,2
knn20,0,knn20,task_init,0.1,2.0641744136810303,70,64,6
norm_only,0,norm_only,episode,0.02,6.634144306182861,541,532,9
norm_only,0,norm_only,episode,0.03,6.391819953918457,541,526,15
norm_only,0,norm_only,episode,0.05,6.088837623596191,541,515,26
norm_only,0,norm_only,episode,0.1,5.579127788543701,541,488,53
norm_only,0,norm_only,task_init,0.02,7.253636360168457,70,70,0
norm_only,0,norm_only,task_init,0.03,7.218382358551025,70,69,1
norm_only,0,norm_only,task_init,0.05,7.023609638214111,70,68,2
norm_only,0,norm_only,task_init,0.1,6.457944869995117,70,64,6
c1_centroid_distance,1,centroid_distance,episode,0.02,6.375842571258545,541,532,9
c1_centroid_distance,1,centroid_distance,episode,0.03,6.14609432220459,541,526,15
c1_centroid_distance,1,centroid_distance,episode,0.05,5.9608025550842285,541,515,26
c1_centroid_distance,1,centroid_distance,episode,0.1,5.515081882476807,541,488,53
c1_centroid_distance,1,centroid_distance,task_init,0.02,7.3368401527404785,70,70,0
c1_centroid_distance,1,centroid_distance,task_init,0.03,6.972158908843994,70,69,1
c1_centroid_distance,1,centroid_distance,task_init,0.05,6.778289318084717,70,68,2
c1_centroid_distance,1,centroid_distance,task_init,0.1,6.178660869598389,70,64,6
c1_assigned_radius,1,assigned_radius,episode,0.02,1.4444949626922607,541,532,9
c1_assigned_radius,1,assigned_radius,episode,0.03,1.3924436569213867,541,526,15
c1_assigned_radius,1,assigned_radius,episode,0.05,1.3504644632339478,541,515,26
c1_assigned_radius,1,assigned_radius,episode,0.1,1.2494831085205078,541,488,53
c1_assigned_radius,1,assigned_radius,task_init,0.02,1.6622161865234375,70,70,0
c1_assigned_radius,1,assigned_radius,task_init,0.03,1.5795948505401611,70,69,1
c1_assigned_radius,1,assigned_radius,task_init,0.05,1.5356721878051758,70,68,2
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.3998219966888428,70,64,6
c1_union_radius,1,union_radius,episode,0.02,1.4444949626922607,541,532,9
c1_union_radius,1,union_radius,episode,0.03,1.3924436569213867,541,526,15
c1_union_radius,1,union_radius,episode,0.05,1.3504644632339478,541,515,26
c1_union_radius,1,union_radius,episode,0.1,1.2494831085205078,541,488,53
c1_union_radius,1,union_radius,task_init,0.02,1.6622161865234375,70,70,0
c1_union_radius,1,union_radius,task_init,0.03,1.5795948505401611,70,69,1
c1_union_radius,1,union_radius,task_init,0.05,1.5356721878051758,70,68,2
c1_union_radius,1,union_radius,task_init,0.1,1.3998219966888428,70,64,6
c2_centroid_distance,2,centroid_distance,episode,0.02,4.504621982574463,541,532,9
c2_centroid_distance,2,centroid_distance,episode,0.03,4.3291401863098145,541,526,15
c2_centroid_distance,2,centroid_distance,episode,0.05,4.177650451660156,541,515,26
c2_centroid_distance,2,centroid_distance,episode,0.1,3.7707929611206055,541,488,53
c2_centroid_distance,2,centroid_distance,task_init,0.02,6.576860427856445,70,70,0
c2_centroid_distance,2,centroid_distance,task_init,0.03,5.115492820739746,70,69,1
c2_centroid_distance,2,centroid_distance,task_init,0.05,4.995156764984131,70,68,2
c2_centroid_distance,2,centroid_distance,task_init,0.1,4.39073371887207,70,64,6
c2_assigned_radius,2,assigned_radius,episode,0.02,1.4773826599121094,541,532,9
c2_assigned_radius,2,assigned_radius,episode,0.03,1.4346985816955566,541,526,15
c2_assigned_radius,2,assigned_radius,episode,0.05,1.3649792671203613,541,515,26
c2_assigned_radius,2,assigned_radius,episode,0.1,1.2443779706954956,541,488,53
c2_assigned_radius,2,assigned_radius,task_init,0.02,2.1849136352539062,70,70,0
c2_assigned_radius,2,assigned_radius,task_init,0.03,1.6714038848876953,70,69,1
c2_assigned_radius,2,assigned_radius,task_init,0.05,1.632086157798767,70,68,2
c2_assigned_radius,2,assigned_radius,task_init,0.1,1.4346007108688354,70,64,6
c2_union_radius,2,union_radius,episode,0.02,1.4773826599121094,541,532,9
c2_union_radius,2,union_radius,episode,0.03,1.4346985816955566,541,526,15
c2_union_radius,2,union_radius,episode,0.05,1.3649792671203613,541,515,26
c2_union_radius,2,union_radius,episode,0.1,1.2443779706954956,541,488,53
c2_union_radius,2,union_radius,task_init,0.02,2.1849136352539062,70,70,0
c2_union_radius,2,union_radius,task_init,0.03,1.6714038848876953,70,69,1
c2_union_radius,2,union_radius,task_init,0.05,1.632086157798767,70,68,2
c2_union_radius,2,union_radius,task_init,0.1,1.4346007108688354,70,64,6
c4_centroid_distance,4,centroid_distance,episode,0.02,4.0096611976623535,541,532,9
c4_centroid_distance,4,centroid_distance,episode,0.03,3.802137851715088,541,526,15
c4_centroid_distance,4,centroid_distance,episode,0.05,3.528191089630127,541,515,26
c4_centroid_distance,4,centroid_distance,episode,0.1,3.1896255016326904,541,488,53
c4_centroid_distance,4,centroid_distance,task_init,0.02,6.294393062591553,70,70,0
c4_centroid_distance,4,centroid_distance,task_init,0.03,4.690295696258545,70,69,1
c4_centroid_distance,4,centroid_distance,task_init,0.05,4.449050426483154,70,68,2
c4_centroid_distance,4,centroid_distance,task_init,0.1,3.9458980560302734,70,64,6
c4_assigned_radius,4,assigned_radius,episode,0.02,1.4588215351104736,541,532,9
c4_assigned_radius,4,assigned_radius,episode,0.03,1.4127358198165894,541,526,15
c4_assigned_radius,4,assigned_radius,episode,0.05,1.3187694549560547,541,515,26
c4_assigned_radius,4,assigned_radius,episode,0.1,1.2113573551177979,541,488,53
c4_assigned_radius,4,assigned_radius,task_init,0.02,2.322385787963867,70,70,0
c4_assigned_radius,4,assigned_radius,task_init,0.03,1.6740562915802002,70,69,1
c4_assigned_radius,4,assigned_radius,task_init,0.05,1.5879513025283813,70,68,2
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.4505975246429443,70,64,6
c4_union_radius,4,union_radius,episode,0.02,1.4588215351104736,541,532,9
c4_union_radius,4,union_radius,episode,0.03,1.4083665609359741,541,526,15
c4_union_radius,4,union_radius,episode,0.05,1.3039153814315796,541,515,26
c4_union_radius,4,union_radius,episode,0.1,1.1932952404022217,541,488,53
c4_union_radius,4,union_radius,task_init,0.02,2.322385787963867,70,70,0
c4_union_radius,4,union_radius,task_init,0.03,1.6740562915802002,70,69,1
c4_union_radius,4,union_radius,task_init,0.05,1.5879513025283813,70,68,2
c4_union_radius,4,union_radius,task_init,0.1,1.4505975246429443,70,64,6
c8_centroid_distance,8,centroid_distance,episode,0.02,3.4743340015411377,541,532,9
c8_centroid_distance,8,centroid_distance,episode,0.03,3.2638933658599854,541,526,15
c8_centroid_distance,8,centroid_distance,episode,0.05,3.033472776412964,541,515,26
c8_centroid_distance,8,centroid_distance,episode,0.1,2.8053863048553467,541,488,53
c8_centroid_distance,8,centroid_distance,task_init,0.02,6.370814323425293,70,70,0
c8_centroid_distance,8,centroid_distance,task_init,0.03,3.7089719772338867,70,69,1
c8_centroid_distance,8,centroid_distance,task_init,0.05,3.603447198867798,70,68,2
c8_centroid_distance,8,centroid_distance,task_init,0.1,3.45361328125,70,64,6
c8_assigned_radius,8,assigned_radius,episode,0.02,1.5172423124313354,541,532,9
c8_assigned_radius,8,assigned_radius,episode,0.03,1.4045737981796265,541,526,15
c8_assigned_radius,8,assigned_radius,episode,0.05,1.3354326486587524,541,515,26
c8_assigned_radius,8,assigned_radius,episode,0.1,1.2288161516189575,541,488,53
c8_assigned_radius,8,assigned_radius,task_init,0.02,2.8059253692626953,70,70,0
c8_assigned_radius,8,assigned_radius,task_init,0.03,1.584130048751831,70,69,1
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.5833710432052612,70,68,2
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.4274388551712036,70,64,6
c8_union_radius,8,union_radius,episode,0.02,1.4678200483322144,541,532,9
c8_union_radius,8,union_radius,episode,0.03,1.382739782333374,541,526,15
c8_union_radius,8,union_radius,episode,0.05,1.311751365661621,541,515,26
c8_union_radius,8,union_radius,episode,0.1,1.2148035764694214,541,488,53
c8_union_radius,8,union_radius,task_init,0.02,2.58819580078125,70,70,0
c8_union_radius,8,union_radius,task_init,0.03,1.584130048751831,70,69,1
c8_union_radius,8,union_radius,task_init,0.05,1.5833710432052612,70,68,2
c8_union_radius,8,union_radius,task_init,0.1,1.4274388551712036,70,64,6
c16_centroid_distance,16,centroid_distance,episode,0.02,2.7626068592071533,541,532,9
c16_centroid_distance,16,centroid_distance,episode,0.03,2.735755205154419,541,526,15
c16_centroid_distance,16,centroid_distance,episode,0.05,2.579874277114868,541,515,26
c16_centroid_distance,16,centroid_distance,episode,0.1,2.3932347297668457,541,488,53
