run,relative_query,metric,layer,expert,auc_minus_half,ci_low,ci_high,mean_raw_difference,cells,positive_cells,negative_cells,sign_p,bh_q_across_2x4x32
seed1000_1007,2,soft_probability,12,12,-0.14819976771196286,-0.26126923635307786,-0.02422110917537753,-0.0013235671212896705,41,13,27,0.03847730828420026,0.14485574883463628
seed1000_1007,2,soft_probability,12,13,-0.18012485481997678,-0.29375362950058076,-0.06397466608594662,-0.0011967781465500593,41,13,27,0.03847730828420026,0.14485574883463628
seed1000_1007,2,soft_probability,12,14,-0.042407084785133574,-0.16206736353077816,0.08599266840882694,-0.0004292418889235705,41,17,21,0.6271025701571489,0.7869522449030888
seed1000_1007,2,soft_probability,12,15,0.07414343786295005,-0.03788472706155633,0.1837423780487804,0.0005447433213703334,41,22,16,0.417692190836533,0.6289952991420732
seed1000_1007,2,soft_probability,12,16,0.14307491289198607,0.02669533972125435,0.26089213124274097,0.0014953502686694264,41,26,15,0.11727520595741225,0.27798567338053276
seed1000_1007,2,soft_probability,12,17,0.12042682926829268,0.014230182926829267,0.2218180168408826,0.0007896881434135139,41,25,13,0.07295138851623051,0.20081242430274204
seed1000_1007,2,soft_probability,12,18,-0.03517711962833913,-0.14946319686411152,0.07267820847851326,-0.00033768508001230657,41,17,22,0.5223973804968409,0.7075858698793189
seed1000_1007,2,soft_probability,12,19,0.14214576074332172,0.028226263066202094,0.25186628919860626,0.0016279307892546058,41,24,14,0.14330665429588407,0.3190130739108376
seed1000_1007,2,soft_probability,12,20,-0.021689895470383285,-0.12575566202090596,0.08952961672473861,0.0004112597380299121,41,16,23,0.3367836351899314,0.5289362614025916
seed1000_1007,2,soft_probability,12,21,-0.006620209059233456,-0.13137122531939605,0.11485844947735181,0.00011773757432820275,41,19,19,1.0,1.0
seed1000_1007,2,soft_probability,12,22,0.08236062717770035,-0.027506896051103367,0.1967955139372822,0.00033526073093526065,41,23,15,0.2558750795433298,0.4678858597363744
seed1000_1007,2,soft_probability,12,23,0.030865272938443662,-0.09256170150987225,0.15020325203252033,0.00014184702013153583,41,21,16,0.5113757815852296,0.7075858698793189
seed1000_1007,2,soft_probability,12,24,-0.14475900116144017,-0.2627954413472706,-0.026936338559814227,-0.00117756228428334,41,11,27,0.013852965261321515,0.07709476319344147
seed1000_1007,2,soft_probability,12,25,0.03151858304297328,-0.08864655923344947,0.15483485772357722,0.0002438575029373169,41,20,18,0.8714146793645341,0.956859418672597
seed1000_1007,2,soft_probability,12,26,0.05574912891986061,-0.05822807781649245,0.1675450058072009,0.0005289128748700023,41,23,16,0.3367836351899314,0.5289362614025916
seed1000_1007,2,soft_probability,12,27,0.10856562137049941,-0.008545296167247389,0.22383420441347268,0.0007071481668390334,41,25,14,0.10812902140605729,0.2587012100929969
seed1000_1007,2,soft_probability,12,28,-0.06023519163763067,-0.18133892276422764,0.06700421022067361,-0.0001854012516560033,41,19,22,0.755228657504631,0.8748350059782151
seed1000_1007,2,soft_probability,12,29,-0.05952380952380954,-0.1976843786295006,0.07174070847851323,0.00043045339407399297,41,16,22,0.417692190836533,0.6289952991420732
seed1000_1007,2,soft_probability,12,30,-0.0545876887340302,-0.16721689895470385,0.056809668989546945,-0.00038651563227176666,41,15,24,0.19959086691960692,0.40551795183666167
seed1000_1007,2,soft_probability,12,31,-0.13220092915214868,-0.24280850754936123,-0.019440331010453036,-0.0007488998817279935,41,13,24,0.09887174959294498,0.2556683625837769
seed1000_1007,2,soft_probability,13,0,0.08619337979094077,-0.01927446283391406,0.1933801538908246,0.0006945584318600595,41,21,15,0.40503224614076316,0.6284136667396083
seed1000_1007,2,soft_probability,13,1,-0.018612078977932645,-0.14199186991869922,0.10270034843205572,-0.0003807390748988837,41,19,21,0.8746293123804207,0.956859418672597
seed1000_1007,2,soft_probability,13,2,0.007650987224157956,-0.10871080139372823,0.12705429732868737,-0.00032056105555966496,41,18,20,0.8714146793645341,0.956859418672597
seed1000_1007,2,soft_probability,13,3,-0.1576219512195122,-0.2638944541231127,-0.047175159698025604,-0.0019479035399854183,41,12,28,0.01658900337497471,0.08666907885701072
seed1000_1007,2,soft_probability,13,4,0.07022357723577236,-0.04371914924506389,0.186718931475029,0.0009103220072574914,41,23,15,0.2558750795433298,0.4678858597363744
seed1000_1007,2,soft_probability,13,5,-0.15506678281068526,-0.25967987804878045,-0.05220419570267134,-0.0016570589505136013,41,11,27,0.013852965261321515,0.07709476319344147
seed1000_1007,2,soft_probability,13,6,-0.24274099883855982,-0.33179878048780487,-0.15072299651567947,-0.003456503851339221,41,7,34,2.532080361561384e-05,0.0021607085751990476
seed1000_1007,2,soft_probability,13,7,-0.19864982578397214,-0.30139626887340304,-0.09092588559814171,-0.0015037651173770428,41,9,28,0.0025632079923525453,0.026247249841690065
seed1000_1007,2,soft_probability,13,8,-0.018800813008130086,-0.12323533681765393,0.08400551684088266,-3.473646938800812e-05,41,19,17,0.8679394004284404,0.956859418672597
seed1000_1007,2,soft_probability,13,9,0.09773519163763064,-0.027409988385598143,0.22096544715447156,0.0012334821512922645,41,23,16,0.3367836351899314,0.5289362614025916
seed1000_1007,2,soft_probability,13,10,0.27666957026713124,0.18192545005807198,0.3672916666666667,0.003304068697616458,41,31,7,0.00011616700794547796,0.0033043060037824842
seed1000_1007,2,soft_probability,13,11,-0.058231707317073174,-0.17996551974448316,0.07277112369337958,-0.0002966972824651748,41,16,22,0.417692190836533,0.6289952991420732
seed1000_1007,2,soft_probability,13,12,-0.13969221835075496,-0.2467675667828107,-0.031212253193960527,-0.0010524605168029666,41,13,26,0.05325191409792751,0.16624987815938344
seed1000_1007,2,soft_probability,13,13,0.045528455284552835,-0.07198315911730546,0.16697227061556322,0.0006142631755210459,41,19,20,1.0,1.0
seed1000_1007,2,soft_probability,13,14,0.22650987224157954,0.12269345238095238,0.32535024680603947,0.0023977968376129866,41,30,11,0.00432400493446039,0.03689817544072867
seed1000_1007,2,soft_probability,13,15,-0.06225319396051104,-0.17358522067363533,0.049377903600464484,-0.0002660101163201034,41,17,21,0.6271025701571489,0.7869522449030888
seed1000_1007,2,soft_probability,13,16,0.09580429732868756,-0.029529616724738684,0.21887340301974442,0.0011287921806797385,41,22,17,0.5223973804968409,0.7075858698793189
seed1000_1007,2,soft_probability,13,17,-0.09345238095238097,-0.20094076655052268,0.01725101626016258,-0.0005556118558160961,41,14,22,0.2429849540349096,0.4678858597363744
seed1000_1007,2,soft_probability,13,18,0.05457317073170731,-0.053117378048780486,0.16717697444831586,0.0005225448403507471,41,20,18,0.8714146793645341,0.956859418672597
seed1000_1007,2,soft_probability,13,19,0.018365272938443658,-0.08540795586527294,0.12973686120789776,0.00028794389800168574,41,21,19,0.8746293123804207,0.956859418672597
seed1000_1007,2,soft_probability,13,20,0.2246951219512195,0.11916376306620208,0.31945085656213695,0.002213394036516547,41,30,9,0.0010650196345523,0.0170403141528368
seed1000_1007,2,soft_probability,13,21,-0.10145180023228804,-0.2131874274099884,0.013643292682926685,-0.0012592162238433957,41,15,23,0.2558750795433298,0.4678858597363744
seed1000_1007,2,soft_probability,13,22,-0.011977351916376312,-0.1248326800232288,0.10578578687572587,-0.0002065782027784735,41,20,19,1.0,1.0
seed1000_1007,2,soft_probability,13,23,-0.017653890824622535,-0.13372531939605112,0.10014663182346091,0.0005876878276467323,41,16,21,0.5113757815852296,0.7075858698793189
seed1000_1007,2,soft_probability,13,24,0.005531358885017415,-0.10289561556329847,0.11308580139372819,0.00016832741675898433,41,20,15,0.49955983320251107,0.7075858698793189
seed1000_1007,2,soft_probability,13,25,-0.06370499419279907,-0.18855981416957027,0.05773954703832744,-0.0007698821136727929,41,17,20,0.7428293587290682,0.8748350059782151
seed1000_1007,2,soft_probability,13,26,-0.056387921022067355,-0.1727997967479675,0.058802990708478484,-0.0005194638506509364,41,18,21,0.7492586247608415,0.8748350059782151
seed1000_1007,2,soft_probability,13,27,-0.0958623693379791,-0.20754173925667826,0.022664416376306607,-0.0009509575902484357,41,14,25,0.10812902140605729,0.2587012100929969
seed1000_1007,2,soft_probability,13,28,-0.10113240418118465,-0.2181714576074332,0.013532229965156612,-0.0011569516500458121,41,15,25,0.1538599441628321,0.3309928210561766
seed1000_1007,2,soft_probability,13,29,-0.03568524970963996,-0.15150551684088268,0.08512558072009278,-0.00026304612401872873,41,19,20,1.0,1.0
seed1000_1007,2,soft_probability,13,30,0.10286004645760743,-0.024401495354239258,0.22503048780487805,0.001625682576559484,41,25,14,0.10812902140605729,0.2587012100929969
seed1000_1007,2,soft_probability,13,31,0.09147793263646922,-0.033326437282229976,0.2085017421602787,0.0009092779364436865,41,23,14,0.18774155899882317,0.3972052818487498
seed1000_1007,2,soft_probability,14,0,0.19168118466898953,0.06740200348432056,0.3108656358885016,0.002880494110286236,41,29,11,0.006426576095691416,0.044464958932351424
seed1000_1007,2,soft_probability,14,1,-0.0872822299651568,-0.2018691927990708,0.025707026713124217,-0.001445180969312787,41,14,25,0.10812902140605729,0.2587012100929969
seed1000_1007,2,soft_probability,14,2,0.24427990708478514,0.13399825783972125,0.3369817073170731,0.0020009479485452175,41,30,10,0.0022214337732293643,0.02369529358111322
seed1000_1007,2,soft_probability,14,3,-0.01495354239256679,-0.14150333914053428,0.10799941927990683,0.0003254699695389718,41,18,20,0.8714146793645341,0.956859418672597
seed1000_1007,2,soft_probability,14,4,-0.04954994192799071,-0.1650987224157956,0.06707607433217189,-0.0007048069965094328,41,17,21,0.6271025701571489,0.7869522449030888
seed1000_1007,2,soft_probability,14,5,0.04306039488966316,-0.07974121660859466,0.16499709639953533,0.001293918234296143,41,22,18,0.6358280026288412,0.7901551877329289
seed1000_1007,2,soft_probability,14,6,0.09229094076655052,-0.020706663763066208,0.20223250580720084,0.0013671474298462272,41,20,17,0.7428293587290682,0.8748350059782151
seed1000_1007,2,soft_probability,14,7,-0.09163763066202092,-0.19919788037166083,0.027370063879210114,-0.0006245346739888191,41,16,23,0.3367836351899314,0.5289362614025916
seed1000_1007,2,soft_probability,14,8,-0.055618466898954715,-0.17833188153310106,0.06408282520325202,-4.087433990207501e-05,41,19,20,1.0,1.0
seed1000_1007,2,soft_probability,14,9,-0.13931475029036006,-0.25100464576074333,-0.028716608594657377,-0.0014477013610303402,41,12,25,0.04703102743951604,0.16493072636323433
seed1000_1007,2,soft_probability,14,10,-0.006576655052264812,-0.11889082462253193,0.11486933797909404,0.0005727855605073273,41,17,20,0.7428293587290682,0.8748350059782151
seed1000_1007,2,soft_probability,14,11,0.17984901277584203,0.06894236353077815,0.2830792682926829,0.001756123616360128,41,28,12,0.01658900337497471,0.08666907885701072
seed1000_1007,2,soft_probability,14,12,-0.1354239256678281,-0.2570165505226481,-0.016666666666666673,-0.002147880382835865,41,15,23,0.2558750795433298,0.4678858597363744
seed1000_1007,2,soft_probability,14,13,0.18288327526132403,0.06281721835075492,0.2910761469221835,0.0014222287572920322,41,30,11,0.00432400493446039,0.03689817544072867
seed1000_1007,2,soft_probability,14,14,-0.09542682926829267,-0.21489220383275262,0.0190399970963995,-0.000616587174590677,41,16,25,0.21102359760880063,0.42204719521760126
seed1000_1007,2,soft_probability,14,15,-0.23243321718931476,-0.3354308217189315,-0.12352315621370523,-0.003059421433135867,41,10,31,0.0014504910141113214,0.0218426882124999
seed1000_1007,2,soft_probability,14,16,-0.024549941927990707,-0.1441249274099884,0.09002685830429731,-0.00018449440540280193,41,17,20,0.7428293587290682,0.8748350059782151
seed1000_1007,2,soft_probability,14,17,-0.03202671312427412,-0.14716100464576073,0.08246515679442491,-0.00024074029352050275,41,16,23,0.3367836351899314,0.5289362614025916
seed1000_1007,2,soft_probability,14,18,-0.1113095238095238,-0.2332226335656214,0.006189024390243873,-0.0006924589397385716,41,13,25,0.07295138851623051,0.20081242430274204
seed1000_1007,2,soft_probability,14,19,0.01546167247386759,-0.09264844657375146,0.12960547328687563,2.8693957574432716e-05,41,18,18,1.0,1.0
seed1000_1007,2,soft_probability,14,20,0.16702961672473865,0.053054224738675944,0.2821591898954704,0.0019273939542472363,41,27,12,0.023702702470473014,0.10284562427866256
seed1000_1007,2,soft_probability,14,21,-0.02844076655052266,-0.14759073751451804,0.09852170441347267,-0.00032900000223889947,41,19,21,0.8746293123804207,0.956859418672597
seed1000_1007,2,soft_probability,14,22,-0.1716608594657375,-0.28046312427409986,-0.056460511033681854,-0.001360256806947291,41,12,26,0.03355243967962451,0.13214499319975193
seed1000_1007,2,soft_probability,14,23,0.02296747967479675,-0.09718423344947735,0.14338196864111494,0.00027980361483059824,41,20,17,0.7428293587290682,0.8748350059782151
seed1000_1007,2,soft_probability,14,24,-0.0694541231126597,-0.19675159698025552,0.05583986643437862,-0.0014158642152324319,41,16,25,0.21102359760880063,0.42204719521760126
seed1000_1007,2,soft_probability,14,25,-0.15628629500580718,-0.2572593641114983,-0.047478222996515745,-0.0013329723151400685,41,14,26,0.0806904677519924,0.21743957625800056
seed1000_1007,2,soft_probability,14,26,0.22941347270615564,0.12032338850174217,0.32761324041811846,0.0017414476023986936,41,32,9,0.000430857042374555,0.010984418744390661
seed1000_1007,2,soft_probability,14,27,-0.05675087108013937,-0.1726843786295006,0.06477751161440179,-0.0009620131459087133,41,15,23,0.2558750795433298,0.4678858597363744
seed1000_1007,2,soft_probability,14,28,0.1348432055749129,0.025092189314750282,0.24339939024390225,0.0012056822888553143,41,27,10,0.007632078602910042,0.05009774672679412
seed1000_1007,2,soft_probability,14,29,-0.05813008130081302,-0.16817871660859468,0.04738821138211381,-0.0002965523162856698,41,15,22,0.3240086000878364,0.5289362614025916
seed1000_1007,2,soft_probability,14,30,0.07781649245063878,-0.029103513356562152,0.18257984901277582,0.0010007728124037385,41,23,17,0.42959050784338615,0.639390523301784
seed1000_1007,2,soft_probability,14,31,-0.11033681765389082,-0.2230807200929152,0.008363821138211365,-0.0009015685063786805,41,15,25,0.1538599441628321,0.3309928210561766
seed1000_1007,2,soft_probability,15,0,0.2784262485481998,0.1842145760743322,0.37429442508710786,0.0031031582038849592,41,31,7,0.00011616700794547796,0.0033043060037824842
seed1000_1007,2,soft_probability,15,1,0.18848722415795588,0.0636411149825784,0.2979859901277584,0.0026578987017273903,41,28,11,0.009475304279476404,0.05775423560823713
seed1000_1007,2,soft_probability,15,2,0.08689024390243902,-0.04380625725900118,0.2063207752613239,0.0009731080499477684,41,24,15,0.19959086691960692,0.40551795183666167
seed1000_1007,2,soft_probability,15,3,0.043554006968641104,-0.06633420441347271,0.15694250871080134,0.00026067483122460544,41,20,18,0.8714146793645341,0.956859418672597
seed1000_1007,2,soft_probability,15,4,-0.03988095238095239,-0.1521395905923345,0.07742559523809522,0.00010756585106719285,41,17,22,0.5223973804968409,0.7075858698793189
seed1000_1007,2,soft_probability,15,5,-0.07405632984901278,-0.176320412311266,0.03613712253193959,-0.0009749596938490868,41,16,23,0.3367836351899314,0.5289362614025916
seed1000_1007,2,soft_probability,15,6,-0.17334494773519166,-0.2710968350754936,-0.05808362369337989,-0.0016079623019322753,41,10,28,0.0050976432976312935,0.04078114638105035
seed1000_1007,2,soft_probability,15,7,0.18397212543554006,0.07898228803716609,0.28226408246225315,0.0023827662225812674,41,27,9,0.00393317302223295,0.03596043906041554
seed1000_1007,2,soft_probability,15,8,0.08668699186991868,-0.040359320557491286,0.20521704413472694,0.002811164828017354,41,23,17,0.42959050784338615,0.639390523301784
seed1000_1007,2,soft_probability,15,9,-0.15752032520325204,-0.2685122677119629,-0.04217479674796749,-0.0016594247426837683,41,14,27,0.05958388801809633,0.18377681123653808
seed1000_1007,2,soft_probability,15,10,0.013995354239256682,-0.09893800813008129,0.12552482578397212,-0.00038076177588663995,41,19,20,1.0,1.0
seed1000_1007,2,soft_probability,15,11,0.11843786295005808,-0.0005487804878048851,0.22934596399535412,0.001435452839359641,41,25,15,0.1538599441628321,0.3309928210561766
seed1000_1007,2,soft_probability,15,12,0.09137630662020906,-0.027616144018583054,0.2116579558652729,0.0012434968957677484,41,24,15,0.19959086691960692,0.40551795183666167
seed1000_1007,2,soft_probability,15,13,0.10479094076655053,-0.01427627758420442,0.21890606852497094,0.0011507192393764853,41,25,13,0.07295138851623051,0.20081242430274204
seed1000_1007,2,soft_probability,15,14,0.07334494773519164,-0.04396268873403019,0.19173344947735185,0.0006348665920086205,41,23,16,0.3367836351899314,0.5289362614025916
seed1000_1007,2,soft_probability,15,15,0.07486933797909408,-0.043458914053426244,0.1881725464576073,0.0011155718239024282,41,25,13,0.07295138851623051,0.20081242430274204
seed1000_1007,2,soft_probability,15,16,-0.21431475029036007,-0.31444323461091755,-0.11279834494773523,-0.0016524982638657093,41,9,29,0.0016580525261815637,0.022340076142235807
seed1000_1007,2,soft_probability,15,17,-0.05872531939605111,-0.17824005516840882,0.05907084785133559,-0.0005850157467648387,41,16,21,0.5113757815852296,0.7075858698793189
seed1000_1007,2,soft_probability,15,18,-0.15203252032520326,-0.2820005807200929,-0.02252903600464594,-0.001661053509451449,41,13,28,0.027533155829587486,0.11747479820623993
seed1000_1007,2,soft_probability,15,19,-0.14368466898954704,-0.26382404181184665,-0.01829849012775848,-0.0010699008125811815,41,12,27,0.023702702470473014,0.10284562427866256
seed1000_1007,2,soft_probability,15,20,-0.09711091753774681,-0.20454558652729382,0.014837761324041816,-0.0007040036143735051,41,14,24,0.14330665429588407,0.3190130739108376
seed1000_1007,2,soft_probability,15,21,-0.16496806039488968,-0.275816637630662,-0.049494773519163836,-0.001594358473084867,41,12,27,0.023702702470473014,0.10284562427866256
seed1000_1007,2,soft_probability,15,22,-0.2906649245063879,-0.37928680313588853,-0.19786657955865278,-0.002900653053075075,41,7,33,4.2277022657799534e-05,0.00270572945009917
seed1000_1007,2,soft_probability,15,23,0.08281068524970962,-0.03465447154471545,0.19233957607433214,0.0005832451861351728,41,24,13,0.09887174959294498,0.2556683625837769
seed1000_1007,2,soft_probability,15,24,0.04086817653890826,-0.08342443379790941,0.16334277003484296,0.0005893828929401934,41,21,17,0.6271025701571489,0.7869522449030888
seed1000_1007,2,soft_probability,15,25,-0.21303716608594656,-0.32862224157955866,-0.09391114982578423,-0.003650953760370612,41,11,29,0.006426576095691416,0.044464958932351424
seed1000_1007,2,soft_probability,15,26,0.10062427409988386,-0.020172764227642286,0.23274862078977926,0.0010468013351783156,41,23,16,0.3367836351899314,0.5289362614025916
seed1000_1007,2,soft_probability,15,27,-0.1443815331010453,-0.2515969802555168,-0.02524317653890835,-0.0014463518746197224,41,12,25,0.04703102743951604,0.16493072636323433
seed1000_1007,2,soft_probability,15,28,-0.12099303135888503,-0.23973504645760743,-0.004978585946573766,-0.0010308314813300967,41,12,27,0.023702702470473014,0.10284562427866256
seed1000_1007,2,soft_probability,15,29,0.07267711962833912,-0.05087906504065042,0.19310903019744474,0.0007210768526419997,41,22,19,0.755228657504631,0.8748350059782151
seed1000_1007,2,soft_probability,15,30,-0.06771196283391405,-0.18021014808362368,0.05122423054587687,-0.0005686882068403065,41,15,22,0.3240086000878364,0.5289362614025916
seed1000_1007,2,soft_probability,15,31,-0.04059233449477353,-0.16189024390243903,0.0710264227642276,0.00067046785261482,41,16,23,0.3367836351899314,0.5289362614025916
seed1000_1007,3,soft_probability,12,0,0.08419642857142856,-0.026131696428571435,0.18905059523809523,0.0004803310730494559,40,19,19,1.0,1.0
seed1000_1007,3,soft_probability,12,1,-0.10593750000000002,-0.22957403273809524,0.020015624999999915,-0.00057632802054286,40,14,24,0.14330665429588407,0.3190130739108376
seed1000_1007,3,soft_probability,12,2,0.08793154761904762,-0.029914062500000005,0.21161755952380945,0.0008611142402514815,40,21,15,0.40503224614076316,0.6284136667396083
seed1000_1007,3,soft_probability,12,3,0.15440476190476188,0.04988504464285713,0.24899255952380944,0.0011897494550794363,40,28,10,0.0050976432976312935,0.04078114638105035
seed1000_1007,3,soft_probability,12,4,0.10522321428571428,-0.004914062500000005,0.21118266369047614,0.0009162577916868031,40,22,14,0.2429849540349096,0.4678858597363744
seed1000_1007,3,soft_probability,12,5,0.047202380952380954,-0.06682366071428572,0.1657157738095238,0.00010684067092370242,40,19,16,0.7358788008568808,0.8748350059782151
seed1000_1007,3,soft_probability,12,6,-0.043184523809523825,-0.16774553571428572,0.0944940476190476,-0.0001801428443286568,40,19,20,1.0,1.0
seed1000_1007,3,soft_probability,12,7,0.2302083333333333,0.12020238095238094,0.3268526785714285,0.002505949465557933,40,30,10,0.0022214337732293643,0.02369529358111322
seed1000_1007,3,soft_probability,12,8,-0.13007440476190477,-0.24273921130952383,-0.008717633928571444,-0.002309102565050125,40,12,26,0.03355243967962451,0.13214499319975193
seed1000_1007,3,soft_probability,12,9,0.05819940476190476,-0.06668043154761906,0.18044866071428572,0.00035395449958741665,40,22,15,0.3240086000878364,0.5289362614025916
seed1000_1007,3,soft_probability,12,10,-0.07544642857142857,-0.20119791666666667,0.057812499999999586,-0.000869321811478585,40,18,21,0.7492586247608415,0.8748350059782151
seed1000_1007,3,soft_probability,12,11,0.03971726190476191,-0.09006547619047618,0.16894456845238093,-0.0001537506905151531,40,20,19,1.0,1.0
seed1000_1007,3,soft_probability,12,12,-0.21255952380952384,-0.32825000000000004,-0.09261383928571432,-0.0018237443873658776,40,11,28,0.009475304279476404,0.05775423560823713
seed1000_1007,3,soft_probability,12,13,-0.004642857142857148,-0.11520982142857142,0.11758035714285703,3.435886537772603e-05,40,16,20,0.617719317029696,0.7869522449030888
seed1000_1007,3,soft_probability,12,14,-0.0903125,-0.20655654761904763,0.027234002976190445,-0.000474084954475984,40,15,22,0.3240086000878364,0.5289362614025916
seed1000_1007,3,soft_probability,12,15,-0.05848214285714285,-0.17606622023809526,0.0618236607142855,9.72985289990902e-05,40,15,23,0.2558750795433298,0.4678858597363744
seed1000_1007,3,soft_probability,12,16,0.13949404761904763,0.02187053571428571,0.2511614583333333,0.0007366664940491319,40,25,13,0.07295138851623051,0.20081242430274204
seed1000_1007,3,soft_probability,12,17,0.21553571428571425,0.1152965029761905,0.31107366071428566,0.00177911261562258,40,29,8,0.0007528970600105822,0.014826280566362234
seed1000_1007,3,soft_probability,12,18,0.05372023809523809,-0.06453943452380952,0.17200297619047616,-0.00010997657955158502,40,22,16,0.417692190836533,0.6289952991420732
seed1000_1007,3,soft_probability,12,19,0.11569940476190474,-0.005665922619047626,0.2276078869047619,0.001283847726881504,40,22,14,0.2429849540349096,0.4678858597363744
seed1000_1007,3,soft_probability,12,20,0.058601190476190466,-0.05668154761904762,0.17101562499999998,0.00026586357853375375,40,21,16,0.5113757815852296,0.7075858698793189
seed1000_1007,3,soft_probability,12,21,0.0791517857142857,-0.039,0.20608035714285708,0.0005476920632645488,40,22,15,0.3240086000878364,0.5289362614025916
seed1000_1007,3,soft_probability,12,22,-0.04754464285714287,-0.17745647321428573,0.06939360119047616,-0.0007265735184773803,40,17,21,0.6271025701571489,0.7869522449030888
seed1000_1007,3,soft_probability,12,23,-0.1075297619047619,-0.21568675595238096,0.0027470238095237565,-0.0005735651357099414,40,10,26,0.011330984183587134,0.06592572615905241
seed1000_1007,3,soft_probability,12,24,-0.1933482142857143,-0.30300706845238096,-0.07381138392857149,-0.0016596894711256027,40,10,30,0.0022214337732293643,0.02369529358111322
seed1000_1007,3,soft_probability,12,25,-0.1517261904761905,-0.24110863095238094,-0.05188467261904774,-0.0013503279769793153,40,11,26,0.020073851919732988,0.09882511714330086
seed1000_1007,3,soft_probability,12,26,-0.002336309523809532,-0.13375744047619048,0.12699069940476182,-0.00031291093910112977,40,18,20,0.8714146793645341,0.956859418672597
seed1000_1007,3,soft_probability,12,27,0.009226190476190466,-0.11711309523809524,0.12679315476190475,3.9714621379971504e-05,40,21,16,0.5113757815852296,0.7075858698793189
seed1000_1007,3,soft_probability,12,28,-0.05272321428571429,-0.17508668154761903,0.06810974702380944,-9.003644663607702e-05,40,16,22,0.417692190836533,0.6289952991420732
seed1000_1007,3,soft_probability,12,29,0.003883928571428552,-0.11114955357142856,0.11701748511904748,5.985288953525014e-05,40,18,18,1.0,1.0
seed1000_1007,3,soft_probability,12,30,0.044999999999999984,-0.07535342261904764,0.16569196428571423,0.00016803639300633222,40,21,16,0.5113757815852296,0.7075858698793189
seed1000_1007,3,soft_probability,12,31,-0.04294642857142859,-0.15124553571428573,0.07631175595238078,-0.00021708259009756148,40,18,19,1.0,1.0
seed1000_1007,3,soft_probability,13,0,0.13613095238095235,0.0054999999999999945,0.25915736607142853,0.001985941780731082,40,26,13,0.05325191409792751,0.16624987815938344
seed1000_1007,3,soft_probability,13,1,0.09962797619047618,-0.011656994047619053,0.2128013392857141,0.0003790952614508569,40,22,17,0.5223973804968409,0.7075858698793189
seed1000_1007,3,soft_probability,13,2,-0.08424107142857144,-0.19401004464285715,0.03555059523809515,-0.0007834699936211109,40,15,22,0.3240086000878364,0.5289362614025916
seed1000_1007,3,soft_probability,13,3,-0.20635416666666667,-0.3137782738095238,-0.08415401785714292,-0.001989563927054405,40,9,30,0.0010650196345523,0.0170403141528368
seed1000_1007,3,soft_probability,13,4,0.04116071428571428,-0.08505543154761905,0.1724527529761904,0.0002620744635351002,40,19,19,1.0,1.0
seed1000_1007,3,soft_probability,13,5,0.02101190476190476,-0.08533110119047621,0.1299129464285714,0.0004538669600151479,40,20,17,0.7428293587290682,0.8748350059782151
seed1000_1007,3,soft_probability,13,6,-0.19380952380952382,-0.2988831845238096,-0.07989211309523819,-0.0024311610031872988,40,9,29,0.0016580525261815637,0.022340076142235807
seed1000_1007,3,soft_probability,13,7,-0.1688392857142857,-0.27344270833333334,-0.04870312500000002,-0.001632633269764483,40,11,26,0.020073851919732988,0.09882511714330086
