run,event,metric,layer,expert,auc_minus_half,ci_low,ci_high,mean_raw_difference,cells,positive_cells,negative_cells,sign_p,bh_q
seed1000_1007,loop,soft_probability,12,0,0.1126370332305584,0.056863259392485994,0.16734758621674087,0.0011441714596003294,139,80,49,0.008007673208090862,0.06052529647851976
seed1000_1007,loop,soft_probability,12,1,0.015170720566404014,-0.04490154305127327,0.07495685594381636,0.0001811019901651889,139,68,64,0.7941225170088055,0.9012431461611471
seed1000_1007,loop,soft_probability,12,2,-0.09142543108370446,-0.14877597921662672,-0.03284115564691106,-0.0006796503439545631,139,52,80,0.018430571670380386,0.09167098412452292
seed1000_1007,loop,soft_probability,12,3,0.09820714856686077,0.042200596665524726,0.1586115393399565,0.0010326718911528587,139,79,54,0.037028510064148625,0.1394014496532654
seed1000_1007,loop,soft_probability,12,4,-0.058441817974192074,-0.12227093325339727,0.002368283944273151,-0.00046810763888061047,139,57,75,0.13866800643810315,0.32271826952867644
seed1000_1007,loop,soft_probability,12,5,0.010290339157245629,-0.05070058239122988,0.06947863138060974,0.00017144830781035125,139,71,63,0.5455343664798731,0.7468968326627916
seed1000_1007,loop,soft_probability,12,6,-0.05016129953180314,-0.1141693074112139,0.01375453208861476,-0.00014940113760530949,139,60,73,0.29807066339153926,0.48269200439300786
seed1000_1007,loop,soft_probability,12,7,0.025619504396482824,-0.034616414011647834,0.08467982756651815,-0.0001614578941371292,139,70,61,0.48472021812853056,0.6864490111027565
seed1000_1007,loop,soft_probability,12,8,-0.11939020212401508,-0.1764658273381295,-0.057726390316318384,-0.0011755238519981503,139,46,89,0.00026979836784592946,0.011511397028092991
seed1000_1007,loop,soft_probability,12,9,-0.006033744433025014,-0.06610729273723878,0.05513631951581586,-6.857183325337246e-05,139,66,65,1.0,1.0
seed1000_1007,loop,soft_probability,12,10,0.03546734041338358,-0.025902635034829286,0.096022289311408,0.0006723389960825443,139,70,59,0.378687662693119,0.5812084771253887
seed1000_1007,loop,soft_probability,12,11,-0.020560694301701498,-0.0829287284458148,0.041148866620988864,-0.00020673437393270433,139,65,67,0.9306844655255777,1.0
seed1000_1007,loop,soft_probability,12,12,0.012661299531803128,-0.053513867477446624,0.07798736011191038,0.0005747513496316969,139,67,68,1.0,1.0
seed1000_1007,loop,soft_probability,12,13,0.013813235126184764,-0.04775579536370904,0.07647810323170035,-0.0002384423278272152,139,64,67,0.8613689310511555,0.944591021185085
seed1000_1007,loop,soft_probability,12,14,-0.05083790110768529,-0.11189862395797648,0.012036656389174366,-0.00035394271253608167,139,53,81,0.019336848213766553,0.09167098412452292
seed1000_1007,loop,soft_probability,12,15,0.10038255110197555,0.04458561722050932,0.15768235411670659,0.0005641250754706562,139,82,48,0.0036340112928066486,0.04165463155228788
seed1000_1007,loop,soft_probability,12,16,0.029663412127440898,-0.03163936707776636,0.09102639317117726,0.0004123372200410813,139,72,61,0.38595875434107846,0.5812084771253887
seed1000_1007,loop,soft_probability,12,17,-0.07463172319287427,-0.12992388232271326,-0.0174356586159644,-0.0005278806202113628,139,52,79,0.02274326812824497,0.10038408001432263
seed1000_1007,loop,soft_probability,12,18,0.07265045106771725,0.012387090327737806,0.1322273609683681,0.0006241408991627395,139,77,56,0.08249129252516202,0.23464189873823862
seed1000_1007,loop,soft_probability,12,19,-0.03534600890715999,-0.0964764260020555,0.02660389545506449,-0.0004605718422681093,139,61,70,0.48472021812853056,0.6864490111027565
seed1000_1007,loop,soft_probability,12,20,-0.017244775608084968,-0.08124443302500856,0.044302557953637065,-0.0003107252705376595,139,59,73,0.25776108784325436,0.4341239374202179
seed1000_1007,loop,soft_probability,12,21,0.04807439762475733,-0.010648945129610602,0.1073489065890145,0.00024253706214949489,139,73,59,0.25776108784325436,0.4341239374202179
seed1000_1007,loop,soft_probability,12,22,-0.05188848920863309,-0.11327227503711318,0.007621295820486401,-0.0005067346501164138,139,51,80,0.014117875212515802,0.08214036487281921
seed1000_1007,loop,soft_probability,12,23,-0.03540167865707433,-0.09852410928400138,0.026368226847093668,-0.00019865272042807192,139,59,75,0.19485665950707487,0.38371772949085514
seed1000_1007,loop,soft_probability,12,24,0.031825967797190824,-0.027726104830421382,0.09088172319287423,0.00024330794985871762,139,76,57,0.1182401104697609,0.30269468280258793
seed1000_1007,loop,soft_probability,12,25,-0.024132122873130067,-0.08739701096265845,0.03759474563206577,-0.0003718542866408825,139,59,74,0.22462992985836266,0.410751871741006
seed1000_1007,loop,soft_probability,12,26,0.03696043165467625,-0.02143917009249744,0.09516101404590613,0.0004049409762956202,139,68,60,0.536268714071106,0.7461129934902344
seed1000_1007,loop,soft_probability,12,27,-0.08326338928856916,-0.14513963828936854,-0.02393528034715087,-0.0011025778949260712,139,56,81,0.039928179668616365,0.1419668610439693
seed1000_1007,loop,soft_probability,12,28,0.033413269384492406,-0.0297247915952952,0.09293425973506908,8.862240792950615e-05,139,75,58,0.16508338915578705,0.3581470137617075
seed1000_1007,loop,soft_probability,12,29,-0.00958233413269385,-0.0658017871417152,0.04595516443987653,-0.00012433233496267349,139,68,61,0.597484999305873,0.7676733657860467
seed1000_1007,loop,soft_probability,12,30,0.023064405618362448,-0.0421634121274409,0.0885152949069314,0.00034681163378991187,139,69,63,0.6635853603383616,0.8118249617081685
seed1000_1007,loop,soft_probability,12,31,0.05122045220966085,-0.00819084018499487,0.11388642657302728,0.0004018543695565313,139,72,59,0.2944061565235134,0.48269200439300786
seed1000_1007,loop,soft_probability,13,0,-0.006068002740664611,-0.06629549931483385,0.05250142742948489,8.73159478942398e-06,139,66,67,1.0,1.0
seed1000_1007,loop,soft_probability,13,1,-0.08854487838300788,-0.14611617848578282,-0.030184031346351524,-0.0007530438015237451,139,48,84,0.002193533062539542,0.03119691466722904
seed1000_1007,loop,soft_probability,13,2,-0.07320286627840585,-0.13202905532716686,-0.013364594039054501,-0.0005193830002099276,139,53,78,0.03559998587055826,0.13808479367974114
seed1000_1007,loop,soft_probability,13,3,0.004278006166495364,-0.05690979359369647,0.06579853973963685,0.00011586336040636525,139,69,64,0.7288539386735836,0.8581747545668225
seed1000_1007,loop,soft_probability,13,4,-0.034099862966769444,-0.09810851318944845,0.027013210859883507,-0.0001541638484923169,139,63,68,0.7268761029664557,0.8581747545668225
