run,comparison,relative_query,signal,raw_auc,raw_auc_ci_low,raw_auc_ci_high,mixed_cells,positive_events_in_cells,control_events_in_cells,direction_frozen_from_A,oriented_auc
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,-1,convergence_raw,0.5469221835075494,0.44099738675958183,0.6569700929152148,41,78,173,high,0.5469221835075494
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,-1,late_flow_volatility,0.6675667828106853,0.5596036585365853,0.7691586817653888,41,78,173,high,0.6675667828106853
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,-1,route_acceleration,0.7397357723577236,0.6430280923344948,0.8309396777003484,41,78,173,high,0.7397357723577236
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,-1,state_jump,0.32964576074332175,0.21735264227642279,0.43839067944250876,41,78,173,low,0.6703542392566783
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,-1,action_jump,0.4716463414634146,0.3642711962833914,0.5815588704994192,41,78,173,low,0.5283536585365853
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,-1,feedback_split_signed,0.3350900116144019,0.2294642857142857,0.4552192218350754,41,78,173,low,0.6649099883855981
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,-1,response_raw,0.3350900116144019,0.22293445121951222,0.4561030052264809,41,78,173,low,0.6649099883855981
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,-1,recurrence_raw,0.5968931475029036,0.4749020034843206,0.7186549070847851,41,78,173,high,0.5968931475029036
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,0,convergence_raw,0.39110046457607434,0.28645942218350756,0.514264300232288,41,78,173,low,0.6088995354239257
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,0,late_flow_volatility,0.6520905923344948,0.5447147212543554,0.7543757259001159,41,78,173,high,0.6520905923344948
seed1000_1007,belief_mismatch_vs_successful_coupled_grasp,0,route_acceleration,0.7144599303135889,0.6162274970963995,0.8115316492450637,41,78,173,high,0.7144599303135889
