method,k,calibration,threshold,units,rank,exceedances
cosine_neighbors_euclidean_score,2,task_init,3.110167980194092,70,68,2
cosine_neighbors_euclidean_score,3,episode,2.3255667686462402,549,523,26
cosine_neighbors_euclidean_score,3,task_init,3.1543073654174805,70,68,2
cosine_neighbors_euclidean_score,4,episode,2.2409377098083496,549,523,26
cosine_neighbors_euclidean_score,4,task_init,3.061668872833252,70,68,2
cosine_neighbors_euclidean_score,5,episode,2.204667091369629,549,523,26
cosine_neighbors_euclidean_score,5,task_init,2.9910781383514404,70,68,2
cosine_neighbors_euclidean_score,6,episode,2.1978602409362793,549,523,26
cosine_neighbors_euclidean_score,6,task_init,2.864671230316162,70,68,2
cosine_neighbors_euclidean_score,7,episode,2.2594189643859863,549,523,26
cosine_neighbors_euclidean_score,7,task_init,2.926865339279175,70,68,2
cosine_neighbors_euclidean_score,8,episode,2.2629427909851074,549,523,26
cosine_neighbors_euclidean_score,8,task_init,2.952767848968506,70,68,2
cosine_neighbors_euclidean_score,9,episode,2.2661497592926025,549,523,26
cosine_neighbors_euclidean_score,9,task_init,3.0359671115875244,70,68,2
cosine_neighbors_euclidean_score,10,episode,2.2628796100616455,549,523,26
cosine_neighbors_euclidean_score,10,task_init,2.945462226867676,70,68,2
cosine_neighbors_euclidean_score,20,episode,2.4086532592773438,549,523,26
cosine_neighbors_euclidean_score,20,task_init,3.004129409790039,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.22572800517082214,549,523,26
euclidean_neighbors_cosine_score,1,task_init,0.353830486536026,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.2521577477455139,549,523,26
euclidean_neighbors_cosine_score,2,task_init,0.33357715606689453,70,68,2
euclidean_neighbors_cosine_score,3,episode,0.2658533453941345,549,523,26
euclidean_neighbors_cosine_score,3,task_init,0.3593636155128479,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.26994994282722473,549,523,26
euclidean_neighbors_cosine_score,4,task_init,0.38929399847984314,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.27759692072868347,549,523,26
euclidean_neighbors_cosine_score,5,task_init,0.4362097978591919,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.28444433212280273,549,523,26
euclidean_neighbors_cosine_score,6,task_init,0.4552111327648163,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.3020411729812622,549,523,26
euclidean_neighbors_cosine_score,7,task_init,0.4549095928668976,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.2998668849468231,549,523,26
euclidean_neighbors_cosine_score,8,task_init,0.4915386736392975,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.3125191926956177,549,523,26
euclidean_neighbors_cosine_score,9,task_init,0.4822704493999481,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.32069504261016846,549,523,26
euclidean_neighbors_cosine_score,10,task_init,0.4617510735988617,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.37492215633392334,549,523,26
euclidean_neighbors_cosine_score,20,task_init,0.5794082283973694,70,68,2
cosine_without_center,1,episode,0.16131235659122467,549,523,26
cosine_without_center,1,task_init,0.2345181554555893,70,68,2
cosine_without_center,2,episode,0.1745220422744751,549,523,26
cosine_without_center,2,task_init,0.24597978591918945,70,68,2
cosine_without_center,3,episode,0.18440714478492737,549,523,26
cosine_without_center,3,task_init,0.25373169779777527,70,68,2
cosine_without_center,4,episode,0.19437816739082336,549,523,26
cosine_without_center,4,task_init,0.26409974694252014,70,68,2
cosine_without_center,5,episode,0.20235702395439148,549,523,26
cosine_without_center,5,task_init,0.27125561237335205,70,68,2
cosine_without_center,6,episode,0.20971791446208954,549,523,26
cosine_without_center,6,task_init,0.27689141035079956,70,68,2
cosine_without_center,7,episode,0.2174888551235199,549,523,26
cosine_without_center,7,task_init,0.2837488651275635,70,68,2
cosine_without_center,8,episode,0.22462861239910126,549,523,26
cosine_without_center,8,task_init,0.29069679975509644,70,68,2
cosine_without_center,9,episode,0.23054693639278412,549,523,26
cosine_without_center,9,task_init,0.2961890399456024,70,68,2
cosine_without_center,10,episode,0.23280878365039825,549,523,26
cosine_without_center,10,task_init,0.30081966519355774,70,68,2
cosine_without_center,20,episode,0.26586097478866577,549,523,26
cosine_without_center,20,task_init,0.3447635769844055,70,68,2
