method,k,calibration,threshold,units,rank,exceedances
euclidean,1,episode,1.3068636655807495,543,517,26
euclidean,1,task_init,1.5248934030532837,70,68,2
euclidean,2,episode,1.331447958946228,543,517,26
euclidean,2,task_init,1.6389623880386353,70,68,2
euclidean,3,episode,1.376135230064392,543,517,26
euclidean,3,task_init,1.706951379776001,70,68,2
euclidean,4,episode,1.4065682888031006,543,517,26
euclidean,4,task_init,1.744780421257019,70,68,2
euclidean,5,episode,1.4591144323349,543,517,26
euclidean,5,task_init,1.7691965103149414,70,68,2
euclidean,6,episode,1.4933662414550781,543,517,26
euclidean,6,task_init,1.7988272905349731,70,68,2
euclidean,7,episode,1.519653558731079,543,517,26
euclidean,7,task_init,1.821803092956543,70,68,2
euclidean,8,episode,1.5421913862228394,543,517,26
euclidean,8,task_init,1.844955563545227,70,68,2
euclidean,9,episode,1.5638443231582642,543,517,26
euclidean,9,task_init,1.8640763759613037,70,68,2
euclidean,10,episode,1.5819075107574463,543,517,26
euclidean,10,task_init,1.882161021232605,70,68,2
euclidean,20,episode,1.6881214380264282,543,517,26
euclidean,20,task_init,2.021517753601074,70,68,2
cosine,1,episode,0.160881906747818,543,517,26
cosine,1,task_init,0.2602854371070862,70,68,2
cosine,2,episode,0.1699875146150589,543,517,26
cosine,2,task_init,0.271940678358078,70,68,2
cosine,3,episode,0.1823500096797943,543,517,26
cosine,3,task_init,0.2750824987888336,70,68,2
cosine,4,episode,0.1896986961364746,543,517,26
cosine,4,task_init,0.2920494079589844,70,68,2
cosine,5,episode,0.2016199678182602,543,517,26
cosine,5,task_init,0.3063116669654846,70,68,2
cosine,6,episode,0.20786313712596893,543,517,26
cosine,6,task_init,0.32020455598831177,70,68,2
cosine,7,episode,0.21634748578071594,543,517,26
cosine,7,task_init,0.33080556988716125,70,68,2
cosine,8,episode,0.22179630398750305,543,517,26
cosine,8,task_init,0.33906254172325134,70,68,2
cosine,9,episode,0.224933922290802,543,517,26
cosine,9,task_init,0.34601306915283203,70,68,2
cosine,10,episode,0.23034317791461945,543,517,26
cosine,10,task_init,0.3509587049484253,70,68,2
cosine,20,episode,0.25951406359672546,543,517,26
cosine,20,task_init,0.38040366768836975,70,68,2
cosine_neighbors_euclidean_score,1,episode,2.8822853565216064,543,517,26
cosine_neighbors_euclidean_score,1,task_init,4.005242347717285,70,68,2
cosine_neighbors_euclidean_score,2,episode,2.7030751705169678,543,517,26
cosine_neighbors_euclidean_score,2,task_init,3.6599888801574707,70,68,2
cosine_neighbors_euclidean_score,3,episode,2.7550363540649414,543,517,26
cosine_neighbors_euclidean_score,3,task_init,3.734339475631714,70,68,2
cosine_neighbors_euclidean_score,4,episode,2.6237854957580566,543,517,26
cosine_neighbors_euclidean_score,4,task_init,3.6253883838653564,70,68,2
cosine_neighbors_euclidean_score,5,episode,2.697927474975586,543,517,26
cosine_neighbors_euclidean_score,5,task_init,3.8162593841552734,70,68,2
cosine_neighbors_euclidean_score,6,episode,2.6167385578155518,543,517,26
cosine_neighbors_euclidean_score,6,task_init,3.742271661758423,70,68,2
cosine_neighbors_euclidean_score,7,episode,2.5829195976257324,543,517,26
cosine_neighbors_euclidean_score,7,task_init,3.4076290130615234,70,68,2
cosine_neighbors_euclidean_score,8,episode,2.6085317134857178,543,517,26
cosine_neighbors_euclidean_score,8,task_init,3.380340576171875,70,68,2
cosine_neighbors_euclidean_score,9,episode,2.58972430229187,543,517,26
cosine_neighbors_euclidean_score,9,task_init,3.1996309757232666,70,68,2
cosine_neighbors_euclidean_score,10,episode,2.5250797271728516,543,517,26
cosine_neighbors_euclidean_score,10,task_init,3.330106496810913,70,68,2
cosine_neighbors_euclidean_score,20,episode,2.5364859104156494,543,517,26
cosine_neighbors_euclidean_score,20,task_init,3.2524895668029785,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.20122632384300232,543,517,26
euclidean_neighbors_cosine_score,1,task_init,0.3632131516933441,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.22287607192993164,543,517,26
euclidean_neighbors_cosine_score,2,task_init,0.37614235281944275,70,68,2
