method,k,calibration,threshold,units,rank,exceedances
euclidean_neighbors_cosine_score,3,episode,0.23284262418746948,543,517,26
euclidean_neighbors_cosine_score,3,task_init,0.3929920792579651,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.2466556429862976,543,517,26
euclidean_neighbors_cosine_score,4,task_init,0.3990556299686432,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.2640973627567291,543,517,26
euclidean_neighbors_cosine_score,5,task_init,0.3948434591293335,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.27613726258277893,543,517,26
euclidean_neighbors_cosine_score,6,task_init,0.42341670393943787,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.2756463289260864,543,517,26
euclidean_neighbors_cosine_score,7,task_init,0.44091835618019104,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.28721752762794495,543,517,26
euclidean_neighbors_cosine_score,8,task_init,0.445625901222229,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.2951575815677643,543,517,26
euclidean_neighbors_cosine_score,9,task_init,0.4504203796386719,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.3040352761745453,543,517,26
euclidean_neighbors_cosine_score,10,task_init,0.4491897523403168,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.3534770905971527,543,517,26
euclidean_neighbors_cosine_score,20,task_init,0.4720713198184967,70,68,2
cosine_without_center,1,episode,0.15341484546661377,543,517,26
cosine_without_center,1,task_init,0.24899259209632874,70,68,2
cosine_without_center,2,episode,0.1603154093027115,543,517,26
cosine_without_center,2,task_init,0.2688439190387726,70,68,2
cosine_without_center,3,episode,0.17257468402385712,543,517,26
cosine_without_center,3,task_init,0.2794858515262604,70,68,2
cosine_without_center,4,episode,0.17935526371002197,543,517,26
cosine_without_center,4,task_init,0.29009029269218445,70,68,2
cosine_without_center,5,episode,0.1828734278678894,543,517,26
cosine_without_center,5,task_init,0.2975126802921295,70,68,2
cosine_without_center,6,episode,0.18975375592708588,543,517,26
cosine_without_center,6,task_init,0.3039875030517578,70,68,2
cosine_without_center,7,episode,0.19437958300113678,543,517,26
cosine_without_center,7,task_init,0.3118876516819,70,68,2
cosine_without_center,8,episode,0.20017710328102112,543,517,26
cosine_without_center,8,task_init,0.3179105222225189,70,68,2
cosine_without_center,9,episode,0.20288337767124176,543,517,26
cosine_without_center,9,task_init,0.32264789938926697,70,68,2
cosine_without_center,10,episode,0.20827913284301758,543,517,26
cosine_without_center,10,task_init,0.32667410373687744,70,68,2
cosine_without_center,20,episode,0.2475750744342804,543,517,26
cosine_without_center,20,task_init,0.39717012643814087,70,68,2
