method,k,calibration,threshold,units,rank,exceedances
euclidean,1,episode,1.2989193201065063,554,528,26
euclidean,1,task_init,1.6574527025222778,70,68,2
euclidean,2,episode,1.3594361543655396,554,528,26
euclidean,2,task_init,1.6991616487503052,70,68,2
euclidean,3,episode,1.3957942724227905,554,528,26
euclidean,3,task_init,1.7838975191116333,70,68,2
euclidean,4,episode,1.4427744150161743,554,528,26
euclidean,4,task_init,1.8329002857208252,70,68,2
euclidean,5,episode,1.465262532234192,554,528,26
euclidean,5,task_init,1.867925763130188,70,68,2
euclidean,6,episode,1.4855979681015015,554,528,26
euclidean,6,task_init,1.9018634557724,70,68,2
euclidean,7,episode,1.5064964294433594,554,528,26
euclidean,7,task_init,1.9265919923782349,70,68,2
euclidean,8,episode,1.5217068195343018,554,528,26
euclidean,8,task_init,1.947861671447754,70,68,2
euclidean,9,episode,1.5383286476135254,554,528,26
euclidean,9,task_init,1.965606689453125,70,68,2
euclidean,10,episode,1.5579590797424316,554,528,26
euclidean,10,task_init,1.9802687168121338,70,68,2
euclidean,20,episode,1.6769474744796753,554,528,26
euclidean,20,task_init,2.1025044918060303,70,68,2
cosine,1,episode,0.20340493321418762,554,528,26
cosine,1,task_init,0.26692870259284973,70,68,2
cosine,2,episode,0.21876567602157593,554,528,26
cosine,2,task_init,0.2768718898296356,70,68,2
cosine,3,episode,0.22916756570339203,554,528,26
cosine,3,task_init,0.29450279474258423,70,68,2
cosine,4,episode,0.2365265190601349,554,528,26
cosine,4,task_init,0.30905988812446594,70,68,2
cosine,5,episode,0.245167538523674,554,528,26
cosine,5,task_init,0.31920045614242554,70,68,2
cosine,6,episode,0.2535801827907562,554,528,26
cosine,6,task_init,0.32600998878479004,70,68,2
cosine,7,episode,0.2577572464942932,554,528,26
cosine,7,task_init,0.3318084180355072,70,68,2
cosine,8,episode,0.2635854184627533,554,528,26
cosine,8,task_init,0.3362693786621094,70,68,2
cosine,9,episode,0.26549285650253296,554,528,26
cosine,9,task_init,0.34029000997543335,70,68,2
cosine,10,episode,0.27109789848327637,554,528,26
cosine,10,task_init,0.34448251128196716,70,68,2
cosine,20,episode,0.30699846148490906,554,528,26
cosine,20,task_init,0.3816905617713928,70,68,2
cosine_neighbors_euclidean_score,1,episode,3.442716121673584,554,528,26
cosine_neighbors_euclidean_score,1,task_init,5.105657577514648,70,68,2
cosine_neighbors_euclidean_score,2,episode,3.263131856918335,554,528,26
cosine_neighbors_euclidean_score,2,task_init,4.375875949859619,70,68,2
cosine_neighbors_euclidean_score,3,episode,3.274617910385132,554,528,26
cosine_neighbors_euclidean_score,3,task_init,4.85460901260376,70,68,2
cosine_neighbors_euclidean_score,4,episode,3.120063066482544,554,528,26
cosine_neighbors_euclidean_score,4,task_init,4.755073547363281,70,68,2
cosine_neighbors_euclidean_score,5,episode,3.064810276031494,554,528,26
