method,k,calibration,threshold,units,rank,exceedances
euclidean,1,episode,1.3212635517120361,551,525,26
euclidean,1,task_init,1.8943476676940918,70,68,2
euclidean,2,episode,1.3514344692230225,551,525,26
euclidean,2,task_init,1.965812087059021,70,68,2
euclidean,3,episode,1.3856455087661743,551,525,26
euclidean,3,task_init,2.0146923065185547,70,68,2
euclidean,4,episode,1.4249491691589355,551,525,26
euclidean,4,task_init,2.0503246784210205,70,68,2
euclidean,5,episode,1.4703516960144043,551,525,26
euclidean,5,task_init,2.077677011489868,70,68,2
euclidean,6,episode,1.4934419393539429,551,525,26
euclidean,6,task_init,2.1020636558532715,70,68,2
euclidean,7,episode,1.519425630569458,551,525,26
euclidean,7,task_init,2.1297504901885986,70,68,2
euclidean,8,episode,1.5517302751541138,551,525,26
euclidean,8,task_init,2.1526546478271484,70,68,2
euclidean,9,episode,1.5756216049194336,551,525,26
euclidean,9,task_init,2.1711766719818115,70,68,2
euclidean,10,episode,1.5968302488327026,551,525,26
euclidean,10,task_init,2.195237398147583,70,68,2
euclidean,20,episode,1.7712910175323486,551,525,26
euclidean,20,task_init,2.798142433166504,70,68,2
cosine,1,episode,0.23056386411190033,551,525,26
cosine,1,task_init,0.325033575296402,70,68,2
cosine,2,episode,0.23698443174362183,551,525,26
cosine,2,task_init,0.34454619884490967,70,68,2
cosine,3,episode,0.2415400743484497,551,525,26
cosine,3,task_init,0.3555024564266205,70,68,2
cosine,4,episode,0.24931876361370087,551,525,26
cosine,4,task_init,0.36331892013549805,70,68,2
cosine,5,episode,0.25407272577285767,551,525,26
cosine,5,task_init,0.36957457661628723,70,68,2
cosine,6,episode,0.2598796784877777,551,525,26
cosine,6,task_init,0.3778507113456726,70,68,2
cosine,7,episode,0.2656742036342621,551,525,26
cosine,7,task_init,0.3844839036464691,70,68,2
cosine,8,episode,0.2718738615512848,551,525,26
cosine,8,task_init,0.3901014029979706,70,68,2
cosine,9,episode,0.2776660919189453,551,525,26
cosine,9,task_init,0.39565861225128174,70,68,2
cosine,10,episode,0.2820945978164673,551,525,26
cosine,10,task_init,0.400320827960968,70,68,2
cosine,20,episode,0.31301820278167725,551,525,26
cosine,20,task_init,0.4424794614315033,70,68,2
cosine_neighbors_euclidean_score,1,episode,3.686528205871582,551,525,26
cosine_neighbors_euclidean_score,1,task_init,6.073134422302246,70,68,2
cosine_neighbors_euclidean_score,2,episode,3.151292085647583,551,525,26
