method,k,calibration,threshold,units,rank,exceedances
cosine_neighbors_euclidean_score,2,task_init,4.530119895935059,70,68,2
cosine_neighbors_euclidean_score,3,episode,2.90985369682312,551,525,26
cosine_neighbors_euclidean_score,3,task_init,4.624668598175049,70,68,2
cosine_neighbors_euclidean_score,4,episode,2.9206531047821045,551,525,26
cosine_neighbors_euclidean_score,4,task_init,4.394807815551758,70,68,2
cosine_neighbors_euclidean_score,5,episode,2.8354482650756836,551,525,26
cosine_neighbors_euclidean_score,5,task_init,4.051183700561523,70,68,2
cosine_neighbors_euclidean_score,6,episode,2.765246629714966,551,525,26
cosine_neighbors_euclidean_score,6,task_init,3.7344985008239746,70,68,2
cosine_neighbors_euclidean_score,7,episode,2.777266502380371,551,525,26
cosine_neighbors_euclidean_score,7,task_init,3.9961354732513428,70,68,2
cosine_neighbors_euclidean_score,8,episode,2.7234389781951904,551,525,26
cosine_neighbors_euclidean_score,8,task_init,4.048663139343262,70,68,2
cosine_neighbors_euclidean_score,9,episode,2.7005252838134766,551,525,26
cosine_neighbors_euclidean_score,9,task_init,4.243114471435547,70,68,2
cosine_neighbors_euclidean_score,10,episode,2.7505943775177,551,525,26
cosine_neighbors_euclidean_score,10,task_init,4.195089817047119,70,68,2
cosine_neighbors_euclidean_score,20,episode,2.710806369781494,551,525,26
cosine_neighbors_euclidean_score,20,task_init,3.4756205081939697,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.28898149728775024,551,525,26
euclidean_neighbors_cosine_score,1,task_init,0.5206866264343262,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.3059903383255005,551,525,26
euclidean_neighbors_cosine_score,2,task_init,0.5514271855354309,70,68,2
euclidean_neighbors_cosine_score,3,episode,0.31711405515670776,551,525,26
euclidean_neighbors_cosine_score,3,task_init,0.5604088306427002,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.3358480930328369,551,525,26
euclidean_neighbors_cosine_score,4,task_init,0.5577033162117004,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.3442205786705017,551,525,26
euclidean_neighbors_cosine_score,5,task_init,0.5900918245315552,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.36080875992774963,551,525,26
euclidean_neighbors_cosine_score,6,task_init,0.5700387358665466,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.37029755115509033,551,525,26
euclidean_neighbors_cosine_score,7,task_init,0.6055334806442261,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.3779725730419159,551,525,26
euclidean_neighbors_cosine_score,8,task_init,0.6281605362892151,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.38824155926704407,551,525,26
euclidean_neighbors_cosine_score,9,task_init,0.6502729058265686,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.38959023356437683,551,525,26
euclidean_neighbors_cosine_score,10,task_init,0.6476881504058838,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.4514399766921997,551,525,26
euclidean_neighbors_cosine_score,20,task_init,0.6856396794319153,70,68,2
cosine_without_center,1,episode,0.14538274705410004,551,525,26
cosine_without_center,1,task_init,0.22593441605567932,70,68,2
cosine_without_center,2,episode,0.15461288392543793,551,525,26
cosine_without_center,2,task_init,0.2340964823961258,70,68,2
cosine_without_center,3,episode,0.15945777297019958,551,525,26
cosine_without_center,3,task_init,0.24734225869178772,70,68,2
cosine_without_center,4,episode,0.17097099125385284,551,525,26
cosine_without_center,4,task_init,0.2554683983325958,70,68,2
cosine_without_center,5,episode,0.17837005853652954,551,525,26
cosine_without_center,5,task_init,0.2622217535972595,70,68,2
cosine_without_center,6,episode,0.1816641390323639,551,525,26
cosine_without_center,6,task_init,0.2704736590385437,70,68,2
cosine_without_center,7,episode,0.18404318392276764,551,525,26
cosine_without_center,7,task_init,0.27760279178619385,70,68,2
cosine_without_center,8,episode,0.18975985050201416,551,525,26
cosine_without_center,8,task_init,0.28476130962371826,70,68,2
cosine_without_center,9,episode,0.19431281089782715,551,525,26
cosine_without_center,9,task_init,0.29039981961250305,70,68,2
cosine_without_center,10,episode,0.1986294388771057,551,525,26
cosine_without_center,10,task_init,0.2964201271533966,70,68,2
cosine_without_center,20,episode,0.23252958059310913,551,525,26
cosine_without_center,20,task_init,0.33344826102256775,70,68,2
