method,k,calibration,threshold,units,rank,exceedances
euclidean,1,episode,1.4619426727294922,541,515,26
euclidean,1,task_init,1.9153051376342773,70,68,2
euclidean,2,episode,1.516685128211975,541,515,26
euclidean,2,task_init,1.9295494556427002,70,68,2
euclidean,3,episode,1.5479742288589478,541,515,26
euclidean,3,task_init,1.9457532167434692,70,68,2
euclidean,4,episode,1.5654925107955933,541,515,26
euclidean,4,task_init,1.980313777923584,70,68,2
euclidean,5,episode,1.586326241493225,541,515,26
euclidean,5,task_init,2.0149104595184326,70,68,2
euclidean,6,episode,1.62428617477417,541,515,26
euclidean,6,task_init,2.0483286380767822,70,68,2
euclidean,7,episode,1.6452603340148926,541,515,26
euclidean,7,task_init,2.0587875843048096,70,68,2
euclidean,8,episode,1.6612948179244995,541,515,26
euclidean,8,task_init,2.068391799926758,70,68,2
euclidean,9,episode,1.6755027770996094,541,515,26
euclidean,9,task_init,2.076572895050049,70,68,2
euclidean,10,episode,1.6965843439102173,541,515,26
euclidean,10,task_init,2.0844993591308594,70,68,2
euclidean,20,episode,1.823172926902771,541,515,26
euclidean,20,task_init,2.2216238975524902,70,68,2
cosine,1,episode,0.19346991181373596,541,515,26
cosine,1,task_init,0.2742716073989868,70,68,2
cosine,2,episode,0.20146171748638153,541,515,26
cosine,2,task_init,0.2878948748111725,70,68,2
cosine,3,episode,0.21193557977676392,541,515,26
cosine,3,task_init,0.3026503622531891,70,68,2
cosine,4,episode,0.22550299763679504,541,515,26
cosine,4,task_init,0.3114030957221985,70,68,2
cosine,5,episode,0.23039373755455017,541,515,26
cosine,5,task_init,0.3174539804458618,70,68,2
cosine,6,episode,0.23759210109710693,541,515,26
cosine,6,task_init,0.3241521716117859,70,68,2
cosine,7,episode,0.24303747713565826,541,515,26
cosine,7,task_init,0.3287694454193115,70,68,2
cosine,8,episode,0.24818353354930878,541,515,26
cosine,8,task_init,0.3315010964870453,70,68,2
cosine,9,episode,0.2525538206100464,541,515,26
cosine,9,task_init,0.3343004286289215,70,68,2
cosine,10,episode,0.2580100893974304,541,515,26
cosine,10,task_init,0.33674120903015137,70,68,2
cosine,20,episode,0.28964197635650635,541,515,26
cosine,20,task_init,0.35855260491371155,70,68,2
cosine_neighbors_euclidean_score,1,episode,3.0391948223114014,541,515,26
cosine_neighbors_euclidean_score,1,task_init,4.999820232391357,70,68,2
cosine_neighbors_euclidean_score,2,episode,2.7916147708892822,541,515,26
cosine_neighbors_euclidean_score,2,task_init,4.562372207641602,70,68,2
