method,k,calibration,threshold,units,rank,exceedances
cosine_neighbors_euclidean_score,3,episode,2.779543161392212,541,515,26
cosine_neighbors_euclidean_score,3,task_init,4.045858860015869,70,68,2
cosine_neighbors_euclidean_score,4,episode,2.7836432456970215,541,515,26
cosine_neighbors_euclidean_score,4,task_init,3.8945887088775635,70,68,2
cosine_neighbors_euclidean_score,5,episode,2.8419172763824463,541,515,26
cosine_neighbors_euclidean_score,5,task_init,3.8094072341918945,70,68,2
cosine_neighbors_euclidean_score,6,episode,2.7981605529785156,541,515,26
cosine_neighbors_euclidean_score,6,task_init,3.6286182403564453,70,68,2
cosine_neighbors_euclidean_score,7,episode,2.840313673019409,541,515,26
cosine_neighbors_euclidean_score,7,task_init,3.412788152694702,70,68,2
cosine_neighbors_euclidean_score,8,episode,2.7743778228759766,541,515,26
cosine_neighbors_euclidean_score,8,task_init,3.4244675636291504,70,68,2
cosine_neighbors_euclidean_score,9,episode,2.694850444793701,541,515,26
cosine_neighbors_euclidean_score,9,task_init,3.4311649799346924,70,68,2
cosine_neighbors_euclidean_score,10,episode,2.7171123027801514,541,515,26
cosine_neighbors_euclidean_score,10,task_init,3.3291738033294678,70,68,2
cosine_neighbors_euclidean_score,20,episode,2.684988260269165,541,515,26
cosine_neighbors_euclidean_score,20,task_init,3.344986915588379,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.2727763056755066,541,515,26
euclidean_neighbors_cosine_score,1,task_init,0.4089764654636383,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.2715504467487335,541,515,26
euclidean_neighbors_cosine_score,2,task_init,0.38810938596725464,70,68,2
euclidean_neighbors_cosine_score,3,episode,0.28401264548301697,541,515,26
euclidean_neighbors_cosine_score,3,task_init,0.3743840456008911,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.30022919178009033,541,515,26
euclidean_neighbors_cosine_score,4,task_init,0.3869395852088928,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.30852407217025757,541,515,26
euclidean_neighbors_cosine_score,5,task_init,0.4115520119667053,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.3162030279636383,541,515,26
euclidean_neighbors_cosine_score,6,task_init,0.44110026955604553,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.3231736123561859,541,515,26
euclidean_neighbors_cosine_score,7,task_init,0.4514131247997284,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.3261840045452118,541,515,26
euclidean_neighbors_cosine_score,8,task_init,0.44626280665397644,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.33041974902153015,541,515,26
euclidean_neighbors_cosine_score,9,task_init,0.43145307898521423,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.33957594633102417,541,515,26
euclidean_neighbors_cosine_score,10,task_init,0.43534550070762634,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.38498571515083313,541,515,26
euclidean_neighbors_cosine_score,20,task_init,0.48727527260780334,70,68,2
cosine_without_center,1,episode,0.16302376985549927,541,515,26
cosine_without_center,1,task_init,0.2475937455892563,70,68,2
cosine_without_center,2,episode,0.17463895678520203,541,515,26
cosine_without_center,2,task_init,0.2537950575351715,70,68,2
cosine_without_center,3,episode,0.18377336859703064,541,515,26
cosine_without_center,3,task_init,0.2589946985244751,70,68,2
cosine_without_center,4,episode,0.1911347657442093,541,515,26
cosine_without_center,4,task_init,0.2655007839202881,70,68,2
cosine_without_center,5,episode,0.20304472744464874,541,515,26
cosine_without_center,5,task_init,0.2751716673374176,70,68,2
cosine_without_center,6,episode,0.21134386956691742,541,515,26
cosine_without_center,6,task_init,0.28293463587760925,70,68,2
cosine_without_center,7,episode,0.21661821007728577,541,515,26
cosine_without_center,7,task_init,0.28926753997802734,70,68,2
cosine_without_center,8,episode,0.21977253258228302,541,515,26
cosine_without_center,8,task_init,0.2947307229042053,70,68,2
cosine_without_center,9,episode,0.22202159464359283,541,515,26
cosine_without_center,9,task_init,0.2990874946117401,70,68,2
cosine_without_center,10,episode,0.22554363310337067,541,515,26
cosine_without_center,10,task_init,0.3027840256690979,70,68,2
cosine_without_center,20,episode,0.255004346370697,541,515,26
cosine_without_center,20,task_init,0.3336459696292877,70,68,2
