method,k,calibration,threshold,units,rank,exceedances
cosine,10,task_init,0.36535659432411194,70,68,2
cosine,20,episode,0.29589810967445374,559,532,27
cosine,20,task_init,0.4150772988796234,70,68,2
cosine_neighbors_euclidean_score,1,episode,2.7024734020233154,559,532,27
cosine_neighbors_euclidean_score,1,task_init,4.113994121551514,70,68,2
cosine_neighbors_euclidean_score,2,episode,2.2877721786499023,559,532,27
cosine_neighbors_euclidean_score,2,task_init,3.5132951736450195,70,68,2
cosine_neighbors_euclidean_score,3,episode,2.1411499977111816,559,532,27
cosine_neighbors_euclidean_score,3,task_init,3.0591652393341064,70,68,2
cosine_neighbors_euclidean_score,4,episode,2.1193840503692627,559,532,27
cosine_neighbors_euclidean_score,4,task_init,2.995353937149048,70,68,2
cosine_neighbors_euclidean_score,5,episode,2.095752000808716,559,532,27
cosine_neighbors_euclidean_score,5,task_init,2.881810426712036,70,68,2
cosine_neighbors_euclidean_score,6,episode,2.0276477336883545,559,532,27
cosine_neighbors_euclidean_score,6,task_init,2.7914724349975586,70,68,2
cosine_neighbors_euclidean_score,7,episode,2.0255191326141357,559,532,27
cosine_neighbors_euclidean_score,7,task_init,2.6758534908294678,70,68,2
cosine_neighbors_euclidean_score,8,episode,2.081202507019043,559,532,27
cosine_neighbors_euclidean_score,8,task_init,2.5986242294311523,70,68,2
cosine_neighbors_euclidean_score,9,episode,2.0624096393585205,559,532,27
cosine_neighbors_euclidean_score,9,task_init,2.628793716430664,70,68,2
cosine_neighbors_euclidean_score,10,episode,2.07110857963562,559,532,27
cosine_neighbors_euclidean_score,10,task_init,2.6158406734466553,70,68,2
cosine_neighbors_euclidean_score,20,episode,2.102557420730591,559,532,27
cosine_neighbors_euclidean_score,20,task_init,2.6203019618988037,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.26200592517852783,559,532,27
euclidean_neighbors_cosine_score,1,task_init,0.41673973202705383,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.27166590094566345,559,532,27
euclidean_neighbors_cosine_score,2,task_init,0.40103939175605774,70,68,2
euclidean_neighbors_cosine_score,3,episode,0.29143911600112915,559,532,27
euclidean_neighbors_cosine_score,3,task_init,0.4250638782978058,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.29113930463790894,559,532,27
euclidean_neighbors_cosine_score,4,task_init,0.44640642404556274,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.30228933691978455,559,532,27
euclidean_neighbors_cosine_score,5,task_init,0.4337385892868042,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.3132030963897705,559,532,27
euclidean_neighbors_cosine_score,6,task_init,0.4379388093948364,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.32858729362487793,559,532,27
euclidean_neighbors_cosine_score,7,task_init,0.48815518617630005,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.3347208797931671,559,532,27
euclidean_neighbors_cosine_score,8,task_init,0.5001456141471863,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.34133031964302063,559,532,27
euclidean_neighbors_cosine_score,9,task_init,0.4873347878456116,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.34760916233062744,559,532,27
euclidean_neighbors_cosine_score,10,task_init,0.4907216429710388,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.3943328261375427,559,532,27
euclidean_neighbors_cosine_score,20,task_init,0.5818333625793457,70,68,2
cosine_without_center,1,episode,0.13787898421287537,559,532,27
cosine_without_center,1,task_init,0.215357705950737,70,68,2
cosine_without_center,2,episode,0.1513506919145584,559,532,27
cosine_without_center,2,task_init,0.22217756509780884,70,68,2
cosine_without_center,3,episode,0.1583651751279831,559,532,27
cosine_without_center,3,task_init,0.23422592878341675,70,68,2
cosine_without_center,4,episode,0.16442285478115082,559,532,27
cosine_without_center,4,task_init,0.24046657979488373,70,68,2
cosine_without_center,5,episode,0.1699192076921463,559,532,27
cosine_without_center,5,task_init,0.24701374769210815,70,68,2
cosine_without_center,6,episode,0.17488203942775726,559,532,27
cosine_without_center,6,task_init,0.2525337040424347,70,68,2
cosine_without_center,7,episode,0.177412211894989,559,532,27
cosine_without_center,7,task_init,0.2566710114479065,70,68,2
cosine_without_center,8,episode,0.18233679234981537,559,532,27
cosine_without_center,8,task_init,0.26297420263290405,70,68,2
cosine_without_center,9,episode,0.18577471375465393,559,532,27
cosine_without_center,9,task_init,0.2698728144168854,70,68,2
cosine_without_center,10,episode,0.18848349153995514,559,532,27
cosine_without_center,10,task_init,0.27592793107032776,70,68,2
cosine_without_center,20,episode,0.21491168439388275,559,532,27
cosine_without_center,20,task_init,0.3148912787437439,70,68,2
