method,k,calibration,threshold,units,rank,exceedances
cosine_neighbors_euclidean_score,6,episode,2.72175669670105,547,521,26
cosine_neighbors_euclidean_score,6,task_init,3.385155439376831,70,68,2
cosine_neighbors_euclidean_score,7,episode,2.705414056777954,547,521,26
cosine_neighbors_euclidean_score,7,task_init,3.2534964084625244,70,68,2
cosine_neighbors_euclidean_score,8,episode,2.694751262664795,547,521,26
cosine_neighbors_euclidean_score,8,task_init,3.178842067718506,70,68,2
cosine_neighbors_euclidean_score,9,episode,2.664339065551758,547,521,26
cosine_neighbors_euclidean_score,9,task_init,3.2008793354034424,70,68,2
cosine_neighbors_euclidean_score,10,episode,2.6498448848724365,547,521,26
cosine_neighbors_euclidean_score,10,task_init,3.1531753540039062,70,68,2
cosine_neighbors_euclidean_score,20,episode,2.7646801471710205,547,521,26
cosine_neighbors_euclidean_score,20,task_init,3.3827483654022217,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.27783745527267456,547,521,26
euclidean_neighbors_cosine_score,1,task_init,0.5641398429870605,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.2837732434272766,547,521,26
euclidean_neighbors_cosine_score,2,task_init,0.45943310856819153,70,68,2
euclidean_neighbors_cosine_score,3,episode,0.31300100684165955,547,521,26
euclidean_neighbors_cosine_score,3,task_init,0.4607808589935303,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.3073998987674713,547,521,26
euclidean_neighbors_cosine_score,4,task_init,0.4936535954475403,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.3239436745643616,547,521,26
euclidean_neighbors_cosine_score,5,task_init,0.4725649058818817,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.33918046951293945,547,521,26
euclidean_neighbors_cosine_score,6,task_init,0.48575860261917114,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.3517806828022003,547,521,26
euclidean_neighbors_cosine_score,7,task_init,0.5018544793128967,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.3567028343677521,547,521,26
euclidean_neighbors_cosine_score,8,task_init,0.49401429295539856,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.3675938844680786,547,521,26
euclidean_neighbors_cosine_score,9,task_init,0.5201090574264526,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.3771373927593231,547,521,26
euclidean_neighbors_cosine_score,10,task_init,0.5115317106246948,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.4259762167930603,547,521,26
euclidean_neighbors_cosine_score,20,task_init,0.5446472764015198,70,68,2
cosine_without_center,1,episode,0.16506114602088928,547,521,26
cosine_without_center,1,task_init,0.20901785790920258,70,68,2
cosine_without_center,2,episode,0.1796666979789734,547,521,26
cosine_without_center,2,task_init,0.21869806945323944,70,68,2
cosine_without_center,3,episode,0.1883181780576706,547,521,26
cosine_without_center,3,task_init,0.23269662261009216,70,68,2
cosine_without_center,4,episode,0.19456665217876434,547,521,26
cosine_without_center,4,task_init,0.24059884250164032,70,68,2
cosine_without_center,5,episode,0.200626939535141,547,521,26
cosine_without_center,5,task_init,0.24738316237926483,70,68,2
cosine_without_center,6,episode,0.2045655995607376,547,521,26
cosine_without_center,6,task_init,0.2519344389438629,70,68,2
cosine_without_center,7,episode,0.20817092061042786,547,521,26
cosine_without_center,7,task_init,0.2564955949783325,70,68,2
cosine_without_center,8,episode,0.21133020520210266,547,521,26
cosine_without_center,8,task_init,0.26010575890541077,70,68,2
cosine_without_center,9,episode,0.21491999924182892,547,521,26
cosine_without_center,9,task_init,0.26291680335998535,70,68,2
cosine_without_center,10,episode,0.22068049013614655,547,521,26
cosine_without_center,10,task_init,0.26821428537368774,70,68,2
cosine_without_center,20,episode,0.2525675594806671,547,521,26
cosine_without_center,20,task_init,0.31349462270736694,70,68,2
