method,k,calibration,threshold,units,rank,exceedances
euclidean,1,episode,0.934974730014801,556,530,26
euclidean,1,task_init,1.8415623903274536,70,68,2
euclidean,2,episode,0.9440382122993469,556,530,26
euclidean,2,task_init,1.904611587524414,70,68,2
euclidean,3,episode,0.9731196165084839,556,530,26
euclidean,3,task_init,1.9287840127944946,70,68,2
euclidean,4,episode,0.9948670268058777,556,530,26
euclidean,4,task_init,1.945675253868103,70,68,2
euclidean,5,episode,1.0094695091247559,556,530,26
euclidean,5,task_init,1.9569287300109863,70,68,2
euclidean,6,episode,1.0254299640655518,556,530,26
euclidean,6,task_init,1.971368670463562,70,68,2
euclidean,7,episode,1.0403741598129272,556,530,26
euclidean,7,task_init,1.982163429260254,70,68,2
euclidean,8,episode,1.0530732870101929,556,530,26
euclidean,8,task_init,1.9955010414123535,70,68,2
euclidean,9,episode,1.0619925260543823,556,530,26
euclidean,9,task_init,2.0082430839538574,70,68,2
euclidean,10,episode,1.069515347480774,556,530,26
euclidean,10,task_init,2.0206351280212402,70,68,2
euclidean,20,episode,1.1950372457504272,556,530,26
euclidean,20,task_init,2.1294748783111572,70,68,2
cosine,1,episode,0.13945704698562622,556,530,26
cosine,1,task_init,0.2668939530849457,70,68,2
cosine,2,episode,0.15208342671394348,556,530,26
cosine,2,task_init,0.2754957675933838,70,68,2
cosine,3,episode,0.16004662215709686,556,530,26
cosine,3,task_init,0.27770906686782837,70,68,2
cosine,4,episode,0.16906669735908508,556,530,26
cosine,4,task_init,0.2816924452781677,70,68,2
cosine,5,episode,0.17586390674114227,556,530,26
cosine,5,task_init,0.288337379693985,70,68,2
cosine,6,episode,0.17927983403205872,556,530,26
cosine,6,task_init,0.2947986423969269,70,68,2
cosine,7,episode,0.18358929455280304,556,530,26
cosine,7,task_init,0.2998279333114624,70,68,2
cosine,8,episode,0.1868623048067093,556,530,26
cosine,8,task_init,0.3018867075443268,70,68,2
cosine,9,episode,0.1899469494819641,556,530,26
cosine,9,task_init,0.30418846011161804,70,68,2
cosine,10,episode,0.19244416058063507,556,530,26
cosine,10,task_init,0.30614402890205383,70,68,2
cosine,20,episode,0.22920633852481842,556,530,26
cosine,20,task_init,0.33049798011779785,70,68,2
cosine_neighbors_euclidean_score,1,episode,2.6096031665802,556,530,26
cosine_neighbors_euclidean_score,1,task_init,4.046159267425537,70,68,2
cosine_neighbors_euclidean_score,2,episode,2.3010287284851074,556,530,26
cosine_neighbors_euclidean_score,2,task_init,3.772827625274658,70,68,2
cosine_neighbors_euclidean_score,3,episode,2.247467517852783,556,530,26
cosine_neighbors_euclidean_score,3,task_init,3.802259922027588,70,68,2
cosine_neighbors_euclidean_score,4,episode,2.1658411026000977,556,530,26
cosine_neighbors_euclidean_score,4,task_init,3.475606918334961,70,68,2
cosine_neighbors_euclidean_score,5,episode,2.22542142868042,556,530,26
cosine_neighbors_euclidean_score,5,task_init,3.5088577270507812,70,68,2
cosine_neighbors_euclidean_score,6,episode,2.2062370777130127,556,530,26
cosine_neighbors_euclidean_score,6,task_init,3.480799913406372,70,68,2
cosine_neighbors_euclidean_score,7,episode,2.2395474910736084,556,530,26
cosine_neighbors_euclidean_score,7,task_init,3.5567715167999268,70,68,2
cosine_neighbors_euclidean_score,8,episode,2.160099506378174,556,530,26
cosine_neighbors_euclidean_score,8,task_init,3.625026226043701,70,68,2
cosine_neighbors_euclidean_score,9,episode,2.2564408779144287,556,530,26
cosine_neighbors_euclidean_score,9,task_init,3.561255931854248,70,68,2
cosine_neighbors_euclidean_score,10,episode,2.2259464263916016,556,530,26
cosine_neighbors_euclidean_score,10,task_init,3.578356981277466,70,68,2
cosine_neighbors_euclidean_score,20,episode,2.247965097427368,556,530,26
cosine_neighbors_euclidean_score,20,task_init,3.413597583770752,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.16530726850032806,556,530,26
euclidean_neighbors_cosine_score,1,task_init,0.3272514343261719,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.19457465410232544,556,530,26
euclidean_neighbors_cosine_score,2,task_init,0.34706953167915344,70,68,2
euclidean_neighbors_cosine_score,3,episode,0.20562422275543213,556,530,26
