method,k,calibration,threshold,units,rank,exceedances
euclidean_neighbors_cosine_score,3,task_init,0.36553242802619934,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.21764007210731506,556,530,26
euclidean_neighbors_cosine_score,4,task_init,0.3837590515613556,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.22815467417240143,556,530,26
euclidean_neighbors_cosine_score,5,task_init,0.38389670848846436,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.23049961030483246,556,530,26
euclidean_neighbors_cosine_score,6,task_init,0.3638630509376526,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.2407764494419098,556,530,26
euclidean_neighbors_cosine_score,7,task_init,0.35718128085136414,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.24466222524642944,556,530,26
euclidean_neighbors_cosine_score,8,task_init,0.387144535779953,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.2522434890270233,556,530,26
euclidean_neighbors_cosine_score,9,task_init,0.40149691700935364,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.2519036829471588,556,530,26
euclidean_neighbors_cosine_score,10,task_init,0.411389023065567,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.29423752427101135,556,530,26
euclidean_neighbors_cosine_score,20,task_init,0.45166438817977905,70,68,2
cosine_without_center,1,episode,0.10344340652227402,556,530,26
cosine_without_center,1,task_init,0.18470384180545807,70,68,2
cosine_without_center,2,episode,0.10892180353403091,556,530,26
cosine_without_center,2,task_init,0.21884718537330627,70,68,2
cosine_without_center,3,episode,0.1174234002828598,556,530,26
cosine_without_center,3,task_init,0.2305644154548645,70,68,2
cosine_without_center,4,episode,0.12170647829771042,556,530,26
cosine_without_center,4,task_init,0.23767422139644623,70,68,2
cosine_without_center,5,episode,0.12384149432182312,556,530,26
cosine_without_center,5,task_init,0.24200794100761414,70,68,2
cosine_without_center,6,episode,0.12666316330432892,556,530,26
cosine_without_center,6,task_init,0.24515965580940247,70,68,2
cosine_without_center,7,episode,0.1296110451221466,556,530,26
cosine_without_center,7,task_init,0.24770867824554443,70,68,2
cosine_without_center,8,episode,0.13503071665763855,556,530,26
cosine_without_center,8,task_init,0.24993088841438293,70,68,2
cosine_without_center,9,episode,0.14343680441379547,556,530,26
cosine_without_center,9,task_init,0.2523273527622223,70,68,2
cosine_without_center,10,episode,0.14826278388500214,556,530,26
cosine_without_center,10,task_init,0.2543570399284363,70,68,2
cosine_without_center,20,episode,0.1644088625907898,556,530,26
cosine_without_center,20,task_init,0.3308311402797699,70,68,2
