method,k,calibration,threshold,units,rank,exceedances
cosine_neighbors_euclidean_score,5,episode,2.8370521068573,542,516,26
cosine_neighbors_euclidean_score,5,task_init,3.904949426651001,70,68,2
cosine_neighbors_euclidean_score,6,episode,2.849003791809082,542,516,26
cosine_neighbors_euclidean_score,6,task_init,4.01481294631958,70,68,2
cosine_neighbors_euclidean_score,7,episode,2.8695616722106934,542,516,26
cosine_neighbors_euclidean_score,7,task_init,4.02274227142334,70,68,2
cosine_neighbors_euclidean_score,8,episode,2.870033025741577,542,516,26
cosine_neighbors_euclidean_score,8,task_init,3.8638532161712646,70,68,2
cosine_neighbors_euclidean_score,9,episode,2.8264150619506836,542,516,26
cosine_neighbors_euclidean_score,9,task_init,3.882739782333374,70,68,2
cosine_neighbors_euclidean_score,10,episode,2.804316282272339,542,516,26
cosine_neighbors_euclidean_score,10,task_init,3.9081220626831055,70,68,2
cosine_neighbors_euclidean_score,20,episode,2.8282272815704346,542,516,26
cosine_neighbors_euclidean_score,20,task_init,4.32516622543335,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.2649247944355011,542,516,26
euclidean_neighbors_cosine_score,1,task_init,0.3561207354068756,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.2895474433898926,542,516,26
euclidean_neighbors_cosine_score,2,task_init,0.41475173830986023,70,68,2
euclidean_neighbors_cosine_score,3,episode,0.2980898916721344,542,516,26
euclidean_neighbors_cosine_score,3,task_init,0.465756356716156,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.31419655680656433,542,516,26
euclidean_neighbors_cosine_score,4,task_init,0.49588844180107117,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.32350778579711914,542,516,26
euclidean_neighbors_cosine_score,5,task_init,0.4982045292854309,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.3386698365211487,542,516,26
euclidean_neighbors_cosine_score,6,task_init,0.5095973014831543,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.3579844534397125,542,516,26
euclidean_neighbors_cosine_score,7,task_init,0.5140352845191956,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.3600881099700928,542,516,26
euclidean_neighbors_cosine_score,8,task_init,0.5008983612060547,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.3724181056022644,542,516,26
euclidean_neighbors_cosine_score,9,task_init,0.5164167881011963,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.37918367981910706,542,516,26
euclidean_neighbors_cosine_score,10,task_init,0.5131893754005432,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.4410194158554077,542,516,26
euclidean_neighbors_cosine_score,20,task_init,0.577734112739563,70,68,2
cosine_without_center,1,episode,0.10875766724348068,542,516,26
cosine_without_center,1,task_init,0.1714870184659958,70,68,2
cosine_without_center,2,episode,0.11515901237726212,542,516,26
cosine_without_center,2,task_init,0.18406710028648376,70,68,2
cosine_without_center,3,episode,0.11855720728635788,542,516,26
cosine_without_center,3,task_init,0.20446725189685822,70,68,2
cosine_without_center,4,episode,0.12336878478527069,542,516,26
cosine_without_center,4,task_init,0.22184838354587555,70,68,2
cosine_without_center,5,episode,0.13042664527893066,542,516,26
cosine_without_center,5,task_init,0.23416678607463837,70,68,2
cosine_without_center,6,episode,0.13245521485805511,542,516,26
cosine_without_center,6,task_init,0.24377883970737457,70,68,2
cosine_without_center,7,episode,0.13665221631526947,542,516,26
cosine_without_center,7,task_init,0.2517293393611908,70,68,2
cosine_without_center,8,episode,0.14060848951339722,542,516,26
cosine_without_center,8,task_init,0.2603418827056885,70,68,2
cosine_without_center,9,episode,0.145038902759552,542,516,26
cosine_without_center,9,task_init,0.2643006443977356,70,68,2
cosine_without_center,10,episode,0.1486235409975052,542,516,26
cosine_without_center,10,task_init,0.267522931098938,70,68,2
cosine_without_center,20,episode,0.17033912241458893,542,516,26
cosine_without_center,20,task_init,0.2880176901817322,70,68,2
