method,k,calibration,threshold,units,rank,exceedances
euclidean,1,episode,1.357166051864624,542,516,26
euclidean,1,task_init,1.8071733713150024,70,68,2
euclidean,2,episode,1.3936147689819336,542,516,26
euclidean,2,task_init,1.8303409814834595,70,68,2
euclidean,3,episode,1.4393140077590942,542,516,26
euclidean,3,task_init,1.849007248878479,70,68,2
euclidean,4,episode,1.4871935844421387,542,516,26
euclidean,4,task_init,1.879300594329834,70,68,2
euclidean,5,episode,1.5092016458511353,542,516,26
euclidean,5,task_init,1.9120419025421143,70,68,2
euclidean,6,episode,1.5285533666610718,542,516,26
euclidean,6,task_init,1.951536774635315,70,68,2
euclidean,7,episode,1.5515424013137817,542,516,26
euclidean,7,task_init,1.9883524179458618,70,68,2
euclidean,8,episode,1.568191409111023,542,516,26
euclidean,8,task_init,2.020834445953369,70,68,2
euclidean,9,episode,1.5868390798568726,542,516,26
euclidean,9,task_init,2.0507938861846924,70,68,2
euclidean,10,episode,1.6034483909606934,542,516,26
euclidean,10,task_init,2.0877809524536133,70,68,2
euclidean,20,episode,1.7363826036453247,542,516,26
euclidean,20,task_init,2.3054089546203613,70,68,2
cosine,1,episode,0.18972185254096985,542,516,26
cosine,1,task_init,0.2693936824798584,70,68,2
cosine,2,episode,0.20457251369953156,542,516,26
cosine,2,task_init,0.2725135385990143,70,68,2
cosine,3,episode,0.21302127838134766,542,516,26
cosine,3,task_init,0.2927309274673462,70,68,2
cosine,4,episode,0.22641612589359283,542,516,26
cosine,4,task_init,0.3055359125137329,70,68,2
cosine,5,episode,0.2306344211101532,542,516,26
cosine,5,task_init,0.3136482834815979,70,68,2
cosine,6,episode,0.23857749998569489,542,516,26
cosine,6,task_init,0.32189834117889404,70,68,2
cosine,7,episode,0.25263163447380066,542,516,26
cosine,7,task_init,0.32930999994277954,70,68,2
cosine,8,episode,0.25712576508522034,542,516,26
cosine,8,task_init,0.3351922333240509,70,68,2
cosine,9,episode,0.26076221466064453,542,516,26
cosine,9,task_init,0.34035080671310425,70,68,2
cosine,10,episode,0.26315921545028687,542,516,26
cosine,10,task_init,0.3454098701477051,70,68,2
cosine,20,episode,0.29450711607933044,542,516,26
cosine,20,task_init,0.39142635464668274,70,68,2
cosine_neighbors_euclidean_score,1,episode,3.3599774837493896,542,516,26
cosine_neighbors_euclidean_score,1,task_init,4.8211588859558105,70,68,2
cosine_neighbors_euclidean_score,2,episode,3.0444915294647217,542,516,26
cosine_neighbors_euclidean_score,2,task_init,4.239297389984131,70,68,2
cosine_neighbors_euclidean_score,3,episode,2.9393062591552734,542,516,26
cosine_neighbors_euclidean_score,3,task_init,4.155315399169922,70,68,2
cosine_neighbors_euclidean_score,4,episode,2.946218967437744,542,516,26
cosine_neighbors_euclidean_score,4,task_init,4.124177932739258,70,68,2
