method,k,calibration,threshold,units,rank,exceedances
euclidean,1,episode,1.9553825855255127,547,521,26
euclidean,1,task_init,2.8559556007385254,70,68,2
euclidean,2,episode,2.0015552043914795,547,521,26
euclidean,2,task_init,2.864041566848755,70,68,2
euclidean,3,episode,2.1024107933044434,547,521,26
euclidean,3,task_init,2.871415138244629,70,68,2
euclidean,4,episode,2.134293556213379,547,521,26
euclidean,4,task_init,2.8839147090911865,70,68,2
euclidean,5,episode,2.18135404586792,547,521,26
euclidean,5,task_init,2.901139259338379,70,68,2
euclidean,6,episode,2.220353364944458,547,521,26
euclidean,6,task_init,2.928835153579712,70,68,2
euclidean,7,episode,2.241924524307251,547,521,26
euclidean,7,task_init,2.973658561706543,70,68,2
euclidean,8,episode,2.2669405937194824,547,521,26
euclidean,8,task_init,3.0124471187591553,70,68,2
euclidean,9,episode,2.3146989345550537,547,521,26
euclidean,9,task_init,3.0969343185424805,70,68,2
euclidean,10,episode,2.3637163639068604,547,521,26
euclidean,10,task_init,3.176598072052002,70,68,2
euclidean,20,episode,2.6460964679718018,547,521,26
euclidean,20,task_init,3.9340829849243164,70,68,2
cosine,1,episode,0.22568677365779877,547,521,26
cosine,1,task_init,0.301999568939209,70,68,2
cosine,2,episode,0.23913376033306122,547,521,26
cosine,2,task_init,0.30958619713783264,70,68,2
cosine,3,episode,0.24962936341762543,547,521,26
cosine,3,task_init,0.3172561526298523,70,68,2
cosine,4,episode,0.25813934206962585,547,521,26
cosine,4,task_init,0.3264724314212799,70,68,2
cosine,5,episode,0.2648050785064697,547,521,26
cosine,5,task_init,0.3320653736591339,70,68,2
cosine,6,episode,0.27118781208992004,547,521,26
cosine,6,task_init,0.33714520931243896,70,68,2
cosine,7,episode,0.2756935656070709,547,521,26
cosine,7,task_init,0.3412482440471649,70,68,2
cosine,8,episode,0.2797764241695404,547,521,26
cosine,8,task_init,0.3471909761428833,70,68,2
cosine,9,episode,0.28211042284965515,547,521,26
cosine,9,task_init,0.35292038321495056,70,68,2
cosine,10,episode,0.2858039438724518,547,521,26
cosine,10,task_init,0.3587915599346161,70,68,2
cosine,20,episode,0.31559085845947266,547,521,26
cosine,20,task_init,0.3964971899986267,70,68,2
cosine_neighbors_euclidean_score,1,episode,6.345785140991211,547,521,26
cosine_neighbors_euclidean_score,1,task_init,12.496745109558105,70,68,2
cosine_neighbors_euclidean_score,2,episode,6.29801607131958,547,521,26
cosine_neighbors_euclidean_score,2,task_init,11.602084159851074,70,68,2
cosine_neighbors_euclidean_score,3,episode,5.39878511428833,547,521,26
cosine_neighbors_euclidean_score,3,task_init,9.509292602539062,70,68,2
cosine_neighbors_euclidean_score,4,episode,5.0084943771362305,547,521,26
cosine_neighbors_euclidean_score,4,task_init,8.458250999450684,70,68,2
cosine_neighbors_euclidean_score,5,episode,4.835446834564209,547,521,26
cosine_neighbors_euclidean_score,5,task_init,7.521535396575928,70,68,2
cosine_neighbors_euclidean_score,6,episode,4.72545862197876,547,521,26
cosine_neighbors_euclidean_score,6,task_init,6.475924491882324,70,68,2
cosine_neighbors_euclidean_score,7,episode,4.76131534576416,547,521,26
cosine_neighbors_euclidean_score,7,task_init,6.42961311340332,70,68,2
cosine_neighbors_euclidean_score,8,episode,4.622745990753174,547,521,26
cosine_neighbors_euclidean_score,8,task_init,6.363041400909424,70,68,2
cosine_neighbors_euclidean_score,9,episode,4.653354644775391,547,521,26
cosine_neighbors_euclidean_score,9,task_init,6.320010662078857,70,68,2
cosine_neighbors_euclidean_score,10,episode,4.550511837005615,547,521,26
cosine_neighbors_euclidean_score,10,task_init,6.073727130889893,70,68,2
cosine_neighbors_euclidean_score,20,episode,4.249028205871582,547,521,26
cosine_neighbors_euclidean_score,20,task_init,6.207699775695801,70,68,2
euclidean_neighbors_cosine_score,1,episode,0.3040817975997925,547,521,26
euclidean_neighbors_cosine_score,1,task_init,0.474551796913147,70,68,2
euclidean_neighbors_cosine_score,2,episode,0.32260382175445557,547,521,26
euclidean_neighbors_cosine_score,2,task_init,0.4883250594139099,70,68,2
euclidean_neighbors_cosine_score,3,episode,0.3349255919456482,547,521,26
euclidean_neighbors_cosine_score,3,task_init,0.5700223445892334,70,68,2
euclidean_neighbors_cosine_score,4,episode,0.3517158031463623,547,521,26
euclidean_neighbors_cosine_score,4,task_init,0.5514468550682068,70,68,2
euclidean_neighbors_cosine_score,5,episode,0.35708263516426086,547,521,26
euclidean_neighbors_cosine_score,5,task_init,0.5188418626785278,70,68,2
euclidean_neighbors_cosine_score,6,episode,0.36069607734680176,547,521,26
euclidean_neighbors_cosine_score,6,task_init,0.5200403928756714,70,68,2
euclidean_neighbors_cosine_score,7,episode,0.38210856914520264,547,521,26
euclidean_neighbors_cosine_score,7,task_init,0.5195981860160828,70,68,2
euclidean_neighbors_cosine_score,8,episode,0.38903430104255676,547,521,26
euclidean_neighbors_cosine_score,8,task_init,0.5390689969062805,70,68,2
euclidean_neighbors_cosine_score,9,episode,0.4016490578651428,547,521,26
euclidean_neighbors_cosine_score,9,task_init,0.5603930950164795,70,68,2
euclidean_neighbors_cosine_score,10,episode,0.4080674946308136,547,521,26
euclidean_neighbors_cosine_score,10,task_init,0.5328677296638489,70,68,2
euclidean_neighbors_cosine_score,20,episode,0.46627116203308105,547,521,26
euclidean_neighbors_cosine_score,20,task_init,0.5984431505203247,70,68,2
cosine_without_center,1,episode,0.24265708029270172,547,521,26
cosine_without_center,1,task_init,0.2972453534603119,70,68,2
cosine_without_center,2,episode,0.24965061247348785,547,521,26
cosine_without_center,2,task_init,0.313320517539978,70,68,2
cosine_without_center,3,episode,0.25794145464897156,547,521,26
cosine_without_center,3,task_init,0.32013174891471863,70,68,2
cosine_without_center,4,episode,0.2644065022468567,547,521,26
cosine_without_center,4,task_init,0.3269082009792328,70,68,2
cosine_without_center,5,episode,0.26905325055122375,547,521,26
cosine_without_center,5,task_init,0.3329567611217499,70,68,2
cosine_without_center,6,episode,0.2742970287799835,547,521,26
cosine_without_center,6,task_init,0.33758217096328735,70,68,2
cosine_without_center,7,episode,0.2791139483451843,547,521,26
cosine_without_center,7,task_init,0.3426958918571472,70,68,2
cosine_without_center,8,episode,0.28306493163108826,547,521,26
cosine_without_center,8,task_init,0.3488800823688507,70,68,2
cosine_without_center,9,episode,0.28638210892677307,547,521,26
cosine_without_center,9,task_init,0.35579025745391846,70,68,2
cosine_without_center,10,episode,0.29038387537002563,547,521,26
cosine_without_center,10,task_init,0.3616613447666168,70,68,2
cosine_without_center,20,episode,0.3271716237068176,547,521,26
cosine_without_center,20,task_init,0.39500877261161804,70,68,2
