kind,layer,li,step,gate,quantile,confirm,threshold,dev_gain_tp,dev_gain_fp,exchange
cell,L4,2,3,q9_13,0.98,1,0.047074057161808014,15,580,0.02586206896551724
cell,L4,2,3,q9_13,0.98,2,0.047074057161808014,11,141,0.07801418439716312
cell,L4,2,3,q9_13,0.99,1,0.048889562487602234,12,306,0.0392156862745098
cell,L4,2,3,q9_13,0.99,2,0.048889562487602234,5,43,0.11627906976744186
cell,L4,2,3,q9_13,0.995,1,0.05068828538060188,9,165,0.05454545454545454
cell,L4,2,3,q9_13,0.995,2,0.05068828538060188,1,11,0.09090909090909091
cell,L4,2,4,q7_9,0.95,1,0.04826830327510834,13,1558,0.00834403080872914
cell,L4,2,4,q7_9,0.95,2,0.04826830327510834,3,291,0.010309278350515464
cell,L4,2,4,q7_9,0.96,1,0.04899163171648979,11,1280,0.00859375
cell,L4,2,4,q7_9,0.96,2,0.04899163171648979,1,207,0.004830917874396135
cell,L4,2,4,q7_9,0.97,1,0.049850039184093475,10,971,0.010298661174047374
cell,L4,2,4,q7_9,0.97,2,0.049850039184093475,1,140,0.007142857142857143
cell,L4,2,4,q7_9,0.98,1,0.05113046616315842,5,661,0.007564296520423601
cell,L4,2,4,q7_9,0.98,2,0.05113046616315842,0,78,0.0
cell,L4,2,4,q7_9,0.99,1,0.053067393600940704,3,345,0.008695652173913044
cell,L4,2,4,q7_9,0.99,2,0.053067393600940704,0,23,0.0
cell,L4,2,4,q7_9,0.995,1,0.05470213294029236,1,180,0.005555555555555556
cell,L4,2,4,q7_9,0.995,2,0.05470213294029236,0,5,0.0
cell,L4,2,4,q7_11,0.95,1,0.047490011900663376,16,2033,0.007870142646335464
cell,L4,2,4,q7_11,0.95,2,0.047490011900663376,12,463,0.02591792656587473
cell,L4,2,4,q7_11,0.96,1,0.04826795682311058,16,1713,0.009340338587273789
cell,L4,2,4,q7_11,0.96,2,0.04826795682311058,11,333,0.03303303303303303
cell,L4,2,4,q7_11,0.97,1,0.049199849367141724,15,1336,0.01122754491017964
cell,L4,2,4,q7_11,0.97,2,0.049199849367141724,8,212,0.03773584905660377
cell,L4,2,4,q7_11,0.98,1,0.05040308088064194,10,914,0.010940919037199124
cell,L4,2,4,q7_11,0.98,2,0.05040308088064194,2,123,0.016260162601626018
cell,L4,2,4,q7_11,0.99,1,0.05245592072606087,7,487,0.014373716632443531
cell,L4,2,4,q7_11,0.99,2,0.05245592072606087,1,38,0.02631578947368421
cell,L4,2,4,q7_11,0.995,1,0.05412595346570015,4,256,0.015625
cell,L4,2,4,q7_11,0.995,2,0.05412595346570015,0,13,0.0
cell,L4,2,4,q6_10,0.95,1,0.04878535121679306,14,2109,0.006638217164532954
cell,L4,2,4,q6_10,0.95,2,0.04878535121679306,4,684,0.005847953216374269
cell,L4,2,4,q6_10,0.96,1,0.04950197786092758,12,1767,0.006791171477079796
cell,L4,2,4,q6_10,0.96,2,0.04950197786092758,4,506,0.007905138339920948
cell,L4,2,4,q6_10,0.97,1,0.05040193349123001,9,1391,0.006470165348670022
cell,L4,2,4,q6_10,0.97,2,0.05040193349123001,2,333,0.006006006006006006
cell,L4,2,4,q6_10,0.98,1,0.051567308604717255,7,975,0.0071794871794871795
cell,L4,2,4,q6_10,0.98,2,0.051567308604717255,0,193,0.0
cell,L4,2,4,q6_10,0.99,1,0.05332596227526665,5,537,0.00931098696461825
cell,L4,2,4,q6_10,0.99,2,0.05332596227526665,0,63,0.0
cell,L4,2,4,q6_10,0.995,1,0.05480963736772537,2,288,0.006944444444444444
cell,L4,2,4,q6_10,0.995,2,0.05480963736772537,0,20,0.0
cell,L4,2,4,q9_13,0.95,1,0.04495181143283844,21,1596,0.013157894736842105
cell,L4,2,4,q9_13,0.95,2,0.04495181143283844,15,298,0.050335570469798654
cell,L4,2,4,q9_13,0.96,1,0.04561275616288185,21,1255,0.016733067729083666
cell,L4,2,4,q9_13,0.96,2,0.04561275616288185,14,241,0.058091286307053944
cell,L4,2,4,q9_13,0.97,1,0.04643061384558678,18,937,0.0192102454642476
cell,L4,2,4,q9_13,0.97,2,0.04643061384558678,13,165,0.07878787878787878
cell,L4,2,4,q9_13,0.98,1,0.04756186157464981,16,624,0.02564102564102564
cell,L4,2,4,q9_13,0.98,2,0.04756186157464981,12,81,0.14814814814814814
cell,L4,2,4,q9_13,0.99,1,0.049485187977552414,14,301,0.046511627906976744
cell,L4,2,4,q9_13,0.99,2,0.049485187977552414,6,28,0.21428571428571427
cell,L4,2,4,q9_13,0.995,1,0.051180172711610794,7,157,0.044585987261146494
cell,L4,2,4,q9_13,0.995,2,0.051180172711610794,2,7,0.2857142857142857
cell,L4,2,5,q7_9,0.95,1,0.04930825158953667,13,1573,0.008264462809917356
cell,L4,2,5,q7_9,0.95,2,0.04930825158953667,2,277,0.007220216606498195
cell,L4,2,5,q7_9,0.96,1,0.05009186267852783,12,1284,0.009345794392523364
cell,L4,2,5,q7_9,0.96,2,0.05009186267852783,2,196,0.01020408163265306
cell,L4,2,5,q7_9,0.97,1,0.05112350732088089,9,985,0.009137055837563452
cell,L4,2,5,q7_9,0.97,2,0.05112350732088089,0,134,0.0
cell,L4,2,5,q7_9,0.98,1,0.05242588371038437,5,670,0.007462686567164179
cell,L4,2,5,q7_9,0.98,2,0.05242588371038437,0,75,0.0
cell,L4,2,5,q7_9,0.99,1,0.05452387407422066,5,341,0.01466275659824047
cell,L4,2,5,q7_9,0.99,2,0.05452387407422066,0,32,0.0
cell,L4,2,5,q7_9,0.995,1,0.056484706699848175,2,176,0.011363636363636364
cell,L4,2,5,q7_9,0.995,2,0.056484706699848175,0,11,0.0
cell,L4,2,5,q7_11,0.95,1,0.048370469361543655,16,2105,0.007600950118764846
cell,L4,2,5,q7_11,0.95,2,0.048370469361543655,12,413,0.029055690072639227
cell,L4,2,5,q7_11,0.96,1,0.049264632165431976,15,1743,0.008605851979345954
cell,L4,2,5,q7_11,0.96,2,0.049264632165431976,10,306,0.032679738562091505
cell,L4,2,5,q7_11,0.97,1,0.0502968356013298,15,1344,0.011160714285714286
cell,L4,2,5,q7_11,0.97,2,0.0502968356013298,7,202,0.034653465346534656
cell,L4,2,5,q7_11,0.98,1,0.05161441117525101,9,938,0.009594882729211088
cell,L4,2,5,q7_11,0.98,2,0.05161441117525101,4,113,0.035398230088495575
cell,L4,2,5,q7_11,0.99,1,0.053684573620557785,8,483,0.016563146997929608
cell,L4,2,5,q7_11,0.99,2,0.053684573620557785,1,45,0.022222222222222223
cell,L4,2,5,q7_11,0.995,1,0.05567889288067818,3,251,0.01195219123505976
cell,L4,2,5,q7_11,0.995,2,0.05567889288067818,0,19,0.0
cell,L4,2,5,q6_10,0.95,1,0.05013004690408707,13,2089,0.006223073240785065
cell,L4,2,5,q6_10,0.95,2,0.05013004690408707,7,673,0.010401188707280832
cell,L4,2,5,q6_10,0.96,1,0.0509895458817482,12,1761,0.0068143100511073255
cell,L4,2,5,q6_10,0.96,2,0.0509895458817482,3,488,0.006147540983606557
cell,L4,2,5,q6_10,0.97,1,0.052011311054229736,8,1390,0.0057553956834532375
cell,L4,2,5,q6_10,0.97,2,0.052011311054229736,2,329,0.0060790273556231
cell,L4,2,5,q6_10,0.98,1,0.05328788608312607,7,983,0.007121057985757884
cell,L4,2,5,q6_10,0.98,2,0.05328788608312607,1,174,0.005747126436781609
cell,L4,2,5,q6_10,0.99,1,0.05532126873731613,4,533,0.0075046904315197
cell,L4,2,5,q6_10,0.99,2,0.05532126873731613,0,64,0.0
cell,L4,2,5,q6_10,0.995,1,0.05702480673789978,3,276,0.010869565217391304
cell,L4,2,5,q6_10,0.995,2,0.05702480673789978,0,28,0.0
cell,L4,2,5,q9_13,0.95,1,0.04588627442717552,23,1706,0.013481828839390387
cell,L4,2,5,q9_13,0.95,2,0.04588627442717552,15,210,0.07142857142857142
cell,L4,2,5,q9_13,0.96,1,0.04657401889562607,20,1361,0.014695077149155033
cell,L4,2,5,q9_13,0.96,2,0.04657401889562607,13,141,0.09219858156028368
cell,L4,2,5,q9_13,0.97,1,0.04749782755970955,19,1001,0.01898101898101898
cell,L4,2,5,q9_13,0.97,2,0.04749782755970955,12,91,0.13186813186813187
cell,L4,2,5,q9_13,0.98,1,0.04882224276661873,16,660,0.024242424242424242
cell,L4,2,5,q9_13,0.98,2,0.04882224276661873,12,49,0.24489795918367346
cell,L4,2,5,q9_13,0.99,1,0.05088937282562256,12,315,0.0380952380952381
cell,L4,2,5,q9_13,0.99,2,0.05088937282562256,6,14,0.42857142857142855
cell,L4,2,5,q9_13,0.995,1,0.052758507430553436,8,150,0.05333333333333334
cell,L4,2,5,q9_13,0.995,2,0.052758507430553436,3,5,0.6
cell,L4,2,6,q7_9,0.95,1,0.05049997568130493,10,1591,0.006285355122564425
cell,L4,2,6,q7_9,0.95,2,0.05049997568130493,2,259,0.007722007722007722
cell,L4,2,6,q7_9,0.96,1,0.051477283239364624,10,1315,0.0076045627376425855
cell,L4,2,6,q7_9,0.96,2,0.051477283239364624,2,173,0.011560693641618497
cell,L4,2,6,q7_9,0.97,1,0.05262865871191025,10,1012,0.009881422924901186
cell,L4,2,6,q7_9,0.97,2,0.05262865871191025,1,108,0.009259259259259259
cell,L4,2,6,q7_9,0.98,1,0.054256290197372437,7,684,0.01023391812865497
cell,L4,2,6,q7_9,0.98,2,0.054256290197372437,0,68,0.0
cell,L4,2,6,q7_9,0.99,1,0.056399546563625336,3,351,0.008547008547008548
cell,L4,2,6,q7_9,0.99,2,0.056399546563625336,0,28,0.0
cell,L4,2,6,q7_9,0.995,1,0.058858949691057205,2,174,0.011494252873563218
cell,L4,2,6,q7_9,0.995,2,0.058858949691057205,0,16,0.0
cell,L4,2,6,q7_11,0.95,1,0.049428388476371765,17,2158,0.007877664504170528
cell,L4,2,6,q7_11,0.95,2,0.049428388476371765,11,393,0.027989821882951654
cell,L4,2,6,q7_11,0.96,1,0.0505354180932045,14,1778,0.007874015748031496
cell,L4,2,6,q7_11,0.96,2,0.0505354180932045,10,280,0.03571428571428571
cell,L4,2,6,q7_11,0.97,1,0.051693789660930634,14,1384,0.010115606936416185
cell,L4,2,6,q7_11,0.97,2,0.051693789660930634,9,171,0.05263157894736842
cell,L4,2,6,q7_11,0.98,1,0.05330957844853401,13,954,0.013626834381551363
cell,L4,2,6,q7_11,0.98,2,0.05330957844853401,6,100,0.06
cell,L4,2,6,q7_11,0.99,1,0.05580444261431694,7,495,0.014141414141414142
cell,L4,2,6,q7_11,0.99,2,0.05580444261431694,3,40,0.075
cell,L4,2,6,q7_11,0.995,1,0.05821709707379341,5,249,0.020080321285140562
cell,L4,2,6,q7_11,0.995,2,0.05821709707379341,0,23,0.0
cell,L4,2,6,q6_10,0.95,1,0.05182744190096855,14,2154,0.0064995357474466105
cell,L4,2,6,q6_10,0.95,2,0.05182744190096855,6,620,0.00967741935483871
cell,L4,2,6,q6_10,0.96,1,0.05277782678604126,12,1803,0.0066555740432612314
cell,L4,2,6,q6_10,0.96,2,0.05277782678604126,5,455,0.01098901098901099
cell,L4,2,6,q6_10,0.97,1,0.05400132015347481,10,1426,0.0070126227208976155
cell,L4,2,6,q6_10,0.97,2,0.05400132015347481,3,289,0.010380622837370242
cell,L4,2,6,q6_10,0.98,1,0.05547492578625679,6,994,0.006036217303822937
cell,L4,2,6,q6_10,0.98,2,0.05547492578625679,2,163,0.012269938650306749
cell,L4,2,6,q6_10,0.99,1,0.05790165066719055,5,526,0.009505703422053232
cell,L4,2,6,q6_10,0.99,2,0.05790165066719055,0,64,0.0
cell,L4,2,6,q6_10,0.995,1,0.0599263533949852,3,268,0.011194029850746268
cell,L4,2,6,q6_10,0.995,2,0.0599263533949852,0,32,0.0
cell,L4,2,6,q9_13,0.95,1,0.047192495316267014,20,1807,0.011068068622025456
cell,L4,2,6,q9_13,0.95,2,0.047192495316267014,12,146,0.0821917808219178
cell,L4,2,6,q9_13,0.96,1,0.04806254059076309,19,1428,0.01330532212885154
cell,L4,2,6,q9_13,0.96,2,0.04806254059076309,12,102,0.11764705882352941
cell,L4,2,6,q9_13,0.97,1,0.04910380765795708,17,1056,0.016098484848484848
cell,L4,2,6,q9_13,0.97,2,0.04910380765795708,11,60,0.18333333333333332
cell,L4,2,6,q9_13,0.98,1,0.05068643018603325,13,687,0.018922852983988356
cell,L4,2,6,q9_13,0.98,2,0.05068643018603325,11,31,0.3548387096774194
cell,L4,2,6,q9_13,0.99,1,0.053142279386520386,13,323,0.04024767801857585
cell,L4,2,6,q9_13,0.99,2,0.053142279386520386,6,12,0.5
cell,L4,2,6,q9_13,0.995,1,0.05524865537881851,8,153,0.05228758169934641
cell,L4,2,6,q9_13,0.995,2,0.05524865537881851,5,5,1.0
cell,L4,2,7,q7_9,0.95,1,0.052197325974702835,11,1604,0.00685785536159601
cell,L4,2,7,q7_9,0.95,2,0.052197325974702835,2,242,0.008264462809917356
cell,L4,2,7,q7_9,0.96,1,0.05338946729898453,10,1313,0.007616146230007616
cell,L4,2,7,q7_9,0.96,2,0.05338946729898453,2,178,0.011235955056179775
cell,L4,2,7,q7_9,0.97,1,0.05500844120979309,9,1023,0.008797653958944282
cell,L4,2,7,q7_9,0.97,2,0.05500844120979309,2,110,0.01818181818181818
cell,L4,2,7,q7_9,0.98,1,0.05717833712697029,6,692,0.008670520231213872
cell,L4,2,7,q7_9,0.98,2,0.05717833712697029,1,68,0.014705882352941176
cell,L4,2,7,q7_9,0.99,1,0.0610419437289238,3,356,0.008426966292134831
cell,L4,2,7,q7_9,0.99,2,0.0610419437289238,0,29,0.0
cell,L4,2,7,q7_9,0.995,1,0.06474551558494568,2,182,0.01098901098901099
cell,L4,2,7,q7_9,0.995,2,0.06474551558494568,0,10,0.0
cell,L4,2,7,q7_11,0.95,1,0.0513702929019928,17,2211,0.007688828584350972
cell,L4,2,7,q7_11,0.95,2,0.0513702929019928,10,368,0.02717391304347826
cell,L4,2,7,q7_11,0.96,1,0.05266067385673523,15,1841,0.008147745790331342
cell,L4,2,7,q7_11,0.96,2,0.05266067385673523,10,247,0.04048582995951417
cell,L4,2,7,q7_11,0.97,1,0.05419938638806343,14,1420,0.009859154929577466
cell,L4,2,7,q7_11,0.97,2,0.05419938638806343,10,171,0.05847953216374269
cell,L4,2,7,q7_11,0.98,1,0.05628497526049614,12,972,0.012345679012345678
cell,L4,2,7,q7_11,0.98,2,0.05628497526049614,8,98,0.08163265306122448
cell,L4,2,7,q7_11,0.99,1,0.060072820633649826,10,501,0.01996007984031936
cell,L4,2,7,q7_11,0.99,2,0.060072820633649826,4,43,0.09302325581395349
cell,L4,2,7,q7_11,0.995,1,0.06349591910839081,5,256,0.01953125
cell,L4,2,7,q7_11,0.995,2,0.06349591910839081,1,21,0.047619047619047616
cell,L4,2,7,q6_10,0.95,1,0.05415380746126175,16,2207,0.007249660172179429
cell,L4,2,7,q6_10,0.95,2,0.05415380746126175,6,576,0.010416666666666666
cell,L4,2,7,q6_10,0.96,1,0.055411119014024734,15,1853,0.008094981111710739
cell,L4,2,7,q6_10,0.96,2,0.055411119014024734,5,410,0.012195121951219513
cell,L4,2,7,q6_10,0.97,1,0.056838709861040115,10,1451,0.006891798759476223
cell,L4,2,7,q6_10,0.97,2,0.056838709861040115,4,260,0.015384615384615385
cell,L4,2,7,q6_10,0.98,1,0.0589311420917511,8,1010,0.007920792079207921
cell,L4,2,7,q6_10,0.98,2,0.0589311420917511,2,146,0.0136986301369863
cell,L4,2,7,q6_10,0.99,1,0.06194163113832474,6,536,0.011194029850746268
cell,L4,2,7,q6_10,0.99,2,0.06194163113832474,0,59,0.0
cell,L4,2,7,q6_10,0.995,1,0.06483076512813568,3,282,0.010638297872340425
cell,L4,2,7,q6_10,0.995,2,0.06483076512813568,0,17,0.0
cell,L4,2,7,q9_13,0.95,1,0.050203192979097366,18,1819,0.009895547003848268
cell,L4,2,7,q9_13,0.95,2,0.050203192979097366,12,184,0.06521739130434782
cell,L4,2,7,q9_13,0.96,1,0.05127308517694473,16,1442,0.011095700416088766
cell,L4,2,7,q9_13,0.96,2,0.05127308517694473,11,134,0.08208955223880597
cell,L4,2,7,q9_13,0.97,1,0.05266149714589119,14,1095,0.012785388127853882
cell,L4,2,7,q9_13,0.97,2,0.05266149714589119,11,63,0.1746031746031746
cell,L4,2,7,q9_13,0.98,1,0.05457460135221481,13,708,0.018361581920903956
cell,L4,2,7,q9_13,0.98,2,0.05457460135221481,11,33,0.3333333333333333
cell,L4,2,7,q9_13,0.99,1,0.0578126423060894,11,330,0.03333333333333333
cell,L4,2,7,q9_13,0.99,2,0.0578126423060894,7,13,0.5384615384615384
cell,L4,2,7,q9_13,0.995,1,0.060813385993242264,8,159,0.050314465408805034
cell,L4,2,7,q9_13,0.995,2,0.060813385993242264,3,6,0.5
cell,L4,2,8,q7_9,0.95,1,0.05535256862640381,10,1599,0.006253908692933083
cell,L4,2,8,q7_9,0.95,2,0.05535256862640381,2,260,0.007692307692307693
cell,L4,2,8,q7_9,0.96,1,0.05694487690925598,9,1316,0.006838905775075988
cell,L4,2,8,q7_9,0.96,2,0.05694487690925598,2,179,0.0111731843575419
cell,L4,2,8,q7_9,0.97,1,0.0591876395046711,8,1028,0.007782101167315175
cell,L4,2,8,q7_9,0.97,2,0.0591876395046711,2,110,0.01818181818181818
cell,L4,2,8,q7_9,0.98,1,0.06307697296142578,6,710,0.008450704225352112
cell,L4,2,8,q7_9,0.98,2,0.06307697296142578,2,54,0.037037037037037035
cell,L4,2,8,q7_9,0.99,1,0.06948118656873703,4,367,0.010899182561307902
cell,L4,2,8,q7_9,0.99,2,0.06948118656873703,0,21,0.0
cell,L4,2,8,q7_9,0.995,1,0.07460134476423264,2,189,0.010582010582010581
cell,L4,2,8,q7_9,0.995,2,0.07460134476423264,0,5,0.0
cell,L4,2,8,q7_11,0.95,1,0.054876215755939484,15,2260,0.00663716814159292
cell,L4,2,8,q7_11,0.95,2,0.054876215755939484,9,360,0.025
cell,L4,2,8,q7_11,0.96,1,0.05639021843671799,13,1886,0.006892895015906681
cell,L4,2,8,q7_11,0.96,2,0.05639021843671799,9,243,0.037037037037037035
cell,L4,2,8,q7_11,0.97,1,0.058497339487075806,13,1466,0.008867667121418827
cell,L4,2,8,q7_11,0.97,2,0.058497339487075806,9,157,0.05732484076433121
cell,L4,2,8,q7_11,0.98,1,0.06190216541290283,12,1010,0.011881188118811881
cell,L4,2,8,q7_11,0.98,2,0.06190216541290283,8,86,0.09302325581395349
cell,L4,2,8,q7_11,0.99,1,0.0679411068558693,8,518,0.015444015444015444
cell,L4,2,8,q7_11,0.99,2,0.0679411068558693,3,36,0.08333333333333333
cell,L4,2,8,q7_11,0.995,1,0.072691909968853,5,270,0.018518518518518517
cell,L4,2,8,q7_11,0.995,2,0.072691909968853,0,10,0.0
cell,L4,2,8,q6_10,0.95,1,0.05808064341545105,15,2281,0.00657606313020605
cell,L4,2,8,q6_10,0.95,2,0.05808064341545105,6,500,0.012
cell,L4,2,8,q6_10,0.96,1,0.05956007167696953,14,1890,0.007407407407407408
cell,L4,2,8,q6_10,0.96,2,0.05956007167696953,6,360,0.016666666666666666
cell,L4,2,8,q6_10,0.97,1,0.06152895838022232,12,1481,0.008102633355840648
cell,L4,2,8,q6_10,0.97,2,0.06152895838022232,4,233,0.017167381974248927
cell,L4,2,8,q6_10,0.98,1,0.06441657990217209,10,1031,0.009699321047526674
cell,L4,2,8,q6_10,0.98,2,0.06441657990217209,3,126,0.023809523809523808
cell,L4,2,8,q6_10,0.99,1,0.06894321739673615,7,553,0.012658227848101266
cell,L4,2,8,q6_10,0.99,2,0.06894321739673615,0,45,0.0
cell,L4,2,8,q6_10,0.995,1,0.07295024394989014,2,299,0.006688963210702341
cell,L4,2,8,q6_10,0.995,2,0.07295024394989014,0,13,0.0
cell,L4,2,8,q9_13,0.95,1,0.05504478141665459,14,1896,0.007383966244725738
cell,L4,2,8,q9_13,0.95,2,0.05504478141665459,10,158,0.06329113924050633
cell,L4,2,8,q9_13,0.96,1,0.0563872754573822,13,1528,0.008507853403141362
cell,L4,2,8,q9_13,0.96,2,0.0563872754573822,10,95,0.10526315789473684
cell,L4,2,8,q9_13,0.97,1,0.05810859054327011,13,1136,0.011443661971830986
cell,L4,2,8,q9_13,0.97,2,0.05810859054327011,10,50,0.2
cell,L4,2,8,q9_13,0.98,1,0.06067972257733345,13,733,0.017735334242837655
cell,L4,2,8,q9_13,0.98,2,0.06067972257733345,9,24,0.375
cell,L4,2,8,q9_13,0.99,1,0.06521999835968018,12,345,0.034782608695652174
cell,L4,2,8,q9_13,0.99,2,0.06521999835968018,5,12,0.4166666666666667
cell,L4,2,8,q9_13,0.995,1,0.06935209780931473,9,166,0.05421686746987952
cell,L4,2,8,q9_13,0.995,2,0.06935209780931473,1,8,0.125
cell,L4,2,9,q7_9,0.95,1,0.06042126566171646,11,1612,0.006823821339950372
cell,L4,2,9,q7_9,0.95,2,0.06042126566171646,2,283,0.007067137809187279
cell,L4,2,9,q7_9,0.96,1,0.06251206248998642,10,1350,0.007407407407407408
cell,L4,2,9,q7_9,0.96,2,0.06251206248998642,2,180,0.011111111111111112
cell,L4,2,9,q7_9,0.97,1,0.06552378088235855,9,1058,0.008506616257088847
cell,L4,2,9,q7_9,0.97,2,0.06552378088235855,2,100,0.02
cell,L4,2,9,q7_9,0.98,1,0.0704309493303299,5,733,0.0068212824010914054
cell,L4,2,9,q7_9,0.98,2,0.0704309493303299,1,39,0.02564102564102564
cell,L4,2,9,q7_9,0.99,1,0.07737107574939728,3,379,0.0079155672823219
cell,L4,2,9,q7_9,0.99,2,0.07737107574939728,0,12,0.0
cell,L4,2,9,q7_9,0.995,1,0.08191541582345963,2,191,0.010471204188481676
cell,L4,2,9,q7_9,0.995,2,0.08191541582345963,0,5,0.0
cell,L4,2,9,q7_11,0.95,1,0.05966198444366455,14,2319,0.00603708495040966
cell,L4,2,9,q7_11,0.95,2,0.05966198444366455,9,381,0.023622047244094488
cell,L4,2,9,q7_11,0.96,1,0.06167120486497879,14,1960,0.007142857142857143
cell,L4,2,9,q7_11,0.96,2,0.06167120486497879,9,244,0.036885245901639344
cell,L4,2,9,q7_11,0.97,1,0.06453635543584824,13,1528,0.008507853403141362
cell,L4,2,9,q7_11,0.97,2,0.06453635543584824,9,137,0.06569343065693431
cell,L4,2,9,q7_11,0.98,1,0.06892310082912445,13,1044,0.012452107279693486
cell,L4,2,9,q7_11,0.98,2,0.06892310082912445,8,65,0.12307692307692308
cell,L4,2,9,q7_11,0.99,1,0.07548193633556366,8,536,0.014925373134328358
cell,L4,2,9,q7_11,0.99,2,0.07548193633556366,1,26,0.038461538461538464
cell,L4,2,9,q7_11,0.995,1,0.0804506167769432,5,273,0.018315018315018316
cell,L4,2,9,q7_11,0.995,2,0.0804506167769432,0,8,0.0
cell,L4,2,9,q6_10,0.95,1,0.0637403056025505,16,2484,0.00644122383252818
cell,L4,2,9,q6_10,0.95,2,0.0637403056025505,7,378,0.018518518518518517
cell,L4,2,9,q6_10,0.96,1,0.06534051150083542,14,2053,0.006819288845591817
cell,L4,2,9,q6_10,0.96,2,0.06534051150083542,6,271,0.02214022140221402
cell,L4,2,9,q6_10,0.97,1,0.06758260726928711,13,1589,0.008181246066708621
cell,L4,2,9,q6_10,0.97,2,0.06758260726928711,5,169,0.029585798816568046
cell,L4,2,9,q6_10,0.98,1,0.07070218771696091,10,1102,0.009074410163339383
cell,L4,2,9,q6_10,0.98,2,0.07070218771696091,3,92,0.03260869565217391
cell,L4,2,9,q6_10,0.99,1,0.07600204646587372,6,586,0.010238907849829351
cell,L4,2,9,q6_10,0.99,2,0.07600204646587372,0,35,0.0
cell,L4,2,9,q6_10,0.995,1,0.0805620327591896,3,305,0.009836065573770493
cell,L4,2,9,q6_10,0.995,2,0.0805620327591896,0,9,0.0
cell,L4,2,9,q9_13,0.95,1,0.06061100214719772,14,1990,0.007035175879396985
cell,L4,2,9,q9_13,0.95,2,0.06061100214719772,10,95,0.10526315789473684
cell,L4,2,9,q9_13,0.96,1,0.06216854974627495,13,1580,0.008227848101265823
cell,L4,2,9,q9_13,0.96,2,0.06216854974627495,10,63,0.15873015873015872
cell,L4,2,9,q9_13,0.97,1,0.06434746831655502,13,1160,0.011206896551724138
cell,L4,2,9,q9_13,0.97,2,0.06434746831655502,10,42,0.23809523809523808
cell,L4,2,9,q9_13,0.98,1,0.06759129464626312,13,754,0.017241379310344827
cell,L4,2,9,q9_13,0.98,2,0.06759129464626312,9,24,0.375
cell,L4,2,9,q9_13,0.99,1,0.0724828690290451,11,359,0.03064066852367688
cell,L4,2,9,q9_13,0.99,2,0.0724828690290451,5,12,0.4166666666666667
cell,L4,2,9,q9_13,0.995,1,0.07645757496356964,9,170,0.052941176470588235
cell,L4,2,9,q9_13,0.995,2,0.07645757496356964,1,6,0.16666666666666666
cell,L5,3,0,q7_9,0.95,1,0.05393189191818237,16,1679,0.009529481834425254
cell,L5,3,0,q7_9,0.95,2,0.05393189191818237,4,162,0.024691358024691357
cell,L5,3,0,q7_9,0.96,1,0.054802872240543365,14,1389,0.010079193664506839
cell,L5,3,0,q7_9,0.96,2,0.054802872240543365,3,98,0.030612244897959183
cell,L5,3,0,q7_9,0.97,1,0.055830586701631546,10,1061,0.00942507068803016
cell,L5,3,0,q7_9,0.97,2,0.055830586701631546,1,58,0.017241379310344827
cell,L5,3,0,q7_9,0.98,1,0.057261668145656586,8,728,0.01098901098901099
cell,L5,3,0,q7_9,0.98,2,0.057261668145656586,1,16,0.0625
cell,L5,3,0,q7_9,0.99,1,0.05904097110033035,6,375,0.016
cell,L5,3,0,q7_9,0.99,2,0.05904097110033035,1,2,0.5
cell,L5,3,0,q7_9,0.995,1,0.06048819422721863,6,187,0.03208556149732621
cell,L5,3,0,q7_9,0.995,2,0.06048819422721863,0,0,inf
cell,L5,3,0,q7_11,0.95,1,0.05294661968946457,18,2275,0.007912087912087912
cell,L5,3,0,q7_11,0.95,2,0.05294661968946457,8,292,0.0273972602739726
cell,L5,3,0,q7_11,0.96,1,0.05377206951379776,18,1913,0.009409304756926294
cell,L5,3,0,q7_11,0.96,2,0.05377206951379776,6,181,0.03314917127071823
cell,L5,3,0,q7_11,0.97,1,0.05482462793588638,15,1495,0.010033444816053512
cell,L5,3,0,q7_11,0.97,2,0.05482462793588638,5,103,0.04854368932038835
cell,L5,3,0,q7_11,0.98,1,0.056192539632320404,11,1028,0.010700389105058366
cell,L5,3,0,q7_11,0.98,2,0.056192539632320404,2,48,0.041666666666666664
cell,L5,3,0,q7_11,0.99,1,0.05817079544067383,7,548,0.012773722627737226
cell,L5,3,0,q7_11,0.99,2,0.05817079544067383,2,7,0.2857142857142857
cell,L5,3,0,q7_11,0.995,1,0.05977362394332886,6,279,0.021505376344086023
cell,L5,3,0,q7_11,0.995,2,0.05977362394332886,1,0,inf
cell,L5,3,0,q6_10,0.95,1,0.05446220189332962,17,2593,0.006556112610875434
cell,L5,3,0,q6_10,0.95,2,0.05446220189332962,5,368,0.01358695652173913
cell,L5,3,0,q6_10,0.96,1,0.055206187069416046,15,2152,0.006970260223048327
cell,L5,3,0,q6_10,0.96,2,0.055206187069416046,3,248,0.012096774193548387
cell,L5,3,0,q6_10,0.97,1,0.05605335906147957,11,1672,0.006578947368421052
cell,L5,3,0,q6_10,0.97,2,0.05605335906147957,2,145,0.013793103448275862
cell,L5,3,0,q6_10,0.98,1,0.05720289424061775,8,1157,0.006914433880726016
cell,L5,3,0,q6_10,0.98,2,0.05720289424061775,2,54,0.037037037037037035
cell,L5,3,0,q6_10,0.99,1,0.05877218768000603,6,606,0.009900990099009901
cell,L5,3,0,q6_10,0.99,2,0.05877218768000603,2,8,0.25
